#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 1.000000000000e+00, 2.693303078763e-01, 3.601368791843e-02, 1.095653350265e-04, 5.907201360000e-01, 9.020170000000e-01,            3000000
 4.050000000000e+00, 1.000000000000e+00, 1.000000000000e+00, 2.701946236649e-01, 3.564700518692e-02, 1.090061239670e-04, 6.255995020000e-01, 9.065600000000e-01,            3000000
 4.000000000000e+00, 1.050000000000e+00, 1.000000000000e+00, 2.757477271470e-01, 2.243026700338e-02, 8.646823502184e-05, 6.221245110000e-01, 9.056326666667e-01,            3000000
 4.000000000000e+00, 1.000000000000e+00, 1.050000000000e+00, 2.772611564196e-01, 2.888439392420e-02, 9.812304167762e-05, 6.319691590000e-01, 9.030366666667e-01,            3000000
 4.033333333333e+00, 1.033333333333e+00, 9.500000000000e-01, 2.700945785154e-01, 5.020196312593e-02, 1.293599153859e-04, 6.592105550000e-01, 9.056706666667e-01,            3000000
 4.055555555556e+00, 9.722222222222e-01, 9.666666666667e-01, 2.650617455225e-01, 7.003330246168e-02, 1.527888548092e-04, 6.472303350000e-01, 9.063890000000e-01,            3000000
 4.083333333333e+00, 9.333333333333e-01, 9.500000000000e-01, 2.644917089298e-01, 1.418545665120e-01, 2.174508116886e-04, 6.726667290000e-01, 9.067140000000e-01,            3000000
 4.037037037037e+00, 9.481481481481e-01, 1.027777777778e+00, 2.726097316816e-01, 9.560631033963e-02, 1.785182626882e-04, 7.921209780000e-01, 9.032270000000e-01,            3000000
 4.034259259259e+00, 1.012037037037e+00, 9.694444444444e-01, 2.684111064169e-01, 4.585919316516e-02, 1.236381725913e-04, 6.067293550000e-01, 9.050683333333e-01,            3000000
 4.009876543210e+00, 9.895061728395e-01, 9.574074074074e-01, 2.652938879151e-01, 6.878223919137e-02, 1.514180077263e-04, 6.681073060000e-01, 9.065453333333e-01,            3000000
 4.066460905350e+00, 9.825102880658e-01, 9.290123456790e-01, 2.637160097359e-01, 8.912125495586e-02, 1.723574337976e-04, 6.400325200000e-01, 9.031173333333e-01,            3000000
 4.099691358025e+00, 9.737654320988e-01, 8.935185185185e-01, 2.661309185751e-01, 1.636470376065e-01, 2.335573003258e-04, 6.372320740000e-01, 9.047866666667e-01,            3000000
 4.053669410151e+00, 9.507887517147e-01, 9.326131687243e-01, 2.626868830450e-01, 1.255473786469e-01, 2.045705898111e-04, 6.656508000000e-01, 9.042486666667e-01,            3000000
 4.048816872428e+00, 9.661008230453e-01, 9.418209876543e-01, 2.625132472814e-01, 8.706184925870e-02, 1.703543847970e-04, 6.448502790000e-01, 9.007633333333e-01,            3000000
 4.104012345679e+00, 9.577160493827e-01, 9.342592592593e-01, 2.644750930873e-01, 1.139767809947e-01, 1.949160340546e-04, 6.551097070000e-01, 9.077946666667e-01,            3000000
 4.033410493827e+00, 9.815586419753e-01, 9.516203703704e-01, 2.646454482025e-01, 7.820471528924e-02, 1.614566146980e-04, 6.734844240000e-01, 9.064686666667e-01,            3000000
 4.043569958848e+00, 9.812242798354e-01, 9.149691358025e-01, 2.650384280452e-01, 1.185093193143e-01, 1.987538840831e-04, 6.975925100000e-01, 9.063983333333e-01,            3000000
 4.052559156379e+00, 9.744727366255e-01, 9.537422839506e-01, 2.642686351796e-01, 7.522649516646e-02, 1.583524498984e-04, 7.116903270000e-01, 9.033990000000e-01,            3000000
 4.078480795610e+00, 9.671639231824e-01, 9.314300411523e-01, 2.641403262003e-01, 1.034418294443e-01, 1.856895522499e-04, 6.895805110000e-01, 9.051933333333e-01,            3000000
 4.044678069273e+00, 9.779599622771e-01, 9.465727880658e-01, 2.630221042312e-01, 7.439756897561e-02, 1.574775846225e-04, 6.656543520000e-01, 9.036333333333e-01,            3000000
