#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 3.377747000000e+00, 1.033596000000e+00, 9.000070000000e-01, 1.469213256845e-01, 1.942744640062e-02, 5.690261622665e-05, 1.497493562000e+00, 9.038388333333e-01,            6000000
 3.427747000000e+00, 1.033596000000e+00, 9.000070000000e-01, 1.466523506336e-01, 1.799221019416e-02, 5.476040265581e-05, 1.350953768000e+00, 9.006173333333e-01,            6000000
 3.427747000000e+00, 1.083596000000e+00, 9.000070000000e-01, 1.469360615150e-01, 1.853748555128e-02, 5.558399882352e-05, 1.484925145000e+00, 9.033873333333e-01,            6000000
 3.427747000000e+00, 1.033596000000e+00, 9.500070000000e-01, 1.490892005983e-01, 8.065273513934e-03, 3.666350027374e-05, 1.432977098000e+00, 9.150428333333e-01,            6000000
 3.394413666667e+00, 1.066929333333e+00, 8.500070000000e-01, 1.505246027708e-01, 7.105544449757e-02, 1.088235915734e-04, 1.348133642000e+00, 9.104571666667e-01,            6000000
 3.419413666667e+00, 1.041929333333e+00, 9.250070000000e-01, 1.470007959524e-01, 1.096097294901e-02, 4.274141814253e-05, 1.402675215000e+00, 9.025568333333e-01,            6000000
 3.472191444444e+00, 1.072484888889e+00, 9.166736666667e-01, 1.485092068507e-01, 1.627886473362e-02, 5.208785004461e-05, 4.286303316000e+00, 9.143481666667e-01,            6000000
 3.401358111111e+00, 1.043318222222e+00, 9.041736666667e-01, 1.473065317117e-01, 1.811047210822e-02, 5.494007661112e-05, 1.458935721000e+00, 9.068573333333e-01,            6000000
 3.398580333333e+00, 1.037762666667e+00, 9.125070000000e-01, 1.469495781656e-01, 1.448360343550e-02, 4.913180137057e-05, 1.407804148000e+00, 9.030611666667e-01,            6000000
 3.423580333333e+00, 1.037762666667e+00, 9.125070000000e-01, 1.465742417763e-01, 1.341425537955e-02, 4.728328700424e-05, 1.456689521000e+00, 8.998381666667e-01,            6000000
 3.423580333333e+00, 1.062762666667e+00, 9.125070000000e-01, 1.469615728693e-01, 1.425791231512e-02, 4.874749961985e-05, 1.496741161000e+00, 9.033415000000e-01,            6000000
 3.404135888889e+00, 1.015540444444e+00, 9.208403333333e-01, 1.473343694576e-01, 1.235068988013e-02, 4.537012578069e-05, 1.619845274000e+00, 9.060456666667e-01,            6000000
 3.418719222222e+00, 1.050957111111e+00, 9.145903333333e-01, 1.461537477967e-01, 1.149250450040e-02, 4.376548202332e-05, 1.530991586000e+00, 8.984675000000e-01,            6000000
 3.442561814815e+00, 1.049336740741e+00, 9.222292222222e-01, 1.468331743320e-01, 1.091810957021e-02, 4.265776515910e-05, 1.478425429000e+00, 9.017145000000e-01,            6000000
 3.437160580247e+00, 1.050108345679e+00, 9.078773703704e-01, 1.475982513087e-01, 1.694452924489e-02, 5.314215094896e-05, 1.540171544000e+00, 9.081435000000e-01,            6000000
 3.423850395062e+00, 1.043974086420e+00, 9.207245925926e-01, 1.479216431625e-01, 1.406530482656e-02, 4.841711960756e-05, 1.482085770000e+00, 9.103603333333e-01,            6000000
 3.430640518519e+00, 1.050146925926e+00, 9.184097777778e-01, 1.467092881909e-01, 1.197631467113e-02, 4.467720274578e-05, 1.543551385000e+00, 8.992366666667e-01,            6000000
 3.421149777778e+00, 1.044359888889e+00, 9.135486666667e-01, 1.463399345368e-01, 1.247335619500e-02, 4.559487579945e-05, 1.399155582000e+00, 8.987086666667e-01,            6000000
 3.419066444444e+00, 1.046443222222e+00, 9.197986666667e-01, 1.469272045597e-01, 1.181927145339e-02, 4.438331415706e-05, 1.446508013000e+00, 9.028905000000e-01,            6000000
 3.427939901235e+00, 1.050532728395e+00, 9.112338518519e-01, 1.460566987528e-01, 1.286566369802e-02, 4.630634171475e-05, 1.421363939000e+00, 8.951101666667e-01,            6000000
 3.432376629630e+00, 1.052577481481e+00, 9.069514444444e-01, 1.475885307570e-01, 1.803289647843e-02, 5.482228330164e-05, 1.430719714000e+00, 9.084126666667e-01,            6000000
 3.414565415638e+00, 1.047086226337e+00, 9.078387901235e-01, 1.469597912961e-01, 1.597498001799e-02, 5.159938633032e-05, 1.540979951000e+00, 9.032938333333e-01,            6000000
 3.426621742798e+00, 1.049381751029e+00, 9.157670308642e-01, 1.475322916324e-01, 1.439643213235e-02, 4.898372541357e-05, 1.437412847000e+00, 9.083473333333e-01,            6000000
 3.429290209877e+00, 1.050339827160e+00, 9.148218148148e-01, 1.480575052988e-01, 1.542050522597e-02, 5.069599791235e-05, 1.472218220000e+00, 9.120448333333e-01,            6000000
 3.424544839506e+00, 1.047446308642e+00, 9.123912592593e-01, 1.464414593665e-01, 1.320516463982e-02, 4.691333257512e-05, 1.488643787000e+00, 9.013271666667e-01,            6000000
 3.423329561728e+00, 1.050744919753e+00, 9.129120925926e-01, 1.467034758655e-01, 1.374494019882e-02, 4.786254659408e-05, 1.596123866000e+00, 9.020071666667e-01,            6000000
 3.421252658436e+00, 1.048809477366e+00, 9.095363209877e-01, 1.470197782518e-01, 1.577749991541e-02, 5.127946293825e-05, 1.768246543000e+00, 9.033638333333e-01,            6000000
 3.423262046296e+00, 1.049192064815e+00, 9.108576944444e-01, 1.462543033445e-01, 1.325608237428e-02, 4.700369200798e-05, 4.424889364000e+00, 8.983845000000e-01,            6000000
 3.427168296296e+00, 1.047369148148e+00, 9.100764444444e-01, 1.460350347093e-01, 1.245274330107e-02, 4.555718622616e-05, 1.681571405000e+00, 8.961726666667e-01,            6000000
 3.429087663580e+00, 1.045681262346e+00, 9.086586203704e-01, 1.476007844696e-01, 1.721555317569e-02, 5.356546333800e-05, 1.479790529000e+00, 9.095113333333e-01,            6000000
 3.427701989712e+00, 1.050616318930e+00, 9.090540679012e-01, 1.468372087159e-01, 1.502601680073e-02, 5.004334254878e-05, 1.646685548000e+00, 9.033683333333e-01,            6000000
 3.425334127058e+00, 1.048238811214e+00, 9.115569614198e-01, 1.467927913814e-01, 1.405725557863e-02, 4.840326362728e-05, 1.551939435000e+00, 9.039000000000e-01,            6000000
 3.425334127058e+00, 1.048238811214e+00, 9.115569614198e-01, 1.469870964591e-01, 1.495489996241e-02, 4.557487728150e-05, 1.914403538000e+00, 9.036243055556e-01,            7200000
 3.425334127058e+00, 1.048238811214e+00, 9.115569614198e-01, 1.475489871212e-01, 1.593920207805e-02, 4.295131028653e-05, 1.975067253000e+00, 9.076712962963e-01,            8640000
 3.425215171296e+00, 1.048280606481e+00, 9.104670694444e-01, 1.465849938145e-01, 1.388956275988e-02, 4.009474133092e-05, 1.988518785000e+00, 9.012282407407e-01,            8640000
 3.425856567901e+00, 1.047407728395e+00, 9.112338518519e-01, 1.466901550357e-01, 1.410490949642e-02, 4.040436453153e-05, 2.077791299000e+00, 9.015983796296e-01,            8640000
 3.427554098765e+00, 1.048950938272e+00, 9.106551481481e-01, 1.472987702016e-01, 1.564785324762e-02, 4.255695155767e-05, 2.299748190000e+00, 9.068355324074e-01,            8640000
 3.424605924897e+00, 1.046420717078e+00, 9.105297623457e-01, 1.469228314523e-01, 1.442177425398e-02, 4.085568301904e-05, 2.216495152000e+00, 9.031910879630e-01,            8640000
 3.425342968364e+00, 1.047053272377e+00, 9.105611087963e-01, 1.475421826353e-01, 1.593450611643e-02, 4.294498272503e-05, 2.383892321000e+00, 9.083075231481e-01,            8640000
 3.426191733796e+00, 1.047824877315e+00, 9.102717569444e-01, 1.481665801688e-01, 1.754362300936e-02, 4.506120196332e-05, 2.142847772000e+00, 9.125329861111e-01,            8640000
 3.426512432099e+00, 1.047388438272e+00, 9.106551481481e-01, 1.460961406914e-01, 1.280799160904e-02, 3.850203158577e-05, 2.179017970000e+00, 8.970722222222e-01,            8640000
 3.427361197531e+00, 1.048160043210e+00, 9.103657962963e-01, 1.466625274514e-01, 1.450274995092e-02, 4.097022116241e-05, 2.172584070000e+00, 9.006730324074e-01,            8640000
 3.427836216821e+00, 1.047453542438e+00, 9.104598356481e-01, 1.476118300630e-01, 1.657542537576e-02, 4.380013711261e-05, 2.458185402000e+00, 9.079806712963e-01,            8640000
 3.427425096065e+00, 1.047546376157e+00, 9.104128159722e-01, 1.472321004360e-01, 1.509249275178e-02, 4.179493139982e-05, 2.203756511000e+00, 9.057199074074e-01,            8640000
 3.426602854552e+00, 1.047732043596e+00, 9.103187766204e-01, 1.480255785363e-01, 1.734255612367e-02, 4.480223534703e-05, 2.107466823000e+00, 9.115769675926e-01,            8640000
