#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  4.8000000000000e+00,  1.1000000000000e+00,  1.0000000000000e+00,  5.2271035492033e-01,  3.7326653304678e-01,  8.6402145001936e-04, -7.9248514869774e-04, -9.3044425093476e-02, -3.8931745063343e-02, -9.7499052643935e-01,  2.0829628837135e-02, -6.8765474430120e+00,  1.0239173630000e+00,  8.9484400000000e-01,               500000
  4.8499994040648e+00,  1.1499999873158e+00,  9.5000002874990e-01,  5.2447483318575e-01,  2.5876903297987e-01,  7.1940118568136e-04,  1.9771219343578e-03, -9.3990802233772e-02,  1.7795935843388e-01, -3.5648221049785e-01, -4.9354122090988e-02, -4.5694766491926e+00,  7.2461933100000e-01,  9.0322000000000e-01,               500000
  4.8499994040648e+00,  1.1499999873158e+00,  9.5000002874990e-01,  5.2708842188944e-01,  2.5381514681598e-01,  6.5040390888531e-04,  7.8997798749889e-04, -4.3611253883457e-02,  1.6316982970164e-01, -2.2787211699497e-01, -6.3900892175343e-02, -4.6538017275936e+00,  8.3973936600000e-01,  9.0490500000000e-01,               600000
  4.8495719410271e+00,  1.1217028848589e+00,  9.7748256937889e-01,  5.2114103881995e-01,  2.8339050559952e-01,  6.8725359899569e-04,  1.2279416199318e-03, -7.2143213088401e-02,  6.9923403208561e-02, -7.1153463695199e-02,  1.6674076260760e-03, -5.6292648264901e+00,  8.8971978300000e-01,  9.0504333333333e-01,               600000
  4.8262297778534e+00,  1.0892239088425e+00,  9.9925902307837e-01,  5.2251495649600e-01,  5.8285095257191e-01,  9.8560552671265e-04,  2.3996505070476e-03, -3.4268918558487e-01, -1.4060360248600e-01, -3.1255339482872e+00,  8.2467787719478e-02, -1.2019052398012e+01,  8.5894616200000e-01,  9.1318000000000e-01,               600000
  4.7914979267619e+00,  1.0861907697310e+00,  9.8949973654428e-01,  5.2781434413552e-01,  3.7439820174284e-01,  7.8993480927526e-04, -2.8125697225216e-03, -8.3683543539881e-02, -1.5242779529509e-01, -4.4059833321601e+00, -6.3859933230290e-02, -3.3961272989626e+00,  7.8955257400000e-01,  8.9928166666667e-01,               600000
  4.7906337574448e+00,  1.0992574280357e+00,  9.9724090152127e-01,  5.2198713705365e-01,  3.4551075768550e-01,  7.5884864288550e-04,  2.7825195732171e-04, -9.6588260882934e-02, -4.8825086769663e-02, -1.4197018709045e+00,  1.1478906753665e-02, -5.8010896889384e+00,  8.1821537900000e-01,  8.9927500000000e-01,               600000
  4.7883824177402e+00,  1.1149328316276e+00,  1.0020599076198e+00,  5.2297380258091e-01,  3.7309935867724e-01,  7.8856341816119e-04, -1.7048557600121e-03, -6.3191329284072e-02,  4.1594157444488e-02, -1.2860688624393e-01,  2.4991471706820e-02, -8.6315886948902e+00,  8.2769121100000e-01,  9.0316500000000e-01,               600000
  4.7967061936425e+00,  1.1247824602121e+00,  1.0019748708124e+00,  5.2286259911226e-01,  4.0867218120436e-01,  8.2530012844254e-04, -1.5299216633838e-03,  5.9581211290450e-02,  8.0193146098668e-02, -6.4103564897382e-02,  5.3158715700790e-02, -1.0072781097656e+01,  8.0508987300000e-01,  9.0531500000000e-01,               600000
  4.8117397464773e+00,  1.1264189753676e+00,  9.9290986564124e-01,  5.2490747834043e-01,  1.8229004088648e-01,  5.5119573185104e-04,  2.5426470421689e-04, -6.9145606698443e-02,  9.4577514256729e-02, -8.7704490907240e-02, -6.8687724680391e-02, -2.6209996555531e+00,  8.1468610300000e-01,  8.9710833333333e-01,               600000
  4.8239018164561e+00,  1.1203561781925e+00,  9.9720615778619e-01,  5.2625296011471e-01,  1.9399216470827e-01,  5.6861258736840e-04,  1.2412514215391e-03, -7.4093333389608e-02,  6.5789160593996e-02, -9.6889113379939e-02, -6.3454604623408e-02, -3.0225003572465e+00,  8.2464490200000e-01,  9.0835333333333e-01,               600000
  4.8282575967354e+00,  1.1100394136393e+00,  1.0103602341649e+00,  5.2164960981588e-01,  3.7801269970419e-01,  7.9373872664350e-04,  2.4004762142376e-03, -1.3770687316237e-01,  7.5144956360899e-03, -7.3719654363281e-01,  6.6742693825529e-02, -7.5724990391805e+00,  8.3577539000000e-01,  9.0307333333333e-01,               600000
  4.8211300540080e+00,  1.1002524086818e+00,  1.0126832906372e+00,  5.2516913120517e-01,  3.0028738115559e-01,  7.0744538205621e-04, -2.3697935262187e-05, -6.0407066423901e-02, -4.6638256651611e-02, -1.1703497096406e+00, -1.1686996762324e-02, -4.4147824655535e+00,  8.2310335400000e-01,  9.0782666666667e-01,               600000
  4.8149672784808e+00,  1.0950984170722e+00,  1.0166723101447e+00,  5.2101301756878e-01,  4.3877251760026e-01,  8.5515351214491e-04,  1.5558927432226e-03, -1.7877866074943e-01, -4.7646685904037e-02, -8.6985299812981e-01,  7.2871411977245e-02, -8.6309222303391e+00,  8.3391690900000e-01,  8.9649000000000e-01,               600000
