#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.60000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.56580570797466e-02, 2.08544412973522e-01, 1.61456036188463e-04, 2.15186976589186e-02, 2.72884645857327e-03, 2.15329918659998e-02, 2.91167184144224e-02, 3.61940568400000e+00, 9.23310875000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.55660526365058e-02, 1.82226407992878e-01, 1.50924819029574e-04, 2.08195504653085e-02, 2.51571401173424e-03, 2.07718270731678e-02, 2.55713277173893e-02, 3.41644527100000e+00, 9.06488125000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.46273563083643e-02, 7.70792565539044e-02, 9.81575624658541e-05, 2.09548800995401e-02, 2.46716687686867e-03, 2.09743326315538e-02, 2.90662092037714e-02, 3.34034071100000e+00, 9.04283875000000e-01,              8000000
 1.70000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.47853836045495e-02, 6.89905806080694e-02, 9.28645388509989e-05, 2.03125714715491e-02, 2.37326005797629e-03, 2.03198047390046e-02, 2.65294196561167e-02, 3.08089855600000e+00, 9.02015250000000e-01,              8000000
 1.75000000000000e+01, 0.00000000000000e+00, 1.07500000000000e+00, 3.47778683617623e-02, 3.66861246090484e-02, 6.77182809596570e-05, 1.97467968082776e-02, 2.21560307706432e-03, 1.97527947418707e-02, 2.37099476676110e-02, 3.19145412200000e+00, 9.04808875000000e-01,              8000000
 1.75000000000000e+01, 0.00000000000000e+00, 1.12500000000000e+00, 3.47606688376707e-02, 1.51504826886852e-02, 4.35179312018121e-05, 1.98114927196768e-02, 2.03081929719162e-03, 1.97775482504528e-02, 2.37510622143961e-02, 3.36239441400000e+00, 9.09084125000000e-01,              8000000
 1.80000000000000e+01, 0.00000000000000e+00, 1.18750000000000e+00, 3.53773377083329e-02, 4.62249220066625e-03, 2.40377104792300e-05, 1.93780691694546e-02, 1.83186834958987e-03, 1.93382783208292e-02, 2.04708737911480e-02, 3.90945388400000e+00, 8.95652750000000e-01,              8000000
 1.85000000000000e+01, 0.00000000000000e+00, 1.15000000000000e+00, 3.53604081184110e-02, 8.17717378268593e-03, 3.19710294303412e-05, 1.87591863589196e-02, 1.88454708806632e-03, 1.87592446461440e-02, 2.04644402166246e-02, 3.25468397200000e+00, 8.93805875000000e-01,              8000000
 1.85000000000000e+01, 0.00000000000000e+00, 1.20000000000000e+00, 3.57594240824634e-02, 4.52943073635462e-03, 2.37945128557894e-05, 1.88791498396112e-02, 1.87723186540077e-03, 1.89459274383170e-02, 2.37603061737703e-02, 3.55800079900000e+00, 8.94889625000000e-01,              8000000
 1.82500000000000e+01, 0.00000000000000e+00, 1.16875000000000e+00, 3.55242886016590e-02, 1.06736288574554e-02, 3.65267519385713e-05, 1.91096819231195e-02, 2.13779717273734e-03, 1.93189577343104e-02, 3.30763317186778e-02, 3.41383145000000e+00, 8.95024125000000e-01,              8000000
 1.75000000000000e+01, 0.00000000000000e+00, 1.10000000000000e+00, 3.47693588358478e-02, 2.16005726767812e-02, 5.19622130456128e-05, 1.97770918187639e-02, 2.12251959074964e-03, 1.98012277044114e-02, 2.25242951474788e-02, 3.41815540800000e+00, 9.08983750000000e-01,              8000000
 1.80000000000000e+01, 0.00000000000000e+00, 1.13750000000000e+00, 3.50180159239008e-02, 8.95543211247077e-03, 3.34578692396698e-05, 1.92717790733092e-02, 1.92729102271255e-03, 1.92288038670078e-02, 1.89125448417096e-02, 3.58377339000000e+00, 9.00141750000000e-01,              8000000
 1.80000000000000e+01, 0.00000000000000e+00, 1.16250000000000e+00, 3.52248725237758e-02, 7.75889531675068e-03, 3.11426060982994e-05, 1.93440810963470e-02, 1.99410518417098e-03, 1.93740508140248e-02, 2.34252124943849e-02, 3.27569763300000e+00, 9.07957375000000e-01,              8000000
 1.78750000000000e+01, 0.00000000000000e+00, 1.14687500000000e+00, 3.50467284252480e-02, 7.17559477922761e-03, 2.99491126313193e-05, 1.94308041486188e-02, 1.92525244222113e-03, 1.94064254759793e-02, 1.81264934386160e-02, 3.38190071600000e+00, 9.02299875000000e-01,              8000000
 1.83750000000000e+01, 0.00000000000000e+00, 1.15937500000000e+00, 3.54064485354151e-02, 8.05804981723840e-03, 3.17373002499394e-05, 1.89436214037205e-02, 1.96947022161711e-03, 1.90114024090857e-02, 2.31089641199927e-02, 3.57562344300000e+00, 9.10361125000000e-01,              8000000
 1.77187500000000e+01, 0.00000000000000e+00, 1.13359375000000e+00, 3.49615429923082e-02, 1.23589409038946e-02, 3.93048039428620e-05, 1.96038540937243e-02, 2.10596411445023e-03, 1.96486213070104e-02, 2.35030204073987e-02, 3.60300861300000e+00, 9.01227000000000e-01,              8000000
 1.76875000000000e+01, 0.00000000000000e+00, 1.13593750000000e+00, 3.48253867971258e-02, 1.06965433519418e-02, 3.65659393287349e-05, 1.96318853563486e-02, 1.94058457559025e-03, 1.95420722655211e-02, 2.06498275635548e-02, 3.27500588900000e+00, 9.00718500000000e-01,              8000000
 1.79375000000000e+01, 0.00000000000000e+00, 1.14218750000000e+00, 3.50130698748568e-02, 7.43342661054897e-03, 3.04824265162507e-05, 1.93541961828601e-02, 1.92186735739075e-03, 1.93052608760051e-02, 1.75786956049414e-02, 3.41087327400000e+00, 8.99292250000000e-01,              8000000
 1.77500000000000e+01, 0.00000000000000e+00, 1.13125000000000e+00, 3.48705245221531e-02, 1.11306526204429e-02, 3.73005573357204e-05, 1.95523938049092e-02, 1.98275304514554e-03, 1.95077964174878e-02, 2.04862914029675e-02, 3.31380113400000e+00, 9.00574125000000e-01,              8000000
 1.78437500000000e+01, 0.00000000000000e+00, 1.14296875000000e+00, 3.50801893674017e-02, 1.12512207461746e-02, 3.75020345217673e-05, 1.95146288735496e-02, 2.08937700057910e-03, 1.95904542669761e-02, 2.44202831874261e-02, 3.51543190900000e+00, 9.03525000000000e-01,              8000000
 1.77812500000000e+01, 0.00000000000000e+00, 1.14140625000000e+00, 3.49799282913078e-02, 9.12912498593630e-03, 3.37807729817131e-05, 1.95511176905867e-02, 1.99737812329442e-03, 1.95466651780526e-02, 2.03110115674121e-02, 4.48722547500000e+00, 9.10884750000000e-01,              8000000
 1.78125000000000e+01, 0.00000000000000e+00, 1.13906250000000e+00, 3.50608352302598e-02, 1.17476322471451e-02, 3.83204127181994e-05, 1.95030690484498e-02, 2.05506186740995e-03, 1.95671383461527e-02, 2.38663215629240e-02, 3.79380801700000e+00, 9.05838875000000e-01,              8000000
 1.76562500000000e+01, 0.00000000000000e+00, 1.13828125000000e+00, 3.49300386059418e-02, 1.19420789922271e-02, 3.86362507760315e-05, 1.96619673356045e-02, 2.01609217246580e-03, 1.96649804906750e-02, 2.36964727205996e-02, 4.20782711900000e+00, 9.05622250000000e-01,              8000000
 1.76953125000000e+01, 0.00000000000000e+00, 1.13847656250000e+00, 3.48872500668694e-02, 1.09844004907477e-02, 3.70546901396228e-05, 1.96504455490060e-02, 2.04435755525694e-03, 1.96217672234381e-02, 2.24812601739756e-02, 3.66413674900000e+00, 9.00209250000000e-01,              8000000
 1.77734375000000e+01, 0.00000000000000e+00, 1.13886718750000e+00, 3.49025335190312e-02, 9.70798312510588e-03, 3.48352966205002e-05, 1.95315659974490e-02, 1.93274957217495e-03, 1.94669822608027e-02, 2.01930931331825e-02, 3.53957961300000e+00, 9.10573375000000e-01,              8000000
 1.76796875000000e+01, 0.00000000000000e+00, 1.13339843750000e+00, 3.49702963915352e-02, 1.44551982778494e-02, 4.25076438388577e-05, 1.96476401029372e-02, 2.12331533246818e-03, 1.97090939392058e-02, 2.62132242649737e-02, 3.62615273900000e+00, 9.09798000000000e-01,              8000000
 1.77558593750000e+01, 0.00000000000000e+00, 1.13940429687500e+00, 3.50690730503743e-02, 1.48915105689100e-02, 4.31443950138805e-05, 1.95985854862391e-02, 2.20121552498846e-03, 1.97219874756516e-02, 2.94172412761615e-02, 4.27465341700000e+00, 8.99771250000000e-01,              8000000
 1.77343750000000e+01, 0.00000000000000e+00, 1.13867187500000e+00, 3.49888578855975e-02, 1.74500903230955e-02, 4.67039751026284e-05, 1.95976038013979e-02, 2.08166351678249e-03, 1.96390919225264e-02, 3.17135278176660e-02, 3.84782265600000e+00, 9.02318000000000e-01,              8000000
 1.77304687500000e+01, 0.00000000000000e+00, 1.13740234375000e+00, 3.49650716306201e-02, 1.01006816009923e-02, 3.55328749206145e-05, 1.96252178918514e-02, 2.06768179980356e-03, 1.96577476874374e-02, 2.10943907012304e-02, 4.80008807600000e+00, 9.07821125000000e-01,              8000000
 1.76835937500000e+01, 0.00000000000000e+00, 1.13466796875000e+00, 3.48628210811450e-02, 1.05673760444876e-02, 3.63444907181398e-05, 1.96122055255025e-02, 1.93956979032779e-03, 1.95511811365478e-02, 2.03329510236161e-02, 4.88811741800000e+00, 9.08156375000000e-01,              8000000
 1.76406250000000e+01, 0.00000000000000e+00, 1.13320312500000e+00, 3.47758487358773e-02, 9.29777006450558e-03, 3.40913663273152e-05, 1.96644804673052e-02, 1.91585678700700e-03, 1.95579713555463e-02, 1.81798679363074e-02, 4.91634287200000e+00, 9.09662875000000e-01,              8000000
 1.75957031250000e+01, 0.00000000000000e+00, 1.13110351562500e+00, 3.49001506166009e-02, 1.25808027522109e-02, 3.96560253180568e-05, 1.97630627497333e-02, 2.10214852236553e-03, 1.98149185415453e-02, 2.28933432608257e-02, 3.82920160700000e+00, 9.05491875000000e-01,              8000000
 1.76445312500000e+01, 0.00000000000000e+00, 1.13447265625000e+00, 3.48933110211306e-02, 1.09287773693783e-02, 3.69607517668714e-05, 1.96732571464820e-02, 2.03128312146743e-03, 1.96643650291707e-02, 2.13480841325380e-02, 3.62712540400000e+00, 9.01532000000000e-01,              8000000
 1.76738281250000e+01, 0.00000000000000e+00, 1.13461914062500e+00, 3.48712406625526e-02, 9.78702495433654e-03, 3.49768226014323e-05, 1.96427270845563e-02, 1.97991593031166e-03, 1.96080429121147e-02, 1.95541782189993e-02, 3.66058839600000e+00, 9.02997875000000e-01,              8000000
 1.76542968750000e+01, 0.00000000000000e+00, 1.13452148437500e+00, 3.48719728248412e-02, 1.27161152591192e-02, 3.98687146443161e-05, 1.96648149309302e-02, 1.97274847516677e-03, 1.96277027420804e-02, 2.30710731529498e-02, 3.58212229200000e+00, 9.10418375000000e-01,              8000000
 1.76689453125000e+01, 0.00000000000000e+00, 1.13459472656250e+00, 3.48992115526017e-02, 1.11039753708131e-02, 3.72558307027456e-05, 1.96375073566009e-02, 2.02369425651320e-03, 1.96257516793334e-02, 2.16324921330827e-02, 4.87437544300000e+00, 9.03117250000000e-01,              8000000
