#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.76572265625000e+01, 0.00000000000000e+00, 1.13391113281250e+00, 3.48678571134718e-02, 1.03259274804844e-02, 3.59268831804340e-05, 1.96841409480936e-02, 2.00404138976505e-03, 1.96603744196620e-02, 2.00852775255003e-02, 3.83936343800000e+00, 9.10520000000000e-01,              8000000
 1.76640625000000e+01, 0.00000000000000e+00, 1.13457031250000e+00, 3.49177002529254e-02, 1.33805070107885e-02, 4.08969849298033e-05, 1.96934287193533e-02, 2.12279564190866e-03, 1.97279060690588e-02, 2.50557943940219e-02, 3.62296111100000e+00, 9.07383500000000e-01,              8000000
 1.76337890625000e+01, 0.00000000000000e+00, 1.13254394531250e+00, 3.48482892492261e-02, 1.16353322033022e-02, 3.81368132571767e-05, 1.97083368977158e-02, 2.04450326722347e-03, 1.96925156980572e-02, 2.17792759161249e-02, 3.79660614600000e+00, 9.01880500000000e-01,              8000000
 1.76413574218750e+01, 0.00000000000000e+00, 1.13305053710937e+00, 3.48405013249438e-02, 1.11457246657824e-02, 3.73258031825545e-05, 1.96994694142800e-02, 2.00826021073197e-03, 1.96654442754930e-02, 2.09033298238214e-02, 3.59883159800000e+00, 9.09094375000000e-01,              8000000
 1.76564941406250e+01, 0.00000000000000e+00, 1.13406372070312e+00, 3.48145438609923e-02, 9.13972598578978e-03, 3.38003808887374e-05, 1.96845625081685e-02, 1.97038975719525e-03, 1.96188286320255e-02, 1.83891219414842e-02, 3.52914663200000e+00, 9.07682875000000e-01,              8000000
 1.76398925781250e+01, 0.00000000000000e+00, 1.13335571289062e+00, 3.49666856748872e-02, 1.35690072677336e-02, 4.11840491994983e-05, 1.97094884602232e-02, 2.12898461263909e-03, 1.97911346237161e-02, 2.50194035971972e-02, 3.21297429400000e+00, 9.06161625000000e-01,              8000000
 1.76528930664062e+01, 0.00000000000000e+00, 1.13377227783203e+00, 3.48662673764958e-02, 9.76741550996188e-03, 3.49417649632247e-05, 1.97044124895963e-02, 2.05322462806968e-03, 1.96980239813413e-02, 1.97074651692289e-02, 3.31079370300000e+00, 9.02973125000000e-01,              8000000
 1.76442260742188e+01, 0.00000000000000e+00, 1.13349456787109e+00, 3.48563846323003e-02, 1.27836077478072e-02, 3.99743789004395e-05, 1.97204496591472e-02, 2.08179521247413e-03, 1.97206104538470e-02, 2.37507902314556e-02, 3.39175625000000e+00, 9.04255000000000e-01,              8000000
 1.76507263183594e+01, 0.00000000000000e+00, 1.13370285034180e+00, 3.48798619279632e-02, 1.04530025900698e-02, 3.61472727015293e-05, 1.96833317813944e-02, 2.04175335521573e-03, 1.96792463271090e-02, 2.05971516367633e-02, 3.42154268800000e+00, 9.05145250000000e-01,              8000000
 1.76467590332031e+01, 0.00000000000000e+00, 1.13348770141602e+00, 3.48638510525783e-02, 9.83045136107004e-03, 3.50543352544839e-05, 1.97064767797135e-02, 2.04375178168219e-03, 1.96975413486147e-02, 1.96606841056073e-02, 3.45393105600000e+00, 9.07444500000000e-01,              8000000
 1.76485595703125e+01, 0.00000000000000e+00, 1.13363342285156e+00, 3.48688840344386e-02, 1.16557353393699e-02, 3.81702360147437e-05, 1.96662435505996e-02, 2.00662579187166e-03, 1.96413462414808e-02, 2.19310197279089e-02, 3.51177913100000e+00, 9.09059625000000e-01,              8000000
 1.76388244628906e+01, 0.00000000000000e+00, 1.13305740356445e+00, 3.48889949375607e-02, 8.83601717040943e-03, 3.32340510064780e-05, 1.97228428049065e-02, 2.04893284460723e-03, 1.97370762001672e-02, 1.81812142256577e-02, 3.45844014400000e+00, 9.00972375000000e-01,              8000000
 1.76326904296875e+01, 0.00000000000000e+00, 1.13277282714844e+00, 3.48035799032526e-02, 1.02134599456003e-02, 3.57306939927011e-05, 1.96981068585247e-02, 1.97325088090683e-03, 1.96325698757502e-02, 1.95613064845974e-02, 3.55434522900000e+00, 8.93990375000000e-01,              8000000
 1.76344909667969e+01, 0.00000000000000e+00, 1.13291854858398e+00, 3.48908359183378e-02, 1.07874022516057e-02, 3.67209106838422e-05, 1.96850597647995e-02, 1.99991001163156e-03, 1.96800667757827e-02, 2.05035179189630e-02, 3.80081347900000e+00, 8.95856125000000e-01,              8000000
 1.76377410888672e+01, 0.00000000000000e+00, 1.13302268981934e+00, 3.47982358437179e-02, 1.09977276640774e-02, 3.70771622162440e-05, 1.96926174206553e-02, 1.97373294128251e-03, 1.96196768962207e-02, 2.06173211229494e-02, 3.50365706500000e+00, 9.11114125000000e-01,              8000000
 1.76366577148438e+01, 0.00000000000000e+00, 1.13298797607422e+00, 3.48603014881022e-02, 1.25653253134045e-02, 3.96316245462580e-05, 1.97235912132819e-02, 2.04599104365755e-03, 1.97206311734519e-02, 2.29261564910812e-02, 3.82425106400000e+00, 8.90900375000000e-01,              8000000
 1.76366577148438e+01, 0.00000000000000e+00, 1.13298797607422e+00, 3.48495110449710e-02, 1.13793907912924e-02, 3.44289588490022e-05, 1.96846921174969e-02, 2.00184049853068e-03, 1.96516194273233e-02, 2.13297400959429e-02, 4.05809494500000e+00, 8.97842916666667e-01,              9600000
 1.76366577148438e+01, 0.00000000000000e+00, 1.13298797607422e+00, 3.48116362173177e-02, 9.91202267261595e-03, 2.93328933924986e-05, 1.96818623379460e-02, 1.97663943719814e-03, 1.96158245077910e-02, 1.92941847859273e-02, 4.44099615800000e+00, 9.05918836805556e-01,             11520000
 1.76366577148438e+01, 0.00000000000000e+00, 1.13298797607422e+00, 3.48925913943047e-02, 1.63762247465030e-02, 3.44183488736123e-05, 1.96921969748030e-02, 2.07052452925778e-03, 1.96985974681304e-02, 2.79566805333908e-02, 5.68455137100000e+00, 9.07358506944444e-01,             13824000
 1.76397247314453e+01, 0.00000000000000e+00, 1.13313026428223e+00, 3.48310709991305e-02, 1.13495559794049e-02, 2.86531631776365e-05, 1.96929539229093e-02, 2.01422981765221e-03, 1.96496034205373e-02, 2.13709740606349e-02, 5.95199470300000e+00, 9.03654875578704e-01,             13824000
 1.76436920166016e+01, 0.00000000000000e+00, 1.13334541320801e+00, 3.48700864988304e-02, 1.27757414293362e-02, 3.04001827353013e-05, 1.96769124772594e-02, 1.98988786879577e-03, 1.96529944999636e-02, 2.30311935264474e-02, 5.48496062300000e+00, 8.94398220486111e-01,             13824000
 1.76419334411621e+01, 0.00000000000000e+00, 1.13325605392456e+00, 3.48875851187637e-02, 1.25744333504482e-02, 3.01597230422457e-05, 1.96983758664041e-02, 2.06305907757751e-03, 1.97070250038327e-02, 2.32271321125373e-02, 5.65853391300000e+00, 9.07766059027778e-01,             13824000
 1.76386413574219e+01, 0.00000000000000e+00, 1.13309555053711e+00, 3.48400282555205e-02, 1.24624805521511e-02, 3.00251637232531e-05, 1.97058053716279e-02, 2.03662064186437e-03, 1.96822500551348e-02, 2.28690105719431e-02, 5.60441121100000e+00, 8.97399884259259e-01,             13824000
 1.76401748657227e+01, 0.00000000000000e+00, 1.13316669464111e+00, 3.49572591484067e-02, 1.33610646395882e-02, 3.10887793109392e-05, 1.97000113214601e-02, 2.09411034042929e-03, 1.97676352425079e-02, 2.44609032550831e-02, 5.97996141800000e+00, 9.03023726851852e-01,             13824000
 1.76390914916992e+01, 0.00000000000000e+00, 1.13313198089600e+00, 3.48688201318759e-02, 1.11958301497032e-02, 2.84584529921929e-05, 1.96926199183448e-02, 2.03622692495390e-03, 1.96812112187912e-02, 2.13271261038893e-02, 5.67505326400000e+00, 9.05265118634259e-01,             13824000
 1.76410751342773e+01, 0.00000000000000e+00, 1.13323955535889e+00, 3.48417269783756e-02, 1.04146334062205e-02, 2.74476477245686e-05, 1.96797520224171e-02, 2.01134797760616e-03, 1.96411092038040e-02, 2.02572574225778e-02, 6.35835156500000e+00, 8.99345630787037e-01,             13824000
 1.76426086425781e+01, 0.00000000000000e+00, 1.13331069946289e+00, 3.48511655704072e-02, 1.16638456162233e-02, 2.90471828615458e-05, 1.96837947701883e-02, 2.01116809464461e-03, 1.96510606578775e-02, 2.18208267329874e-02, 5.48577079700000e+00, 8.97006221064815e-01,             13824000
 1.76399707794189e+01, 0.00000000000000e+00, 1.13317666053772e+00, 3.48708256633158e-02, 1.07570113787824e-02, 2.78951660814294e-05, 1.96961068502705e-02, 2.02336752783912e-03, 1.96870320618065e-02, 2.06411332446080e-02, 5.98565622500000e+00, 8.97597149884259e-01,             13824000
 1.76417293548584e+01, 0.00000000000000e+00, 1.13326601982117e+00, 3.48995580085505e-02, 1.40895946541676e-02, 3.19251088683553e-05, 1.96898087009082e-02, 2.06600009872523e-03, 1.97069586846229e-02, 2.52693330445021e-02, 5.63214363400000e+00, 9.01736328125000e-01,             13824000
 1.76404104232788e+01, 0.00000000000000e+00, 1.13319900035858e+00, 3.49196141603570e-02, 1.21612279365248e-02, 2.96600481465638e-05, 1.97044438959541e-02, 2.08678063796147e-03, 1.97423323070765e-02, 2.28668411764731e-02, 5.58712880300000e+00, 9.07130714699074e-01,             13824000
 1.76408500671387e+01, 0.00000000000000e+00, 1.13322134017944e+00, 3.48635861357525e-02, 1.08215085983984e-02, 2.79786684492728e-05, 1.96673919480204e-02, 1.98357072585109e-03, 1.96340586095792e-02, 2.05489932229751e-02, 5.52148866300000e+00, 9.03271484375000e-01,             13824000
 1.76402978897095e+01, 0.00000000000000e+00, 1.13318989276886e+00, 3.49069920598244e-02, 1.21896600662652e-02, 2.96946995001567e-05, 1.97043742840616e-02, 2.07924002961619e-03, 1.97327641253281e-02, 2.28831448865070e-02, 5.50689715700000e+00, 9.00488787615741e-01,             13824000
 1.76411771774292e+01, 0.00000000000000e+00, 1.13323457241058e+00, 3.48595398201351e-02, 9.68927803979404e-03, 2.64745658317652e-05, 1.96888216375851e-02, 1.99159094583689e-03, 1.96664567550540e-02, 1.91129157588243e-02, 5.73933798800000e+00, 9.08779586226852e-01,             13824000
 1.76409521102905e+01, 0.00000000000000e+00, 1.13321635723114e+00, 3.48986136370895e-02, 1.61972924970618e-02, 3.42297990755530e-05, 1.96889529355025e-02, 2.08481709530617e-03, 1.97021600531253e-02, 2.79552548151935e-02, 5.55730161100000e+00, 9.03557653356482e-01,             13824000
 1.76408755779266e+01, 0.00000000000000e+00, 1.13322009444237e+00, 3.48515833717910e-02, 1.08042185628457e-02, 2.79563080939328e-05, 1.96930876092090e-02, 2.02580524098751e-03, 1.96652103410921e-02, 2.07194824348896e-02, 5.81389606100000e+00, 9.04055989583333e-01,             13824000
 1.76409265995026e+01, 0.00000000000000e+00, 1.13321760296822e+00, 3.48412575031662e-02, 1.12977180746057e-02, 2.85876531328968e-05, 1.97020071779058e-02, 2.01930859654793e-03, 1.96707321782473e-02, 2.12762025255008e-02, 5.77224999700000e+00, 9.08994429976852e-01,             13824000
 1.76408883333206e+01, 0.00000000000000e+00, 1.13321947157383e+00, 3.48493617159286e-02, 1.14071459461193e-02, 2.87257671953856e-05, 1.96920253117762e-02, 1.99534306998427e-03, 1.96615299560762e-02, 2.12853754994241e-02, 5.62711345500000e+00, 9.03432653356481e-01,             13824000
 1.76407502889633e+01, 0.00000000000000e+00, 1.13321160972118e+00, 3.48751077420340e-02, 1.17990940546179e-02, 2.92151061733389e-05, 1.96951050718249e-02, 2.03783781754140e-03, 1.96899573797109e-02, 2.21154723557390e-02, 5.80524381800000e+00, 8.89870081018518e-01,             13824000
 1.76409010887146e+01, 0.00000000000000e+00, 1.13321884870529e+00, 3.48544353502385e-02, 9.69423045180686e-03, 2.64813308460363e-05, 1.96980744905083e-02, 1.99880128555330e-03, 1.96730678370019e-02, 1.90923459490764e-02, 7.15194185200000e+00, 9.05383969907407e-01,             13824000
