#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  4.8000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  5.2361493227736e-01,  2.9183732956086e-01,  1.9099650833224e-04,  3.6634407520000e+00,  9.0466837500000e-01,              8000000
  5.3000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  5.2456992489859e-01,  3.5129345591901e-01,  2.0955114409107e-04,  3.2893708160000e+00,  9.0356062500000e-01,              8000000
  4.8000000000000e+00,  1.1700000000000e+00,  1.0000000000000e+00,  5.3000641293436e-01,  3.7724150317687e-01,  2.1715245312247e-04,  3.2465179000000e+00,  9.0123525000000e-01,              8000000
  4.8000000000000e+00,  1.1200000000000e+00,  1.0500000000000e+00,  5.2560819994160e-01,  3.8687842158854e-01,  2.1990862352024e-04,  3.3463230930000e+00,  9.0352887500000e-01,              8000000
  5.1333333333333e+00,  1.0700000000000e+00,  1.0333333333333e+00,  5.3001520696513e-01,  6.0135276008775e-01,  2.7416982877583e-04,  3.4346383400000e+00,  9.0617550000000e-01,              8000000
  4.8833333333333e+00,  1.1450000000000e+00,  1.0083333333333e+00,  5.2512157553376e-01,  3.4557067262739e-01,  2.0783727788446e-04,  3.5135246620000e+00,  9.0468150000000e-01,              8000000
  5.1888888888889e+00,  1.1366666666667e+00,  9.5555555555556e-01,  5.2636586159514e-01,  2.5211531438293e-01,  1.7752299653247e-04,  3.6429002910000e+00,  8.9769675000000e-01,              8000000
  5.3092592592593e+00,  1.1061111111111e+00,  9.6203703703704e-01,  5.2557389618729e-01,  2.7069571341536e-01,  1.8394826494675e-04,  3.4415931630000e+00,  9.0157250000000e-01,              8000000
  4.8987654320988e+00,  1.1218518518519e+00,  9.4506172839506e-01,  5.2342565227796e-01,  2.4484568201530e-01,  1.7494487775272e-04,  3.5782825330000e+00,  9.0883075000000e-01,              8000000
  4.6981481481481e+00,  1.1227777777778e+00,  9.1759259259259e-01,  5.2806664687778e-01,  1.7492590925995e-01,  1.4787068221082e-04,  5.3794096380000e+00,  9.0530250000000e-01,              8000000
  4.6158436213992e+00,  1.1462345679012e+00,  9.7170781893004e-01,  5.2551953898324e-01,  3.3287181138799e-01,  2.0398278462532e-04,  5.3938791040000e+00,  9.0512350000000e-01,              8000000
  5.1359053497942e+00,  1.1161419753086e+00,  9.6445473251029e-01,  5.2348987867653e-01,  2.8480514944357e-01,  1.8868132838319e-04,  5.5743739970000e+00,  9.0433087500000e-01,              8000000
  4.7008916323731e+00,  1.1019958847737e+00,  9.8412208504801e-01,  5.2128370611920e-01,  4.7166869164228e-01,  2.4281389263237e-04,  5.6527862430000e+00,  9.0344437500000e-01,              8000000
  5.0668895747599e+00,  1.1279989711934e+00,  9.6269718792867e-01,  5.2405418734997e-01,  2.5908917665184e-01,  1.7996151555674e-04,  5.9956834640000e+00,  9.0595175000000e-01,              8000000
  5.2677069044353e+00,  1.1239951989026e+00,  9.1480909922268e-01,  5.2957375378546e-01,  1.5845735713946e-01,  1.4073794670391e-04,  6.3823869760000e+00,  9.0535112500000e-01,              8000000
  5.0196692577351e+00,  1.1330887059899e+00,  9.1725727785399e-01,  5.2876371631978e-01,  1.7137708976055e-01,  1.4636302887023e-04,  6.1649747400000e+00,  9.0474550000000e-01,              8000000
  4.7225092719606e+00,  1.1312978204542e+00,  9.6853503022913e-01,  5.2374481994188e-01,  2.9113657583850e-01,  1.9076706209357e-04,  6.3695954070000e+00,  9.0383950000000e-01,              8000000
  5.1314074963166e+00,  1.1258208542905e+00,  9.2824058197429e-01,  5.2700621923950e-01,  1.7217520632099e-01,  1.4670344505200e-04,  6.4174911930000e+00,  9.0458600000000e-01,              8000000
  5.0450390777151e+00,  1.1173590789006e+00,  9.7340905434470e-01,  5.2352473459519e-01,  2.8159793858878e-01,  1.8761594368176e-04,  6.3744942720000e+00,  9.0066075000000e-01,              8000000
  5.0260117127301e+00,  1.1291562992176e+00,  9.3129522197666e-01,  5.2561464582269e-01,  2.1154291372530e-01,  1.6261262009962e-04,  6.4070894140000e+00,  9.0540462500000e-01,              8000000
  4.9705668526704e+00,  1.1232203657132e+00,  9.0703450030201e-01,  5.3001754161256e-01,  1.5912630270312e-01,  1.4103470437410e-04,  6.1939519870000e+00,  9.0425850000000e-01,              8000000
  5.0428088942376e+00,  1.1268043198234e+00,  9.4878151602200e-01,  5.2424776229583e-01,  2.5049758643390e-01,  1.7695253121738e-04,  6.2440055790000e+00,  9.0667312500000e-01,              8000000
  4.9946475331928e+00,  1.1244150170833e+00,  9.2095017220867e-01,  5.2714326423296e-01,  1.8489046848879e-01,  1.5202403941844e-04,  6.1724341520000e+00,  9.0567162500000e-01,              8000000
  5.0066878734540e+00,  1.1250123427683e+00,  9.2790800816201e-01,  5.2607222087340e-01,  2.3856217962220e-01,  1.7268547261647e-04,  6.5220553700000e+00,  9.0473775000000e-01,              8000000
  5.0150864642077e+00,  1.1238363530712e+00,  9.3665115518468e-01,  5.2485432663891e-01,  2.4265712894183e-01,  1.7416125033350e-04,  6.3009232430000e+00,  9.0155575000000e-01,              8000000
  5.0787096045234e+00,  1.1274885767541e+00,  9.2976790197548e-01,  5.2629513955275e-01,  2.8335750925033e-01,  1.8820119196299e-04,  6.2360170040000e+00,  9.0329875000000e-01,              8000000
  5.0871081952771e+00,  1.1263125870569e+00,  9.3851104899815e-01,  5.2585544472258e-01,  1.9628307668067e-01,  1.5663774955318e-04,  6.1955415150000e+00,  9.0412500000000e-01,              8000000
