#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  3.6386965926925e+00,  1.1225115693574e+00,  1.1229762089514e+00, -3.8606505474144e-03,  3.3275129855501e-02,  5.8874097529796e-05,  1.2810139878000e+01,  9.1359364583333e-01,              9600000
  3.6631798207508e+00,  1.1228281915660e+00,  1.1226131826208e+00, -3.5388036881778e-03,  3.2729597132031e-02,  5.8389494214170e-05,  1.5416337183000e+01,  9.0274052083333e-01,              9600000
  3.6488903365226e+00,  1.1238929432696e+00,  1.1231027868653e+00, -3.7652952378804e-03,  3.1174517788096e-02,  5.6985485897083e-05,  1.6732579442000e+01,  9.0462312500000e-01,              9600000
  3.6776392491083e+00,  1.1219567445023e+00,  1.1225791746857e+00, -4.2063565637495e-03,  3.3937710872970e-02,  5.9457364690460e-05,  1.4354005663000e+01,  9.0657000000000e-01,              9600000
  3.6974726118433e+00,  1.1227571537053e+00,  1.1226830806429e+00, -3.6344075465908e-03,  3.2410081353450e-02,  5.8103787664699e-05,  1.4184144106000e+01,  9.0378552083333e-01,              9600000
  3.6888994140702e+00,  1.1227749131705e+00,  1.1226656061374e+00, -3.5445662995639e-03,  3.2038010333794e-02,  5.7769306236993e-05,  1.6786023576000e+01,  9.0907218750000e-01,              9600000
  3.6888994140702e+00,  1.1227749131705e+00,  1.1226656061374e+00, -3.7401078836886e-03,  3.2619834889042e-02,  5.3212619646788e-05,  1.7917204595000e+01,  9.1479470486111e-01,             11520000
  3.6888994140702e+00,  1.1227749131705e+00,  1.1226656061374e+00, -4.0991650087762e-03,  3.2103978339421e-02,  4.8190625603750e-05,  2.1848234042000e+01,  9.0469509548611e-01,             13824000
  3.7384348144366e+00,  1.1209470486023e+00,  1.1219020225798e+00, -3.6119662748217e-03,  3.4522295912828e-02,  4.9972718188413e-05,  2.1040686531000e+01,  9.1100788483796e-01,             13824000
  3.6712764560011e+00,  1.1231564696028e+00,  1.1228025957939e+00, -3.6333053609241e-03,  3.2103273823982e-02,  4.8190096833987e-05,  2.0663087417000e+01,  9.0971469907407e-01,             13824000
  3.7016742386652e+00,  1.1226516216528e+00,  1.1224640197410e+00, -3.7982844303910e-03,  3.2152780565445e-02,  4.8227239706409e-05,  1.9128413120000e+01,  9.0009295428241e-01,             13824000
  3.6816696998915e+00,  1.1232106367023e+00,  1.1226826101049e+00, -3.7762717202180e-03,  3.1619946985613e-02,  4.7825961087427e-05,  2.0105338587000e+01,  9.0126027199074e-01,             13824000
  3.6960441561843e+00,  1.1222425373187e+00,  1.1224208040151e+00, -4.0246698564355e-03,  3.3399694674822e-02,  4.9153493022995e-05,  1.9538796300000e+01,  9.0738635706019e-01,             13824000
  3.6931010408921e+00,  1.1226693811179e+00,  1.1224465452354e+00, -3.8156688377271e-03,  3.2220086577265e-02,  4.8277690805274e-05,  2.0195543564000e+01,  9.0526656539352e-01,             13824000
  3.7207264736664e+00,  1.1217495290121e+00,  1.1220705782918e+00, -3.9102921929813e-03,  3.2961555650123e-02,  4.8830029611093e-05,  2.3390873816000e+01,  9.0797475405093e-01,             13824000
  3.7277120878485e+00,  1.1216775498593e+00,  1.1220559985322e+00, -3.6232302853374e-03,  3.4499938906452e-02,  4.9956534135580e-05,  2.5297206477000e+01,  8.9668272569444e-01,             13824000
  3.7017538026312e+00,  1.1224214233033e+00,  1.1223489085596e+00, -3.8908821676848e-03,  3.2719631665244e-02,  4.8650503631126e-05,  2.0770365989000e+01,  9.0051562500000e-01,             13824000
  3.7190593261094e+00,  1.1219255076740e+00,  1.1221536352080e+00, -3.6995927129431e-03,  3.3548988086464e-02,  4.9263226220412e-05,  2.0620360467000e+01,  9.1318872974537e-01,             13824000
  3.7060801835008e+00,  1.1222974443960e+00,  1.1223000902217e+00, -3.9354576563231e-03,  3.3587451050646e-02,  4.9291457577576e-05,  1.9384538107000e+01,  9.0290198206019e-01,             13824000
