#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.60000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.54050463802188e-02, 7.94006174516503e-02, 9.96246815877285e-05, 2.14810318887601e-02, 2.52918473447685e-03, 2.14208584298395e-02, 2.25089168981265e-02, 3.56001507100000e+00, 9.04734000000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.56434290767257e-02, 1.24505161995549e-01, 1.24752335647248e-04, 2.07924385178305e-02, 2.53313639421879e-03, 2.07874920033130e-02, 3.22114704849508e-02, 3.00520953100000e+00, 8.98917125000000e-01,              8000000
 1.60000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.44360362548571e-02, 2.27894881747380e-02, 5.33730833083704e-05, 2.16121793381641e-02, 2.51286980715681e-03, 2.15923411320567e-02, 3.10372846960606e-02, 3.03293164400000e+00, 9.06610250000000e-01,              8000000
 1.55000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.43140475248016e-02, 1.60909220320096e-02, 4.48482469445707e-05, 2.23551320370663e-02, 2.60253694122397e-03, 2.23350638579966e-02, 2.41484828205047e-02, 3.05501930600000e+00, 9.14855375000000e-01,              8000000
 1.50000000000000e+01, 0.00000000000000e+00, 1.07500000000000e+00, 3.40471459599756e-02, 7.51124533688414e-03, 3.06415676346775e-05, 2.32455853321656e-02, 2.79353341288816e-03, 2.32842466027024e-02, 3.09753309489155e-02, 3.08469553900000e+00, 8.92857250000000e-01,              8000000
 1.50000000000000e+01, 0.00000000000000e+00, 1.12500000000000e+00, 3.40213741101844e-02, 4.49809545235411e-04, 7.49841270899558e-06, 2.33757695417883e-02, 2.55356927333216e-03, 2.33249084246064e-02, 2.38392362079368e-02, 3.11146477500000e+00, 8.93510125000000e-01,              8000000
 1.45000000000000e+01, 0.00000000000000e+00, 1.18750000000000e+00, 3.45221937982586e-02, 3.34393516120278e-03, 2.04448500887228e-05, 2.43677303467046e-02, 2.48859224296176e-03, 2.42911898435628e-02, 2.87377684850062e-02, 3.27925396300000e+00, 8.95347125000000e-01,              8000000
 1.40000000000000e+01, 0.00000000000000e+00, 1.15000000000000e+00, 3.41111508347619e-02, 1.12291122490427e-03, 1.18475272995269e-05, 2.52125282759967e-02, 2.79281232606745e-03, 2.52025290928449e-02, 2.95794893228345e-02, 3.06988343500000e+00, 8.98514000000000e-01,              8000000
 1.40000000000000e+01, 0.00000000000000e+00, 1.20000000000000e+00, 3.45777697003615e-02, 8.46061096670906e-03, 3.25203993031856e-05, 2.54067513167966e-02, 2.79640399789940e-03, 2.54771494242740e-02, 5.23399759877395e-02, 3.37245642900000e+00, 9.02169875000000e-01,              8000000
 1.47500000000000e+01, 0.00000000000000e+00, 1.10625000000000e+00, 3.39339140199328e-02, 1.11191050345610e-03, 1.17893516756441e-05, 2.37631603048466e-02, 2.76493727548765e-03, 2.37704335557763e-02, 2.87110605611592e-02, 3.17302170000000e+00, 9.06047125000000e-01,              8000000
