#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  2.0000000000000e+00,  1.1230000000000e+00,  2.5000000000000e+00, -1.8080992915607e+02,  9.6351750386698e+03,  9.8158927452727e-02,  7.3547838577172e+01, -3.4048768577565e+03, -1.7225446095856e+01,  2.3358664009816e+03,  3.5109890928150e+02, -4.1644341087120e+04,  2.6948248620000e+00,  9.0356300000000e-01,              1000000
  1.9500000000070e+00,  1.1230000000000e+00,  2.4500000000015e+00, -2.0497898255241e+02,  1.1779482985927e+04,  1.0853332661412e-01,  7.6214535483532e+01, -5.0597567544893e+03, -1.7804124769347e+01,  1.2724575477942e+03,  3.8787916775772e+02, -5.1770830100311e+04,  2.5548372840000e+00,  9.0306000000000e-01,              1000000
  1.8999710528597e+00,  1.1230000000000e+00,  2.3999330982122e+00, -2.2486404741901e+02,  1.4804342824513e+04,  1.2167309819559e-01,  9.1742913755593e+01, -7.5104590588304e+03, -2.4366456139972e+01,  2.7192511295862e+03,  4.4063432836959e+02, -6.7673233906811e+04,  2.4969458200000e+00,  9.0192500000000e-01,              1000000
  1.8498211727253e+00,  1.1230000000000e+00,  2.3497532759823e+00, -2.5417752932060e+02,  1.8213105080493e+04,  1.3495593755183e-01,  1.0113119483762e+02, -8.1400578192645e+03, -2.3937298904859e+01,  3.5790936475038e+03,  4.8817131198614e+02, -8.0593944303985e+04,  2.2699009080000e+00,  9.0265300000000e-01,              1000000
  1.7995051337243e+00,  1.1230000000000e+00,  2.2994161603808e+00, -2.8986134899930e+02,  2.4495569668437e+04,  1.5651060561009e-01,  1.2244476028272e+02, -1.1985379095873e+04, -3.5885476720451e+01,  2.8078744914815e+03,  5.8835968151945e+02, -1.1764522458110e+05,  2.7383529460000e+00,  9.0397000000000e-01,              1000000
  1.7490232457466e+00,  1.1230000000000e+00,  2.2488976025328e+00, -3.2577450931211e+02,  3.0937991701898e+04,  1.7589198873712e-01,  1.3912309663632e+02, -1.1656343273036e+04, -3.7707669336670e+01,  8.7236477141098e+03,  6.6811686886126e+02, -1.4615458757410e+05,  2.8313113180000e+00,  9.0454000000000e-01,              1000000
  1.6983250957817e+00,  1.1230000000000e+00,  2.1981452638774e+00, -3.6848388884858e+02,  3.9872224845716e+04,  1.9968030660462e-01,  1.7290639841754e+02, -2.0095825360223e+04, -3.8156113830894e+01,  9.3479275336623e+03,  7.7380480454307e+02, -1.8619070666762e+05,  2.5795492560000e+00,  9.0339300000000e-01,              1000000
  1.6474522774662e+00,  1.1230000000000e+00,  2.1471243608890e+00, -4.2449497155804e+02,  5.3272321338392e+04,  2.3080797503204e-01,  1.9415535674070e+02, -2.8009619682660e+04, -4.3148327497956e+01,  9.9676587740696e+03,  9.1843988676038e+02, -2.6832092936274e+05,  2.2480446700000e+00,  9.0353000000000e-01,              1000000
  1.5962685542159e+00,  1.1230000000000e+00,  2.0958052965759e+00, -4.7795032131715e+02,  6.8157692031575e+04,  2.6107028178553e-01,  2.3168628381889e+02, -3.7417151570507e+04, -7.5035540821381e+01,  1.7333931971514e+04,  1.0506230866551e+03, -3.3204943030596e+05,  2.2697115000000e+00,  9.0283900000000e-01,              1000000
  1.5447756467225e+00,  1.1230000000000e+00,  2.0441379361223e+00, -5.5880592545610e+02,  9.3409591964451e+04,  3.0562982832906e-01,  2.7960243466272e+02, -5.0036993494246e+04, -7.1549122871760e+01,  2.0537217032565e+04,  1.2751416559278e+03, -4.7068314967186e+05,  2.2937148500000e+00,  9.0450300000000e-01,              1000000
  1.4929838498077e+00,  1.1230000000000e+00,  1.9921178436426e+00, -6.3625974995496e+02,  1.1961406760934e+05,  3.4585266748912e-01,  3.1485708306402e+02, -6.4602561576327e+04, -8.7225792109285e+01,  3.0821126368382e+04,  1.4459136323681e+03, -6.0370420471946e+05,  2.2769053220000e+00,  9.0199000000000e-01,              1000000
  1.4407632688509e+00,  1.1230000000000e+00,  1.9396637108288e+00, -7.4227840968441e+02,  1.6482437028267e+05,  4.0598567743538e-01,  3.9200482921069e+02, -9.8946854678134e+04, -1.1452113208457e+02,  3.9618052208079e+04,  1.7572220202285e+03, -8.7093271769690e+05,  2.3370364070000e+00,  8.9849600000000e-01,              1000000
  1.3881677248694e+00,  1.1230000000000e+00,  1.8867602415646e+00, -8.6679589647631e+02,  2.2317962757609e+05,  4.7241891111184e-01,  4.7999284462773e+02, -1.3453577770757e+05, -1.4315178994428e+02,  4.8880917351145e+04,  2.0944114058925e+03, -1.1387543379440e+06,  2.3420352660000e+00,  9.0507900000000e-01,              1000000
  1.3352181467283e+00,  1.1230000000000e+00,  1.8333876336382e+00, -9.9767480785949e+02,  2.9326899263583e+05,  5.4154315860864e-01,  5.8102676000137e+02, -1.9760459876192e+05, -1.5341322343269e+02,  5.5770920153403e+04,  2.4179970477064e+03, -1.5129553698169e+06,  2.2976757990000e+00,  8.9818200000000e-01,              1000000
  1.2818418064160e+00,  1.1230000000000e+00,  1.7794697938394e+00, -1.1923195102583e+03,  4.1843591453032e+05,  6.4686622614751e-01,  7.3345569220445e+02, -3.1608913589757e+05, -2.0438290800895e+02,  6.6698689264798e+04,  3.0123455301700e+03, -2.2822569980756e+06,  2.3939964210000e+00,  9.0647000000000e-01,              1000000
  1.2280313488694e+00,  1.1230000000000e+00,  1.7249811660116e+00, -1.4041179371483e+03,  5.7265538522391e+05,  7.5673997200089e-01,  9.0127426401709e+02, -4.1564105755712e+05, -2.3613011932888e+02,  1.0083377858594e+05,  3.6000148765309e+03, -3.0534513679087e+06,  2.5543781250000e+00,  8.9684800000000e-01,              1000000
  1.1737946670809e+00,  1.1230000000000e+00,  1.6698885992292e+00, -1.6816314575649e+03,  7.8535356194871e+05,  8.8620176142271e-01,  1.0938859828411e+03, -5.7840019464959e+05, -2.7562482978164e+02,  1.0620317615504e+05,  4.2914761845710e+03, -4.0855304021249e+06,  2.3641642520000e+00,  9.0220300000000e-01,              1000000
  1.1190216217738e+00,  1.1230000000000e+00,  1.6141604145343e+00, -2.0200189669486e+03,  1.0980860550344e+06,  1.0478960134643e+00,  1.4118661307975e+03, -8.8083282701892e+05, -3.3065914978593e+02,  1.2736661760250e+05,  5.2243160856888e+03, -5.6693136980971e+06,  2.2494009950000e+00,  9.0052200000000e-01,              1000000
  1.0637420938120e+00,  1.1230000000000e+00,  1.5577811219918e+00, -2.4223157863602e+03,  1.5383759103601e+06,  1.2403128276206e+00,  1.8658749206605e+03, -1.3850212767006e+06, -3.4591211376530e+02,  6.5272946188295e+04,  6.3658029868491e+03, -7.8302942993692e+06,  2.4405243640000e+00,  9.1072300000000e-01,              1000000
