#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  2.0000000000000e+00,  1.1230000000000e+00,  2.5000000000000e+00, -1.7339879846212e+01,  9.0525791128727e+01,  2.1275078275852e-02,  5.8559118729529e+00, -3.3629164046839e+01, -1.4070866775634e+00,  1.9429330813961e+01,  3.1913628256032e+01, -3.9829303829378e+02,  6.3555465800000e-01,  9.0321000000000e-01,               200000
  1.9700000000514e+00,  1.1529999997853e+00,  2.4700000000095e+00, -1.7599165571782e+01,  9.4702412565271e+01,  2.1760332323436e-02,  6.5696337514892e+00, -3.9285264878841e+01, -2.1596340969339e+00,  1.7807299689538e+01,  3.2136175254889e+01, -4.0176072560423e+02,  5.5083505600000e-01,  9.0334000000000e-01,               200000
  1.9399596737736e+00,  1.1826707233019e+00,  2.4399947549836e+00, -1.9806864302213e+01,  1.2213848144396e+02,  2.4712191469390e-02,  7.3470126379449e+00, -5.0333000628446e+01,  1.6086798282731e-01,  8.7608710283918e+00,  3.8410430173074e+01, -5.6677634894307e+02,  4.6508365200000e-01,  9.0338000000000e-01,               200000
  1.9098520105562e+00,  1.2043257776938e+00,  2.4099099078433e+00, -2.1545175741163e+01,  1.4743359791941e+02,  2.7150837732877e-02,  8.4368958877054e+00, -8.9515195886100e+01, -1.1688555983888e+00,  3.0469893797233e+01,  4.3501727742242e+01, -7.4957279522125e+02,  4.7169155900000e-01,  9.0423500000000e-01,               200000
  1.8796549993398e+00,  1.2276516219683e+00,  2.3797268873639e+00, -2.2874353683613e+01,  1.7013656857455e+02,  2.9166467781902e-02,  9.8118495773380e+00, -9.6761357192774e+01, -8.5247786029765e-01,  9.8895485082587e+00,  4.7411484200909e+01, -8.4037715327283e+02,  4.5140236500000e-01,  9.0398500000000e-01,               200000
  1.8493528736928e+00,  1.2512499180014e+00,  2.3494178368652e+00, -2.4727008770648e+01,  1.9199408910595e+02,  3.0983389832776e-02,  1.1111165210788e+01, -1.0432184662487e+02, -3.1670521497686e-01,  1.0053223828343e+01,  5.0763091322423e+01, -9.1196969666511e+02,  4.5077927400000e-01,  9.0354000000000e-01,               200000
  1.8189142825172e+00,  1.2731282220037e+00,  2.3189624602271e+00, -2.6669772167008e+01,  2.2290502817705e+02,  3.3384504502617e-02,  1.0942253257566e+01, -1.0901694894711e+02, -1.3391469769958e-01,  1.5130646310826e+01,  5.4461849183586e+01, -1.1167542381952e+03,  4.6349018900000e-01,  9.0280500000000e-01,               200000
  1.7883109271623e+00,  1.2928668704791e+00,  2.2883429819441e+00, -2.8658674626594e+01,  2.5819894687879e+02,  3.5930415171466e-02,  1.2124644397897e+01, -1.1382414192886e+02, -1.5337218391565e+00,  3.2590226200593e+01,  5.9520534440166e+01, -1.2155898092315e+03,  4.8907412000000e-01,  9.0352500000000e-01,               200000
  1.7575125935666e+00,  1.3151415647106e+00,  2.2575341817038e+00, -3.1134799131426e+01,  3.1146972734224e+02,  3.9463256793012e-02,  1.3606805968682e+01, -1.7230104520065e+02, -2.4120466506946e+00,  3.7973511963032e+01,  6.6829543768340e+01, -1.7029367080811e+03,  5.2212166100000e-01,  9.0548500000000e-01,               200000
  1.7264912950529e+00,  1.3397565889380e+00,  2.2265057631322e+00, -3.4063132402200e+01,  3.7605538775647e+02,  4.3362160218125e-02,  1.5653427009582e+01, -2.1175940196135e+02, -2.4149794540862e+00,  5.5354887824058e+01,  7.5805794141881e+01, -1.8900410941746e+03,  4.5870438000000e-01,  8.9683500000000e-01,               200000
  1.6952232082183e+00,  1.3660555806904e+00,  2.1952320805639e+00, -3.7411832360686e+01,  4.3502623334819e+02,  4.6638301499314e-02,  1.7283632582259e+01, -2.5122202450083e+02, -3.6974478842007e+00,  9.7096473458193e+01,  8.1892993195161e+01, -2.1138798152975e+03,  4.6191513600000e-01,  9.0167500000000e-01,               200000
  1.6636883968729e+00,  1.3935523825860e+00,  2.1636959260844e+00, -4.0353323712679e+01,  5.1054308001513e+02,  5.0524404005150e-02,  1.8204281561172e+01, -3.1959699891951e+02, -3.6886206071431e+00, -7.8624065824221e+00,  8.9617474335001e+01, -2.6066456556141e+03,  4.6036335800000e-01,  9.0540000000000e-01,               200000
  1.6318749686862e+00,  1.4221762939725e+00,  2.1318791055225e+00, -4.2749014466999e+01,  5.9006690413462e+02,  5.4316981881113e-02,  2.1891501557135e+01, -4.0675727509367e+02, -2.9336733491722e+00,  2.2598788603261e+01,  9.6934213972420e+01, -2.9743672594677e+03,  4.6598786700000e-01,  9.0667500000000e-01,               200000
  1.5997596818156e+00,  1.4515564322267e+00,  2.0997670994377e+00, -4.8924047617867e+01,  7.2636267985740e+02,  6.0264528532852e-02,  2.3538193538245e+01, -4.2957843450946e+02, -4.6271044247667e+00,  2.9691271517941e+01,  1.1004151141132e+02, -3.6921807130451e+03,  4.6117075800000e-01,  9.0396500000000e-01,               200000
  1.5673212989056e+00,  1.4817738835272e+00,  2.0673335212290e+00, -5.3286102997550e+01,  8.4679702572676e+02,  6.5069079666412e-02,  2.7165783554388e+01, -4.9211833159559e+02, -6.0520404690671e+00,  3.3927189866283e+01,  1.1944263244917e+02, -3.8538557183900e+03,  4.7943696100000e-01,  8.9733000000000e-01,               200000
  1.5345474188109e+00,  1.5125874648804e+00,  2.0345651294789e+00, -5.8126050960640e+01,  1.0278447038392e+03,  7.1688377853011e-02,  3.0530331216621e+01, -6.5823446908207e+02, -6.9664380767146e+00,  1.4566309179341e+02,  1.3409230801029e+02, -5.2458267388728e+03,  4.5856988500000e-01,  9.0075000000000e-01,               200000
  1.5014229926379e+00,  1.5440138934508e+00,  2.0014430703286e+00, -6.4717806790472e+01,  1.2727717424145e+03,  7.9773797152152e-02,  3.6065055008850e+01, -9.6688857653278e+02, -9.4521327003409e+00,  1.2998481182480e+02,  1.5389665761616e+02, -6.9049378588843e+03,  4.5262214500000e-01,  9.0384000000000e-01,               200000
  1.4679521587361e+00,  1.5757416758213e+00,  1.9679512137328e+00, -7.0917533510088e+01,  1.4673308159107e+03,  8.5654270643988e-02,  3.9087583572063e+01, -1.1113764651992e+03, -9.3678973842806e+00,  1.0248446014537e+02,  1.6418951593737e+02, -7.4622740087400e+03,  4.6122367200000e-01,  8.9461000000000e-01,               200000
  1.4341007387074e+00,  1.6081372624998e+00,  1.9340797643323e+00, -7.9604531880948e+01,  1.8364622670168e+03,  9.5824377561683e-02,  4.6033090122854e+01, -1.2770782949142e+03, -9.7246811656583e+00,  2.7241749489558e+02,  1.8912705009676e+02, -9.4473189310830e+03,  4.7100308700000e-01,  9.0490500000000e-01,               200000
  1.3998771007584e+00,  1.6412026199343e+00,  1.8998134897647e+00, -8.7477970671435e+01,  2.1913825840279e+03,  1.0467527368075e-01,  5.3791218381088e+01, -1.7788032950143e+03, -1.1670681385309e+01,  1.5709153933682e+02,  2.0858004885781e+02, -1.1396794987066e+04,  5.2065415700000e-01,  9.0823500000000e-01,               200000
  1.3652848465145e+00,  1.6748660311379e+00,  1.8651415750294e+00, -9.7863882131062e+01,  2.7074011063077e+03,  1.1634863785854e-01,  6.3413363122446e+01, -2.1680478664736e+03, -1.0883347416575e+01, -2.6540375007200e+02,  2.3604136119105e+02, -1.4597474938862e+04,  4.6926458100000e-01,  9.0609500000000e-01,               200000
  1.3303353766797e+00,  1.7091154121510e+00,  1.8300546584864e+00, -1.0832142912904e+02,  3.1804381984216e+03,  1.2610388967874e-01,  7.1243382426370e+01, -2.5739878727211e+03, -1.3419286539731e+01, -9.2361461174604e+01,  2.5555019416897e+02, -1.5620611397207e+04,  4.6229237000000e-01,  9.0813500000000e-01,               200000
  1.2949876204419e+00,  1.7439394562647e+00,  1.7945438747717e+00, -1.2182371400173e+02,  3.9773906026870e+03,  1.4102110839670e-01,  8.4590446132782e+01, -3.2421611479882e+03, -1.0515776615040e+01, -7.0531322762776e+02,  2.9167350509023e+02, -2.0255090882752e+04,  4.7176303200000e-01,  8.9812500000000e-01,               200000
  1.2592642114468e+00,  1.7791246477939e+00,  1.7586009944195e+00, -1.3656715937690e+02,  4.7820221047226e+03,  1.5462894465013e-01,  9.5432159504044e+01, -4.1032356249747e+03, -8.5415126678876e+00, -6.1609724912772e+02,  3.2118079779129e+02, -2.4833236580389e+04,  4.5029431000000e-01,  9.0731500000000e-01,               200000
