#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  4.4172416128978e+00,  1.1083337567105e+00,  9.1337533235110e-01,  3.4670212799656e-01,  9.2233689559736e-02,  1.0737416446691e-04,  5.6653282810000e+00,  8.9969050000000e-01,              8000000
  4.4025215640118e+00,  1.0926779736603e+00,  9.0059943154555e-01,  3.4861599501552e-01,  1.1443263988251e-01,  1.1959966548998e-04,  5.5136101080000e+00,  9.0932537500000e-01,              8000000
  4.4160362933044e+00,  1.1219911288365e+00,  9.5138109169221e-01,  3.4341154991866e-01,  1.4583724866729e-01,  1.3501724365210e-04,  5.4648977590000e+00,  9.0654462500000e-01,              8000000
  4.4050176077871e+00,  1.1252113122623e+00,  9.8086958382963e-01,  3.4368655868086e-01,  1.7288598472768e-01,  1.4700594576737e-04,  5.8969643560000e+00,  9.1023112500000e-01,              8000000
  4.4141856116201e+00,  1.1125531455985e+00,  9.3024889522073e-01,  3.4476801457499e-01,  1.1946280881725e-01,  1.2220004542616e-04,  6.1389421630000e+00,  9.0048050000000e-01,              8000000
  4.3926216448925e+00,  1.1439714458739e+00,  9.3519273933199e-01,  3.4531506276874e-01,  1.3731899710376e-01,  1.3101478785988e-04,  5.9838071800000e+00,  9.1606912500000e-01,              8000000
  4.4157480038157e+00,  1.1100669355425e+00,  9.4444633298115e-01,  3.4384426584627e-01,  1.2522273056935e-01,  1.2511131571991e-04,  6.2164972090000e+00,  9.0311262500000e-01,              8000000
  4.4367508582274e+00,  1.1001797641277e+00,  9.4159546154805e-01,  3.4373342872079e-01,  1.5385623533635e-01,  1.3867959264810e-04,  6.0951857610000e+00,  9.0665025000000e-01,              8000000
  4.4046095252564e+00,  1.1222157229249e+00,  9.4224042917302e-01,  3.4450245555907e-01,  1.0875430362176e-01,  1.1659454512421e-04,  6.7961812550000e+00,  9.0349075000000e-01,              8000000
  4.4100769366310e+00,  1.1236293792708e+00,  9.6179634067685e-01,  3.4360691449369e-01,  1.5516081752403e-01,  1.3926629955055e-04,  5.9338158160000e+00,  9.0046075000000e-01,              8000000
  4.4131584428728e+00,  1.1153222040166e+00,  9.3813575658476e-01,  3.4416683234817e-01,  1.2116052810034e-01,  1.2306529166480e-04,  6.0750798420000e+00,  9.0064900000000e-01,              8000000
  4.4063076879922e+00,  1.1097454461529e+00,  9.3183392080041e-01,  3.4473881469083e-01,  1.2316695604779e-01,  1.2408009310914e-04,  6.1294212180000e+00,  8.9983875000000e-01,              8000000
  4.4136041419764e+00,  1.1189297081656e+00,  9.4649429896926e-01,  3.4385095133646e-01,  1.1692847694936e-01,  1.2089689664615e-04,  6.3568777160000e+00,  9.0637462500000e-01,              8000000
  4.4094826711595e+00,  1.1188193737388e+00,  9.5065161749752e-01,  3.4401318135595e-01,  1.3542851762207e-01,  1.3010981785691e-04,  5.6313255990000e+00,  9.1297787500000e-01,              8000000
  4.4122394999445e+00,  1.1161964964471e+00,  9.4126472181295e-01,  3.4408918970426e-01,  1.2538375967007e-01,  1.2519173278919e-04,  5.6269133260000e+00,  9.0713937500000e-01,              8000000
  4.4133812924246e+00,  1.1171259560911e+00,  9.4231502777701e-01,  3.4450591020914e-01,  1.1821939590338e-01,  1.2156243041303e-04,  5.5795035600000e+00,  9.1160025000000e-01,              8000000
  4.4133812924246e+00,  1.1171259560911e+00,  9.4231502777701e-01,  3.4391941204807e-01,  1.4523845163910e-01,  1.2300002186615e-04,  6.4623845080000e+00,  9.0586583333333e-01,              9600000
  4.4146760728960e+00,  1.1144983218541e+00,  9.4547031597520e-01,  3.4395940475356e-01,  1.1968319917638e-01,  1.1165572047238e-04,  6.8783219180000e+00,  9.0065375000000e-01,              9600000
  4.4091068336164e+00,  1.1205727155453e+00,  9.4436736407114e-01,  3.4406588995659e-01,  1.2916339831804e-01,  1.1599362335115e-04,  6.8201424860000e+00,  8.9518135416667e-01,              9600000
  4.4115434065680e+00,  1.1188745409522e+00,  9.4857295823339e-01,  3.4373972737800e-01,  1.3195281135454e-01,  1.1723943242825e-04,  6.6312498620000e+00,  9.0396114583333e-01,              9600000
  4.4174422473438e+00,  1.1142956651026e+00,  9.4932435138076e-01,  3.4379481151301e-01,  1.5122287956430e-01,  1.2550849886740e-04,  6.6313568930000e+00,  9.0144843750000e-01,              9600000
  4.4111906870483e+00,  1.1190034529346e+00,  9.4560661089855e-01,  3.4397839417229e-01,  1.3617872815630e-01,  1.1910199067584e-04,  7.0088213510000e+00,  8.9930052083333e-01,              9600000
  4.4125737742722e+00,  1.1189021245589e+00,  9.4753362860133e-01,  3.4441382920629e-01,  1.2845213471804e-01,  1.1567381164203e-04,  6.5393062630000e+00,  9.0587885416667e-01,              9600000
  4.4141401074362e+00,  1.1167140150098e+00,  9.4598230747223e-01,  3.4381921143037e-01,  1.2522409213519e-01,  1.1421110394389e-04,  6.5797267600000e+00,  8.9846718750000e-01,              9600000
  4.4113554877964e+00,  1.1197512118554e+00,  9.4543083152020e-01,  3.4381611268980e-01,  1.2925308370909e-01,  1.1603388680193e-04,  6.7089835300000e+00,  9.0432375000000e-01,              9600000
  4.4134927172005e+00,  1.1180278321283e+00,  9.4440466337314e-01,  3.4420390292728e-01,  1.2508624420894e-01,  1.1414822427483e-04,  7.2023539250000e+00,  9.0678947916667e-01,              9600000
  4.4132629814684e+00,  1.1182464052360e+00,  9.4518690468018e-01,  3.4392139599324e-01,  1.2762683032024e-01,  1.1530161096746e-04,  6.6111863020000e+00,  8.9894218750000e-01,              9600000
  4.4132629814684e+00,  1.1182464052360e+00,  9.4518690468018e-01,  3.4373124817711e-01,  1.7056968713226e-01,  1.2168153702371e-04,  8.0007844830000e+00,  9.0320512152778e-01,             11520000
  4.4130889581243e+00,  1.1189159163622e+00,  9.4701396378529e-01,  3.4378253423162e-01,  1.4406019215528e-01,  1.1182676340429e-04,  8.7794680740000e+00,  9.0223967013889e-01,             11520000
  4.4138721247063e+00,  1.1178218615877e+00,  9.4623830322075e-01,  3.4336487296330e-01,  1.4599871084971e-01,  1.1257663703319e-04,  9.2379107190000e+00,  8.9898220486111e-01,             11520000
  4.4124798148864e+00,  1.1193404600105e+00,  9.4596256524473e-01,  3.4406623203517e-01,  1.2881052459536e-01,  1.0574246615671e-04,  8.9129633600000e+00,  9.0110095486111e-01,             11520000
  4.4135484295884e+00,  1.1184787701470e+00,  9.4544948117120e-01,  3.4421169758118e-01,  1.2624146062310e-01,  1.0468266391114e-04,  8.2948525830000e+00,  9.0362065972222e-01,             11520000
  4.4125494662612e+00,  1.1200107639610e+00,  9.4569926036938e-01,  3.4390071671385e-01,  1.4245932662384e-01,  1.1120369144796e-04,  8.2921717490000e+00,  9.0235928819444e-01,             11520000
  4.4135414600950e+00,  1.1183690871810e+00,  9.4610354250790e-01,  3.4367237580524e-01,  1.2876631552216e-01,  1.0572431865821e-04,  7.9672461090000e+00,  9.0897647569444e-01,             11520000
  4.4128685150501e+00,  1.1192807334245e+00,  9.4692412331006e-01,  3.4366947012283e-01,  1.4117014201449e-01,  1.1069937942656e-04,  8.6486884590000e+00,  9.0140998263889e-01,             11520000
  4.4133784509538e+00,  1.1186792609663e+00,  9.4581814170591e-01,  3.4379985322693e-01,  1.2957889413741e-01,  1.0605738019522e-04,  8.2854022070000e+00,  9.0528541666667e-01,             11520000
  4.4145362204638e+00,  1.1179782441981e+00,  9.4631475687732e-01,  3.4418523512048e-01,  1.3034870053949e-01,  1.0637194821134e-04,  7.9058042570000e+00,  9.1657282986111e-01,             11520000
  4.4129939162807e+00,  1.1189999060574e+00,  9.4605061315288e-01,  3.4410952362655e-01,  1.2817761488257e-01,  1.0548236378498e-04,  8.1397387290000e+00,  9.1191649305556e-01,             11520000
  4.4129939162807e+00,  1.1189999060574e+00,  9.4605061315288e-01,  3.4392447244113e-01,  1.4699084635414e-01,  1.0311652825547e-04,  9.3903675390000e+00,  9.0789359085648e-01,             13824000
  4.4134912964651e+00,  1.1188044845660e+00,  9.4615622033759e-01,  3.4369355706778e-01,  1.3594171942301e-01,  9.9165251296726e-05,  1.0142806624000e+01,  8.9116283275463e-01,             13824000
  4.4135728010357e+00,  1.1186493976733e+00,  9.4629892073858e-01,  3.4410003328611e-01,  1.2545813317355e-01,  9.5264819271916e-05,  9.7267364180000e+00,  9.0138237847222e-01,             13824000
  4.4130419784314e+00,  1.1191350840880e+00,  9.4622843210699e-01,  3.4366651779577e-01,  1.4095267407002e-01,  1.0097637999259e-04,  9.4293036090000e+00,  9.0548994502315e-01,             13824000
  4.4140701812201e+00,  1.1184539761819e+00,  9.4640452792329e-01,  3.4403277962614e-01,  1.2601640068788e-01,  9.5476540184935e-05,  9.7946727580000e+00,  9.0584006076389e-01,             13824000
  4.4140067863563e+00,  1.1185509034479e+00,  9.4664227808317e-01,  3.4395671086100e-01,  1.3583331345322e-01,  9.9125704021284e-05,  1.4125347048000e+01,  9.0243800636574e-01,             13824000
  4.4136201689379e+00,  1.1187410892864e+00,  9.4627773477398e-01,  3.4407340916713e-01,  1.2332822435958e-01,  9.4452699940296e-05,  1.0043126385000e+01,  9.0826851851852e-01,             13824000
  4.4139568603872e+00,  1.1187671180826e+00,  9.4648545370577e-01,  3.4376215684694e-01,  1.1880286667297e-01,  9.2703599548687e-05,  2.0011065998000e+01,  9.0736631944444e-01,             13824000
  4.4133839329809e+00,  1.1191713008412e+00,  9.4643379704272e-01,  3.4398314547323e-01,  1.3826045775919e-01,  1.0000739908940e-04,  1.9805090297000e+01,  8.9774768518519e-01,             13824000
  4.4138986191603e+00,  1.1186333073467e+00,  9.4641184520315e-01,  3.4369086843554e-01,  1.2981803173466e-01,  9.6905995539733e-05,  1.2682112333000e+01,  9.0610980902778e-01,             13824000
  4.4140195787447e+00,  1.1188123331102e+00,  9.4664999714481e-01,  3.4359857112805e-01,  1.4894973582596e-01,  1.0380135101973e-04,  1.2316108802000e+01,  9.0169357638889e-01,             13824000
  4.4137200213896e+00,  1.1187589002424e+00,  9.4637080036669e-01,  3.4387986897244e-01,  1.4168601928621e-01,  1.0123871796647e-04,  9.3396836280000e+00,  8.9199942129630e-01,             13824000
  4.4136121554571e+00,  1.1188353987260e+00,  9.4638601687162e-01,  3.4369788361144e-01,  1.3932362952861e-01,  1.0039117268319e-04,  9.4189843500000e+00,  9.0786451099537e-01,             13824000
  4.4137805011818e+00,  1.1188484131241e+00,  9.4648987633752e-01,  3.4373042653012e-01,  1.3319180426736e-01,  9.8157138324537e-05,  9.4298443790000e+00,  9.0042165798611e-01,             13824000
  4.4137513805683e+00,  1.1187815077561e+00,  9.4645307208620e-01,  3.4391037833610e-01,  1.2484472215986e-01,  9.5031641508086e-05,  9.7377805940000e+00,  9.1413100405093e-01,             13824000
  4.4138118603605e+00,  1.1188710206379e+00,  9.4657214805703e-01,  3.4388480885530e-01,  1.3097984821110e-01,  9.7338663483681e-05,  9.4842049030000e+00,  8.9162608506944e-01,             13824000
  4.4137619341347e+00,  1.1188621151599e+00,  9.4652561526068e-01,  3.4377672749560e-01,  1.2892158805732e-01,  9.6570829249918e-05,  1.3949748385000e+01,  9.0375303819444e-01,             13824000
  4.4136311366045e+00,  1.1188671409303e+00,  9.4649211453991e-01,  3.4407284624566e-01,  1.3583576661485e-01,  9.9126599126727e-05,  1.0141134855000e+01,  9.0675774016204e-01,             13824000
  4.4137431600375e+00,  1.1188530950757e+00,  9.4649043588812e-01,  3.4344007082670e-01,  1.5157046231422e-01,  1.0471054621749e-04,  9.5617459480000e+00,  8.9836263020833e-01,             13824000
  4.4136830380555e+00,  1.1188959116628e+00,  9.4650995711497e-01,  3.4396738150102e-01,  1.2815062032385e-01,  9.6281643248686e-05,  9.5392164750000e+00,  9.0173524305556e-01,             13824000
  4.4136923215791e+00,  1.1188890606448e+00,  9.4649208765339e-01,  3.4372247124366e-01,  1.2914758449238e-01,  9.6655435355523e-05,  9.6958072990000e+00,  8.9680982349537e-01,             13824000
  4.4136923215791e+00,  1.1188890606448e+00,  9.4649208765339e-01,  3.4379624917358e-01,  1.3794823156476e-01,  9.1190707063720e-05,  1.1420349494000e+01,  9.0851514274691e-01,             16588800
  4.4136923215791e+00,  1.1188890606448e+00,  9.4649208765339e-01,  3.4351894378094e-01,  1.7344983908690e-01,  9.3344523271915e-05,  1.3489162280000e+01,  9.0744608812371e-01,             19906560
  4.4136777612723e+00,  1.1188556079609e+00,  9.4647368552773e-01,  3.4392908086212e-01,  1.3398375075432e-01,  8.2040435489768e-05,  2.3463938791000e+01,  9.0269649803884e-01,             19906560
  4.4136176392904e+00,  1.1188984245480e+00,  9.4649320675459e-01,  3.4375704103817e-01,  1.3670794192118e-01,  8.2870271942547e-05,  1.4925531326000e+01,  8.9525166578254e-01,             19906560
  4.4135921182759e+00,  1.1189604216233e+00,  9.4652462303148e-01,  3.4364276758284e-01,  1.5787479408613e-01,  8.9054996301396e-05,  1.8107877313000e+01,  9.0483287921168e-01,             19906560
  4.4136563505232e+00,  1.1188818113765e+00,  9.4648641990367e-01,  3.4399681798022e-01,  1.2408412790700e-01,  7.8951431311477e-05,  1.5843364448000e+01,  9.0316388165509e-01,             19906560
  4.4136780477463e+00,  1.1189065295886e+00,  9.4650057723735e-01,  3.4394460098427e-01,  1.3849119568108e-01,  8.3409011403122e-05,  1.3781939805000e+01,  8.9946213710455e-01,             19906560
  4.4136327414044e+00,  1.1189004508081e+00,  9.4649504937528e-01,  3.4380371480794e-01,  1.2429617865784e-01,  7.9018863641805e-05,  1.4725045481000e+01,  9.0358655639146e-01,             19906560
