#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  4.6000000000000e+00,  0.0000000000000e+00,  1.0000000000000e+00,  1.6850577504813e-01,  4.9507841081740e-02,  9.9506623982266e-05,  2.4531261330000e+00,  9.0288420000000e-01,              5000000
  4.6499995128510e+00,  0.0000000000000e+00,  1.0499999907831e+00,  1.6925872330368e-01,  5.2691757104818e-02,  1.0265647286442e-04,  1.8641294830000e+00,  9.1123120000000e-01,              5000000
  4.6991272634717e+00,  0.0000000000000e+00,  1.0999892955013e+00,  1.6957946061856e-01,  5.2837468425974e-02,  1.0279831557567e-04,  1.9017428720000e+00,  9.1091440000000e-01,              5000000
  4.7448202348771e+00,  0.0000000000000e+00,  1.1487715488695e+00,  1.7051669435047e-01,  6.5277460192662e-02,  1.1426063205904e-04,  2.0093179920000e+00,  9.2040160000000e-01,              5000000
  4.7875585915715e+00,  0.0000000000000e+00,  1.1981331348176e+00,  1.7180407636859e-01,  4.3996072109706e-02,  9.3804127957896e-05,  2.3984493890000e+00,  9.0016960000000e-01,              5000000
  4.8227550260401e+00,  0.0000000000000e+00,  1.2450676571360e+00,  1.7254720058439e-01,  4.6874981553334e-02,  9.6824564603549e-05,  1.9161999070000e+00,  9.0639720000000e-01,              5000000
  4.8485267918687e+00,  0.0000000000000e+00,  1.2905809888984e+00,  1.7356868099263e-01,  4.7648738175425e-02,  9.7620426320955e-05,  2.1935049970000e+00,  9.0097320000000e-01,              5000000
  4.8674395837020e+00,  0.0000000000000e+00,  1.3353339037076e+00,  1.7433940782492e-01,  6.4917946560862e-02,  1.1394555415712e-04,  2.0278141980000e+00,  9.0760060000000e-01,              5000000
  4.8860196487130e+00,  0.0000000000000e+00,  1.3818479750879e+00,  1.7536536377789e-01,  4.0168834841907e-02,  8.9631283424825e-05,  2.1146220200000e+00,  8.9836420000000e-01,              5000000
  4.8963077423609e+00,  0.0000000000000e+00,  1.4256598170761e+00,  1.7621715513146e-01,  4.0557353722782e-02,  9.0063703813225e-05,  2.4000286060000e+00,  9.0634340000000e-01,              5000000
  4.9000925193617e+00,  0.0000000000000e+00,  1.4671591555952e+00,  1.7696517096796e-01,  3.7435875964519e-02,  8.6528464639699e-05,  2.1639833160000e+00,  8.9530320000000e-01,              5000000
