#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  2.0000000000000e+00,  1.1230000000000e+00,  2.5000000000000e+00, -1.8204358173086e+02,  9.3928422704306e+03,  2.1671227780667e-01,  6.8137628079011e+01, -3.9139768372936e+03, -1.5817584743579e+01,  4.4107484114544e+02,  3.4153560917842e+02, -4.1393731707922e+04,  6.6520898100000e-01,  9.0552500000000e-01,               200000
  1.9700000000045e+00,  1.1529999999808e+00,  2.4700000000009e+00, -1.9930532316511e+02,  1.0086579975944e+04,  2.2457270510843e-01,  8.1681822923743e+01, -5.6991890112803e+03, -3.5658776313869e+00, -8.8107043394954e+01,  3.4378120849494e+02, -4.2032232139667e+04,  4.6652541800000e-01,  9.0598000000000e-01,               200000
  1.9399775936615e+00,  1.1776197709077e+00,  2.4399954534291e+00, -2.2304304354162e+02,  1.3687057854394e+04,  2.6160139386473e-01,  8.7917465094874e+01, -5.7332838525047e+03, -4.0289708035268e+01,  5.5389448683050e+03,  4.3573550194056e+02, -6.1003657679874e+04,  4.6731941800000e-01,  9.0549000000000e-01,               200000
  1.9098801205023e+00,  1.2027119846721e+00,  2.4099295602485e+00, -2.2472486275410e+02,  1.3961764418229e+04,  2.6421359179865e-01,  8.2639132266066e+01, -5.5070294180279e+03, -2.4915911075662e+01,  2.3971178046406e+03,  4.2233540032439e+02, -6.1411726379921e+04,  4.5259959900000e-01,  9.0415500000000e-01,               200000
  1.8797717623685e+00,  1.2292450704017e+00,  2.3797850092992e+00, -2.3804632733288e+02,  1.6398189690148e+04,  2.8634061613879e-01,  9.1004425013078e+01, -7.1476279059163e+03, -2.9417639385288e+01,  4.8587666730410e+03,  4.6410185949329e+02, -7.5997670215326e+04,  4.5241179800000e-01,  9.0577000000000e-01,               200000
  1.8495684671336e+00,  1.2568383903297e+00,  2.3495259492093e+00, -2.5984207523977e+02,  1.9301160524886e+04,  3.1065383085427e-01,  1.0122429124383e+02, -8.5006407210826e+03, -2.8715225491907e+01,  3.5823541484774e+03,  5.1457316482099e+02, -8.8206432139405e+04,  4.6748601800000e-01,  9.0165500000000e-01,               200000
  1.8192165157632e+00,  1.2851032868868e+00,  2.3191178607468e+00, -2.8039760892665e+02,  2.2409026174840e+04,  3.3473143096250e-01,  1.1808216138363e+02, -1.0516070089652e+04, -3.7170867894027e+01,  5.1072565088820e+03,  5.6050292542359e+02, -9.6644048440663e+04,  4.5880164500000e-01,  9.0590500000000e-01,               200000
  1.7886678860813e+00,  1.3140719386283e+00,  2.2885381913124e+00, -3.0033576074307e+02,  2.6094573368514e+04,  3.6121028064352e-01,  1.1808636666231e+02, -1.2405996208991e+04, -5.1871791555291e+01,  8.2667948445631e+03,  6.1105216384498e+02, -1.1484775725523e+05,  4.6767813700000e-01,  9.0243500000000e-01,               200000
  1.7579503237575e+00,  1.3435460543955e+00,  2.2577675006731e+00, -3.2268318473736e+02,  3.0762023660947e+04,  3.9218633110390e-01,  1.3670366096357e+02, -1.6808553143147e+04, -5.3576760935180e+01,  6.7018864637708e+03,  6.7228206998578e+02, -1.4728171901060e+05,  4.6291312700000e-01,  9.0337000000000e-01,               200000
  1.7270039571284e+00,  1.3735296906824e+00,  2.2267857429132e+00, -3.5580004180277e+02,  3.6731046024132e+04,  4.2855014889819e-01,  1.5414332877891e+02, -1.9871053738908e+04, -5.7667465215760e+01,  6.2776499679275e+03,  7.4903835716537e+02, -1.7232131529814e+05,  4.5442841000000e-01,  9.0002000000000e-01,               200000
