#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  2.0000000000000e+00,  1.1230000000000e+00,  2.5000000000000e+00, -1.6953013064532e+01,  8.8495723104892e+01,  2.1035175671348e-02,  5.7078644799523e+00, -4.1715031584476e+01, -1.2154472529730e+00,  1.1753496212554e+01,  3.1659871456896e+01, -4.2283843136487e+02,  6.2416777500000e-01,  9.0278000000000e-01,               200000
  1.9700000000528e+00,  1.1529999997520e+00,  2.4700000000095e+00, -1.8339659913190e+01,  9.3799413447935e+01,  2.1656340116457e-02,  6.2332220740972e+00, -3.5024031923887e+01, -2.8470665026917e+00,  3.5416950921362e+01,  3.1833999135670e+01, -4.0450421028184e+02,  5.1739057000000e-01,  9.0439000000000e-01,               200000
  1.9399601521714e+00,  1.1814270787692e+00,  2.4399955822878e+00, -1.9992584912469e+01,  1.2524856132939e+02,  2.5024843788662e-02,  7.1025169230685e+00, -5.6562794231760e+01, -1.5555581574077e+00,  7.8992099363732e+00,  3.9502967206068e+01, -6.0618789219717e+02,  4.5455980000000e-01,  9.0203000000000e-01,               200000
  1.9098534556812e+00,  1.2096783329829e+00,  2.4099230958261e+00, -2.2733006266663e+01,  1.5881063988784e+02,  2.8178949580124e-02,  8.5191272298234e+00, -6.3127782777749e+01, -1.8591791540606e+00,  4.0214378365107e+01,  4.7122406819299e+01, -7.0814631417953e+02,  4.7175681700000e-01,  9.0324000000000e-01,               200000
  1.8796788491845e+00,  1.2383045919192e+00,  2.3797847374723e+00, -2.3626336872482e+01,  1.7195950734268e+02,  2.9322304423653e-02,  8.1645967279344e+00, -6.7089197891822e+01, -2.2515773877417e+00,  2.9549350874274e+01,  4.8084915303517e+01, -8.1503555133069e+02,  4.6158330500000e-01,  9.0535000000000e-01,               200000
  1.8494006446416e+00,  1.2674346717988e+00,  2.3495083363483e+00, -2.4347472298296e+01,  1.9196950752075e+02,  3.0981406320626e-02,  9.6879714447715e+00, -8.7652425897675e+01, -1.2958210110989e+00,  3.3695450351803e+01,  4.9885152225925e+01, -9.8155508175858e+02,  4.7799422100000e-01,  9.0597000000000e-01,               200000
  1.8189647775195e+00,  1.2958693090760e+00,  2.3190926092347e+00, -2.6381676667523e+01,  2.1086323687077e+02,  3.2470235360309e-02,  9.7125569616483e+00, -1.0618292308644e+02, -3.0067910605892e+00,  3.4947822489600e+01,  5.1837602017957e+01, -1.0045045042412e+03,  4.5973220600000e-01,  9.0620000000000e-01,               200000
  1.7883787409895e+00,  1.3249736058151e+00,  2.2885362688875e+00, -2.9246440304963e+01,  2.6898837144622e+02,  3.6673448941040e-02,  1.2015029520556e+01, -1.0599956397809e+02, -2.9131927338030e+00,  5.7406102077185e+01,  6.2059541626397e+01, -1.3035166290555e+03,  4.5509474100000e-01,  8.9846500000000e-01,               200000
  1.7575878474641e+00,  1.3545990533351e+00,  2.2577677526891e+00, -3.1832141462226e+01,  3.0968145702244e+02,  3.9349806671853e-02,  1.3589984989681e+01, -1.6035118080535e+02, -2.2878896114821e+00,  6.5455576659888e+01,  6.6163163608459e+01, -1.5276415061932e+03,  4.7936456700000e-01,  9.0626500000000e-01,               200000
  1.7265735148180e+00,  1.3843152483810e+00,  2.2267764244998e+00, -3.4542579137009e+01,  3.6266507463636e+02,  4.2583158327933e-02,  1.5148969517968e+01, -1.8119844435287e+02, -2.7349988146445e+00,  5.3570339212250e+01,  7.3387311549847e+01, -1.7424512340333e+03,  4.6136344400000e-01,  9.0160500000000e-01,               200000
  1.6953138861607e+00,  1.4143612964768e+00,  2.1955381200826e+00, -3.7506766594441e+01,  4.3189793600549e+02,  4.6470309661411e-02,  1.5927849379391e+01, -2.0550332322698e+02, -5.3933693916506e+00,  9.8269130112188e+01,  8.1279970455263e+01, -2.0204551907740e+03,  4.5452293600000e-01,  9.0673000000000e-01,               200000
  1.6637878609791e+00,  1.4445930378625e+00,  2.1640315613282e+00, -4.0907691014079e+01,  5.1288304429983e+02,  5.0640055504503e-02,  1.8279259529235e+01, -2.8995006260183e+02, -5.8057597342193e+00,  1.3595180693219e+02,  9.0062673371827e+01, -2.6295083510445e+03,  4.5858093900000e-01,  9.0973500000000e-01,               200000
  1.6319745444675e+00,  1.4752694628045e+00,  2.1322372181356e+00, -4.4264190231168e+01,  5.9741327585792e+02,  5.4654060958813e-02,  2.0921908351251e+01, -4.0373716675747e+02, -6.1161434483379e+00,  5.7735172345211e+01,  9.7937118232487e+01, -2.9825865166605e+03,  5.3546154100000e-01,  9.0104500000000e-01,               200000
  1.5998593032481e+00,  1.5064526932872e+00,  2.1001403949083e+00, -4.8731741443450e+01,  7.3193866567330e+02,  6.0495399233053e-02,  2.3967997795835e+01, -4.2700540380524e+02, -8.9250819891009e+00,  2.0109802602363e+02,  1.1094280730369e+02, -3.7682344892564e+03,  4.5892651400000e-01,  9.0886500000000e-01,               200000
  1.5674309351202e+00,  1.5377864181300e+00,  2.0677182704463e+00, -5.3490448172852e+01,  8.4978967132518e+02,  6.5183957816520e-02,  2.5916458958200e+01, -4.9900947576346e+02, -6.8397010758340e+00,  8.8085928399732e+01,  1.1964381833265e+02, -4.1783253623035e+03,  4.5624390900000e-01,  9.0598500000000e-01,               200000
  1.5346627300974e+00,  1.5696296310681e+00,  2.0349597706744e+00, -5.8565328767757e+01,  1.0315349285244e+03,  7.1816952334545e-02,  3.1220021590925e+01, -7.7044897227137e+02, -7.4549011519269e+00,  5.5480714690772e+01,  1.3487818637440e+02, -5.1861943255941e+03,  4.5915531100000e-01,  9.0714500000000e-01,               200000
  1.5015640141370e+00,  1.6019669592656e+00,  2.0018452370520e+00, -6.4730024820269e+01,  1.2419471462373e+03,  7.8801876444577e-02,  3.3869711252049e+01, -8.6429676691799e+02, -1.1022379878510e+01,  1.9976541818601e+02,  1.4999877478422e+02, -6.4170321567016e+03,  4.9242235400000e-01,  9.0478500000000e-01,               200000
  1.4680981852943e+00,  1.6347269079173e+00,  1.9683604967891e+00, -7.2757859749741e+01,  1.5590611830286e+03,  8.8291029641424e-02,  4.3662300482032e+01, -1.2896118982116e+03, -7.0096857772562e+00, -8.2314947790582e+01,  1.7404753963728e+02, -8.3983181565476e+03,  4.5945290900000e-01,  9.0264000000000e-01,               200000
  1.4343494247041e+00,  1.6676677965638e+00,  1.9344934433822e+00, -8.0229233723566e+01,  1.8213526817767e+03,  9.5429363452156e-02,  4.6527427096532e+01, -1.3089880344700e+03, -9.5021423101163e+00,  2.9391557900178e+01,  1.8770982861306e+02, -9.1264539460465e+03,  4.7995398000000e-01,  9.0771000000000e-01,               200000
  1.4002130441305e+00,  1.7011097463720e+00,  1.9002308582304e+00, -8.9299375811620e+01,  2.2860622922880e+03,  1.0691263471377e-01,  5.6611719196486e+01, -1.8047739206660e+03, -8.9345024545611e+00, -1.9403342385852e+02,  2.1639811503180e+02, -1.1802243201823e+04,  4.6328252300000e-01,  9.0772000000000e-01,               200000
  1.3657331929803e+00,  1.7349177832452e+00,  1.8655639811543e+00, -9.9288870544834e+01,  2.6713637050608e+03,  1.1557170296099e-01,  6.0931640525497e+01, -2.1679146885213e+03, -1.3504040968885e+01, -8.3722499543198e+01,  2.3243021171791e+02, -1.3486984235177e+04,  4.7660384300000e-01,  9.0582500000000e-01,               200000
  1.3308300693901e+00,  1.7692931990343e+00,  1.8304811689236e+00, -1.1005146257704e+02,  3.2390278646474e+03,  1.2726012463941e-01,  7.3552328112019e+01, -2.8804477090499e+03, -9.1192860759014e+00, -4.0772570851029e+02,  2.5923457765878e+02, -1.6726966809934e+04,  4.5482690800000e-01,  9.0864500000000e-01,               200000
  1.2955445029570e+00,  1.8038260796820e+00,  1.7949734122212e+00, -1.2310232065654e+02,  3.9412169661123e+03,  1.4037836311398e-01,  8.4939386732034e+01, -3.1221109919133e+03, -5.9963388985444e+00, -6.5618986015191e+02,  2.8907284703390e+02, -1.9532137980945e+04,  4.6606732400000e-01,  8.9880500000000e-01,               200000
  1.2598659350889e+00,  1.8377970327003e+00,  1.7590326563328e+00, -1.3808005775633e+02,  4.8067324588110e+03,  1.5502794036578e-01,  1.0065103947630e+02, -3.5272212192791e+03, -6.3054781873956e+00, -6.3205459140120e+02,  3.2296038503590e+02, -2.3066058981711e+04,  4.7106443000000e-01,  9.0072000000000e-01,               200000
  1.2238137239039e+00,  1.8713575270677e+00,  1.7226518266594e+00, -1.5366494858138e+02,  5.7986981525275e+03,  1.7027475080774e-01,  1.1326755005007e+02, -4.4857275843072e+03,  3.2686601517777e+00, -1.4761329758954e+03,  3.5565604486659e+02, -2.7575270570210e+04,  4.8562285400000e-01,  8.9954500000000e-01,               200000
  1.1873315431376e+00,  1.9005609235026e+00,  1.6858249868133e+00, -1.7104253656631e+02,  6.5833704443780e+03,  1.8143002017828e-01,  1.1997830199756e+02, -5.2668058471778e+03,  2.5479615884146e+00, -2.2111930130363e+03,  3.6922269378034e+02, -2.9278464349783e+04,  4.6038294900000e-01,  9.1263500000000e-01,               200000
