#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  5.3000000000000e+00,  1.1000000000000e+00,  9.4000000000000e-01,  1.1046329802543e+00,  1.0705036434954e+00,  3.2718551977363e-04,  4.9277202315000e+01,  9.0722910000000e-01,             10000000
  5.3500000000000e+00,  1.1000000000000e+00,  9.4000000000000e-01,  1.1044455592415e+00,  9.7701069411390e-01,  3.1257170283215e-04,  4.9616547320000e+01,  9.0139500000000e-01,             10000000
  5.3500000000000e+00,  1.1500000000000e+00,  9.4000000000000e-01,  1.1218285429648e+00,  7.7133944723862e-01,  2.7772998528042e-04,  4.8852092176000e+01,  8.9778330000000e-01,             10000000
  5.3500000000000e+00,  1.1000000000000e+00,  9.9000000000000e-01,  1.1008113548658e+00,  1.2569605984790e+00,  3.5453640130162e-04,  4.8975792409000e+01,  9.0766590000000e-01,             10000000
  5.3166666666667e+00,  1.1333333333333e+00,  8.9000000000000e-01,  1.1440613146159e+00,  5.2823771582211e-01,  2.2983422630716e-04,  4.9522820759000e+01,  9.0641450000000e-01,             10000000
  5.3416666666667e+00,  1.1083333333333e+00,  9.6500000000000e-01,  1.0959629427801e+00,  1.1367927411462e+00,  3.3716357174911e-04,  4.9228900725000e+01,  9.0239930000000e-01,             10000000
  5.3111111111111e+00,  1.0555555555556e+00,  9.5666666666667e-01,  1.1355996515078e+00,  3.3212868193332e+00,  5.7630606619515e-04,  4.9084930019000e+01,  9.1328630000000e-01,             10000000
  5.3402777777778e+00,  1.1263888888889e+00,  9.4416666666667e-01,  1.1053505982398e+00,  7.9624446363735e-01,  2.8217804018693e-04,  4.8903953846000e+01,  9.0813120000000e-01,             10000000
  5.3879629629630e+00,  1.1231481481481e+00,  9.5944444444444e-01,  1.1037146157380e+00,  9.8120842216059e-01,  3.1324246553758e-04,  4.9834986731000e+01,  9.0664920000000e-01,             10000000
  5.3632716049383e+00,  1.1385802469136e+00,  9.7240740740741e-01,  1.1073438692569e+00,  1.1103247548999e+00,  3.3321535902475e-04,  4.8999792468000e+01,  9.0369800000000e-01,             10000000
  5.3533179012346e+00,  1.1096450617284e+00,  9.4810185185185e-01,  1.1039169959202e+00,  8.4103731488641e-01,  2.9000643352974e-04,  4.8960991224000e+01,  9.0093830000000e-01,             10000000
  5.3793724279835e+00,  1.1311213991770e+00,  9.3614197530864e-01,  1.1122655553188e+00,  7.0707081928479e-01,  2.6590803283932e-04,  4.9078085668000e+01,  8.9717040000000e-01,             10000000
  5.3273491083676e+00,  1.1216220850480e+00,  9.2616255144033e-01,  1.1101490638367e+00,  7.5392969493884e-01,  2.7457780225991e-04,  4.8853990278000e+01,  9.0917780000000e-01,             10000000
  5.3425025720165e+00,  1.1220036008230e+00,  9.3448302469136e-01,  1.1092007805919e+00,  7.3901315934168e-01,  2.7184796474163e-04,  4.9078317052000e+01,  9.0383750000000e-01,             10000000
  5.3113597393690e+00,  1.1075703017833e+00,  9.4835905349794e-01,  1.1037720833159e+00,  1.0714973711555e+00,  3.2733734451716e-04,  4.8919648293000e+01,  9.0211320000000e-01,             10000000
  5.3623692558299e+00,  1.1252336248285e+00,  9.3919624485597e-01,  1.1089501041681e+00,  8.2312196888613e-01,  2.8690102280859e-04,  4.9227267463000e+01,  9.0255230000000e-01,             10000000
  5.3413901748971e+00,  1.1241962448560e+00,  9.3932484567901e-01,  1.1090247631643e+00,  7.7540091921999e-01,  2.7846021604890e-04,  4.9210017162000e+01,  9.0164460000000e-01,             10000000
  5.3467978395062e+00,  1.1180169753086e+00,  9.4613425925926e-01,  1.1047587278333e+00,  8.0705639624470e-01,  2.8408738026261e-04,  4.9179270964000e+01,  9.0734270000000e-01,             10000000
  5.3598251028807e+00,  1.1287551440329e+00,  9.4015432098765e-01,  1.1082033036811e+00,  7.8645028479423e-01,  2.8043720951297e-04,  4.9511672334000e+01,  9.0417220000000e-01,             10000000
  5.3565436385460e+00,  1.1245777606310e+00,  9.4764531893004e-01,  1.1050828741955e+00,  8.7729374938413e-01,  2.9619144980639e-04,  4.9574937475000e+01,  9.0439240000000e-01,             10000000
  5.3451785408093e+00,  1.1242916237997e+00,  9.4140496399177e-01,  1.1065954887863e+00,  8.6643161751482e-01,  2.9435210505699e-04,  4.9708451387000e+01,  9.0093630000000e-01,             10000000
  5.3440940072016e+00,  1.1211066100823e+00,  9.4272955246914e-01,  1.1045840345984e+00,  9.1469790253034e-01,  3.0243972995133e-04,  4.9431998527000e+01,  9.0130350000000e-01,             10000000
  5.3440940072016e+00,  1.1211066100823e+00,  9.4272955246914e-01,  1.1054251794918e+00,  8.1273449736932e-01,  2.6024579685516e-04,  5.9032701765000e+01,  9.1060516666667e-01,             12000000
  5.3435378086420e+00,  1.1222029320988e+00,  9.4515046296296e-01,  1.1049525672652e+00,  8.5916128663935e-01,  2.6757573486139e-04,  5.9080032680000e+01,  9.0893750000000e-01,             12000000
  5.3533114711934e+00,  1.1233860596708e+00,  9.4314429012346e-01,  1.1058061961736e+00,  9.3049064441199e-01,  2.7846164373991e-04,  5.8813816026000e+01,  8.9903708333333e-01,             12000000
  5.3363082990398e+00,  1.1174982853224e+00,  9.4619855967078e-01,  1.1031739183752e+00,  9.0713083109936e-01,  2.7494405962840e-04,  5.9190904866000e+01,  9.0352883333333e-01,             12000000
  5.3405590920782e+00,  1.1189702289095e+00,  9.4543499228395e-01,  1.1036868009097e+00,  8.5115095357518e-01,  2.6632545152738e-04,  5.9057540803000e+01,  9.0608458333333e-01,             12000000
  5.3440961505487e+00,  1.1165262774348e+00,  9.4438207304527e-01,  1.1051358047960e+00,  9.2615405891725e-01,  2.7781199561893e-04,  5.8775237080000e+01,  9.0285791666667e-01,             12000000
  5.3436773941187e+00,  1.1207837684328e+00,  9.4495836548354e-01,  1.1032793572985e+00,  9.0776750324634e-01,  2.7504052780853e-04,  5.9141665647000e+01,  9.0229500000000e-01,             12000000
  5.3454459233539e+00,  1.1195617926955e+00,  9.4443190586420e-01,  1.1033820917012e+00,  8.6471924097445e-01,  2.6843981960184e-04,  5.9097088287000e+01,  9.0496925000000e-01,             12000000
  5.3451678240741e+00,  1.1201099537037e+00,  9.4564236111111e-01,  1.1047847831030e+00,  8.9169972003376e-01,  2.7259550620436e-04,  5.9175448047000e+01,  9.0613358333333e-01,             12000000
  5.3436784657922e+00,  1.1184936021091e+00,  9.4578462577160e-01,  1.1031843564360e+00,  9.8262768614432e-01,  2.8615667126947e-04,  5.9193265671000e+01,  9.0233458333333e-01,             12000000
  5.3479292588306e+00,  1.1199655456962e+00,  9.4502105838477e-01,  1.1030337204870e+00,  9.1328538141229e-01,  2.7587518032199e-04,  5.9614401678000e+01,  9.0414491666667e-01,             12000000
  5.3482808570530e+00,  1.1182529220965e+00,  9.4474912122771e-01,  1.1059623172185e+00,  8.7843877457679e-01,  2.7056095656013e-04,  5.8965361746000e+01,  9.0995933333333e-01,             12000000
  5.3459460823188e+00,  1.1196456958019e+00,  9.4541905114026e-01,  1.1055476964390e+00,  8.2214447606085e-01,  2.6174804616604e-04,  6.2243046733000e+01,  9.0644866666667e-01,             12000000
  5.3441973046220e+00,  1.1181840968412e+00,  9.4563575245770e-01,  1.1035790592075e+00,  7.9860024734022e-01,  2.5797290673961e-04,  5.9630292547000e+01,  9.0699516666667e-01,             12000000
