#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.461485564299e-01, 9.651215258012e-01, 5.671923617849e-04, 1.357479995000e+00, 8.995486666667e-01,            3000000
 4.029999981759e+00, 0.000000000000e+00, 1.029999999796e+00, 1.388157871460e-01, 3.169301612865e-01, 3.250282866082e-04, 1.385045808000e+00, 9.056360000000e-01,            3000000
 4.054407379601e+00, 0.000000000000e+00, 1.056321105604e+00, 1.361278495536e-01, 1.317294653792e-01, 2.095467055171e-04, 1.077207821000e+00, 9.112966666667e-01,            3000000
 4.071485456205e+00, 0.000000000000e+00, 1.079379059790e+00, 1.346892104207e-01, 4.515675800454e-02, 1.226876223104e-04, 1.071016587000e+00, 9.082200000000e-01,            3000000
 4.080884170430e+00, 0.000000000000e+00, 1.099249449127e+00, 1.341579187414e-01, 1.424629973519e-02, 6.891129499869e-05, 1.113095768000e+00, 8.912813333333e-01,            3000000
 4.083930333054e+00, 0.000000000000e+00, 1.116324438145e+00, 1.341730189725e-01, 3.501271701458e-03, 3.416270725737e-05, 1.092108983000e+00, 8.985920000000e-01,            3000000
 4.081982029982e+00, 0.000000000000e+00, 1.130971840783e+00, 1.343048035909e-01, 1.760240309348e-03, 2.422285635062e-05, 1.101874327000e+00, 8.999856666667e-01,            3000000
 4.076111505903e+00, 0.000000000000e+00, 1.143523465249e+00, 1.347531189657e-01, 3.355278430379e-03, 3.344287881537e-05, 1.147444624000e+00, 9.103630000000e-01,            3000000
 4.067235746877e+00, 0.000000000000e+00, 1.154275226190e+00, 1.351002036451e-01, 6.266863113181e-03, 4.570508036379e-05, 1.205897877000e+00, 9.028123333333e-01,            3000000
 4.055989465942e+00, 0.000000000000e+00, 1.163464784303e+00, 1.354613265618e-01, 1.028693650636e-02, 5.855748317211e-05, 1.261465316000e+00, 9.054243333333e-01,            3000000
 4.042922944554e+00, 0.000000000000e+00, 1.171301528449e+00, 1.358652959857e-01, 1.126225645278e-02, 6.127059232830e-05, 1.232955074000e+00, 9.076733333333e-01,            3000000
 4.028411899785e+00, 0.000000000000e+00, 1.177929992976e+00, 1.361816423205e-01, 1.396971788598e-02, 6.823908431873e-05, 1.210502501000e+00, 8.957630000000e-01,            3000000
