#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  2.7701000000000e+00,  1.1296000000000e+00,  1.1268000000000e+00, -1.2798015019006e-01,  7.4417506630170e-02,  9.6447852898710e-05,  1.9422355148000e+01,  9.1228975000000e-01,              8000000
  3.2701000000000e+00,  1.1296000000000e+00,  1.1268000000000e+00, -1.2235045287253e-01,  5.6803458063680e-02,  8.4264062671818e-05,  1.8482132749000e+01,  8.9701625000000e-01,              8000000
  2.7701000000000e+00,  1.1796000000000e+00,  1.1268000000000e+00, -1.0391797663495e-01,  2.7206766660003e-01,  1.8441382357352e-04,  1.8044738876000e+01,  9.0931662500000e-01,              8000000
  2.7701000000000e+00,  1.1296000000000e+00,  1.1768000000000e+00, -9.8502475248208e-02,  3.2324892637699e-01,  2.0101272546066e-04,  1.8304963609000e+01,  9.0714512500000e-01,              8000000
  3.1034333333333e+00,  1.1629333333333e+00,  1.0768000000000e+00, -8.8312181483055e-02,  1.2774627945435e+00,  3.9960336499826e-04,  1.8169977803000e+01,  9.1529550000000e-01,              8000000
  2.8534333333333e+00,  1.1379333333333e+00,  1.1518000000000e+00, -1.1637857907023e-01,  1.4197437588129e-01,  1.3321710470192e-04,  1.8259322384000e+01,  9.1445725000000e-01,              8000000
  3.1589888888889e+00,  1.0851555555556e+00,  1.1434666666667e+00, -1.0956474806653e-01,  5.8238884717764e-01,  2.6981216780791e-04,  1.8288470283000e+01,  9.0273825000000e-01,              8000000
  2.8673222222222e+00,  1.1559888888889e+00,  1.1309666666667e+00, -1.1851411256925e-01,  1.3551403355544e-01,  1.3015089010234e-04,  1.9991360289000e+01,  9.0550212500000e-01,              8000000
  3.0849148148148e+00,  1.1388592592593e+00,  1.1045777777778e+00, -1.2173728872216e-01,  2.3740240221882e-01,  1.7226520332717e-04,  1.8497632845000e+01,  9.0449625000000e-01,              8000000
  3.0270444444444e+00,  1.1386277777778e+00,  1.1163833333333e+00, -1.2431062878280e-01,  1.1692076676303e-01,  1.2089291064979e-04,  1.9770898121000e+01,  9.1453925000000e-01,              8000000
  3.1775074074074e+00,  1.1092296296296e+00,  1.1156888888889e+00, -1.2481976087990e-01,  1.8373616669051e-01,  1.5154874079422e-04,  1.8332899174000e+01,  9.0147962500000e-01,              8000000
  3.0999611111111e+00,  1.1209194444444e+00,  1.1195083333333e+00, -1.2611597880902e-01,  1.0432788800295e-01,  1.1419713656817e-04,  1.8067269105000e+01,  8.9609925000000e-01,              8000000
  3.0663962962963e+00,  1.1147851851852e+00,  1.1323555555556e+00, -1.2500547623212e-01,  1.0606200215304e-01,  1.1514230442861e-04,  1.8513556085000e+01,  9.0951750000000e-01,              8000000
  2.6875382716049e+00,  1.1139364197531e+00,  1.1256425925926e+00, -1.2842146045531e-01,  1.4588292311149e-01,  1.3503838487236e-04,  1.8869754190000e+01,  9.0406975000000e-01,              8000000
  2.6386699588477e+00,  1.1281853909465e+00,  1.1156117283951e+00, -1.2809502167671e-01,  1.5624381002076e-01,  1.3975148032345e-04,  1.8177097318000e+01,  9.0174937500000e-01,              8000000
  2.7456015432099e+00,  1.1248353395062e+00,  1.1197976851852e+00, -1.2931995443891e-01,  1.0967284654680e-01,  1.1708589077404e-04,  1.8109446924000e+01,  9.0136987500000e-01,              8000000
  2.3688654320988e+00,  1.1246617283951e+00,  1.1286518518519e+00, -1.2240837579841e-01,  1.0338606427834e-01,  1.1368050859665e-04,  1.8094408048000e+01,  8.9754012500000e-01,              8000000
  2.9171871913580e+00,  1.1218550154321e+00,  1.1217942129630e+00, -1.2823635112666e-01,  1.0708556657186e-01,  1.1569656788981e-04,  1.8046771216000e+01,  9.0875725000000e-01,              8000000
  2.9343875514403e+00,  1.1369238168724e+00,  1.1199520061728e+00, -1.2673915041332e-01,  9.8254222528242e-02,  1.1082318266514e-04,  1.9126417898000e+01,  9.0773100000000e-01,              8000000
  2.8726752314815e+00,  1.1311769675926e+00,  1.1213746527778e+00, -1.2762024089542e-01,  8.6924579318905e-02,  1.0423805646146e-04,  1.8053902460000e+01,  9.0098500000000e-01,              8000000
  2.6750639917695e+00,  1.1352198559671e+00,  1.1235206790123e+00, -1.2724362233098e-01,  9.1486776628111e-02,  1.0693852008754e-04,  1.8317776444000e+01,  9.1258975000000e-01,              8000000
  2.8566563914609e+00,  1.1251962255658e+00,  1.1222258294753e+00, -1.2812095204339e-01,  9.1050977509477e-02,  1.0668351413731e-04,  1.8778869114000e+01,  8.9378625000000e-01,              8000000
  2.7088967249657e+00,  1.1219107424554e+00,  1.1245076903292e+00, -1.2980549420659e-01,  9.8993997859335e-02,  1.1123960505331e-04,  2.0736565456000e+01,  8.9640375000000e-01,              8000000
  2.6270074717078e+00,  1.1172776298868e+00,  1.1260742091049e+00, -1.2761889852459e-01,  1.2951484026655e-01,  1.2723739636333e-04,  1.8642173808000e+01,  9.0079525000000e-01,              8000000
