#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  2.7476059697970e+00,  1.1793342691342e+00,  1.1721452834787e+00,  2.0276792842100e-01,  1.2002000151106e-01,  1.0000833361570e-04,  4.1985275200887e-01,  1.6415131006381e-01,  4.2019378188202e-01,  1.7813809232413e+00,  1.1367766164041e-03, -6.0224151829532e-02,  1.4862580365736e-01, -8.8311799069747e-01,  2.7369401407248e-01, -1.3677220175078e+00,  7.9576848820000e+00,  9.0555525000000e-01,             12000000
  2.7489501491695e+00,  1.1776465217215e+00,  1.1701797471049e+00,  2.0164424215197e-01,  1.2316682489956e-01,  1.0131091784681e-04,  4.1954438489901e-01,  1.6593044252742e-01,  4.2124872211536e-01,  1.9209698559983e+00,  1.6266684040340e-03, -6.5318412097792e-02,  1.4800490991975e-01, -8.7330571698392e-01,  2.7489586421295e-01, -1.6373624802057e+00,  8.1523073640000e+00,  9.0238016666667e-01,             12000000
  2.7502034619774e+00,  1.1759324881575e+00,  1.1682039748825e+00,  2.0126043078113e-01,  1.1183477912456e-01,  9.6537893736327e-05,  4.1914353751831e-01,  1.6439884784908e-01,  4.1943367272556e-01,  1.8554232576565e+00,  1.4506456309008e-03, -5.6948456936491e-02,  1.4498547387563e-01, -8.6010589974296e-01,  2.6066996506015e-01, -1.3737559059310e+00,  9.9403603380000e+00,  9.0477916666667e-01,             12000000
  2.7513694923974e+00,  1.1741974057759e+00,  1.1662185733950e+00,  2.0042868151260e-01,  9.9004349362387e-02,  9.0831505805341e-05,  4.1928636238554e-01,  1.6497788263429e-01,  4.1941695225212e-01,  1.7926315972549e+00,  1.7659086295953e-03, -4.9900461526119e-02,  1.4009756913677e-01, -6.9118389415474e-01,  2.5333326221345e-01, -1.1491408740433e+00,  8.5506619280000e+00,  9.0029725000000e-01,             12000000
  2.7524426924234e+00,  1.1724356264391e+00,  1.1642191420611e+00,  1.9949157345689e-01,  9.4949624709087e-02,  8.8952058580773e-05,  4.1917263836977e-01,  1.6576342491097e-01,  4.1944930329028e-01,  1.8343240910225e+00,  1.9958982944881e-03, -5.1690916208646e-02,  1.3783642886383e-01, -7.3688978906181e-01,  2.4789146813511e-01, -1.0800122950662e+00,  7.7907899160000e+00,  8.9971733333333e-01,             12000000
  2.7534287451526e+00,  1.1706564024281e+00,  1.1622076029847e+00,  1.9904174820012e-01,  9.3327133593041e-02,  8.8188781218211e-05,  4.1846089578881e-01,  1.6547893086958e-01,  4.1818390486705e-01,  1.9031864727140e+00,  2.4053943749003e-03, -5.1244657692165e-02,  1.3554328077435e-01, -8.0546391411820e-01,  2.4018370336080e-01, -1.1190620495525e+00,  8.1205604560000e+00,  9.0507291666667e-01,             12000000
  2.7543266935028e+00,  1.1688703829589e+00,  1.1601935962364e+00,  1.9833949669324e-01,  8.2918849944616e-02,  8.3125833301395e-05,  4.1824054239992e-01,  1.6510025913263e-01,  4.1749699878638e-01,  1.8565609754099e+00,  2.3458417519757e-03, -4.0537915446093e-02,  1.3064125019786e-01, -6.7131758576510e-01,  2.3179099184428e-01, -9.6139843952376e-01,  8.7543780340000e+00,  9.0735975000000e-01,             12000000
  2.7551346169761e+00,  1.1670737430167e+00,  1.1581765866854e+00,  1.9747435138698e-01,  7.2421120475728e-02,  7.7685863404981e-05,  4.1828023063311e-01,  1.6625110748653e-01,  4.1818081410556e-01,  1.7901703287012e+00,  2.6545652386723e-03, -3.8623198656035e-02,  1.2784760688914e-01, -5.4029443482752e-01,  2.2318107509850e-01, -7.6693291513404e-01,  8.2066651240000e+00,  8.9708325000000e-01,             12000000
  2.7558521479776e+00,  1.1652593997770e+00,  1.1561544146015e+00,  1.9692792424008e-01,  6.8717575032251e-02,  7.5673407390053e-05,  4.1784070379888e-01,  1.6612207813436e-01,  4.1743713855105e-01,  1.8341358484469e+00,  2.9099717116677e-03, -3.3818497082187e-02,  1.2612350663844e-01, -5.6680941108314e-01,  2.1356662157411e-01, -7.6011528657296e-01,  7.7914572960000e+00,  9.0447175000000e-01,             12000000
  2.7564768874362e+00,  1.1634333722776e+00,  1.1541359937086e+00,  1.9627122747520e-01,  6.1381491322794e-02,  7.1520097014053e-05,  4.1707240918331e-01,  1.6624752596417e-01,  4.1719890711233e-01,  1.8113751200132e+00,  2.9679983425227e-03, -3.2797140841691e-02,  1.2180509369867e-01, -4.9356023349623e-01,  2.0603311450650e-01, -6.4486758898198e-01,  8.5412638900000e+00,  9.0731116666667e-01,             12000000
  2.7570148502620e+00,  1.1615967674943e+00,  1.1521216364361e+00,  1.9561807184247e-01,  5.5615147497023e-02,  6.8077864425611e-05,  4.1699917770812e-01,  1.6622182614398e-01,  4.1658825047802e-01,  1.8316342305723e+00,  3.0855431075025e-03, -2.8585039366005e-02,  1.1789414775807e-01, -4.5489375911943e-01,  1.9754096064066e-01, -5.5018190137420e-01,  8.9539653360000e+00,  9.0215466666667e-01,             12000000
  2.7574667160811e+00,  1.1597530855229e+00,  1.1501137711300e+00,  1.9505788844429e-01,  4.8569101779521e-02,  6.3619377144809e-05,  4.1682781989500e-01,  1.6660397157679e-01,  4.1645368755147e-01,  1.7860982867350e+00,  3.1566348156808e-03, -2.3957817654393e-02,  1.1295801405325e-01, -3.8110784828435e-01,  1.8777500048783e-01, -4.6010779021886e-01,  8.1048542270000e+00,  9.0722758333333e-01,             12000000
  2.7578335750898e+00,  1.1579041831474e+00,  1.1481162740735e+00,  1.9465705899053e-01,  4.2822042570622e-02,  5.9736952948337e-05,  4.1617657878410e-01,  1.6609300514982e-01,  4.1534397523106e-01,  1.7615056963170e+00,  3.0865813994359e-03, -2.1932651610678e-02,  1.0863343904005e-01, -3.4157063494633e-01,  1.7742680274291e-01, -3.7402554614908e-01,  7.8730472780000e+00,  8.9850650000000e-01,             12000000
  2.7581223168282e+00,  1.1560538724015e+00,  1.1461335883389e+00,  1.9379445765787e-01,  4.0578309994472e-02,  5.8150888495986e-05,  4.1643949589709e-01,  1.6888449377419e-01,  4.1752670342392e-01,  1.8621424326425e+00,  3.3059194647256e-03, -2.0586267056400e-02,  1.0919672603372e-01, -3.5314287558628e-01,  1.7028907340136e-01, -3.3819542559720e-01,  8.2329220810000e+00,  9.0576416666667e-01,             12000000
  2.7583335208070e+00,  1.1542012183184e+00,  1.1441690779647e+00,  1.9329790241792e-01,  3.6441786322756e-02,  5.5107309196660e-05,  4.1624022064600e-01,  1.6890108334397e-01,  4.1654962023106e-01,  1.8794741918981e+00,  3.4910512187299e-03, -1.8716249388669e-02,  1.0585821148398e-01, -3.4863743738019e-01,  1.5970804836440e-01, -2.7646270385661e-01,  9.1045887000000e+00,  9.0424808333333e-01,             12000000
  2.7584678161115e+00,  1.1523513427189e+00,  1.1422282294951e+00,  1.9283733053245e-01,  3.1563000382828e-02,  5.1285963302861e-05,  4.1590082012580e-01,  1.6877021916335e-01,  4.1642526442087e-01,  1.8448937616993e+00,  3.5172413522241e-03, -1.6692913613736e-02,  1.0003567122376e-01, -2.9626278403013e-01,  1.5034672459139e-01, -2.2517100667259e-01,  8.2360490220000e+00,  9.0098883333333e-01,             12000000
  2.7585291080567e+00,  1.1505091511486e+00,  1.1403153614183e+00,  1.9227405231957e-01,  2.7548300671858e-02,  4.7913377282914e-05,  4.1617993708932e-01,  1.7048008620732e-01,  4.1738775405396e-01,  1.9082952824069e+00,  3.7167792719622e-03, -1.5034597812058e-02,  9.6382063191815e-02, -2.2704227388345e-01,  1.4195790859289e-01, -1.9212030280537e-01,  8.3421428550000e+00,  9.0346633333333e-01,             12000000
  2.7585173925020e+00,  1.1486732977011e+00,  1.1384344237070e+00,  1.9204819767987e-01,  2.3082831407291e-02,  4.3858514383651e-05,  4.1548503430132e-01,  1.6790984217399e-01,  4.1494681738282e-01,  1.7492312810305e+00,  3.2974098735537e-03, -1.2662055877072e-02,  8.9209886049522e-02, -1.8713913831781e-01,  1.2952653659149e-01, -1.3533158449572e-01,  8.6795916810000e+00,  9.0135050000000e-01,             12000000
  2.7584459132226e+00,  1.1468523709868e+00,  1.1365922934975e+00,  1.9188574071612e-01,  2.0901291881814e-02,  4.1734569884982e-05,  4.1527346489096e-01,  1.6922872652499e-01,  4.1465609318109e-01,  1.8415750187816e+00,  3.5799824101434e-03, -1.1524498687757e-02,  8.6378279292876e-02, -1.7333501154708e-01,  1.2009024695317e-01, -1.1037631261962e-01,  8.1430528840000e+00,  9.0023341666667e-01,             12000000
  2.7583120550942e+00,  1.1450482829382e+00,  1.1347937648169e+00,  1.9141620364855e-01,  1.8818663697921e-02,  3.9600782502708e-05,  4.1511144222822e-01,  1.6967931864820e-01,  4.1509002818656e-01,  1.8298836600401e+00,  3.3821184518475e-03, -1.0087197789425e-02,  8.2147449753797e-02, -1.6054692512545e-01,  1.0996047798052e-01, -8.9830297410421e-02,  8.0979340880000e+00,  9.0914033333333e-01,             12000000
  2.7581241316360e+00,  1.1432657135608e+00,  1.1330443395204e+00,  1.9080467720058e-01,  1.6330609919685e-02,  3.6890163458214e-05,  4.1519926736776e-01,  1.7000069240358e-01,  4.1496448863809e-01,  1.8542970427169e+00,  3.3383495649294e-03, -9.0881184472333e-03,  7.7600058021325e-02, -1.1497683814326e-01,  1.0076951843725e-01, -6.9283766690537e-02,  8.0850372560000e+00,  9.1294050000000e-01,             12000000
  2.7578866444079e+00,  1.1415063436848e+00,  1.1313480632365e+00,  1.9062493729860e-01,  1.5087985550361e-02,  3.5458879412592e-05,  4.1511129855062e-01,  1.7030931731580e-01,  4.1483959031356e-01,  1.8717293105477e+00,  3.3880470305119e-03, -8.5905090690068e-03,  7.3538636938595e-02, -1.0049160416666e-01,  9.0269145210543e-02, -5.9420088120692e-02,  8.9832753200000e+00,  9.0367683333333e-01,             12000000
  2.7576020749728e+00,  1.1397739129915e+00,  1.1297108396040e+00,  1.9038040030968e-01,  1.3946956066616e-02,  3.4091734172445e-05,  4.1465364560182e-01,  1.6978565587426e-01,  4.1414404298423e-01,  1.7705236121702e+00,  3.2448073784776e-03, -7.7879261698883e-03,  6.8190129442048e-02, -7.5069852403736e-02,  8.0662249075682e-02, -5.6743135997877e-02,  8.0510252470000e+00,  9.0117508333333e-01,             12000000
  2.7574394642676e+00,  1.1389236569261e+00,  1.1289241912570e+00,  1.9030104655302e-01,  1.3493091600967e-02,  3.3532436536593e-05,  4.1484338549702e-01,  1.7120738374494e-01,  4.1509717163400e-01,  1.8351903518543e+00,  3.4077359957215e-03, -7.6632815273247e-03,  6.6618610696383e-02, -7.0628118385348e-02,  7.6686704029943e-02, -5.5834737500450e-02,  8.0822397060000e+00,  9.0511658333333e-01,             12000000
  2.7572562242644e+00,  1.1380888759288e+00,  1.1281685512750e+00,  1.9021646381082e-01,  1.3531083421197e-02,  3.3579611151705e-05,  4.1477278374575e-01,  1.7131901202499e-01,  4.1499298028079e-01,  1.9002415563706e+00,  3.2904089380591e-03, -7.6897627207315e-03,  6.4336359978788e-02, -6.9593115847630e-02,  7.1074608540199e-02, -5.7527377198914e-02,  8.3732165340000e+00,  9.0622575000000e-01,             12000000
  2.7572562242644e+00,  1.1380888759288e+00,  1.1281685512750e+00,  1.9017804692650e-01,  1.3569505934617e-02,  3.0697341921005e-05,  4.1440022255749e-01,  1.6987368707653e-01,  4.1377655103264e-01,  1.8265888144683e+00,  3.3232741979632e-03, -7.6376253750524e-03,  6.4864191061826e-02, -7.0182129076645e-02,  7.1341247587514e-02, -5.9985996063728e-02,  1.3084810685000e+01,  9.0257305555556e-01,             14400000
  2.7572562242644e+00,  1.1380888759288e+00,  1.1281685512750e+00,  1.9020146506695e-01,  1.3713053074353e-02,  2.8170542421496e-05,  4.1495246116864e-01,  1.7222097167315e-01,  4.1576036843139e-01,  1.9237352713524e+00,  3.2908158340200e-03, -7.6958730706433e-03,  6.5160867136795e-02, -7.4437683835755e-02,  7.0978855642516e-02, -5.9633899443846e-02,  1.2371682742000e+01,  9.0052957175926e-01,             17280000
  2.7572562242644e+00,  1.1380888759288e+00,  1.1281685512750e+00,  1.9002430345496e-01,  1.3635641275077e-02,  2.5643381388222e-05,  4.1482315596899e-01,  1.7082997056531e-01,  4.1464392426783e-01,  1.8602990353870e+00,  3.3622848125777e-03, -7.6438120711459e-03,  6.5371125528956e-02, -6.8032913582824e-02,  7.1608666835770e-02, -6.3289304746862e-02,  1.4634717781000e+01,  9.0491358024691e-01,             20736000
  2.7570546132003e+00,  1.1372689090623e+00,  1.1274439717716e+00,  1.8999065117959e-01,  1.4050138595778e-02,  2.6030218405613e-05,  4.1519052212551e-01,  1.7220752240525e-01,  4.1562824138796e-01,  1.8748673298623e+00,  3.2306203058114e-03, -7.8841923688110e-03,  6.2635511087672e-02, -6.7610930776294e-02,  6.6078314764396e-02, -7.7569490917434e-02,  1.4052554850000e+01,  9.0605396412037e-01,             20736000
  2.7568378804504e+00,  1.1364648259917e+00,  1.1267510050735e+00,  1.8985583965294e-01,  1.3421968605092e-02,  2.5441670121347e-05,  4.1472790247041e-01,  1.7122964894998e-01,  4.1440412486567e-01,  1.9472005633559e+00,  3.3049283648184e-03, -7.6181230685751e-03,  6.0721100410992e-02, -6.0907720304650e-02,  6.2904974450324e-02, -6.6830139743553e-02,  1.4519922355000e+01,  9.1416946373457e-01,             20736000
  2.7566061926585e+00,  1.1356764452711e+00,  1.1260880506837e+00,  1.8985778920866e-01,  1.4019975130863e-02,  2.6002261975426e-05,  4.1483295295407e-01,  1.7212375487907e-01,  4.1494855498782e-01,  1.9391717181703e+00,  3.1804243446523e-03, -8.1381123575534e-03,  5.8282199628586e-02, -5.3865668098399e-02,  5.7886312234111e-02, -9.5026372990443e-02,  1.4210651023000e+01,  9.1057585841049e-01,             20736000
  2.7563625914283e+00,  1.1349041542339e+00,  1.1254559412930e+00,  1.8974233846498e-01,  1.3703252383726e-02,  2.5706877982441e-05,  4.1483599369382e-01,  1.7278116639438e-01,  4.1528457638371e-01,  2.0111647736614e+00,  3.0342597549957e-03, -7.8044616624555e-03,  5.5970692561612e-02, -4.6345835898607e-02,  5.3736498909533e-02, -8.5098106923936e-02,  1.4071854117000e+01,  9.0190123456790e-01,             20736000
  2.7561095981302e+00,  1.1341481693132e+00,  1.1248538056196e+00,  1.8970096213815e-01,  1.3946873691021e-02,  2.5934384286891e-05,  4.1457068994257e-01,  1.7195630589682e-01,  4.1452511452254e-01,  1.9140916260138e+00,  3.0714657825961e-03, -8.0053885817897e-03,  5.4528704930851e-02, -4.4967591456425e-02,  5.0415911954981e-02, -9.0965952800615e-02,  1.4916259641000e+01,  9.1068248456790e-01,             20736000
  2.7558475852615e+00,  1.1334081123775e+00,  1.1242808539101e+00,  1.8971087231563e-01,  1.4652310399691e-02,  2.6582178077485e-05,  4.1453615783775e-01,  1.7166298085189e-01,  4.1428174863765e-01,  1.8739424354166e+00,  2.9867599813759e-03, -8.6257910139890e-03,  5.1484177459358e-02, -4.6004141601508e-02,  4.6183244405609e-02, -1.1849644052331e-01,  1.4088787614000e+01,  9.0444849537037e-01,             20736000
  2.7555786603366e+00,  1.1326854987217e+00,  1.1237376082995e+00,  1.8956048327529e-01,  1.4524220545028e-02,  2.6465732911977e-05,  4.1509976992994e-01,  1.7279704967071e-01,  4.1523598146010e-01,  1.8635679800979e+00,  3.0416812176863e-03, -8.5201872200924e-03,  4.9713328011029e-02, -3.7266585336149e-02,  4.3093146634749e-02, -1.1294553332266e-01,  1.4715757900000e+01,  9.0111458333333e-01,             20736000
  2.7553025546028e+00,  1.1319798434628e+00,  1.1232228663230e+00,  1.8954972014395e-01,  1.5087734223346e-02,  2.6974258833728e-05,  4.1493574578825e-01,  1.7269876432851e-01,  4.1477021784605e-01,  1.8947953020070e+00,  3.0174670567244e-03, -8.6117153172013e-03,  4.7552587958739e-02, -3.5589143489571e-02,  3.8714157821633e-02, -1.2587546455154e-01,  1.4072728914000e+01,  9.0795273919753e-01,             20736000
  2.7550201343184e+00,  1.1312915262786e+00,  1.1227369191983e+00,  1.8951824208014e-01,  1.5668461841388e-02,  2.7488477736061e-05,  4.1475403004775e-01,  1.7266399727765e-01,  4.1436751616499e-01,  1.9269535091857e+00,  2.9964780398861e-03, -9.4289253937692e-03,  4.5281885395544e-02, -3.4555687089672e-02,  3.5332974667341e-02, -1.3920831315663e-01,  1.5315195911000e+01,  9.0819092399691e-01,             20736000
  2.7547326064797e+00,  1.1306210700903e+00,  1.1222794576885e+00,  1.8938114047616e-01,  1.5819982232806e-02,  2.7621070324801e-05,  4.1473111261927e-01,  1.7316290683460e-01,  4.1519498917029e-01,  1.9392137021253e+00,  2.7890867973947e-03, -9.3594392365272e-03,  4.3479891343590e-02, -3.1571690879254e-02,  3.3319941231494e-02, -1.4364124742418e-01,  1.4207263545000e+01,  9.0574411651235e-01,             20736000
  2.7544428774247e+00,  1.1299683550947e+00,  1.1218490978598e+00,  1.8941075161477e-01,  1.6344034333586e-02,  2.8074830368005e-05,  4.1514945202110e-01,  1.7441397337374e-01,  4.1605374226826e-01,  1.9210859956554e+00,  2.7531830009587e-03, -9.2519046252220e-03,  4.1572926838873e-02, -3.0590441948756e-02,  2.8994628824847e-02, -1.4944812286341e-01,  1.5016184698000e+01,  9.0932301311728e-01,             20736000
  2.7541513941796e+00,  1.1293335175453e+00,  1.1214460917311e+00,  1.8927245245351e-01,  1.6945080837521e-02,  2.8586391051560e-05,  4.1466491034136e-01,  1.7307307673914e-01,  4.1485958195573e-01,  1.9136970374260e+00,  2.6300532238449e-03, -1.0012710424217e-02,  3.9314687480874e-02, -3.1412714287766e-02,  2.7183664635624e-02, -1.6308156303068e-01,  1.4101486419000e+01,  9.0228814621914e-01,             20736000
  2.7538602437595e+00,  1.1287171906488e+00,  1.1210693592930e+00,  1.8935379082748e-01,  1.7490701455855e-02,  2.9042976363886e-05,  4.1469618410007e-01,  1.7285683917238e-01,  4.1462218161456e-01,  1.8696968644782e+00,  2.7689408026876e-03, -1.0637695199267e-02,  3.7665866418328e-02, -3.2610518749590e-02,  2.4223646808048e-02, -1.7781037387890e-01,  1.4879043443000e+01,  9.0236400462963e-01,             20736000
  2.7535678679036e+00,  1.1281193172506e+00,  1.1207187005138e+00,  1.8941873763102e-01,  1.7756637153458e-02,  2.9262934015048e-05,  4.1449600869953e-01,  1.7266749805808e-01,  4.1435399402071e-01,  1.8536753313907e+00,  2.6754523510196e-03, -1.0488839872366e-02,  3.5587960823884e-02, -3.2628198749313e-02,  2.1980621382540e-02, -1.7719098153425e-01,  1.3935488045000e+01,  9.0472067901235e-01,             20736000
  2.7532753559275e+00,  1.1275402790375e+00,  1.1203930117074e+00,  1.8935392781400e-01,  1.8390823035561e-02,  2.9780918674042e-05,  4.1504400535772e-01,  1.7467766527262e-01,  4.1583703345449e-01,  1.9301596234706e+00,  2.5651963569094e-03, -1.0517440649629e-02,  3.4118701858894e-02, -3.2717173733643e-02,  1.9277063840631e-02, -1.8847380905574e-01,  1.4821920638000e+01,  9.1256086033951e-01,             20736000
  2.7529840408876e+00,  1.1269797647352e+00,  1.1200919830936e+00,  1.8920198396894e-01,  1.9291375351129e-02,  3.0501352927967e-05,  4.1519164874700e-01,  1.7475452553112e-01,  4.1605382331696e-01,  1.9478203882728e+00,  2.5478797881668e-03, -1.1784281557337e-02,  3.1961917146013e-02, -4.0154114235113e-02,  1.7987141912355e-02, -2.0959316990859e-01,  1.5132017928000e+01,  9.0539380787037e-01,             20736000
  2.7526947379168e+00,  1.1264387020077e+00,  1.1198147607457e+00,  1.8919941233903e-01,  1.9515129446909e-02,  3.0677730371807e-05,  4.1513441361668e-01,  1.7390599623798e-01,  4.1523233231064e-01,  1.9022154927193e+00,  2.5771133916148e-03, -1.1141251052201e-02,  3.0364751893398e-02, -4.0213193046174e-02,  1.5932146739805e-02, -2.0961962430366e-01,  1.4321131775000e+01,  9.0922526041667e-01,             20736000
  2.7524063220905e+00,  1.1259169037356e+00,  1.1195603982136e+00,  1.8909965873554e-01,  1.9776327588227e-02,  3.0882349356017e-05,  4.1465453043350e-01,  1.7291255641591e-01,  4.1438779257244e-01,  1.8486208832043e+00,  2.5494450776834e-03, -1.1467353515584e-02,  2.9164464391426e-02, -4.3172389637709e-02,  1.5766654027686e-02, -2.0589347260086e-01,  1.5817663577000e+01,  8.9671035879630e-01,             20736000
  2.7521191645429e+00,  1.1254139304806e+00,  1.1193266988389e+00,  1.8921898858698e-01,  2.0733519342101e-02,  3.1620885020935e-05,  4.1494350480155e-01,  1.7371594196642e-01,  4.1494384239100e-01,  1.8901918074600e+00,  2.5022996193166e-03, -1.2001821805923e-02,  2.7347927534798e-02, -4.5115396977783e-02,  1.1598903531841e-02, -2.3016995249371e-01,  1.4229782339000e+01,  9.0242293595679e-01,             20736000
  2.7518340059707e+00,  1.1249300489916e+00,  1.1191152080100e+00,  1.8909926092373e-01,  2.1096180892818e-02,  3.1896235431835e-05,  4.1510188024587e-01,  1.7445876505413e-01,  4.1556127436148e-01,  1.9052325753518e+00,  2.4507901341383e-03, -1.2472790021429e-02,  2.5619194829748e-02, -4.9686024693471e-02,  1.1231591124195e-02, -2.2959737130255e-01,  1.5333570893000e+01,  9.0667867476852e-01,             20736000
  2.7518340059707e+00,  1.1249300489916e+00,  1.1191152080100e+00,  1.8918132192551e-01,  2.0810761204153e-02,  2.8919505847333e-05,  4.1481140316311e-01,  1.7387729487526e-01,  4.1493157656885e-01,  1.8875342460675e+00,  2.4785079827748e-03, -1.2180165122249e-02,  2.5416155293821e-02, -4.7745359844021e-02,  1.1737922937242e-02, -2.2343348433245e-01,  1.6727774118000e+01,  9.0517067740484e-01,             24883200
  2.7518340059707e+00,  1.1249300489916e+00,  1.1191152080100e+00,  1.8918423012329e-01,  2.1037015568107e-02,  2.6542897259254e-05,  4.1462346298613e-01,  1.7325768491732e-01,  4.1452185808105e-01,  1.8669934134471e+00,  2.3813968550863e-03, -1.2275004393619e-02,  2.5863847430878e-02, -4.6934186361109e-02,  1.1172162777565e-02, -2.3433669605541e-01,  2.1754556180000e+01,  9.0989141268004e-01,             29859840
  2.7518340059707e+00,  1.1249300489916e+00,  1.1191152080100e+00,  1.8907016233004e-01,  2.0369328370876e-02,  2.3842620902047e-05,  4.1483559951549e-01,  1.7333639807612e-01,  4.1501159737661e-01,  1.8379564757581e+00,  2.4214194650305e-03, -1.1784547597421e-02,  2.6024109960554e-02, -4.3275577968014e-02,  1.2386180718715e-02, -2.1328789659077e-01,  2.5716019811000e+01,  9.0049073158686e-01,             35831808
  2.7515514752506e+00,  1.1244647345016e+00,  1.1189227455736e+00,  1.8909336352592e-01,  2.1758647564584e-02,  2.4642319703917e-05,  4.1499331896747e-01,  1.7372338976854e-01,  4.1476828982690e-01,  1.8888652804931e+00,  2.4783012363914e-03, -1.2657201100416e-02,  2.4134848028502e-02, -5.2926215764231e-02,  9.8369098056297e-03, -2.4481695250178e-01,  2.4882758237000e+01,  9.0226103019976e-01,             35831808
  2.7512710294341e+00,  1.1240188488511e+00,  1.1187502277955e+00,  1.8917727267012e-01,  2.2934550965128e-02,  2.5299431341262e-05,  4.1520018333821e-01,  1.7537128910112e-01,  4.1594556210917e-01,  2.0713515470373e+00,  2.3840803520788e-03, -1.3726414838517e-02,  2.2595623381307e-02, -5.6947225215360e-02,  6.9983878544682e-03, -2.9370247010443e-01,  2.4006589221000e+01,  9.0808253382023e-01,             35831808
  2.7509943544506e+00,  1.1235924614834e+00,  1.1185992784787e+00,  1.8914239486332e-01,  2.2516945303401e-02,  2.5068039783644e-05,  4.1466645365078e-01,  1.7399939194881e-01,  4.1500453311208e-01,  1.9447559054887e+00,  2.2475357984228e-03, -1.3098410993841e-02,  2.0774197858469e-02, -6.3757068915573e-02,  7.3031988462678e-03, -2.4588119837630e-01,  2.5346842351000e+01,  9.0451017710298e-01,             35831808
  2.7507224167637e+00,  1.1231861487556e+00,  1.1184660712653e+00,  1.8897282921939e-01,  2.2594767717343e-02,  2.5111322134483e-05,  4.1505538998858e-01,  1.7409209750437e-01,  4.1525564047672e-01,  1.9101740190718e+00,  2.3271568793392e-03, -1.3164615067714e-02,  1.9803226249878e-02, -6.0922447461905e-02,  7.3735288692420e-03, -2.4763422361618e-01,  2.4625838429000e+01,  9.0004202411444e-01,             35831808
  2.7504536232911e+00,  1.1227988851797e+00,  1.1183489463308e+00,  1.8910192760109e-01,  2.3133555353348e-02,  2.5408956559416e-05,  4.1483531693601e-01,  1.7369991815947e-01,  4.1464673599881e-01,  1.9133801629519e+00,  2.3004603669163e-03, -1.3373084884555e-02,  1.8722933625920e-02, -6.4297567998148e-02,  5.9280376782581e-03, -2.6175294583359e-01,  2.5453317236000e+01,  9.0675418890389e-01,             35831808
  2.7501880815659e+00,  1.1224302486813e+00,  1.1182478404916e+00,  1.8899692537986e-01,  2.3684876168489e-02,  2.5709947988331e-05,  4.1494389205893e-01,  1.7345119740197e-01,  4.1440042890079e-01,  1.8815076836681e+00,  2.2446623935423e-03, -1.4001571347365e-02,  1.7840317110167e-02, -7.0120337212200e-02,  5.2097194164232e-03, -2.6811215687928e-01,  2.5136773955000e+01,  8.9907637370685e-01,             35831808
  2.7499265858045e+00,  1.1220797810492e+00,  1.1181619535244e+00,  1.8904577934676e-01,  2.3973459726055e-02,  2.5866102586662e-05,  4.1504889958567e-01,  1.7466008402092e-01,  4.1553111295526e-01,  1.9436611229494e+00,  2.1759782925461e-03, -1.3941007945537e-02,  1.6365904536260e-02, -7.0907613665238e-02,  3.9683318515482e-03, -2.7028567196412e-01,  2.5093090198000e+01,  8.9861466102966e-01,             35831808
  2.7496695666944e+00,  1.1217474868662e+00,  1.1180907808904e+00,  1.8898104395915e-01,  2.4078792214770e-02,  2.5922864414827e-05,  4.1491881282950e-01,  1.7325445479982e-01,  4.1415420275336e-01,  1.8842675710728e+00,  2.2976466521356e-03, -1.4257317818061e-02,  1.5301684126392e-02, -7.4279311062291e-02,  4.7629548799022e-03, -2.7742114809404e-01,  2.5015509076000e+01,  9.1189944978495e-01,             35831808
  2.7494150306965e+00,  1.1214330487641e+00,  1.1180326501169e+00,  1.8900560791782e-01,  2.4427018451697e-02,  2.6109639113757e-05,  4.1462963236459e-01,  1.7341564628134e-01,  4.1425418717185e-01,  1.9164807107328e+00,  2.1627836314507e-03, -1.4208482932488e-02,  1.4024474970282e-02, -8.2359828571042e-02,  4.4588350720835e-03, -2.6704340511730e-01,  2.4755449799000e+01,  9.0187263227130e-01,             35831808
  2.7491644994724e+00,  1.1211367342202e+00,  1.1179861980471e+00,  1.8912189416074e-01,  2.4997723293561e-02,  2.6412886615927e-05,  4.1530197382386e-01,  1.7460892553671e-01,  4.1515301414175e-01,  1.8950536790853e+00,  2.1948983621318e-03, -1.4602612228397e-02,  1.2416679418828e-02, -8.6155773418301e-02,  2.9603673997904e-03, -2.7498673204987e-01,  2.4233639951000e+01,  9.0365308945616e-01,             35831808
  2.7489173276793e+00,  1.1208589443402e+00,  1.1179516477845e+00,  1.8903463604443e-01,  2.5421529186649e-02,  2.6635844722119e-05,  4.1544242067146e-01,  1.7541706923374e-01,  4.1596282690419e-01,  1.9395597725877e+00,  2.0654908172889e-03, -1.5102439935340e-02,  1.0932684795337e-02, -9.4947950709349e-02,  2.6938923808988e-03, -2.7589811917108e-01,  2.4863195899000e+01,  9.0358089103402e-01,             35831808
