#                p[0],                 p[1],                 p[2],               energy,             variance,                error,          energies[0],       energiesVar[0],          energies[1],       energiesVar[1],          energies[2],       energiesVar[2],          energies[3],       energiesVar[3],             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  1.2000000000000e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.9072780710785e-02,  3.9807592471980e-05,  2.2306835407555e-06,  3.9072780710785e-02,  3.9807592471980e-05,  2.5023153446478e-02,  2.0798011154886e-04,  1.4049627264308e-02,  6.5807622442507e-05,  0.0000000000000e+00,  0.0000000000000e+00, -9.0990040789164e-04,  6.6260177702729e-06,                 -nan,                 -nan,                 -nan,                 -nan,  4.2069215080000e+00,  8.9697362500000e-01,              8000000
  1.2000909897095e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.9069155667016e-02,  3.9853691656874e-05,  2.2319747886366e-06,  3.9069155667016e-02,  3.9853691656874e-05,  2.5014870602016e-02,  2.0830218875307e-04,  1.4054285064999e-02,  6.5929524445536e-05,  0.0000000000000e+00,  0.0000000000000e+00, -9.1113177982204e-04,  6.6697971873555e-06,                 -nan,                 -nan,                 -nan,                 -nan,  3.8914193000000e+00,  9.1015162500000e-01,              8000000
  1.2000909897095e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.9063233049133e-02,  3.9813249769430e-05,  2.0364708487108e-06,  3.9063233049133e-02,  3.9813249769430e-05,  2.5001330362333e-02,  2.0809081225765e-04,  1.4061902686800e-02,  6.5862621875260e-05,  0.0000000000000e+00,  0.0000000000000e+00, -9.1020720075912e-04,  6.6218178140389e-06,                 -nan,                 -nan,                 -nan,                 -nan,  4.9812485100000e+00,  9.0003937500000e-01,              9600000
  1.2001000886804e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.9064006133056e-02,  3.9795005655822e-05,  2.0360041967413e-06,  3.9064006133056e-02,  3.9795005655822e-05,  2.5003097879596e-02,  2.0800356982328e-04,  1.4060908253459e-02,  6.5837005497429e-05,  0.0000000000000e+00,  0.0000000000000e+00, -9.0980784990834e-04,  6.6191287038491e-06,                 -nan,                 -nan,                 -nan,                 -nan,  4.8551666080000e+00,  8.9511458333333e-01,              9600000
  1.2208295122871e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.8869008872685e-02,  3.5261028374923e-05,  1.9165134460928e-06,  3.8869008872685e-02,  3.5261028374923e-05,  2.4546656661150e-02,  2.0200642763265e-04,  1.4322352211535e-02,  6.8472262039598e-05,  0.0000000000000e+00,  0.0000000000000e+00, -8.4397596983989e-04,  5.8036404461242e-06,                 -nan,                 -nan,                 -nan,                 -nan,  4.8581841800000e+00,  9.0669770833333e-01,              9600000
  1.2417721941182e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.8719406964769e-02,  3.0615078864144e-05,  1.7857969411484e-06,  3.8719406964769e-02,  3.0615078864144e-05,  2.4179671880980e-02,  1.9361203690655e-04,  1.4539735083789e-02,  7.0247275805305e-05,  0.0000000000000e+00,  0.0000000000000e+00, -7.6989919982694e-04,  4.9126587747766e-06,                 -nan,                 -nan,                 -nan,                 -nan,  5.3881095180000e+00,  8.9959760416667e-01,              9600000
  1.4594355655915e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.7660646773243e-02,  3.9765762937695e-06,  6.4360445715335e-07,  3.7660646773243e-02,  3.9765762937695e-06,  2.0566668692626e-02,  1.4092952571975e-04,  1.7093978080617e-02,  9.7559845094125e-05,  0.0000000000000e+00,  0.0000000000000e+00, -2.3673128459698e-04,  5.4730041738101e-07,                 -nan,                 -nan,                 -nan,                 -nan,  4.7390548420000e+00,  9.0250343750000e-01,              9600000
  1.5506707676963e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.7518743350826e-02,  4.5961636550545e-07,  2.1880746043074e-07,  3.7518743350826e-02,  4.5961636550545e-07,  1.9349076350940e-02,  1.2473983714053e-04,  1.8169666999886e-02,  1.1005581185942e-04,  0.0000000000000e+00,  0.0000000000000e+00, -7.5718208233072e-05,  5.9282470230997e-08,                 -nan,                 -nan,                 -nan,                 -nan,  4.8147740120000e+00,  9.0411302083333e-01,              9600000
  1.5935751947894e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.7500605706239e-02,  7.5627154401434e-09,  2.8067469753226e-08,  3.7500605706239e-02,  7.5627154401434e-09,  1.8838255434327e-02,  1.1804300364740e-04,  1.8662350271911e-02,  1.1616088316582e-04,  0.0000000000000e+00,  0.0000000000000e+00, -9.4484159850848e-06,  9.4462117969310e-10,                 -nan,                 -nan,                 -nan,                 -nan,  5.2254551190000e+00,  8.9956541666667e-01,              9600000
  1.5996922960990e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.7500201680937e-02,  1.6384937934791e-11,  1.3064319225307e-09,  3.7500201680937e-02,  1.6384937934791e-11,  1.8752007293650e-02,  1.1723696289189e-04,  1.8748194387287e-02,  1.1714932266586e-04,  0.0000000000000e+00,  0.0000000000000e+00, -4.3828305480257e-07,  2.0481040752006e-12,                 -nan,                 -nan,                 -nan,                 -nan,  4.6522580110000e+00,  9.0377562500000e-01,              9600000
  1.5999898524173e+01,  0.0000000000000e+00,  0.0000000000000e+00,  3.7500201642411e-02,  4.3663961460702e-16,  6.7441302766355e-12,  3.7500201642411e-02,  4.3663961460702e-16,  1.8759923736252e-02,  1.1702080425005e-04,  1.8740277906159e-02,  1.1702035224721e-04,  0.0000000000000e+00,  0.0000000000000e+00, -2.2600163973396e-09,  5.4496329763228e-17,                 -nan,                 -nan,                 -nan,                 -nan,  4.8549183530000e+00,  9.0553656250000e-01,              9600000
