#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  4.1611111111111e+00,  1.1611111111111e+00,  1.0888888888889e+00,  3.0218874847427e-01,  5.8600463750778e-02,  8.5586552500070e-05,  5.3936324500000e+00,  9.0673137500000e-01,              8000000
  4.2074074074074e+00,  1.1240740740741e+00,  1.0259259259259e+00,  3.0574678873181e-01,  5.0853327122768e-02,  7.9728701797697e-05,  5.3307554350000e+00,  9.0924950000000e-01,              8000000
  4.1935185185185e+00,  1.1351851851852e+00,  1.0898148148148e+00,  3.0032123298684e-01,  4.6581299571550e-02,  7.6306372253198e-05,  5.4624082250000e+00,  8.9984062500000e-01,              8000000
  4.2567901234568e+00,  1.0845679012346e+00,  1.0487654320988e+00,  3.0278088603457e-01,  7.6987906442758e-02,  9.8099379739857e-05,  5.5361681050000e+00,  9.0821412500000e-01,              8000000
  4.1850308641975e+00,  1.1419753086420e+00,  1.0788580246914e+00,  3.0079762579926e-01,  3.8488128639766e-02,  6.9361488449792e-05,  5.5662639520000e+00,  9.1024400000000e-01,              8000000
  4.2079218106996e+00,  1.1736625514403e+00,  1.1068930041152e+00,  3.0342933383325e-01,  9.0251065121950e-02,  1.0621385568862e-04,  6.3320755280000e+00,  9.0673862500000e-01,              8000000
  4.2019804526749e+00,  1.1184156378601e+00,  1.0642232510288e+00,  3.0032970591353e-01,  2.0805962728025e-02,  5.0997503282054e-05,  5.9678133880000e+00,  9.0569200000000e-01,              8000000
  4.2341906721536e+00,  1.1159807956104e+00,  1.0682784636488e+00,  3.0033615509577e-01,  2.2838066954238e-02,  5.3429938885233e-05,  6.0072028760000e+00,  9.0747287500000e-01,              8000000
  4.2528177869227e+00,  1.1099679926840e+00,  1.0429641060814e+00,  3.0246642050229e-01,  2.7933214524172e-02,  5.9090200672544e-05,  6.0083465280000e+00,  9.0476537500000e-01,              8000000
  4.2083433356196e+00,  1.1288808870599e+00,  1.0781021376315e+00,  3.0007634414114e-01,  3.1077415880423e-02,  6.2327176937937e-05,  6.1231794360000e+00,  9.0497825000000e-01,              8000000
  4.1963429736321e+00,  1.1088515470203e+00,  1.0737359015394e+00,  2.9983463422284e-01,  4.3977226812609e-02,  7.4142790287229e-05,  5.9536644440000e+00,  8.9780012500000e-01,              8000000
  4.2240857434080e+00,  1.1272128867551e+00,  1.0684339753848e+00,  3.0038388216430e-01,  2.6040191754851e-02,  5.7052817365634e-05,  5.8188390290000e+00,  9.0324750000000e-01,              8000000
  4.2055905635574e+00,  1.1149719935985e+00,  1.0719685928212e+00,  2.9995358532534e-01,  3.0335190716859e-02,  6.1578395883681e-05,  5.9594520860000e+00,  9.0721125000000e-01,              8000000
  4.2194977899710e+00,  1.1040313976528e+00,  1.0582114007011e+00,  3.0089541160871e-01,  3.0761849511895e-02,  6.2009928148538e-05,  6.2436810680000e+00,  9.0085650000000e-01,              8000000
  4.2111319492074e+00,  1.1226685147081e+00,  1.0731294533989e+00,  3.0004461405310e-01,  3.1067777449689e-02,  6.2317511031901e-05,  6.7099868440000e+00,  9.0738862500000e-01,              8000000
  4.2167091763832e+00,  1.1102437700046e+00,  1.0631840849337e+00,  3.0029527300967e-01,  2.5071111263426e-02,  5.5981147790379e-05,  6.4474177510000e+00,  9.0691975000000e-01,              8000000
  4.2153148695892e+00,  1.1133499561805e+00,  1.0656704270500e+00,  3.0020688736226e-01,  2.6112910635343e-02,  5.7132423626325e-05,  7.1622040000000e+00,  9.0810612500000e-01,              8000000
  4.2125262560014e+00,  1.1195623285322e+00,  1.0706431112826e+00,  3.0020779304019e-01,  2.5081351424590e-02,  5.5992579223267e-05,  8.6260588130000e+00,  9.0566737500000e-01,              8000000
  4.1792075093355e+00,  1.1193191777168e+00,  1.0696115064396e+00,  3.0010262695851e-01,  2.8069732246302e-02,  5.9234420152372e-05,  6.1487494070000e+00,  9.0206487500000e-01,              8000000
  4.2204448814491e+00,  1.1168153911370e+00,  1.0686117243465e+00,  3.0018235866661e-01,  2.8668318779583e-02,  5.9862674910564e-05,  5.6934421400000e+00,  9.0512112500000e-01,              8000000
  4.2037855081161e+00,  1.1166938157293e+00,  1.0680959219250e+00,  3.0007388057970e-01,  2.6130792446635e-02,  5.7151982081371e-05,  5.7692761290000e+00,  9.0366375000000e-01,              8000000
  4.2072533543381e+00,  1.1189889831962e+00,  1.0674331811557e+00,  3.0033352972415e-01,  2.3425672619392e-02,  5.4112928930377e-05,  5.8553708940000e+00,  9.0380637500000e-01,              8000000
  4.2072533543381e+00,  1.1189889831962e+00,  1.0674331811557e+00,  3.0026182793789e-01,  2.2286061176950e-02,  4.8181580566979e-05,  6.9753041400000e+00,  9.1277604166667e-01,              9600000
  4.2072533543381e+00,  1.1189889831962e+00,  1.0674331811557e+00,  3.0033130018180e-01,  2.4187568349367e-02,  4.5821559424629e-05,  8.4438852420000e+00,  9.1149869791667e-01,             11520000
  4.2072533543381e+00,  1.1189889831962e+00,  1.0674331811557e+00,  3.0023438438768e-01,  2.3033188546865e-02,  4.0818793955996e-05,  9.5324707090000e+00,  9.0898488136574e-01,             13824000
  4.2072533543381e+00,  1.1189889831962e+00,  1.0674331811557e+00,  3.0031006235020e-01,  2.2838341450322e-02,  3.7104347206773e-05,  1.2044020756000e+01,  9.0699598524306e-01,             16588800
  4.2072533543381e+00,  1.1189889831962e+00,  1.0674331811557e+00,  3.0021069469379e-01,  2.3223029297137e-02,  3.4155553407902e-05,  1.3887195393000e+01,  8.9740135914995e-01,             19906560
  4.2180855624143e+00,  1.1171982167353e+00,  1.0662508573388e+00,  3.0028798171360e-01,  2.3348036501521e-02,  3.4247357964855e-05,  1.4271377252000e+01,  8.9022814589763e-01,             19906560
  4.1905939810052e+00,  1.1188674077884e+00,  1.0669173787342e+00,  3.0029195384511e-01,  2.3337662306105e-02,  3.4239748582820e-05,  1.3871633144000e+01,  9.0575815208655e-01,             19906560
  4.2112126670620e+00,  1.1176155144986e+00,  1.0664174876877e+00,  3.0025052479266e-01,  2.5058681913561e-02,  3.5479786931002e-05,  1.3653131694000e+01,  9.0549602744020e-01,             19906560
  4.2028829803955e+00,  1.1175547267947e+00,  1.0661595864769e+00,  3.0029421164304e-01,  2.3735875324256e-02,  3.4530631229745e-05,  1.4520148830000e+01,  9.0893625016075e-01,             19906560
  4.2046169035065e+00,  1.1187023105281e+00,  1.0658282160922e+00,  3.0039127526308e-01,  2.3899205933565e-02,  3.4649233133113e-05,  1.6429039129000e+01,  9.0757634669174e-01,             19906560
  4.2100330075446e+00,  1.1178069272977e+00,  1.0652370541838e+00,  3.0024624421671e-01,  2.2544535751396e-02,  3.3652903459451e-05,  1.9169864526000e+01,  9.0929422260802e-01,             19906560
  4.2053140569035e+00,  1.1171492174402e+00,  1.0645850450341e+00,  3.0042661346436e-01,  2.2078912121300e-02,  3.3303565117103e-05,  1.3784565263000e+01,  8.9831864470808e-01,             19906560
  4.2051397685542e+00,  1.1175374907122e+00,  1.0648958377986e+00,  3.0024020787520e-01,  2.6044782533832e-02,  3.6171145213404e-05,  1.4240217855000e+01,  9.0111571260931e-01,             19906560
  4.2024317165352e+00,  1.1179851823274e+00,  1.0651914187529e+00,  3.0040037807460e-01,  2.2698606282464e-02,  3.3767700508315e-05,  1.3707583654000e+01,  9.0097982775527e-01,             19906560
  4.2032986780907e+00,  1.1185589741941e+00,  1.0650257335605e+00,  3.0039540919418e-01,  2.1321946787279e-02,  3.2727687447970e-05,  1.4192026170000e+01,  9.0105281876929e-01,             19906560
  4.2032986780907e+00,  1.1185589741941e+00,  1.0650257335605e+00,  3.0035426279580e-01,  2.2550578105760e-02,  3.0724873841466e-05,  1.6441825002000e+01,  9.0846999682517e-01,             23887872
  4.2032986780907e+00,  1.1185589741941e+00,  1.0650257335605e+00,  3.0035244353833e-01,  2.2927234833006e-02,  2.8281113396190e-05,  1.9619404375000e+01,  8.9994615119166e-01,             28665444
  4.2032986780907e+00,  1.1185589741941e+00,  1.0650257335605e+00,  3.0040834039668e-01,  2.2599320057813e-02,  2.5631718921647e-05,  2.4872627633000e+01,  8.9565641929138e-01,             34398532
  4.2032986780907e+00,  1.1185589741941e+00,  1.0650257335605e+00,  3.0039687581990e-01,  2.1679349061092e-02,  2.2917251620706e-05,  2.9419512828000e+01,  9.0594347045804e-01,             41278240
  4.2032986780907e+00,  1.1185589741941e+00,  1.0650257335605e+00,  3.0040241019440e-01,  2.3205318890941e-02,  2.1644250995646e-05,  3.7685492487000e+01,  8.9731185648096e-01,             49533888
  4.2060067301097e+00,  1.1181112825789e+00,  1.0647301526063e+00,  3.0038961654195e-01,  2.1540273111498e-02,  2.0853280922338e-05,  3.5551745047000e+01,  9.0688403058528e-01,             49533888
  4.2036472547892e+00,  1.1177824276501e+00,  1.0644041480315e+00,  3.0042863601757e-01,  2.2993223934973e-02,  2.1545110487857e-05,  3.5407471908000e+01,  9.0518985709339e-01,             49533888
  4.2033858222653e+00,  1.1183648375581e+00,  1.0648703371783e+00,  3.0042203161508e-01,  2.1038197471109e-02,  2.0608816612435e-05,  3.7219334226000e+01,  9.0268444100330e-01,             49533888
  4.2051502868314e+00,  1.1186093230040e+00,  1.0640244084561e+00,  3.0042622158745e-01,  2.2285583043857e-02,  2.1210982783332e-05,  3.5863053817000e+01,  9.0674899172058e-01,             49533888
  4.2031113591093e+00,  1.1181412174965e+00,  1.0648996661787e+00,  3.0045633522432e-01,  2.2899728115396e-02,  2.1501262142032e-05,  3.5732622634000e+01,  9.0797524313052e-01,             49533888
  4.2022060846051e+00,  1.1182004100937e+00,  1.0647073348908e+00,  3.0036813520515e-01,  2.2774748810992e-02,  2.1442508402759e-05,  3.6856882559000e+01,  9.0656814583180e-01,             49533888
  4.2026831374701e+00,  1.1183902377091e+00,  1.0645467941035e+00,  3.0038478399994e-01,  2.2498728180719e-02,  2.1312175091354e-05,  4.2092686176000e+01,  9.0066438959930e-01,             49533888
  4.2039935913923e+00,  1.1182634602195e+00,  1.0644767018176e+00,  3.0046289897190e-01,  2.2694026063529e-02,  2.1404474291455e-05,  3.8322773769000e+01,  9.0631849856002e-01,             49533888
  4.2005861917744e+00,  1.1184073968891e+00,  1.0645082181979e+00,  3.0041882479932e-01,  2.2631481783210e-02,  2.1374958790632e-05,  3.5599572280000e+01,  9.0344947281344e-01,             49533888
  4.2014380416789e+00,  1.1183714127217e+00,  1.0645003391028e+00,  3.0040314580539e-01,  2.1843644064738e-02,  2.0999615198216e-05,  3.5487893263000e+01,  9.0003391213708e-01,             49533888
  4.2014380416789e+00,  1.1183714127217e+00,  1.0645003391028e+00,  3.0040657118144e-01,  2.2709331367573e-02,  1.9546109751687e-05,  4.3692857654000e+01,  9.1267344101853e-01,             59440668
  4.2014380416789e+00,  1.1183714127217e+00,  1.0645003391028e+00,  3.0036016109871e-01,  2.2608069226285e-02,  1.7803249503386e-05,  4.9341032164000e+01,  8.9608904117271e-01,             71328800
  4.2014380416789e+00,  1.1183714127217e+00,  1.0645003391028e+00,  3.0041601616769e-01,  2.1814552297264e-02,  1.5964306979067e-05,  6.3784031280000e+01,  9.0579236577652e-01,             85594560
  4.2014380416789e+00,  1.1183714127217e+00,  1.0645003391028e+00,  3.0043254844547e-01,  2.2422546963685e-02,  1.4775043433943e-05,  7.1653938343000e+01,  9.0859807562537e-01,            102713472
  4.2014380416789e+00,  1.1183714127217e+00,  1.0645003391028e+00,  3.0037010920379e-01,  2.3165089025843e-02,  1.3709217386789e-05,  1.6803784885800e+02,  9.1221479195150e-01,            123256164
  4.2031417414878e+00,  1.1182994443869e+00,  1.0644845809126e+00,  3.0043013119931e-01,  2.2932972576453e-02,  1.3640360617576e-05,  1.5255067733200e+02,  9.0739209602532e-01,            123256164
  4.2018639666311e+00,  1.1183534206380e+00,  1.0644963995553e+00,  3.0039340421839e-01,  2.3761344935146e-02,  1.3884530080742e-05,  1.3241491888600e+02,  9.0844255058919e-01,            123256164
  4.2020932686400e+00,  1.1183080239769e+00,  1.0644652929598e+00,  3.0045379215592e-01,  2.2227804242104e-02,  1.3429008785958e-05,  1.3468850268700e+02,  9.0485597134112e-01,            123256164
  4.2023317950725e+00,  1.1184029377846e+00,  1.0643850225662e+00,  3.0040193546840e-01,  2.2797511444810e-02,  1.3600015317019e-05,  9.8622545950000e+01,  8.9436355491316e-01,            123256164
  4.2017092471769e+00,  1.1183935252909e+00,  1.0643617950658e+00,  3.0038055130986e-01,  2.3660734276627e-02,  1.3855103851189e-05,  8.7131527118000e+01,  9.0695632065914e-01,            123256164
  4.2019210613095e+00,  1.1185000433135e+00,  1.0641814194807e+00,  3.0044607621983e-01,  2.2140885653135e-02,  1.3402726977151e-05,  8.6268515773000e+01,  9.0393170113586e-01,            123256164
  4.2024462921944e+00,  1.1184855540145e+00,  1.0641646669846e+00,  3.0046430433868e-01,  2.2975727624198e-02,  1.3653069888066e-05,  8.8324798430000e+01,  9.0246311738211e-01,            123256164
  4.2018935084313e+00,  1.1184165324718e+00,  1.0643125130455e+00,  3.0045608201849e-01,  2.2545813580648e-02,  1.3524730881296e-05,  9.1285527921000e+01,  9.0299590209541e-01,            123256164
  4.2019507569922e+00,  1.1184578405868e+00,  1.0642023352548e+00,  3.0045576503355e-01,  2.2577082228195e-02,  1.3534106313987e-05,  9.5859815282000e+01,  9.0705582075392e-01,            123256164
  4.2021561238737e+00,  1.1184092878223e+00,  1.0643041367975e+00,  3.0047262683558e-01,  2.1710767658772e-02,  1.3271905054534e-05,  8.8017126652000e+01,  8.9828047869476e-01,            123256164
  4.2021561238737e+00,  1.1184092878223e+00,  1.0643041367975e+00,  3.0044488516961e-01,  2.2554924264624e-02,  1.2348827815914e-05,  1.0342014100600e+02,  9.0843234347977e-01,            147907400
  4.2021561238737e+00,  1.1184092878223e+00,  1.0643041367975e+00,  3.0045270493861e-01,  2.2231251583753e-02,  1.1191708301919e-05,  1.2120721816500e+02,  8.9938963500136e-01,            177488880
  4.2021561238737e+00,  1.1184092878223e+00,  1.0643041367975e+00,  3.0045253250664e-01,  2.1962524938044e-02,  1.0154649465876e-05,  1.5425281294600e+02,  9.0514432979313e-01,            212986656
  4.2021561238737e+00,  1.1184092878223e+00,  1.0643041367975e+00,  3.0044689950744e-01,  2.2075031070912e-02,  9.2935971674017e-06,  1.7709005129400e+02,  9.0009660777492e-01,            255583984
  4.2021561238737e+00,  1.1184092878223e+00,  1.0643041367975e+00,  3.0042471028254e-01,  2.2072947711322e-02,  8.4834542905085e-06,  2.1501405354600e+02,  9.1377937592752e-01,            306700784
  4.2018448499259e+00,  1.1184045815755e+00,  1.0642925230473e+00,  3.0044294804009e-01,  2.2164901364818e-02,  8.5011065288065e-06,  2.3446279291100e+02,  9.0488288089932e-01,            306700784
  4.2020368606574e+00,  1.1183618309185e+00,  1.0643442719943e+00,  3.0041359371482e-01,  2.2165537599725e-02,  8.5012285384157e-06,  2.3266542271400e+02,  9.0655598715392e-01,            306700784
  4.2022707748781e+00,  1.1183865894918e+00,  1.0642885834998e+00,  3.0043856796526e-01,  2.2181520360123e-02,  8.5042929489617e-06,  2.2337271427800e+02,  9.0778188229216e-01,            306700784
  4.2021642936401e+00,  1.1183910875127e+00,  1.0642895683867e+00,  3.0043341684848e-01,  2.2234402289344e-02,  8.5144242584568e-06,  2.1970659382000e+02,  9.0341282922837e-01,            306700784
  4.2019513311639e+00,  1.1184000835546e+00,  1.0642915381604e+00,  3.0042077655978e-01,  2.2461875016010e-02,  8.5578675399418e-06,  2.1665319685000e+02,  8.9794265410160e-01,            306700784
  4.2020045717830e+00,  1.1183978345441e+00,  1.0642910457170e+00,  3.0041045192667e-01,  2.3137530263795e-02,  8.6856246395477e-06,  2.1791955629600e+02,  8.9990877232319e-01,            306700784
  4.2020086566662e+00,  1.1183887343893e+00,  1.0642837615116e+00,  3.0043825401016e-01,  2.1998854249393e-02,  8.4692038858862e-06,  2.1831161793700e+02,  9.0591146972745e-01,            306700784
  4.2020682882743e+00,  1.1184124628412e+00,  1.0642636939131e+00,  3.0042841641216e-01,  2.2435165550720e-02,  8.5527779368620e-06,  2.1907444169900e+02,  9.0618022026315e-01,            306700784
  4.2020723731575e+00,  1.1184033626864e+00,  1.0642564097077e+00,  3.0043650330010e-01,  2.2260863123878e-02,  8.5194891974013e-06,  2.2129952108900e+02,  9.0932135667446e-01,            306700784
  4.2019727000581e+00,  1.1183926937826e+00,  1.0642452542522e+00,  3.0045579958825e-01,  2.1851832032965e-02,  8.4408558523625e-06,  2.1527634961200e+02,  8.9575386282677e-01,            306700784
  4.2019727000581e+00,  1.1183926937826e+00,  1.0642452542522e+00,  3.0041810086421e-01,  2.2221548956761e-02,  7.7703234720235e-06,  2.8348144417900e+02,  9.0796292119024e-01,            368040940
  4.2019727000581e+00,  1.1183926937826e+00,  1.0642452542522e+00,  3.0046213731727e-01,  2.1809585650525e-02,  7.0272437626999e-06,  3.2989455011100e+02,  8.9849498355627e-01,            441649128
  4.2019727000581e+00,  1.1183926937826e+00,  1.0642452542522e+00,  3.0042629039414e-01,  2.1950639312109e-02,  6.4356775422909e-06,  4.0162018876000e+02,  9.0302117507489e-01,            529978952
  4.2019727000581e+00,  1.1183926937826e+00,  1.0642452542522e+00,  3.0044447521069e-01,  2.1907836779329e-02,  5.8692122470557e-06,  4.6030327914000e+02,  8.9987571676196e-01,            635974740
  4.2019727000581e+00,  1.1183926937826e+00,  1.0642452542522e+00,  3.0043106216570e-01,  2.2360767089401e-02,  5.4129347602391e-06,  5.6072619260200e+02,  9.0397964417056e-01,            763169688
  4.2019021664419e+00,  1.1183946813349e+00,  1.0642451014873e+00,  3.0043622046907e-01,  2.2131599436900e-02,  5.3851256912780e-06,  5.5880843928700e+02,  9.0320222597730e-01,            763169688
  4.2019548171306e+00,  1.1184066752736e+00,  1.0642561550996e+00,  3.0044427657291e-01,  2.1804950383139e-02,  5.3452373592825e-06,  5.6419023812300e+02,  9.0316919924629e-01,            763169688
  4.2020604512058e+00,  1.1184126836804e+00,  1.0642636769393e+00,  3.0044373741732e-01,  2.2001327786733e-02,  5.3692532595999e-06,  5.6003322334400e+02,  9.1045748137733e-01,            763169688
  4.2019417376329e+00,  1.1183991819213e+00,  1.0642497453503e+00,  3.0041044951935e-01,  2.2013131640600e-02,  5.3706933859206e-06,  5.6084925465200e+02,  9.0291018345582e-01,            763169688
  4.2019093482928e+00,  1.1184255956473e+00,  1.0642023394742e+00,  3.0044093560255e-01,  2.2224778337136e-02,  5.3964500659294e-06,  5.3911099489200e+02,  9.0757539101841e-01,            763169688
  4.2019838295728e+00,  1.1183979497038e+00,  1.0642634060022e+00,  3.0044419633077e-01,  2.1755294900108e-02,  5.3391476498763e-06,  5.6805773252300e+02,  9.0798199914879e-01,            763169688
