#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 2.688682592228e-01, 3.303696302967e-02, 1.817607301638e-04, 8.582645030000e-01, 9.007020000000e-01,            1000000
 3.980000023551e+00, 1.019999996863e+00, 5.000000000000e+00, 2.757780768741e-01, 2.987273409562e-02, 1.728373052776e-04, 9.608701080000e-01, 9.081810000000e-01,            1000000
 3.960761014482e+00, 1.040027019004e+00, 5.000000000000e+00, 2.789851883690e-01, 1.653688415797e-02, 1.285958170314e-04, 8.482591610000e-01, 9.017030000000e-01,            1000000
 3.942123018101e+00, 1.059312900507e+00, 5.000000000000e+00, 2.852717859775e-01, 1.276509279546e-02, 1.129827101616e-04, 8.612914120000e-01, 9.044140000000e-01,            1000000
 3.925315100622e+00, 1.078213373232e+00, 5.000000000000e+00, 2.916527287976e-01, 1.051610875586e-02, 1.025480802154e-04, 8.759839690000e-01, 9.087900000000e-01,            1000000
 3.911969078748e+00, 1.096827959175e+00, 5.000000000000e+00, 2.979655924120e-01, 8.485100434538e-03, 9.211460489270e-05, 8.626155110000e-01, 9.007000000000e-01,            1000000
 3.903970025519e+00, 1.115063915985e+00, 5.000000000000e+00, 3.036686781523e-01, 7.647915554556e-03, 8.745236162938e-05, 8.628818110000e-01, 8.939020000000e-01,            1000000
 3.902175897073e+00, 1.132948445700e+00, 5.000000000000e+00, 3.105815662159e-01, 8.211550232720e-03, 9.061760443049e-05, 8.875907080000e-01, 9.028260000000e-01,            1000000
 3.905960331514e+00, 1.150732484803e+00, 5.000000000000e+00, 3.175530881475e-01, 8.247279774587e-03, 9.081453504031e-05, 9.811238760000e-01, 9.012630000000e-01,            1000000
 3.914153688435e+00, 1.168549666261e+00, 5.000000000000e+00, 3.242967371044e-01, 9.240517206197e-03, 9.612760896952e-05, 1.043390121000e+00, 9.035000000000e-01,            1000000
 3.925606832099e+00, 1.186486578822e+00, 5.000000000000e+00, 3.303307037450e-01, 1.081527155665e-02, 1.039964978096e-04, 1.024508045000e+00, 9.092120000000e-01,            1000000
