#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  4.6000000000000e+00,  0.0000000000000e+00,  1.0000000000000e+00,  1.6862255811291e-01,  4.3306221378315e-02,  6.5807462630248e-05, -2.9754544116140e-04, -1.0512564964605e-02,                 -nan,                 -nan,  5.0033961763971e-03, -9.8853313850616e-01,  1.1994683360000e+00,  9.0242600000000e-01,             10000000
  4.6099998785204e+00,  0.0000000000000e+00,  1.0099999977489e+00,  1.6881608313639e-01,  4.7222225686422e-02,  6.8718429614204e-05, -2.0595322829653e-04, -1.2327789621770e-02,                 -nan,                 -nan,  6.0059495627858e-03, -1.1782282834226e+00,  1.1710180690000e+00,  9.0643440000000e-01,             10000000
  4.6199994924462e+00,  0.0000000000000e+00,  1.0200074972524e+00,  1.6888160106584e-01,  4.3568330118389e-02,  6.6006310394074e-05, -1.4203597372722e-04, -1.3422563290647e-02,                 -nan,                 -nan,  6.4646972695628e-03, -9.9046533216212e-01,  1.0414509720000e+00,  9.0224240000000e-01,             10000000
  4.6299949140200e+00,  0.0000000000000e+00,  1.0299519627976e+00,  1.6889984975590e-01,  4.3459841224119e-02,  6.5924078472223e-05, -1.7137353745053e-05, -1.3965723402400e-02,                 -nan,                 -nan,  7.9254650955387e-03, -9.6503723892033e-01,  1.0911398540000e+00,  9.0583750000000e-01,             10000000
  4.6399224545904e+00,  0.0000000000000e+00,  1.0398315910542e+00,  1.6899963833999e-01,  5.3545263299021e-02,  7.3174629004199e-05,  5.4348684896684e-05, -1.7156736837012e-02,                 -nan,                 -nan,  1.1759634344496e-02, -1.3519085745886e+00,  1.0966331070000e+00,  8.9852230000000e-01,             10000000
  4.6498724735931e+00,  0.0000000000000e+00,  1.0498023018661e+00,  1.6906735528571e-01,  4.8355574411778e-02,  6.9538172547010e-05,  1.2809481561655e-04, -1.4828478229086e-02,                 -nan,                 -nan,  1.2874939467971e-02, -1.0381173596138e+00,  1.0571888440000e+00,  9.0825220000000e-01,             10000000
  4.6596817571421e+00,  0.0000000000000e+00,  1.0596677437348e+00,  1.6916395432606e-01,  5.1399723682658e-02,  7.1693600608881e-05,  2.5174619264584e-04, -1.7618910399384e-02,                 -nan,                 -nan,  1.4316254343474e-02, -1.1699134538534e+00,  1.0576609580000e+00,  8.9991320000000e-01,             10000000
  4.6694123639867e+00,  0.0000000000000e+00,  1.0695340175054e+00,  1.6933888029436e-01,  4.9837290439477e-02,  7.0595531331294e-05,  2.3951335612243e-04, -1.5495307561263e-02,                 -nan,                 -nan,  1.4809768521044e-02, -1.0696105479874e+00,  1.0617276220000e+00,  9.0562160000000e-01,             10000000
  4.6789863773334e+00,  0.0000000000000e+00,  1.0793251565051e+00,  1.6960680083238e-01,  4.7410006118464e-02,  6.8854924383420e-05,  3.1428563858242e-04, -1.5674693381331e-02,                 -nan,                 -nan,  1.3004321275679e-02, -1.0116636893662e+00,  1.0453860000000e+00,  9.0579130000000e-01,             10000000
  4.6883615728607e+00,  0.0000000000000e+00,  1.0890441350208e+00,  1.6965438800974e-01,  5.1952839126910e-02,  7.2078317909695e-05,  3.7456812840115e-04, -1.7151191132834e-02,                 -nan,                 -nan,  1.6122964992486e-02, -1.1644041267562e+00,  1.0792392540000e+00,  9.0740140000000e-01,             10000000
  4.6976005214243e+00,  0.0000000000000e+00,  1.0987760651724e+00,  1.6979233676315e-01,  5.6253277360093e-02,  7.5002184874904e-05,  4.1414306325766e-04, -1.6867527826310e-02,                 -nan,                 -nan,  1.7772888640860e-02, -1.2947226214679e+00,  1.0470139540000e+00,  9.0124520000000e-01,             10000000
  4.7066619864886e+00,  0.0000000000000e+00,  1.1085808350411e+00,  1.7016480642509e-01,  3.9984023772837e-02,  6.3232921625398e-05,  4.3509784886339e-04, -1.3414572426225e-02,                 -nan,                 -nan,  1.1855849359366e-02, -7.4072081142471e-01,  1.0798320610000e+00,  9.0261290000000e-01,             10000000
  4.7152760987314e+00,  0.0000000000000e+00,  1.1180830860172e+00,  1.7033227795548e-01,  4.7826897510471e-02,  6.9156993507866e-05,  4.5039822944399e-04, -1.3912666607227e-02,                 -nan,                 -nan,  1.4599258934379e-02, -9.7812260330175e-01,  1.0933664630000e+00,  9.0323970000000e-01,             10000000
  4.7235259297266e+00,  0.0000000000000e+00,  1.1275123603886e+00,  1.7047606857148e-01,  4.6203204301240e-02,  6.7972938954587e-05,  5.2069566118285e-04, -1.5091963663438e-02,                 -nan,                 -nan,  1.4148870456162e-02, -9.4798944310690e-01,  1.0753174660000e+00,  9.0501550000000e-01,             10000000
  4.7314441697447e+00,  0.0000000000000e+00,  1.1368642199856e+00,  1.7059897369076e-01,  4.3198728351055e-02,  6.5725739517372e-05,  5.2531991428557e-04, -1.3465299109831e-02,                 -nan,                 -nan,  1.4457288634590e-02, -8.1070891603104e-01,  1.1360037010000e+00,  9.0055360000000e-01,             10000000
