#                p[0],                 p[1],                 p[2],               energy,             variance,                error,          energies[0],       energiesVar[0],          energies[1],       energiesVar[1],          energies[2],       energiesVar[2],          energies[3],       energiesVar[3],             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  3.9864563147576e+00,  0.0000000000000e+00,  1.1078544026135e+00,  1.3366386556107e-01,  7.4884184113399e-03,  3.0594971832272e-05,  1.3366386556107e-01,  7.4884184113399e-03,  9.6582839505013e-02,  9.5157606454654e-02,  7.7350276046666e-02,  1.8530859187076e-03, -4.0269249990614e-02,  1.4985072202800e-01,  4.7292556633163e-03, -2.6800972194472e-03,                 -nan,                 -nan, -1.6140724635135e-03, -1.4228506244126e-01,  3.1937098030000e+00,  9.0578237500000e-01,              8000000
  3.9864563240852e+00,  0.0000000000000e+00,  1.1078544043345e+00,  1.3358551602834e-01,  7.4086426633095e-03,  3.0431568032451e-05,  1.3358551602834e-01,  7.4086426633095e-03,  9.6875284864187e-02,  9.7714895813611e-02,  7.7296664920860e-02,  1.8490916864062e-03, -4.0586433756703e-02,  1.5254794920405e-01,  4.7438891568063e-03, -2.6382808615136e-03,                 -nan,                 -nan, -5.3421543015189e-04, -1.5606518937958e-01,  3.6358468890000e+00,  9.0136312500000e-01,              8000000
  3.9864563241785e+00,  0.0000000000000e+00,  1.1078544043518e+00,  1.3367949579305e-01,  6.9746438473563e-03,  2.9526775660738e-05,  1.3367949579305e-01,  6.9746438473563e-03,  9.6585936713434e-02,  8.4611658987700e-02,  7.7374063449370e-02,  1.8494746958659e-03, -4.0280504369759e-02,  1.3415582725934e-01,  4.7583949846669e-03, -2.4553616250012e-03,                 -nan,                 -nan, -9.0384727504008e-04, -1.2001048745008e-01,  3.2866126360000e+00,  9.0179062500000e-01,              8000000
  3.9864563241794e+00,  0.0000000000000e+00,  1.1078544043519e+00,  1.3355751154950e-01,  6.4875257824213e-03,  2.8477020960814e-05,  1.3355751154950e-01,  6.4875257824213e-03,  9.7022747933629e-02,  7.6037988416403e-02,  7.7240982966479e-02,  1.8424692851527e-03, -4.0706219350605e-02,  1.2099206546035e-01,  4.7685572078025e-03, -2.2887488970797e-03,                 -nan,                 -nan,  1.0883339075810e-04, -1.0522147028782e-01,  3.5018960380000e+00,  9.0419625000000e-01,              8000000
  3.9515427589196e+00,  0.0000000000000e+00,  1.0880038383504e+00,  1.3376421887390e-01,  2.8751862096117e-02,  5.9949835379379e-05,  1.3376421887390e-01,  2.8751862096117e-02,  9.7406030837186e-02,  8.5955792179360e-02,  7.6565486224356e-02,  1.8144029304988e-03, -4.0207298187647e-02,  2.0596942024182e-01,  4.1711772891876e-03, -1.1848132625062e-02,                 -nan,                 -nan, -3.1097174415467e-02, -5.8949971274438e-01,  3.8118464390000e+00,  9.0894112500000e-01,              8000000
  3.9803357451328e+00,  0.0000000000000e+00,  1.1043744687616e+00,  1.3354817209777e-01,  9.6473964450356e-03,  3.4726424457889e-05,  1.3354817209777e-01,  9.6473964450356e-03,  9.7015581705774e-02,  9.4946558443218e-02,  7.7189066306889e-02,  1.8423897580839e-03, -4.0656475914894e-02,  1.5883591941944e-01,  4.6859504014382e-03, -3.5788859843442e-03,                 -nan,                 -nan, -4.6753361798374e-03, -2.1720157091600e-01,  3.6482895550000e+00,  9.0090975000000e-01,              8000000
  3.9760954675505e+00,  0.0000000000000e+00,  1.1019636032611e+00,  1.3368628946167e-01,  1.2226908412240e-02,  3.9094290523426e-05,  1.3368628946167e-01,  1.2226908412240e-02,  9.6749354048518e-02,  9.7319169317890e-02,  7.7098729390311e-02,  1.8363995019728e-03, -4.0161793977160e-02,  1.7234381454655e-01,  4.6101828094075e-03, -4.4656353030686e-03,                 -nan,                 -nan, -9.7399543541985e-03, -2.5945870205443e-01,  3.5102317560000e+00,  9.1096662500000e-01,              8000000
  3.9802933423570e+00,  0.0000000000000e+00,  1.1043503601066e+00,  1.3354757435974e-01,  9.7165708286498e-03,  3.4850700905164e-05,  1.3354757435974e-01,  9.7165708286498e-03,  9.6997176288306e-02,  9.1019328265806e-02,  7.7139777867714e-02,  1.8381618846666e-03, -4.0589379796277e-02,  1.5417798580871e-01,  4.7262405980548e-03, -2.8455581761077e-03,                 -nan,                 -nan, -5.5316390217264e-03, -1.8871795577142e-01,  3.3634585800000e+00,  8.9972150000000e-01,              8000000
  3.9801456387155e+00,  0.0000000000000e+00,  1.1042663812625e+00,  1.3353828712683e-01,  8.3638865723516e-03,  3.2333973179057e-05,  1.3353828712683e-01,  8.3638865723516e-03,  9.7137958078866e-02,  7.3040052368051e-02,  7.7135157543041e-02,  1.8390812885949e-03, -4.0734828495078e-02,  1.2493465248431e-01,  4.7143926519948e-03, -2.9139480673827e-03,                 -nan,                 -nan, -4.0371248274483e-03, -1.4461863960557e-01,  3.4062940090000e+00,  8.9692775000000e-01,              8000000
  3.9801308683513e+00,  0.0000000000000e+00,  1.1042579833781e+00,  1.3358609312946e-01,  8.4479935049109e-03,  3.2496141126507e-05,  1.3358609312946e-01,  8.4479935049109e-03,  9.7057675130068e-02,  7.2879556235377e-02,  7.7101092778997e-02,  1.8368748347317e-03, -4.0572674779605e-02,  1.2512298049849e-01,  4.6933717778291e-03, -2.9315619498573e-03,                 -nan,                 -nan, -4.4822608117602e-03, -1.4200417302167e-01,  3.6139954180000e+00,  9.1112437500000e-01,              8000000
  3.9801441616791e+00,  0.0000000000000e+00,  1.1042655414741e+00,  1.3355875070745e-01,  8.2179157359494e-03,  3.2050576702981e-05,  1.3355875070745e-01,  8.2179157359494e-03,  9.7020127640685e-02,  7.0412048867540e-02,  7.7175533495367e-02,  1.8454081896888e-03, -4.0636910428604e-02,  1.2093761171153e-01,  4.7049080203797e-03, -2.7495612073135e-03,                 -nan,                 -nan, -3.8996876541927e-03, -1.3511402740896e-01,  3.7989784680000e+00,  9.0506412500000e-01,              8000000
  3.9801454910118e+00,  0.0000000000000e+00,  1.1042662972837e+00,  1.3367979000992e-01,  8.5179542767018e-03,  3.2630419620160e-05,  1.3367979000992e-01,  8.5179542767018e-03,  9.6767653113519e-02,  7.2484436615571e-02,  7.7153046845666e-02,  1.8458497093300e-03, -4.0240909949267e-02,  1.2496039177650e-01,  4.6374191243021e-03, -3.3348756200447e-03,                 -nan,                 -nan, -5.2323943755534e-03, -1.3854702261512e-01,  3.8338581660000e+00,  8.9609462500000e-01,              8000000
  3.9801456239451e+00,  0.0000000000000e+00,  1.1042663728647e+00,  1.3353673582281e-01,  8.4033201732765e-03,  3.2410106782600e-05,  1.3353673582281e-01,  8.4033201732765e-03,  9.7197353590473e-02,  7.2320675556692e-02,  7.7026289983532e-02,  1.8334531608095e-03, -4.0686907751198e-02,  1.2422341339754e-01,  4.6750348449526e-03, -3.0406043321858e-03,                 -nan,                 -nan, -4.4049621162642e-03, -1.4031444791099e-01,  3.4169120690000e+00,  9.0342550000000e-01,              8000000
  3.9754721094023e+00,  0.0000000000000e+00,  1.1087414922049e+00,  1.3356125953113e-01,  5.9155859334765e-03,  2.7192797606803e-05,  1.3356125953113e-01,  5.9155859334765e-03,  9.7134347626762e-02,  7.2657275413482e-02,  7.7105799780112e-02,  1.8326206579694e-03, -4.0678887875742e-02,  1.1411588796438e-01,  4.6788793428299e-03, -1.9866609294723e-03,                 -nan,                 -nan,  9.5050446410052e-04, -8.8596165126364e-02,  3.7892547340000e+00,  9.0146650000000e-01,              8000000
  3.9794889753989e+00,  0.0000000000000e+00,  1.1048951460464e+00,  1.3357368828673e-01,  8.2675931781698e-03,  3.2147303888059e-05,  1.3357368828673e-01,  8.2675931781698e-03,  9.6995862175205e-02,  7.5837662231457e-02,  7.7154164492345e-02,  1.8424379248143e-03, -4.0576338380820e-02,  1.2834711303432e-01,  4.6789051100414e-03, -2.9567129242868e-03,                 -nan,                 -nan, -3.9949989310383e-03, -1.4044580647474e-01,  3.3251498290000e+00,  9.0948262500000e-01,              8000000
  3.9801301771458e+00,  0.0000000000000e+00,  1.1042811639324e+00,  1.3358946445312e-01,  9.2404986062359e-03,  3.3986207875835e-05,  1.3358946445312e-01,  9.2404986062359e-03,  9.6921600151603e-02,  8.2721414829714e-02,  7.7153881444931e-02,  1.8440369599437e-03, -4.0486017143417e-02,  1.4136210336611e-01,  4.6859553776745e-03, -3.1480701198564e-03,                 -nan,                 -nan, -5.5258868545091e-03, -1.6535140614413e-01,  3.4486184000000e+00,  8.9725850000000e-01,              8000000
  3.9801454694771e+00,  0.0000000000000e+00,  1.1042665207753e+00,  1.3357702219566e-01,  8.9512810654536e-03,  3.3450114098187e-05,  1.3357702219566e-01,  8.9512810654536e-03,  9.6941942958448e-02,  7.9635152280530e-02,  7.7181726590182e-02,  1.8459895389741e-03, -4.0546647352973e-02,  1.3611023262551e-01,  4.6691014206603e-03, -3.3401470559876e-03,                 -nan,                 -nan, -4.9433927337576e-03, -1.5844474669133e-01,  3.3921129370000e+00,  9.0604787500000e-01,              8000000
  3.9801456224004e+00,  0.0000000000000e+00,  1.1042663743438e+00,  1.3353839263846e-01,  8.7706612457119e-03,  3.3110914449981e-05,  1.3353839263846e-01,  8.7706612457119e-03,  9.7004709207664e-02,  7.5971744916425e-02,  7.7166739254121e-02,  1.8494029836275e-03, -4.0633055823324e-02,  1.3054518092443e-01,  4.7026607574849e-03, -3.1597251628452e-03,                 -nan,                 -nan, -5.0878681322335e-03, -1.4723662560465e-01,  3.6785656840000e+00,  8.9914662500000e-01,              8000000
  3.9801456239297e+00,  0.0000000000000e+00,  1.1042663728795e+00,  1.3354382669709e-01,  9.5794621439833e-03,  3.4603941509573e-05,  1.3354382669709e-01,  9.5794621439833e-03,  9.7060906453660e-02,  8.8574880425720e-02,  7.7109410818871e-02,  1.8463701219765e-03, -4.0626490575436e-02,  1.5037850021033e-01,  4.7043597186618e-03, -3.2067719066975e-03,                 -nan,                 -nan, -5.4664626159201e-03, -1.8504471888545e-01,  3.2336158730000e+00,  9.0567200000000e-01,              8000000
  3.9801456239450e+00,  0.0000000000000e+00,  1.1042663728648e+00,  1.3360313151151e-01,  9.7987880220314e-03,  3.4997835686710e-05,  1.3360313151151e-01,  9.7987880220314e-03,  9.6814741686964e-02,  9.0001000867149e-02,  7.7192194466696e-02,  1.8423875694473e-03, -4.0403804642149e-02,  1.5323412347467e-01,  4.6665580019181e-03, -3.4555026016575e-03,                 -nan,                 -nan, -6.2037109736325e-03, -1.8553548708145e-01,  3.6652882690000e+00,  9.0600212500000e-01,              8000000
  3.9801456239451e+00,  0.0000000000000e+00,  1.1042663728647e+00,  1.3364840722130e-01,  1.0165977428256e-02,  3.5647540988572e-05,  1.3364840722130e-01,  1.0165977428256e-02,  9.6622357357922e-02,  9.5729688415345e-02,  7.7282681761699e-02,  1.8477391923806e-03, -4.0256631898320e-02,  1.6221276660914e-01,  4.6639066776820e-03, -3.9297447471500e-03,                 -nan,                 -nan, -6.6081560455599e-03, -2.0502727792215e-01,  3.3287809810000e+00,  8.9782887500000e-01,              8000000
  3.9801456239451e+00,  0.0000000000000e+00,  1.1042663728647e+00,  1.3353179485290e-01,  9.0879701110971e-03,  3.3704543668282e-05,  1.3353179485290e-01,  9.0879701110971e-03,  9.7108951985694e-02,  8.1070987837159e-02,  7.7112639026012e-02,  1.8396348728962e-03, -4.0689796158804e-02,  1.3855137257243e-01,  4.6709325216208e-03, -3.7027467397274e-03,                 -nan,                 -nan, -5.1682418321395e-03, -1.6271475486645e-01,  3.4911214530000e+00,  9.0379737500000e-01,              8000000
  3.9754765427969e+00,  0.0000000000000e+00,  1.1095159720742e+00,  1.3354264260421e-01,  6.0797570462851e-03,  2.7567546695084e-05,  1.3354264260421e-01,  6.0797570462851e-03,  9.7141922617491e-02,  8.7726475540586e-02,  7.7135301193792e-02,  1.8374455699441e-03, -4.0734581207072e-02,  1.3365442137609e-01,  4.6751773042040e-03, -1.9061827126608e-03,                 -nan,                 -nan,  1.6036059806612e-03, -1.0861428063284e-01,  3.4146576330000e+00,  9.0172200000000e-01,              8000000
  3.9791336451605e+00,  0.0000000000000e+00,  1.1054041733995e+00,  1.3364145926752e-01,  8.0889194810821e-03,  3.1798033510506e-05,  1.3364145926752e-01,  8.0889194810821e-03,  9.6835304390790e-02,  7.7355088509738e-02,  7.7196127338107e-02,  1.8454666208658e-03, -4.0389972461375e-02,  1.2963724883479e-01,  4.6901752750691e-03, -2.7022501090830e-03,                 -nan,                 -nan, -3.7120506425984e-03, -1.3566100110545e-01,  3.5220079760000e+00,  8.9700175000000e-01,              8000000
  3.9801302684666e+00,  0.0000000000000e+00,  1.1042836375266e+00,  1.3355242579432e-01,  8.0259820837277e-03,  3.1674086576663e-05,  1.3355242579432e-01,  8.0259820837277e-03,  9.7108739336946e-02,  6.7846786617729e-02,  7.7128190144448e-02,  1.8424422685365e-03, -4.0684503687077e-02,  1.1678508425604e-01,  4.7092928602691e-03, -2.9822673312157e-03,                 -nan,                 -nan, -3.7084139416914e-03, -1.2804722713332e-01,  3.3269342690000e+00,  9.1132175000000e-01,              8000000
  3.9801454703903e+00,  0.0000000000000e+00,  1.1042665455113e+00,  1.3360357285714e-01,  9.7132085888592e-03,  3.4844670662921e-05,  1.3360357285714e-01,  9.7132085888592e-03,  9.6860203884679e-02,  8.9077551113248e-02,  7.7126722506676e-02,  1.8461866944550e-03, -4.0383353534219e-02,  1.5162205381838e-01,  4.7017781018179e-03, -3.0408547755512e-03,                 -nan,                 -nan, -6.2399397937775e-03, -1.8363358427609e-01,  3.5466477250000e+00,  9.0621200000000e-01,              8000000
  3.9801456224096e+00,  0.0000000000000e+00,  1.1042663745911e+00,  1.3358763332491e-01,  8.3597320260074e-03,  3.2325941645232e-05,  1.3358763332491e-01,  8.3597320260074e-03,  9.7054509087375e-02,  7.2057657886456e-02,  7.7106847593753e-02,  1.8382977249696e-03, -4.0573723356217e-02,  1.2370947691956e-01,  4.6577800163434e-03, -2.9906252285337e-03,                 -nan,                 -nan, -4.2582929991041e-03, -1.3970910240295e-01,  3.5602084380000e+00,  9.1066412500000e-01,              8000000
  3.9801456239298e+00,  0.0000000000000e+00,  1.1042663728819e+00,  1.3359347311901e-01,  8.1854421744042e-03,  3.1987189182554e-05,  1.3359347311901e-01,  8.1854421744042e-03,  9.6945200397999e-02,  6.9261890794478e-02,  7.7214246417204e-02,  1.8378749607845e-03, -4.0565973696194e-02,  1.1932638658090e-01,  4.6854175933071e-03, -3.0341094293856e-03,                 -nan,                 -nan, -4.0853713530906e-03, -1.3105773232210e-01,  3.6039784260000e+00,  9.0329900000000e-01,              8000000
  3.9801456239450e+00,  0.0000000000000e+00,  1.1042663728648e+00,  1.3359579436198e-01,  9.1797146199057e-03,  3.3874242832692e-05,  1.3359579436198e-01,  9.1797146199057e-03,  9.6905041030435e-02,  8.2010882614923e-02,  7.7153817474893e-02,  1.8403069004040e-03, -4.0463064143344e-02,  1.4015901682679e-01,  4.6663077650682e-03, -3.4234439426129e-03,                 -nan,                 -nan, -5.5780411137119e-03, -1.6586280242449e-01,  3.8209512530000e+00,  9.0657650000000e-01,              8000000
  3.9801456239451e+00,  0.0000000000000e+00,  1.1042663728647e+00,  1.3367200753613e-01,  9.6150393419865e-03,  3.4668139808018e-05,  1.3367200753613e-01,  9.6150393419865e-03,  9.6647989652311e-02,  8.6477868610287e-02,  7.7231469100879e-02,  1.8479515730631e-03, -4.0207451217063e-02,  1.4787027227764e-01,  4.6569606738499e-03, -3.5398684892876e-03,                 -nan,                 -nan, -6.5272800408944e-03, -1.7396616386590e-01,  3.3477325980000e+00,  9.0121775000000e-01,              8000000
  3.9801456239451e+00,  0.0000000000000e+00,  1.1042663728647e+00,  1.3362316350860e-01,  9.3457483414085e-03,  3.4179212142413e-05,  1.3362316350860e-01,  9.3457483414085e-03,  9.6863551626018e-02,  8.3822602708376e-02,  7.7128844194771e-02,  1.8381112201409e-03, -4.0369232312188e-02,  1.4325984635656e-01,  4.6642035730199e-03, -3.4916081316880e-03,                 -nan,                 -nan, -5.8436833547172e-03, -1.6868813880430e-01,  3.4599771230000e+00,  8.9538150000000e-01,              8000000
  3.9801456239451e+00,  0.0000000000000e+00,  1.1042663728647e+00,  1.3352766977200e-01,  8.8319679243936e-03,  3.3226435116473e-05,  1.3352766977200e-01,  8.8319679243936e-03,  9.7109887200949e-02,  7.7838176763152e-02,  7.7116749829284e-02,  1.8407054002053e-03, -4.0698967258230e-02,  1.3324397994413e-01,  4.6822541103419e-03, -3.1731915547788e-03,                 -nan,                 -nan, -4.7840997985794e-03, -1.5415687678375e-01,  3.5415280620000e+00,  9.0136375000000e-01,              8000000
