#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  9.0017000000000e+00,  1.1025000000000e+00,  1.0835000000000e+00,  7.5092776220534e-03,  3.7628089046921e-01,  1.3716429755392e-03, -3.7576829372503e-03, -9.7486534007090e-03, -3.2649578631410e-02, -4.5839245725519e+00, -2.0416937379004e-02, -3.6703356685917e+00,  2.7252865780000e+00,  9.0341500000000e-01,               200000
  9.0316999202672e+00,  1.1324999914142e+00,  1.1134999865181e+00,  1.3198217320417e-02,  4.2246327204797e-01,  1.4533810100039e-03, -2.2340872950760e-03, -7.9635005606822e-02,  4.7055098987943e-01, -1.8603390183294e-01,  2.8202395514907e-01, -8.2335126037077e+00,  2.8412385280000e+00,  9.0592000000000e-01,               200000
  9.0316999202672e+00,  1.1324999914142e+00,  1.1134999865181e+00,  1.7642232348933e-02,  2.2999300575077e-01,  9.7893012550857e-04, -6.1830908384556e-03, -2.9849756028214e-02,  4.5433302396787e-01, -3.1160161976668e-01,  1.7824636623388e-01, -2.8905527408506e+00,  2.7528343120000e+00,  9.0489583333333e-01,               240000
  9.0612130075741e+00,  1.1117827749350e+00,  1.0938594089009e+00,  1.2937998746997e-03,  2.3538526319500e-01,  9.9033930043151e-04, -2.7945233298879e-03, -4.0756007753711e-02,  1.8005661289480e-01, -5.6114337621994e-01,  1.1255251710251e-01, -3.0676556327932e+00,  4.4557695370000e+00,  9.0457916666667e-01,               240000
  9.0894180623145e+00,  1.0898490281913e+00,  1.0708376629823e+00,  1.1935602713084e-02,  3.8982725449469e-01,  1.2744725289551e-03, -1.0274722458891e-02, -1.2130884030929e-01, -3.5853820950247e-01, -5.2437790700772e+00, -2.4322091625212e-01, -1.4578062324446e+00,  3.8342757540000e+00,  9.0553750000000e-01,               240000
  9.1172364666273e+00,  1.0857479982061e+00,  1.0717613256672e+00,  1.7478860907465e-02,  7.0621108591337e-01,  1.7153851437230e-03, -1.4414399673183e-02, -1.3970968481882e-01, -5.7633307825285e-01, -9.9124278790030e+00, -1.0656475725450e-01, -4.0561281339334e+00,  3.4600133900000e+00,  9.1166250000000e-01,               240000
  9.1451012288082e+00,  1.0945535584804e+00,  1.0777367174920e+00,  9.8385971025629e-03,  4.1460401813468e-01,  1.3143503118377e-03, -5.4746091293837e-03, -7.0332159373691e-02, -2.4055321046044e-01, -6.2016118403734e+00, -1.2471307283253e-01, -2.0035207606190e+00,  3.9846660540000e+00,  9.0773333333333e-01,               240000
  9.1724824969652e+00,  1.1062034313727e+00,  1.0880085868704e+00,  1.4893446721141e-02,  2.1000341812099e-01,  9.3542195942300e-04, -2.4962848428252e-03,  1.9690571893594e-03,  5.1480085829563e-02, -2.0247525208677e+00, -8.9443606281981e-02, -1.4230792311531e+00,  3.6311702890000e+00,  9.1660416666667e-01,               240000
  9.1980797048233e+00,  1.1154854557443e+00,  1.1003875690993e+00,  1.8088978471603e-02,  1.7254111966848e-01,  8.4789228794228e-04, -2.9008093480445e-03, -3.3843385040319e-02,  2.1437737574112e-01, -8.5455006450019e-01, -1.9730443925029e-02, -1.5630715438711e+00,  3.2151258020000e+00,  9.0771666666667e-01,               240000
  9.2225313287102e+00,  1.1199048592742e+00,  1.1121016283998e+00,  1.0036606465742e-02,  4.0718868793898e-01,  1.3025434860607e-03, -2.5706603931865e-03, -4.9185229636745e-02,  2.5819094574917e-01, -3.6696462124410e-01,  2.7629933470048e-01, -7.7761239454114e+00,  4.3983439890000e+00,  9.0167500000000e-01,               240000
  9.2459075047212e+00,  1.1196404380891e+00,  1.1118487031942e+00,  1.2414233321040e-02,  4.2559852734486e-01,  1.3316633197886e-03, -5.4934692666956e-03,  5.5493299708547e-02,  2.5474922433843e-01, -1.2188352476574e-01,  2.8426254001934e-01, -8.2648612285471e+00,  3.4699341570000e+00,  9.0570000000000e-01,               240000
  9.2697937770806e+00,  1.1156001955748e+00,  1.1041154099946e+00,  7.8137754240408e-03,  2.4782589609447e-01,  1.0161731645707e-03, -4.1344576355111e-03, -4.8913705781386e-02,  2.1363092393596e-01, -5.5236194185884e-01,  1.5625183661948e-01, -3.4290429028878e+00,  3.1910011340000e+00,  9.1073333333333e-01,               240000
