#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  4.6000000000000e+00,  0.0000000000000e+00,  1.0000000000000e+00,  1.6920537771358e-01,  1.7936512015441e-02,  1.8940175297732e-04, -4.2033006450188e-04, -6.5189806916462e-03,                 -nan,                 -nan, -1.1040451858123e-02, -2.3250949855551e-01,  6.8042861000000e-02,  9.0392400000000e-01,               500000
  4.6499988960888e+00,  0.0000000000000e+00,  1.0499999590265e+00,  1.6932376255608e-01,  3.1049274128553e-02,  2.4919580304874e-04, -3.3007982444398e-05, -7.6527775067185e-03,                 -nan,                 -nan,  2.4800711909080e-03, -5.3279085910371e-01,  7.6150771000000e-02,  9.0771400000000e-01,               500000
  4.6499988960888e+00,  0.0000000000000e+00,  1.0499999590265e+00,  1.6919260669792e-01,  4.1330956361122e-02,  2.6245938213091e-04,  9.4562721779997e-05, -1.2204976916403e-02,                 -nan,                 -nan,  9.7586821582576e-03, -8.4043769411197e-01,  7.1395511000000e-02,  9.0654333333333e-01,               600000
  4.6499988960888e+00,  0.0000000000000e+00,  1.0499999590265e+00,  1.6957993292845e-01,  3.0112731723654e-02,  2.0450730672784e-04,  4.2861542829566e-05, -1.0229687901283e-02,                 -nan,                 -nan,  6.3838153235043e-04, -5.4083622477296e-01,  7.8498787000000e-02,  9.0809583333333e-01,               720000
  4.6499988960888e+00,  0.0000000000000e+00,  1.0499999590265e+00,  1.6893606080435e-01,  4.3031917979631e-02,  2.2317137053075e-04,  1.1406138061854e-04, -1.2379107772389e-02,                 -nan,                 -nan,  1.2980665655649e-02, -8.2200085889387e-01,  1.0719760400000e-01,  8.9981134259259e-01,               864000
  4.6499988960888e+00,  0.0000000000000e+00,  1.0499999590265e+00,  1.6881441821627e-01,  4.8655549058468e-02,  2.1663004733829e-04,  2.4152576088608e-04, -1.4476739882346e-02,                 -nan,                 -nan,  1.6076653338232e-02, -9.9041703395520e-01,  1.0672110200000e-01,  9.0707754629630e-01,              1036800
  4.6499988960888e+00,  0.0000000000000e+00,  1.0499999590265e+00,  1.6915400806579e-01,  4.8000055533362e-02,  1.9641866395230e-04,  1.2961243094365e-04, -1.8178688578606e-02,                 -nan,                 -nan,  1.3163814619460e-02, -1.0197213176597e+00,  1.3518421600000e-01,  9.0294335133745e-01,              1244160
  4.6802082961521e+00,  0.0000000000000e+00,  1.0574235847236e+00,  1.6881031744638e-01,  6.7385844497954e-02,  2.3272670484977e-04,  5.4506485726132e-04, -1.1480657929647e-02,                 -nan,                 -nan,  2.1801625958333e-02, -1.6970570717599e+00,  1.2953352300000e-01,  9.0274321630658e-01,              1244160
  4.6727482710952e+00,  0.0000000000000e+00,  1.0401532723623e+00,  1.6982786894964e-01,  2.2259479781821e-02,  1.3375788342425e-04,  7.7953649419754e-05, -7.1532471179815e-03,                 -nan,                 -nan, -5.6268372831619e-03, -3.3278894090222e-01,  1.3010024400000e-01,  9.0220228909465e-01,              1244160
  4.6648129792977e+00,  0.0000000000000e+00,  1.0369381319051e+00,  1.6915845439757e-01,  3.3678690755932e-02,  1.6452787283429e-04,  2.9944105926083e-04, -1.1448597601667e-02,                 -nan,                 -nan,  4.7064251346068e-03, -6.0837438276279e-01,  1.2837996500000e-01,  9.0654980066872e-01,              1244160
  4.6492002141446e+00,  0.0000000000000e+00,  1.0320793543496e+00,  1.6876798819306e-01,  4.9733888723201e-02,  1.9993466156231e-04,  2.1264293906933e-04, -1.4324370938307e-02,                 -nan,                 -nan,  1.3423808865711e-02, -1.1203393434793e+00,  1.3493552200000e-01,  9.0703526877572e-01,              1244160
  4.6309118098864e+00,  0.0000000000000e+00,  1.0190814801955e+00,  1.6845850649527e-01,  7.9409122795022e-02,  2.5263707354551e-04,  1.3139893169395e-04, -2.6374984974581e-02,                 -nan,                 -nan,  1.7866748837586e-02, -2.5175876655949e+00,  1.3793984500000e-01,  9.0445119598765e-01,              1244160
  4.6149571903938e+00,  0.0000000000000e+00,  1.0022473218796e+00,  1.6857961371819e-01,  5.4435413792901e-02,  2.0917156559534e-04, -9.9630029405460e-05, -1.5894538975161e-02,                 -nan,                 -nan,  9.0922317877603e-03, -1.3965595530985e+00,  1.3627342700000e-01,  9.0375434027778e-01,              1244160
  4.6072698743131e+00,  0.0000000000000e+00,  9.8521426089910e-01,  1.6851905617931e-01,  3.9656742881830e-02,  1.7853378136045e-04, -7.6411358116649e-05, -1.6507824934480e-02,                 -nan,                 -nan,  4.5184284137247e-03, -8.5008830110087e-01,  1.3176199000000e-01,  9.0358072916667e-01,              1244160
