#                p[0],                 p[1],                 p[2],               energy,             variance,                error,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  9.0017000000000e+00,  1.1025000000000e+00,  1.0835000000000e+00,  5.4048625320907e-03,  4.1416690063481e-01,  6.4355800098733e-04, -2.8987578714283e-03,  6.5974196308859e-03, -1.2590492096059e-02, -1.8239599525455e+00,  3.8908566212653e-02, -8.8801118319953e+00,  1.9680889706000e+01,  9.0970700000000e-01,              1000000
  9.0316998963898e+00,  1.1324999777819e+00,  1.0535000087036e+00,  1.7865296642226e-02,  1.0167186393173e-01,  3.1886025768624e-04, -4.5606490466538e-03, -1.7428361682767e-02,  4.7253501478213e-01, -2.8924447186786e-01, -4.6236900747351e-01, -5.9056032986577e-01,  1.2556584468000e+01,  9.0611000000000e-01,              1000000
  9.0613151941325e+00,  1.1107590310044e+00,  1.0742697791061e+00,  8.1969731236243e-03,  1.9045136298267e-01,  4.3640733607797e-04, -4.8809778583629e-03, -1.2026709977924e-02,  1.2280690432173e-01, -1.0589605157923e+00, -1.4206838591684e-01, -1.8529513474687e+00,  1.4494078658000e+01,  9.0372700000000e-01,              1000000
  9.0911490736757e+00,  1.0896867145137e+00,  1.0952592819076e+00,  1.2975718717680e-02,  6.2904004465323e-01,  7.9312044775887e-04, -5.3163397222911e-03, -1.5152214634368e-01, -3.7300990497913e-01, -9.1269116643528e+00,  5.9340236369636e-02, -4.4038726371325e+00,  1.4816234142000e+01,  9.0282800000000e-01,              1000000
  9.1211637310433e+00,  1.0867110631273e+00,  1.1102948061200e+00,  1.5795107323494e-02,  6.7570061823579e-01,  8.2201010835378e-04, -3.6746831552018e-03, -7.8797287241713e-02, -3.8719515629384e-01, -7.8802640811210e+00,  1.9417504810813e-01, -4.7574292752925e+00,  1.6095658073000e+01,  9.0966500000000e-01,              1000000
  9.1508447951020e+00,  1.0933548315571e+00,  1.1161382979392e+00,  9.5513790825354e-03,  6.4833156110450e-01,  8.0519038810985e-04, -3.7949706777805e-03, -1.3583652427052e-01, -2.0154620652109e-01, -4.8226807195743e+00,  2.8039356402337e-01, -8.6831519740594e+00,  1.3724438190000e+01,  9.0755100000000e-01,              1000000
  9.1803906094296e+00,  1.1030860241836e+00,  1.1132959193158e+00,  1.4423277113529e-02,  4.8851033753263e-01,  6.9893514544100e-04, -4.6271587129928e-03, -9.7280632301929e-02, -6.4219136060276e-02, -2.7211664565759e+00,  2.3538996936523e-01, -7.1464359170073e+00,  1.2956438945000e+01,  9.0428100000000e-01,              1000000
  9.2101396932567e+00,  1.1128632625345e+00,  1.1054465143457e+00,  8.2493427199570e-03,  3.3102997777816e-01,  5.7535204681843e-04, -2.6522801867488e-03, -6.0568569609693e-02,  1.6036203998732e-01, -8.1914903461825e-01,  1.9987310125088e-01, -5.2730737323045e+00,  1.2768635428000e+01,  9.0133800000000e-01,              1000000
  9.2390579495273e+00,  1.1182335448281e+00,  1.0944297402595e+00,  6.2704421515630e-03,  2.4997846342892e-01,  4.9997846296507e-04, -3.0294169806256e-03, -2.1408410475391e-02,  2.5323563387971e-01, -3.8197773260255e-01,  9.3068039621165e-02, -3.9698144642573e+00,  1.5468041727000e+01,  8.9955100000000e-01,              1000000
  9.2675753802393e+00,  1.1182203627102e+00,  1.0827509030410e+00,  8.2075858572398e-03,  1.8580414867010e-01,  4.3105005355539e-04, -3.7099200542405e-03, -2.6677394851731e-02,  2.2549984595426e-01, -5.8346018242848e-01, -5.5185906664943e-02, -2.5805265245784e+00,  1.2410529061000e+01,  9.0787600000000e-01,              1000000
  9.2961626206143e+00,  1.1143418499190e+00,  1.0735833625681e+00,  7.3383306681431e-03,  1.7658947636232e-01,  4.2022550655847e-04, -3.7053391539427e-03, -2.3759269416787e-02,  1.8694709542347e-01, -6.9048105782089e-01, -1.5080920784614e-01, -2.4591332718290e+00,  1.5289957631000e+01,  9.0382700000000e-01,              1000000
  9.3248089018649e+00,  1.1078318154994e+00,  1.0687564480025e+00,  5.4565864816194e-03,  1.9459404243837e-01,  4.4112814741113e-04, -2.6571272213219e-03, -4.0407295564458e-02,  8.4416805653519e-02, -1.4384141051338e+00, -1.8589208667311e-01, -1.8233669880980e+00,  1.1533164243000e+01,  9.0737700000000e-01,              1000000
  9.3529149958690e+00,  1.1006158634158e+00,  1.0683432657437e+00,  8.9951250083992e-03,  2.4024776119709e-01,  4.9015075354129e-04, -3.3192366387427e-03, -2.9668646120194e-02, -5.0360639980713e-02, -2.6426595260946e+00, -2.1946881518207e-01, -1.1554721712868e+00,  1.0812736947000e+01,  8.9865900000000e-01,              1000000
  9.3809779337845e+00,  1.0949801720617e+00,  1.0722450608841e+00,  8.1383203304778e-03,  3.0798561641805e-01,  5.5496451816134e-04, -3.7241283825608e-03, -4.2814621113947e-02, -1.7225448395116e-01, -3.9735933078992e+00, -2.0529757821783e-01, -1.2542419209000e+00,  9.6124662520000e+00,  9.0049200000000e-01,              1000000
  9.4092296113393e+00,  1.0928351339962e+00,  1.0794990287639e+00,  3.3273199735458e-03,  3.7850352657782e-01,  6.1522640269889e-04, -2.5798372179536e-03, -4.3908709752402e-02, -1.7746604354222e-01, -4.2941135295195e+00, -2.5076980843230e-02, -2.5788340702288e+00,  8.8247904480000e+00,  9.1507100000000e-01,              1000000
  9.4369811632531e+00,  1.0938251825046e+00,  1.0865560444030e+00,  1.0636155403479e-02,  5.3700249083730e-01,  7.3280453794808e-04, -2.4388787808578e-03,  2.7036183507913e-02, -3.0032042571106e-01, -1.3039455622018e+01, -2.9839991184913e-02, -1.9902062959636e+00,  8.7358678720000e+00,  9.0448300000000e-01,              1000000
  9.4641922779147e+00,  1.0993873298476e+00,  1.0935302101487e+00,  4.1093647782937e-03,  3.8958404619176e-01,  6.2416668141752e-04, -2.4962810807235e-03, -4.2692110301434e-02, -7.5891340604506e-02, -2.9772622795380e+00,  1.1430891115970e-01, -4.5774762185191e+00,  8.6776465040000e+00,  9.0577700000000e-01,              1000000
  9.4910080437531e+00,  1.1056114723659e+00,  1.0976766777172e+00,  8.3096047645147e-03,  3.3026398791320e-01,  5.7468599070553e-04, -2.6508264268260e-03, -4.9026798501738e-02,  1.8840917138864e-02, -3.2471705836071e+00,  5.2849302288648e-02, -4.1201198864593e+00,  8.9811536180000e+00,  9.0665400000000e-01,              1000000
  9.5175974067347e+00,  1.1109949438827e+00,  1.1004683288498e+00,  5.3980301868634e-03,  2.7394230810897e-01,  5.2339498288479e-04, -4.5931233862960e-03, -2.7142851221482e-02,  1.4111910695137e-01, -1.1255263703827e+00,  1.1625438778691e-01, -3.7122891490140e+00,  8.7524091880000e+00,  9.0101200000000e-01,              1000000
  9.5450820712386e+00,  1.1136493872239e+00,  1.1008046265107e+00,  6.0022899758149e-03,  2.7946828422409e-01,  5.2864759927960e-04, -1.5477284206831e-03, -2.8425233821271e-02,  1.8051533549145e-01, -8.1634275047809e-01,  1.5264875721763e-01, -4.1143558171392e+00,  8.7777704450000e+00,  9.0085000000000e-01,              1000000
  9.5714410044832e+00,  1.1132395012359e+00,  1.0982639519019e+00,  6.2204092077838e-03,  3.7944661640325e-01,  6.1599238339710e-04, -2.0115907994098e-03, -7.1518620894229e-02,  1.8842003698280e-01, -1.0593517475952e+00,  1.5215668573294e-01, -9.4588101365640e+00,  9.1924911220000e+00,  8.9705400000000e-01,              1000000
  9.5971798894061e+00,  1.1099902076795e+00,  1.0932241349435e+00,  5.7124745007862e-03,  3.3399829183471e-01,  5.7792585323267e-04, -2.5120489888816e-03, -3.3516827115694e-02,  7.2413555940903e-02, -1.8424241275649e+00,  1.4930053141640e-01, -5.3027893129757e+00,  8.5821545540000e+00,  9.1292800000000e-01,              1000000
  9.6227313887268e+00,  1.1059335136560e+00,  1.0859697289662e+00,  3.9807056369634e-03,  3.4262652835151e-01,  5.8534308602008e-04, -1.0832353055290e-03,  1.4192937892443e-02,  7.0142333283224e-02, -1.6342032404184e+00,  3.1226348686110e-02, -7.9273176935946e+00,  8.6211133410000e+00,  9.0469700000000e-01,              1000000
  9.6469795942005e+00,  1.1011656188090e+00,  1.0788531990457e+00,  2.5210844526826e-03,  2.6268046137353e-01,  5.1252362030792e-04, -1.9071074849027e-03, -5.0966548923365e-02, -1.5417934785282e-03, -2.4304318551525e+00, -6.5583895981725e-02, -2.5102441279834e+00,  8.6645153110000e+00,  9.1594300000000e-01,              1000000
  9.6707758224260e+00,  1.0968669488576e+00,  1.0736660123643e+00,  8.3791546217286e-03,  2.9351286475945e-01,  5.4176827588874e-04, -1.4941100727437e-03, -3.7390066857814e-02, -1.1910876067406e-01, -3.4604448833776e+00, -1.4641788963206e-01, -1.7434018415138e+00,  8.5826170500000e+00,  8.9605800000000e-01,              1000000
  9.6938322774635e+00,  1.0948989345381e+00,  1.0718094491907e+00,  7.8980397301554e-03,  3.5771046717536e-01,  5.9808901275258e-04, -2.8324096425797e-03, -7.2567809787093e-02, -1.7730639721472e-01, -4.3877868083401e+00, -1.0980226211857e-01, -2.8554593809052e+00,  8.6197255640000e+00,  9.0490700000000e-01,              1000000
  9.7173098924469e+00,  1.0959754982823e+00,  1.0722518107030e+00,  8.0802471600329e-03,  2.9340681305792e-01,  5.4167039152784e-04, -3.1696435689434e-03, -5.5748321089292e-02, -1.4076924643730e-01, -3.6588103064961e+00, -1.4150531700515e-01, -1.3597263044236e+00,  8.6410542020000e+00,  9.0614600000000e-01,              1000000
