#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.54718770980835e+01, 0.00000000000000e+00, 1.23363151550293e+00, 3.50345644944032e-02, 2.70067102127767e-02, 3.68330543270288e-05, 2.28783801429531e-02, 2.21243358719500e-03, 2.28322554692308e-02, 2.29052322968044e-02, 8.51932523900000e+00, 8.95388856738683e-01,             19906560
 1.54725227355957e+01, 0.00000000000000e+00, 1.23353424072266e+00, 3.50747264755770e-02, 2.88083183203895e-02, 3.80417813405134e-05, 2.28829705666768e-02, 2.23522987064064e-03, 2.28638832409846e-02, 2.40635006798965e-02, 8.68772490500000e+00, 9.00343253681199e-01,             19906560
 1.54706678390503e+01, 0.00000000000000e+00, 1.23373985290527e+00, 3.50149506500691e-02, 3.21505228823919e-02, 4.01879554018292e-05, 2.28896804596265e-02, 2.23159508799788e-03, 2.28383906170905e-02, 2.59206313571391e-02, 9.01288064900000e+00, 9.00330795476466e-01,             19906560
 1.54720590114594e+01, 0.00000000000000e+00, 1.23358564376831e+00, 3.50928012622030e-02, 2.94275807379486e-02, 3.84484796469333e-05, 2.28952405483769e-02, 2.25831687500106e-03, 2.28905816713613e-02, 2.44598623995523e-02, 8.42571964400000e+00, 9.02778631767618e-01,             19906560
 1.54715952873230e+01, 0.00000000000000e+00, 1.23363704681396e+00, 3.50607084317352e-02, 2.48647797894854e-02, 3.53422504421450e-05, 2.28997892917918e-02, 2.26567921874427e-03, 2.28812467748375e-02, 2.19519642559292e-02, 8.13101044300000e+00, 9.03573997717335e-01,             19906560
 1.54719181060791e+01, 0.00000000000000e+00, 1.23358840942383e+00, 3.51273709994842e-02, 3.44661865052331e-02, 4.16100759272763e-05, 2.28820017555981e-02, 2.29275973763507e-03, 2.29005198943639e-02, 2.76517014537016e-02, 9.23046852800000e+00, 8.98419465743956e-01,             19906560
 1.54709906578064e+01, 0.00000000000000e+00, 1.23369121551514e+00, 3.51348069098582e-02, 3.19083029299488e-02, 4.00362824645558e-05, 2.29089750667601e-02, 2.31084050380541e-03, 2.29374167690350e-02, 2.62599138124757e-02, 8.22498453300000e+00, 9.13151795187114e-01,             19906560
 1.54712225198746e+01, 0.00000000000000e+00, 1.23366551399231e+00, 3.51232945816391e-02, 3.14372710369970e-02, 3.97396750036594e-05, 2.29282296972914e-02, 2.33516447471243e-03, 2.29595358311154e-02, 2.61492819331205e-02, 7.94518621600000e+00, 9.05596195425026e-01,             19906560
 1.54716862440109e+01, 0.00000000000000e+00, 1.23361411094665e+00, 3.50435731481766e-02, 2.74702554935530e-02, 3.71478121502817e-05, 2.28795063566813e-02, 2.21336693922896e-03, 2.28376209503529e-02, 2.31342960539023e-02, 8.19959818300000e+00, 9.00181698897248e-01,             19906560
 1.54715703129768e+01, 0.00000000000000e+00, 1.23362696170807e+00, 3.51548474912468e-02, 3.47918872922282e-02, 4.18062184233265e-05, 2.29224481160820e-02, 2.33704683963726e-03, 2.29689632711305e-02, 2.80515906148809e-02, 8.22706879700000e+00, 9.03577664850180e-01,             19906560
 1.54714543819427e+01, 0.00000000000000e+00, 1.23363981246948e+00, 3.51328394725610e-02, 3.23291923585044e-02, 4.02994685608397e-05, 2.28956712235002e-02, 2.28388914677347e-03, 2.29154093957429e-02, 2.63909266513053e-02, 1.11192127480000e+01, 9.12024377893519e-01,             19906560
 1.54714543819427e+01, 0.00000000000000e+00, 1.23363981246948e+00, 3.50582451301918e-02, 3.26225690094755e-02, 3.69547567225614e-05, 2.29043920864673e-02, 2.26596320514463e-03, 2.28842378765619e-02, 2.62883005120346e-02, 1.41425654010000e+01, 8.98616712279771e-01,             23887872
 1.54712679982185e+01, 0.00000000000000e+00, 1.23365404605865e+00, 3.50766225708451e-02, 2.98624704422466e-02, 3.53568963035964e-05, 2.28852737114474e-02, 2.25931335920112e-03, 2.28722183099065e-02, 2.48930558016831e-02, 1.23952720990000e+01, 9.06184359996571e-01,             23887872
 1.54711270928383e+01, 0.00000000000000e+00, 1.23365681171417e+00, 3.51250124148743e-02, 3.03233208601424e-02, 3.56286731479923e-05, 2.28953273558047e-02, 2.28387399457169e-03, 2.29131958960938e-02, 2.52430944019170e-02, 1.06059434520000e+01, 9.07385890212406e-01,             23887872
 1.54712089151144e+01, 0.00000000000000e+00, 1.23365256190300e+00, 3.51500593148771e-02, 2.93718346649024e-02, 3.50652391990034e-05, 2.29175386464130e-02, 2.32122793269242e-03, 2.29576059504415e-02, 2.49087774515511e-02, 9.85509887700000e+00, 9.03040254067001e-01,             23887872
