#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.60000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.57013497707286e-02, 1.12263648658798e-01, 1.18460778666822e-04, 2.15326332235518e-02, 2.76711799651145e-03, 2.15742393841819e-02, 3.02842672229136e-02, 3.54743786500000e+00, 9.08334500000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.54604057719706e-02, 7.14533989014625e-02, 9.45075386552989e-05, 2.08032166787818e-02, 2.39756334655655e-03, 2.06878271516194e-02, 2.04746002113359e-02, 3.04734217400000e+00, 9.08477375000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.46798645143551e-02, 2.27734868298163e-02, 5.33543424074089e-05, 2.09613816400435e-02, 2.57181568805763e-03, 2.10840031946075e-02, 3.15290620656628e-02, 3.06212018500000e+00, 9.01354375000000e-01,              8000000
 1.70000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.46805367834135e-02, 1.90562516759677e-02, 4.88060596595952e-05, 2.02535657024426e-02, 2.20890527815848e-03, 2.01807163710857e-02, 2.61053773723010e-02, 2.94003773600000e+00, 9.03172375000000e-01,              8000000
 1.75000000000000e+01, 0.00000000000000e+00, 1.07500000000000e+00, 3.47551419197084e-02, 4.76548836064419e-03, 2.44066803371643e-05, 1.97445290411466e-02, 2.15051979378502e-03, 1.97082613223861e-02, 2.04779680451325e-02, 3.20991237900000e+00, 9.10618625000000e-01,              8000000
 1.75000000000000e+01, 0.00000000000000e+00, 1.12500000000000e+00, 3.48189659672113e-02, 3.77680661091174e-04, 6.87095936797742e-06, 1.97846319915320e-02, 1.96259109599295e-03, 1.97294939383639e-02, 1.77565382462486e-02, 3.28800943600000e+00, 8.98334750000000e-01,              8000000
 1.80000000000000e+01, 0.00000000000000e+00, 1.18750000000000e+00, 3.53767143200761e-02, 2.31834729874049e-03, 1.70233196628202e-05, 1.94005038807671e-02, 1.93814035043444e-03, 1.94353124228045e-02, 2.03403998221511e-02, 3.48652466000000e+00, 9.03621625000000e-01,              8000000
 1.85000000000000e+01, 0.00000000000000e+00, 1.15000000000000e+00, 3.53625501021478e-02, 8.77738935184958e-04, 1.04746058111091e-05, 1.87571586693087e-02, 1.89544652623945e-03, 1.87704419942053e-02, 2.28905666499140e-02, 3.40558649100000e+00, 9.05084250000000e-01,              8000000
 1.80000000000000e+01, 0.00000000000000e+00, 1.12500000000000e+00, 3.50027028753662e-02, 3.79768600992421e-04, 6.88992562543694e-06, 1.92725913135681e-02, 2.00363270527589e-03, 1.92839336288618e-02, 1.99030848535200e-02, 3.92544101100000e+00, 9.12713500000000e-01,              8000000
 1.70000000000000e+01, 0.00000000000000e+00, 1.07500000000000e+00, 3.45550006453742e-02, 5.06993252811066e-03, 2.51742242385706e-05, 2.03183608891518e-02, 2.19539303168679e-03, 2.02472798645596e-02, 2.15352357890849e-02, 4.09501100300000e+00, 9.04340875000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.45346714253334e-02, 1.83445136903218e-02, 4.78859500405936e-05, 2.09257631444985e-02, 2.37176680647597e-03, 2.08898812102062e-02, 2.59287311537357e-02, 3.54117229600000e+00, 9.05399500000000e-01,              8000000
