#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 2.338896083304e-02, 1.831964798684e-03, 1.363160293950e-02, 1.398572952015e-03, 9.757357893538e-03, 1.183253447706e-03, 2.963636363636e-04, 2.321299151782e-05, 1.727272727273e-04, 1.772144426329e-05, 1.236363636364e-04, 1.499311136588e-05
 8.250000000000e-02, 2.968204670135e-02, 7.800268696592e-04, 1.592745185563e-02, 5.713941524855e-04, 1.375459484572e-02, 5.309902446332e-04, 2.632727272727e-03, 6.918653669251e-05, 1.412727272727e-03, 5.068130859915e-05, 1.220000000000e-03, 4.709757762541e-05
 1.375000000000e-01, 3.180959090370e-02, 4.901329532257e-04, 1.706027204451e-02, 3.589449409939e-04, 1.474931885919e-02, 3.337496684233e-04, 7.658181818182e-03, 1.179998599243e-04, 4.107272727273e-03, 8.641625191503e-05, 3.550909090909e-03, 8.035047197812e-05
 1.925000000000e-01, 3.463163990035e-02, 3.664775096546e-04, 1.796734464259e-02, 2.639688912471e-04, 1.666429525776e-02, 2.542168159985e-04, 1.623636363636e-02, 1.718157767989e-04, 8.423636363636e-03, 1.237566260018e-04, 7.812727272727e-03, 1.191845572114e-04
 2.475000000000e-01, 2.806298931290e-02, 2.569293445910e-04, 1.326464348160e-02, 1.766422282562e-04, 1.479834583130e-02, 1.865749482344e-04, 2.169090909091e-02, 1.985900715769e-04, 1.025272727273e-02, 1.365332278753e-04, 1.143818181818e-02, 1.442105898153e-04
 3.025000000000e-01, 3.071959380768e-02, 2.200891835767e-04, 1.525257319072e-02, 1.550824037161e-04, 1.546702061695e-02, 1.561688086179e-04, 3.542181818182e-02, 2.537780640345e-04, 1.758727272727e-02, 1.788207468504e-04, 1.783454545455e-02, 1.800734469071e-04
 3.575000000000e-01, 3.257235649754e-02, 1.918378905746e-04, 1.638278015937e-02, 1.360515839673e-04, 1.618957633818e-02, 1.352469695044e-04, 5.241636363636e-02, 3.087109964657e-04, 2.636363636364e-02, 2.189380832508e-04, 2.605272727273e-02, 2.176432747441e-04
 4.125000000000e-01, 2.990971515103e-02, 1.593582116243e-04, 1.456471608995e-02, 1.112037212579e-04, 1.534499906108e-02, 1.141436462993e-04, 6.404909090909e-02, 3.412519488032e-04, 3.118909090909e-02, 2.381332358503e-04, 3.286000000000e-02, 2.444288332940e-04
 4.675000000000e-01, 3.179671399218e-02, 1.450016400624e-04, 1.605837872354e-02, 1.030463568828e-04, 1.573833526864e-02, 1.020143321007e-04, 8.742909090909e-02, 3.987003680348e-04, 4.415454545455e-02, 2.833390049667e-04, 4.327454545455e-02, 2.805013221636e-04
 5.225000000000e-01, 2.989951394021e-02, 1.258227230169e-04, 1.503526887046e-02, 8.922419022233e-05, 1.486424506975e-02, 8.871528338766e-05, 1.026709090909e-01, 4.320583064417e-04, 5.162909090909e-02, 3.063838676892e-04, 5.104181818182e-02, 3.046363500719e-04
 5.775000000000e-01, 3.101086711010e-02, 1.159456926042e-04, 1.530797147399e-02, 8.146226597213e-05, 1.570289563611e-02, 8.250638069967e-05, 1.300636363636e-01, 4.862914134991e-04, 6.420363636364e-02, 3.416634078995e-04, 6.586000000000e-02, 3.460425617543e-04
 6.325000000000e-01, 2.950303203348e-02, 1.032641877016e-04, 1.490277747319e-02, 7.339221855127e-05, 1.460025456029e-02, 7.264347677383e-05, 1.484127272727e-01, 5.194625321561e-04, 7.496727272727e-02, 3.691938951708e-04, 7.344545454545e-02, 3.654274074049e-04
 6.875000000000e-01, 3.086026021095e-02, 9.716839552607e-05, 1.564230644120e-02, 6.917921579315e-05, 1.521795376974e-02, 6.823439888615e-05, 1.833945454545e-01, 5.774466452402e-04, 9.295818181818e-02, 4.111141885572e-04, 9.043636363636e-02, 4.054993860243e-04
 7.425000000000e-01, 2.976602746364e-02, 8.836462464520e-05, 1.501692950784e-02, 6.276370449679e-05, 1.474909795581e-02, 6.220148138531e-05, 2.063109090909e-01, 6.124628509564e-04, 1.040836363636e-01, 4.350206606664e-04, 1.022272727273e-01, 4.311238436865e-04
 7.975000000000e-01, 3.034222671145e-02, 8.306550428436e-05, 1.536872554947e-02, 5.911747944803e-05, 1.497350116197e-02, 5.835239177383e-05, 2.426000000000e-01, 6.641467526766e-04, 1.228800000000e-01, 4.726713253606e-04, 1.197200000000e-01, 4.665540989775e-04
 8.525000000000e-01, 2.993459804277e-02, 7.718461534962e-05, 1.515984702991e-02, 5.492770306026e-05, 1.477475101286e-02, 5.422556853729e-05, 2.734781818182e-01, 7.051475433207e-04, 1.384981818182e-01, 5.018115941597e-04, 1.349800000000e-01, 4.953969941554e-04
