# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 3.902943157e-02, 2.366506895e-03, 4.945454545e-04, 2.998622273e-05
8.250000000e-02, 3.833247744e-02, 8.864333468e-04, 3.400000000e-03, 7.862453931e-05
1.375000000e-01, 4.179351284e-02, 5.618097846e-04, 1.006181818e-02, 1.352561085e-04
1.925000000e-01, 4.047597152e-02, 3.961954100e-04, 1.897636364e-02, 1.857484302e-04
2.475000000e-01, 4.208742706e-02, 3.146465194e-04, 3.253090909e-02, 2.432017834e-04
3.025000000e-01, 4.108718077e-02, 2.545330235e-04, 4.737636364e-02, 2.934941958e-04
3.575000000e-01, 4.089819836e-02, 2.149620965e-04, 6.581454545e-02, 3.459231272e-04
4.125000000e-01, 3.991669567e-02, 1.840965290e-04, 8.547818182e-02, 3.942269347e-04
4.675000000e-01, 3.919804951e-02, 1.609956059e-04, 1.077800000e-01, 4.426778020e-04
5.225000000e-01, 3.918986567e-02, 1.440502124e-04, 1.345727273e-01, 4.946490533e-04
5.775000000e-01, 3.808828958e-02, 1.284971216e-04, 1.597472727e-01, 5.389337499e-04
6.325000000e-01, 3.779295501e-02, 1.168750563e-04, 1.901145455e-01, 5.879309568e-04
6.875000000e-01, 3.686483521e-02, 1.062016803e-04, 2.190781818e-01, 6.311291207e-04
7.425000000e-01, 3.636370755e-02, 9.766795088e-05, 2.520400000e-01, 6.769450092e-04
7.975000000e-01, 3.588514642e-02, 9.033464512e-05, 2.869181818e-01, 7.222668631e-04
8.525000000e-01, 3.484332841e-02, 8.327293002e-05, 3.183236364e-01, 7.607695104e-04
9.075000000e-01, 3.425402368e-02, 7.756332704e-05, 3.546072727e-01, 8.029573437e-04
9.625000000e-01, 3.316895869e-02, 7.196475052e-05, 3.862436364e-01, 8.380102368e-04
1.017500000e+00, 3.217402000e-02, 6.704696184e-05, 4.186872727e-01, 8.724961815e-04
1.072500000e+00, 3.154742395e-02, 6.298698057e-05, 4.561036364e-01, 9.106477578e-04
1.127500000e+00, 3.084125273e-02, 5.924069200e-05, 4.927890909e-01, 9.465622881e-04
1.182500000e+00, 2.959350494e-02, 5.533139667e-05, 5.201000000e-01, 9.724383598e-04
1.237500000e+00, 2.886106156e-02, 5.221423563e-05, 5.555000000e-01, 1.004987562e-03
1.292500000e+00, 2.798481530e-02, 4.922793623e-05, 5.875690909e-01, 1.033589589e-03
1.347500000e+00, 2.696260073e-02, 4.634850124e-05, 6.153036364e-01, 1.057702172e-03
1.402500000e+00, 2.589875851e-02, 4.364379423e-05, 6.402509091e-01, 1.078931213e-03
1.457500000e+00, 2.486084570e-02, 4.114692096e-05, 6.637345455e-01, 1.098539978e-03
1.512500000e+00, 2.405955311e-02, 3.900660849e-05, 6.917290909e-01, 1.121467457e-03
1.567500000e+00, 2.296531924e-02, 3.677224457e-05, 7.091563636e-01, 1.135506586e-03
1.622500000e+00, 2.211650570e-02, 3.486313848e-05, 7.317072727e-01, 1.153419637e-03
1.677500000e+00, 2.104077462e-02, 3.288990394e-05, 7.441072727e-01, 1.163151888e-03
