#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 6.313584519348e-03, 9.518086787670e-04, 3.156792259674e-03, 6.730303711483e-04, 3.156792259674e-03, 6.730303711483e-04, 8.000000000000e-05, 1.206045378311e-05, 4.000000000000e-05, 8.528028654224e-06, 4.000000000000e-05, 8.528028654224e-06
 8.250000000000e-02, 1.346761373121e-02, 5.254216536983e-04, 6.539069680753e-03, 3.661176142872e-04, 6.928544050453e-03, 3.768631139866e-04, 1.194545454545e-03, 4.660365679264e-05, 5.800000000000e-04, 3.247376563544e-05, 6.145454545455e-04, 3.342686601973e-05
 1.375000000000e-01, 1.268003398084e-02, 3.094532650677e-04, 5.800039367056e-03, 2.092908931175e-04, 6.879994613787e-03, 2.279443908482e-04, 3.052727272727e-03, 7.450109544926e-05, 1.396363636364e-03, 5.038693258382e-05, 1.656363636364e-03, 5.487777553741e-05
 1.925000000000e-01, 1.058339812856e-02, 2.025925010718e-04, 5.448763052631e-03, 1.453649690865e-04, 5.134635075932e-03, 1.411125340039e-04, 4.961818181818e-03, 9.498151190261e-05, 2.554545454545e-03, 6.815150841451e-05, 2.407272727273e-03, 6.615783781331e-05
 2.475000000000e-01, 1.090998696004e-02, 1.601986527323e-04, 5.344435181803e-03, 1.121237593798e-04, 5.565551778233e-03, 1.144197138599e-04, 8.432727272727e-03, 1.238233879562e-04, 4.130909090909e-03, 8.666454754773e-05, 4.301818181818e-03, 8.843917459647e-05
 3.025000000000e-01, 1.027297780808e-02, 1.272738377845e-04, 5.108894566106e-03, 8.975412863640e-05, 5.164083241974e-03, 9.023760954896e-05, 1.184545454545e-02, 1.467555453216e-04, 5.890909090909e-03, 1.034927234237e-04, 5.954545454545e-03, 1.040502103842e-04
 3.575000000000e-01, 1.081489459900e-02, 1.105403782248e-04, 5.555457244387e-03, 7.922636043360e-05, 5.259437354611e-03, 7.708669814255e-05, 1.740363636364e-02, 1.778847244892e-04, 8.940000000000e-03, 1.274933153328e-04, 8.463636363636e-03, 1.240501098430e-04
 4.125000000000e-01, 1.052915029914e-02, 9.455074852483e-05, 5.263301564744e-03, 6.684938801336e-05, 5.265848734400e-03, 6.686556190480e-05, 2.254727272727e-02, 2.024723223611e-04, 1.127090909091e-02, 1.431522335958e-04, 1.127636363636e-02, 1.431868685978e-04
 4.675000000000e-01, 1.082196525384e-02, 8.459308468482e-05, 5.422885069457e-03, 5.988209615885e-05, 5.399080184382e-03, 5.975051912842e-05, 2.975636363636e-02, 2.325993966863e-04, 1.491090909091e-02, 1.646534050715e-04, 1.484545454545e-02, 1.642916173674e-04
 5.225000000000e-01, 1.057064754648e-02, 7.481312775811e-05, 5.404457999747e-03, 5.349375554345e-05, 5.166189546736e-03, 5.230126387391e-05, 3.629818181818e-02, 2.568982176172e-04, 1.855818181818e-02, 1.836903610980e-04, 1.774000000000e-02, 1.795955051067e-04
