#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 4.735188389511e-02, 2.606635418949e-03, 2.109311191691e-02, 1.739730549039e-03, 2.625877197820e-02, 1.941104279543e-03, 6.000000000000e-04, 3.302891295379e-05, 2.672727272727e-04, 2.204428300542e-05, 3.327272727273e-04, 2.459590774267e-05
 8.250000000000e-02, 4.257569820352e-02, 9.342078891360e-04, 2.012967531818e-02, 6.423637519602e-04, 2.244602288534e-02, 6.783164381700e-04, 3.776363636364e-03, 8.286202810986e-05, 1.785454545455e-03, 5.697614405815e-05, 1.990909090909e-03, 6.016506221009e-05
 1.375000000000e-01, 4.524483834380e-02, 5.845469260797e-04, 2.320770960282e-02, 4.186499092376e-04, 2.203712874098e-02, 4.079550983682e-04, 1.089272727273e-02, 1.407300915856e-04, 5.587272727273e-03, 1.007902658293e-04, 5.305454545455e-03, 9.821548244414e-05
 1.925000000000e-01, 4.556019099097e-02, 4.203427557032e-04, 2.284602358936e-02, 2.976570063083e-04, 2.271416740161e-02, 2.967967972666e-04, 2.136000000000e-02, 1.970694386158e-04, 1.071090909091e-02, 1.395506365635e-04, 1.064909090909e-02, 1.391473444629e-04
 2.475000000000e-01, 4.529361770493e-02, 3.264113477593e-04, 2.248567601358e-02, 2.299851093366e-04, 2.280794169136e-02, 2.316273244449e-04, 3.500909090909e-02, 2.522952487900e-04, 1.738000000000e-02, 1.777638883463e-04, 1.762909090909e-02, 1.790332163650e-04
 3.025000000000e-01, 4.403425606576e-02, 2.635034445489e-04, 2.234826008809e-02, 1.877209846117e-04, 2.168599597767e-02, 1.849186232525e-04, 5.077454545455e-02, 3.038377122279e-04, 2.576909090909e-02, 2.164552899838e-04, 2.500545454545e-02, 2.132239733471e-04
 3.575000000000e-01, 4.278391284791e-02, 2.198619376422e-04, 2.168967108409e-02, 1.565439484617e-04, 2.109424176382e-02, 1.543802572346e-04, 6.884909090909e-02, 3.538080910455e-04, 3.490363636364e-02, 2.519149797547e-04, 3.394545454545e-02, 2.484331062167e-04
 4.125000000000e-01, 4.304462000772e-02, 1.911735249407e-04, 2.150150811834e-02, 1.351147524955e-04, 2.154311188938e-02, 1.352454076718e-04, 9.217636363636e-02, 4.093817148210e-04, 4.604363636364e-02, 2.893366594114e-04, 4.613272727273e-02, 2.896164462706e-04
 4.675000000000e-01, 4.293078773923e-02, 1.684869322590e-04, 2.145812015473e-02, 1.191180651718e-04, 2.147266758450e-02, 1.191584360915e-04, 1.180436363636e-01, 4.632761524063e-04, 5.900181818182e-02, 3.275302017492e-04, 5.904181818182e-02, 3.276412067042e-04
 5.225000000000e-01, 4.232283108022e-02, 1.496974392161e-04, 2.128425616477e-02, 1.061588619829e-04, 2.103857491545e-02, 1.055443950685e-04, 1.453309090909e-01, 5.140408704850e-04, 7.308727272727e-02, 3.645352526344e-04, 7.224363636364e-02, 3.624252559021e-04
 5.775000000000e-01, 4.132831503378e-02, 1.338509672517e-04, 2.068648308698e-02, 9.469804111229e-05, 2.064183194681e-02, 9.459578449233e-05, 1.733363636364e-01, 5.613884793914e-04, 8.676181818182e-02, 3.971759815631e-04, 8.657454545455e-02, 3.967471039123e-04
 6.325000000000e-01, 4.106866009820e-02, 1.218348897526e-04, 2.049240333716e-02, 8.606228156584e-05, 2.057625676105e-02, 8.623818210460e-05, 2.065927272727e-01, 6.128810165896e-04, 1.030854545455e-01, 4.329296700084e-04, 1.035072727273e-01, 4.338145241025e-04
 6.875000000000e-01, 3.981358146381e-02, 1.103674130574e-04, 1.982005390252e-02, 7.787134131500e-05, 1.999352756129e-02, 7.821138067304e-05, 2.366018181818e-01, 6.558849929423e-04, 1.177854545455e-01, 4.627692426046e-04, 1.188163636364e-01, 4.647900085696e-04
 7.425000000000e-01, 3.854806928426e-02, 1.005586220000e-04, 1.937489774865e-02, 7.129149261405e-05, 1.917317153561e-02, 7.091938761291e-05, 2.671800000000e-01, 6.969805005750e-04, 1.342890909091e-01, 4.941274971817e-04, 1.328909090909e-01, 4.915484052570e-04
 7.975000000000e-01, 3.822897711845e-02, 9.323807971487e-05, 1.909243058133e-02, 6.589122650118e-05, 1.913654653712e-02, 6.596730841172e-05, 3.056581818182e-01, 7.454811525185e-04, 1.526527272727e-01, 5.268305355834e-04, 1.530054545455e-01, 5.274388453055e-04
 8.525000000000e-01, 3.714375469479e-02, 8.597791913906e-05, 1.858232568894e-02, 6.081266872281e-05, 1.856142900585e-02, 6.077846577770e-05, 3.393400000000e-01, 7.854819018805e-04, 1.697654545455e-01, 5.555757939381e-04, 1.695745454545e-01, 5.552633207514e-04
 9.075000000000e-01, 3.678100303802e-02, 8.037341417888e-05, 1.839243346042e-02, 5.683557127590e-05, 1.838856957760e-02, 5.682960095331e-05, 3.807672727273e-01, 8.320481549955e-04, 1.904036363636e-01, 5.883777950875e-04, 1.903636363636e-01, 5.883159886314e-04
 9.625000000000e-01, 3.552991703680e-02, 7.448194379154e-05, 1.775207715717e-02, 5.264758977592e-05, 1.777783987964e-02, 5.268577836336e-05, 4.137363636364e-01, 8.673222779822e-04, 2.067181818182e-01, 6.130670759953e-04, 2.070181818182e-01, 6.135117718633e-04
 1.017500000000e+00, 3.475140102626e-02, 6.968071500476e-05, 1.734964307503e-02, 4.923474712341e-05, 1.740175795123e-02, 4.930863736983e-05, 4.522272727273e-01, 9.067697640298e-04, 2.257745454545e-01, 6.407020942324e-04, 2.264527272727e-01, 6.416636435119e-04
