# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 3.659009210e-02, 2.291360449e-03, 4.636363636e-04, 2.903403531e-05
8.250000000e-02, 3.046099544e-02, 7.901957452e-04, 2.701818182e-03, 7.008849188e-05
1.375000000e-01, 3.277626413e-02, 4.975246307e-04, 7.890909091e-03, 1.197794116e-04
1.925000000e-01, 3.069534488e-02, 3.450222140e-04, 1.439090909e-02, 1.617568832e-04
2.475000000e-01, 2.960610088e-02, 2.638987608e-04, 2.288363636e-02, 2.039769878e-04
3.025000000e-01, 2.959059118e-02, 2.160069804e-04, 3.412000000e-02, 2.490710012e-04
3.575000000e-01, 2.901446859e-02, 1.810577466e-04, 4.669090909e-02, 2.913632818e-04
4.125000000e-01, 2.942405480e-02, 1.580591235e-04, 6.300909091e-02, 3.384700629e-04
4.675000000e-01, 2.908692457e-02, 1.386853850e-04, 7.997818182e-02, 3.813330251e-04
5.225000000e-01, 2.831317553e-02, 1.224394320e-04, 9.722363636e-02, 4.204405403e-04
5.775000000e-01, 2.818787464e-02, 1.105423849e-04, 1.182236364e-01, 4.636292335e-04
6.325000000e-01, 2.828715739e-02, 1.011139465e-04, 1.422963636e-01, 5.086459094e-04
6.875000000e-01, 2.779066371e-02, 9.220929449e-05, 1.651527273e-01, 5.479759903e-04
7.425000000e-01, 2.755726971e-02, 8.502293472e-05, 1.910018182e-01, 5.893013092e-04
7.975000000e-01, 2.666855008e-02, 7.787475328e-05, 2.132272727e-01, 6.226443210e-04
8.525000000e-01, 2.651172135e-02, 7.263785183e-05, 2.422072727e-01, 6.636089658e-04
9.075000000e-01, 2.592296544e-02, 6.747501243e-05, 2.683618182e-01, 6.985202778e-04
9.625000000e-01, 2.553226320e-02, 6.313912541e-05, 2.973163636e-01, 7.352381972e-04
1.017500000e+00, 2.491622011e-02, 5.900210671e-05, 3.242400000e-01, 7.678067939e-04
1.072500000e+00, 2.448972582e-02, 5.549588740e-05, 3.540654545e-01, 8.023436744e-04
1.127500000e+00, 2.395006467e-02, 5.220444260e-05, 3.826800000e-01, 8.341353716e-04
1.182500000e+00, 2.332637122e-02, 4.912437319e-05, 4.099563636e-01, 8.633511491e-04
1.237500000e+00, 2.286638693e-02, 4.647630019e-05, 4.401181818e-01, 8.945473023e-04
1.292500000e+00, 2.223298289e-02, 4.387824753e-05, 4.668036364e-01, 9.212675422e-04
1.347500000e+00, 2.163807328e-02, 4.152064566e-05, 4.937945455e-01, 9.475274479e-04
1.402500000e+00, 2.097006748e-02, 3.927199288e-05, 5.184072727e-01, 9.708546120e-04
1.457500000e+00, 2.023312200e-02, 3.712024581e-05, 5.401836364e-01, 9.910358551e-04
1.512500000e+00, 1.970203136e-02, 3.529798516e-05, 5.664472727e-01, 1.014841925e-03
1.567500000e+00, 1.912528347e-02, 3.355736386e-05, 5.905781818e-01, 1.036232847e-03
1.622500000e+00, 1.841779065e-02, 3.181463839e-05, 6.093381818e-01, 1.052562399e-03
1.677500000e+00, 1.772943825e-02, 3.019112043e-05, 6.270018182e-01, 1.067709373e-03
1.732500000e+00, 1.711851506e-02, 2.872468590e-05, 6.457418182e-01, 1.083547891e-03
1.787500000e+00, 1.652853647e-02, 2.735695410e-05, 6.636981818e-01, 1.098509885e-03
1.842500000e+00, 1.590818909e-02, 2.603757148e-05, 6.787000000e-01, 1.110855526e-03
1.897500000e+00, 1.529691312e-02, 2.479240376e-05, 6.921618182e-01, 1.121818182e-03
1.952500000e+00, 1.461626467e-02, 2.355193108e-05, 7.002563636e-01, 1.128358714e-03
2.007500000e+00, 1.402990860e-02, 2.244254000e-05, 7.105636364e-01, 1.136632695e-03
2.062500000e+00, 1.338696497e-02, 2.133771755e-05, 7.156581818e-01, 1.140700090e-03
2.117500000e+00, 1.285519867e-02, 2.036655117e-05, 7.243690909e-01, 1.147621327e-03
2.172500000e+00, 1.224798122e-02, 1.937646715e-05, 7.264690909e-01, 1.149283643e-03
2.227500000e+00, 1.174660181e-02, 1.850721636e-05, 7.324527273e-01, 1.154007033e-03
2.282500000e+00, 1.113716665e-02, 1.758651510e-05, 7.291672727e-01, 1.151415945e-03
2.337500000e+00, 1.053957870e-02, 1.670566281e-05, 7.236963636e-01, 1.147088301e-03
2.392500000e+00, 1.002280405e-02, 1.591647289e-05, 7.209781818e-01, 1.144932060e-03
2.447500000e+00, 9.513682379e-03, 1.515849933e-05, 7.161800000e-01, 1.141115881e-03
2.502500000e+00, 9.043878763e-03, 1.445467270e-05, 7.117545455e-01, 1.137584798e-03
2.557500000e+00, 8.517990555e-03, 1.372645179e-05, 7.001563636e-01, 1.128278144e-03
2.612500000e+00, 8.139914695e-03, 1.313588479e-05, 6.981654545e-01, 1.126672861e-03
2.667500000e+00, 7.661789832e-03, 1.248149824e-05, 6.851163636e-01, 1.116094134e-03
2.722500000e+00, 7.193754934e-03, 1.184994321e-05, 6.700636364e-01, 1.103765156e-03
2.777500000e+00, 6.795368459e-03, 1.128909337e-05, 6.587872727e-01, 1.094438231e-03
2.832500000e+00, 6.364871078e-03, 1.071351021e-05, 6.417309091e-01, 1.080177518e-03
2.887500000e+00, 5.966111437e-03, 1.017491631e-05, 6.251127273e-01, 1.066099712e-03
2.942500000e+00, 5.636252943e-03, 9.704790558e-06, 6.132618182e-01, 1.055945779e-03
2.997500000e+00, 5.274175701e-03, 9.215644985e-06, 5.955181818e-01, 1.040557702e-03
3.052500000e+00, 4.933926150e-03, 8.752830097e-06, 5.777309091e-01, 1.024899914e-03
3.107500000e+00, 4.636196836e-03, 8.334467367e-06, 5.626072727e-01, 1.011396220e-03
3.162500000e+00, 4.334329095e-03, 7.918422264e-06, 5.447581818e-01, 9.952233023e-04
3.217500000e+00, 4.043143788e-03, 7.517085213e-06, 5.259890909e-01, 9.779283213e-04
3.272500000e+00, 3.759112146e-03, 7.126423013e-06, 5.059000000e-01, 9.590715207e-04
3.327500000e+00, 3.507122998e-03, 6.769649974e-06, 4.879854545e-01, 9.419375144e-04
3.382500000e+00, 3.280783175e-03, 6.441097871e-06, 4.717072727e-01, 9.260937246e-04
3.437500000e+00, 3.049875326e-03, 6.110931664e-06, 4.528836364e-01, 9.074275692e-04
3.492500000e+00, 2.788819699e-03, 5.751525366e-06, 4.274763636e-01, 8.816063476e-04
3.547500000e+00, 2.603558616e-03, 5.471049566e-06, 4.117472727e-01, 8.652348843e-04
3.602500000e+00, 2.444411978e-03, 5.220267014e-06, 3.986581818e-01, 8.513712808e-04
3.657500000e+00, 2.247319322e-03, 4.930122261e-06, 3.777909091e-01, 8.287898177e-04
3.712500000e+00, 2.079988478e-03, 4.672762995e-06, 3.602563636e-01, 8.093278509e-04
3.767500000e+00, 1.909881029e-03, 4.412246459e-06, 3.406672727e-01, 7.870165445e-04
3.822500000e+00, 1.789289918e-03, 4.209231777e-06, 3.285436364e-01, 7.728855453e-04
3.877500000e+00, 1.637482175e-03, 3.969598352e-06, 3.093836364e-01, 7.500104682e-04
3.932500000e+00, 1.505036968e-03, 3.752451054e-06, 2.924836364e-01, 7.292382531e-04
3.987500000e+00, 1.387833681e-03, 3.553679820e-06, 2.773036364e-01, 7.100622717e-04
4.042500000e+00, 1.276788841e-03, 3.362171669e-06, 2.622018182e-01, 6.904567898e-04
4.097500000e+00, 1.180920995e-03, 3.190082559e-06, 2.491581818e-01, 6.730637979e-04
4.152500000e+00, 1.076300846e-03, 3.005161030e-06, 2.332218182e-01, 6.511832840e-04
4.207500000e+00, 9.861594299e-04, 2.838965223e-06, 2.193872727e-01, 6.315741844e-04
4.262500000e+00, 9.013889033e-04, 2.679183267e-06, 2.058054545e-01, 6.117121345e-04
4.317500000e+00, 8.376737654e-04, 2.549857425e-06, 1.962254545e-01, 5.973052433e-04
4.372500000e+00, 7.621777055e-04, 2.401646936e-06, 1.831181818e-01, 5.770113940e-04
4.427500000e+00, 6.968455317e-04, 2.267882871e-06, 1.716600000e-01, 5.586672452e-04
4.482500000e+00, 6.329440705e-04, 2.134879508e-06, 1.598163636e-01, 5.390502821e-04
4.537500000e+00, 5.808279068e-04, 2.020310699e-06, 1.502781818e-01, 5.227169959e-04
4.592500000e+00, 5.342016864e-04, 1.914320236e-06, 1.415854545e-01, 5.073737273e-04
4.647500000e+00, 4.865656882e-04, 1.805354657e-06, 1.320672727e-01, 4.900227689e-04
4.702500000e+00, 4.397886456e-04, 1.696306983e-06, 1.222127273e-01, 4.713862097e-04
4.757500000e+00, 3.986949729e-04, 1.596441054e-06, 1.134000000e-01, 4.540724812e-04
4.812500000e+00, 3.583172055e-04, 1.496147628e-06, 1.042854545e-01, 4.354422090e-04
4.867500000e+00, 3.324276280e-04, 1.424800333e-06, 9.897454545e-02, 4.242095225e-04
4.922500000e+00, 2.979380107e-04, 1.333793806e-06, 9.072181818e-02, 4.061388437e-04
4.977500000e+00, 2.723172917e-04, 1.261066111e-06, 8.478363636e-02, 3.926220398e-04
5.032500000e+00, 2.490818289e-04, 1.192885614e-06, 7.927272727e-02, 3.796475094e-04
5.087500000e+00, 2.254292611e-04, 1.122567152e-06, 7.332181818e-02, 3.651197019e-04
5.142500000e+00, 2.047395293e-04, 1.058371662e-06, 6.804000000e-02, 3.517230315e-04
5.197500000e+00, 1.873234385e-04, 1.001643690e-06, 6.359090909e-02, 3.400291674e-04
5.252500000e+00, 1.675096630e-04, 9.372719296e-07, 5.807454545e-02, 3.249462766e-04
5.307500000e+00, 1.518215049e-04, 8.830563608e-07, 5.374363636e-02, 3.125951095e-04
5.362500000e+00, 1.362503696e-04, 8.279676318e-07, 4.923636364e-02, 2.992000354e-04
5.417500000e+00, 1.219031333e-04, 7.752117957e-07, 4.496000000e-02, 2.859116202e-04
5.472500000e+00, 1.143102951e-04, 7.431368516e-07, 4.302000000e-02, 2.796751362e-04
