# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 5.266103451e-02, 2.748883626e-03, 6.672727273e-04, 3.483135284e-05
8.250000000e-02, 3.970588706e-02, 9.021735548e-04, 3.521818182e-03, 8.002065849e-05
1.375000000e-01, 4.418753950e-02, 5.776765926e-04, 1.063818182e-02, 1.390760539e-04
1.925000000e-01, 4.508705996e-02, 4.181544833e-04, 2.113818182e-02, 1.960435101e-04
2.475000000e-01, 4.437151445e-02, 3.230716648e-04, 3.429636364e-02, 2.497138859e-04
3.025000000e-01, 4.492673580e-02, 2.661603738e-04, 5.180363636e-02, 3.069013355e-04
3.575000000e-01, 4.357819522e-02, 2.218934184e-04, 7.012727273e-02, 3.570772077e-04
4.125000000e-01, 4.332905395e-02, 1.918041114e-04, 9.278545455e-02, 4.107320616e-04
4.675000000e-01, 4.325083119e-02, 1.691137903e-04, 1.189236364e-01, 4.649997778e-04
5.225000000e-01, 4.269770678e-02, 1.503589523e-04, 1.466181818e-01, 5.163124174e-04
5.775000000e-01, 4.180517187e-02, 1.346209562e-04, 1.753363636e-01, 5.646179137e-04
6.325000000e-01, 4.061939369e-02, 1.211666571e-04, 2.043327273e-01, 6.095195235e-04
6.875000000e-01, 4.004334993e-02, 1.106854260e-04, 2.379672727e-01, 6.577748616e-04
7.425000000e-01, 3.952495929e-02, 1.018248347e-04, 2.739509091e-01, 7.057567300e-04
7.975000000e-01, 3.867673133e-02, 9.378251243e-05, 3.092381818e-01, 7.498341414e-04
8.525000000e-01, 3.772726969e-02, 8.665062849e-05, 3.446709091e-01, 7.916276777e-04
9.075000000e-01, 3.732545925e-02, 8.096609856e-05, 3.864036364e-01, 8.381837902e-04
9.625000000e-01, 3.590667734e-02, 7.487580679e-05, 4.181236364e-01, 8.719087070e-04
1.017500000e+00, 3.510432912e-02, 7.003365269e-05, 4.568200000e-01, 9.113626162e-04
1.072500000e+00, 3.388263530e-02, 6.527658555e-05, 4.898654545e-01, 9.437502121e-04
1.127500000e+00, 3.287219600e-02, 6.116014082e-05, 5.252400000e-01, 9.772317116e-04
1.182500000e+00, 3.207567433e-02, 5.760515218e-05, 5.637236364e-01, 1.012399163e-03
1.237500000e+00, 3.090355848e-02, 5.403025527e-05, 5.948127273e-01, 1.039941194e-03
1.292500000e+00, 2.991479361e-02, 5.089714387e-05, 6.280909091e-01, 1.068636267e-03
1.347500000e+00, 2.865787673e-02, 4.778337374e-05, 6.539909091e-01, 1.090446872e-03
1.402500000e+00, 2.767301079e-02, 4.511398934e-05, 6.841127273e-01, 1.115276343e-03
1.457500000e+00, 2.660970071e-02, 4.256958224e-05, 7.104254545e-01, 1.136522171e-03
1.512500000e+00, 2.551014209e-02, 4.016528491e-05, 7.334345455e-01, 1.154780220e-03
1.567500000e+00, 2.432373970e-02, 3.784417744e-05, 7.511036364e-01, 1.168607280e-03
1.622500000e+00, 2.333307041e-02, 3.580916308e-05, 7.719563636e-01, 1.184718120e-03
1.677500000e+00, 2.236864066e-02, 3.391185443e-05, 7.910672727e-01, 1.199293180e-03
1.732500000e+00, 2.133676149e-02, 3.206907956e-05, 8.048618182e-01, 1.209704561e-03
1.787500000e+00, 2.026255108e-02, 3.028988349e-05, 8.136363636e-01, 1.216280742e-03
1.842500000e+00, 1.925198360e-02, 2.864361610e-05, 8.213581818e-01, 1.222038671e-03
1.897500000e+00, 1.820477679e-02, 2.704639679e-05, 8.237381818e-01, 1.223807904e-03
1.952500000e+00, 1.723260492e-02, 2.557312422e-05, 8.256036364e-01, 1.225192850e-03
2.007500000e+00, 1.639016134e-02, 2.425695046e-05, 8.301018182e-01, 1.228525959e-03
2.062500000e+00, 1.536433900e-02, 2.285934798e-05, 8.213672727e-01, 1.222045433e-03
2.117500000e+00, 1.450758262e-02, 2.163593274e-05, 8.174781818e-01, 1.219148870e-03
2.172500000e+00, 1.369281863e-02, 2.048749065e-05, 8.121672727e-01, 1.215182196e-03
2.227500000e+00, 1.288898609e-02, 1.938627442e-05, 8.036854545e-01, 1.208820202e-03
2.282500000e+00, 1.211949517e-02, 1.834571723e-05, 7.934818182e-01, 1.201122065e-03
2.337500000e+00, 1.131589465e-02, 1.730997870e-05, 7.770018182e-01, 1.188583434e-03
2.392500000e+00, 1.061620335e-02, 1.638086489e-05, 7.636636364e-01, 1.178337532e-03
2.447500000e+00, 9.943260405e-03, 1.549695213e-05, 7.485181818e-01, 1.166594252e-03
2.502500000e+00, 9.259911640e-03, 1.462629464e-05, 7.287563636e-01, 1.151091469e-03
2.557500000e+00, 8.617263813e-03, 1.380620783e-05, 7.083163636e-01, 1.134833879e-03
2.612500000e+00, 7.993032427e-03, 1.301682876e-05, 6.855672727e-01, 1.116461352e-03
2.667500000e+00, 7.402746371e-03, 1.226868560e-05, 6.619527273e-01, 1.097064453e-03
2.722500000e+00, 6.915186883e-03, 1.161824179e-05, 6.441163636e-01, 1.082183284e-03
2.777500000e+00, 6.356738587e-03, 1.091866989e-05, 6.162636364e-01, 1.058526967e-03
2.832500000e+00, 5.895844321e-03, 1.031121840e-05, 5.944418182e-01, 1.039616903e-03
2.887500000e+00, 5.416772875e-03, 9.695171106e-06, 5.675545455e-01, 1.015833331e-03
2.942500000e+00, 5.027734003e-03, 9.165941394e-06, 5.470509091e-01, 9.973154047e-04
2.997500000e+00, 4.633838421e-03, 8.638113027e-06, 5.232163636e-01, 9.753473634e-04
3.052500000e+00, 4.269096402e-03, 8.141794882e-06, 4.998836364e-01, 9.533516344e-04
3.107500000e+00, 3.932228596e-03, 7.675670020e-06, 4.771800000e-01, 9.314504818e-04
3.162500000e+00, 3.608500360e-03, 7.225053919e-06, 4.535327273e-01, 9.080776171e-04
3.217500000e+00, 3.319052450e-03, 6.810781345e-06, 4.317890909e-01, 8.860423660e-04
3.272500000e+00, 2.995900720e-03, 6.361985359e-06, 4.031872727e-01, 8.561937681e-04
3.327500000e+00, 2.729417506e-03, 5.972081168e-06, 3.797745455e-01, 8.309627991e-04
3.382500000e+00, 2.505843117e-03, 5.629218062e-06, 3.602872727e-01, 8.093625693e-04
3.437500000e+00, 2.298616120e-03, 5.305173701e-06, 3.413272727e-01, 7.877785484e-04
3.492500000e+00, 2.090274406e-03, 4.979370847e-06, 3.204018182e-01, 7.632488194e-04
3.547500000e+00, 1.894452448e-03, 4.666903533e-06, 2.996036364e-01, 7.380608947e-04
3.602500000e+00, 1.720693812e-03, 4.379830610e-06, 2.806272727e-01, 7.143048404e-04
3.657500000e+00, 1.551281422e-03, 4.096100392e-06, 2.607818182e-01, 6.885846065e-04
3.712500000e+00, 1.421269298e-03, 3.862615480e-06, 2.461654545e-01, 6.690093824e-04
3.767500000e+00, 1.273648159e-03, 3.603141700e-06, 2.271818182e-01, 6.426957688e-04
3.822500000e+00, 1.172283493e-03, 3.407052358e-06, 2.152509091e-01, 6.255919511e-04
3.877500000e+00, 1.039972136e-03, 3.163509389e-06, 1.964909091e-01, 5.977091252e-04
3.932500000e+00, 9.508436347e-04, 2.982606803e-06, 1.847836364e-01, 5.796294057e-04
3.987500000e+00, 8.575128191e-04, 2.793379201e-06, 1.713400000e-01, 5.581462826e-04
4.042500000e+00, 7.683522256e-04, 2.608197786e-06, 1.577890909e-01, 5.356204404e-04
4.097500000e+00, 6.914881566e-04, 2.441090462e-06, 1.458945455e-01, 5.150367073e-04
4.152500000e+00, 6.267401721e-04, 2.293214472e-06, 1.358072727e-01, 4.969127831e-04
4.207500000e+00, 5.551646963e-04, 2.130087418e-06, 1.235054545e-01, 4.738727381e-04
4.262500000e+00, 5.011936674e-04, 1.997786647e-06, 1.144327273e-01, 4.561354011e-04
4.317500000e+00, 4.459174558e-04, 1.860397200e-06, 1.044563636e-01, 4.357988770e-04
4.372500000e+00, 4.002993786e-04, 1.740497885e-06, 9.617454545e-02, 4.181660076e-04
4.427500000e+00, 3.587374644e-04, 1.627199222e-06, 8.837090909e-02, 4.008420888e-04
4.482500000e+00, 3.202992662e-04, 1.518688389e-06, 8.087454545e-02, 3.834639854e-04
4.537500000e+00, 2.870724695e-04, 1.420333071e-06, 7.427454545e-02, 3.674841875e-04
4.592500000e+00, 2.555143083e-04, 1.323943877e-06, 6.772181818e-02, 3.508996702e-04
4.647500000e+00, 2.300966641e-04, 1.241500651e-06, 6.245454545e-02, 3.369773271e-04
4.702500000e+00, 2.016104159e-04, 1.148520963e-06, 5.602545455e-02, 3.191621262e-04
