# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 1.051785785e-01, 3.884859436e-03, 1.332727273e-03, 4.922540498e-05
8.250000000e-02, 1.040511527e-01, 1.460447968e-03, 9.229090909e-03, 1.295382773e-04
1.375000000e-01, 9.813243690e-02, 8.608770942e-04, 2.362545455e-02, 2.072567777e-04
1.925000000e-01, 1.069082214e-01, 6.438969253e-04, 5.012181818e-02, 3.018784168e-04
2.475000000e-01, 1.119438054e-01, 5.131528871e-04, 8.652545455e-02, 3.966346030e-04
3.025000000e-01, 1.035008427e-01, 4.039828307e-04, 1.193436364e-01, 4.658201689e-04
3.575000000e-01, 1.071196555e-01, 3.478919537e-04, 1.723800000e-01, 5.598376388e-04
4.125000000e-01, 1.056132954e-01, 2.994522674e-04, 2.261618182e-01, 6.412513593e-04
4.675000000e-01, 1.032477378e-01, 2.612895654e-04, 2.838927273e-01, 7.184487421e-04
5.225000000e-01, 1.026921148e-01, 2.331822908e-04, 3.526309091e-01, 8.007166212e-04
5.775000000e-01, 1.030617676e-01, 2.113715137e-04, 4.322545455e-01, 8.865197998e-04
6.325000000e-01, 1.027128541e-01, 1.926765256e-04, 5.166890909e-01, 9.692444020e-04
6.875000000e-01, 1.029117948e-01, 1.774425688e-04, 6.115781818e-01, 1.054495297e-03
7.425000000e-01, 1.009000940e-01, 1.626910955e-04, 6.993472727e-01, 1.127626044e-03
7.975000000e-01, 9.904555101e-02, 1.500771133e-04, 7.919145455e-01, 1.199935260e-03
8.525000000e-01, 9.802852958e-02, 1.396755123e-04, 8.955745455e-01, 1.276055389e-03
9.075000000e-01, 9.687298673e-02, 1.304373532e-04, 1.002856364e+00, 1.350324112e-03
9.625000000e-01, 9.644642079e-02, 1.227148054e-04, 1.123092727e+00, 1.428981027e-03
1.017500000e+00, 9.442307399e-02, 1.148591259e-04, 1.228747273e+00, 1.494685904e-03
1.072500000e+00, 9.246991786e-02, 1.078373172e-04, 1.336903636e+00, 1.559081103e-03
1.127500000e+00, 9.087879428e-02, 1.016916739e-04, 1.452083636e+00, 1.624854475e-03
1.182500000e+00, 9.015810694e-02, 9.657746967e-05, 1.584510909e+00, 1.697329940e-03
1.237500000e+00, 8.841578297e-02, 9.138978861e-05, 1.701772727e+00, 1.759014563e-03
1.292500000e+00, 8.598375050e-02, 8.628962849e-05, 1.805314545e+00, 1.811736759e-03
1.347500000e+00, 8.423039122e-02, 8.191986230e-05, 1.922190909e+00, 1.869463175e-03
1.402500000e+00, 8.250420208e-02, 7.789705890e-05, 2.039610909e+00, 1.925716353e-03
1.457500000e+00, 8.124119359e-02, 7.438194681e-05, 2.168976364e+00, 1.985848279e-03
1.512500000e+00, 7.924352979e-02, 7.079071834e-05, 2.278307273e+00, 2.035282992e-03
1.567500000e+00, 7.683939949e-02, 6.726294489e-05, 2.372758182e+00, 2.077042557e-03
1.622500000e+00, 7.447176409e-02, 6.397407954e-05, 2.463840000e+00, 2.116532327e-03
1.677500000e+00, 7.255820328e-02, 6.107662110e-05, 2.566021818e+00, 2.159975513e-03
1.732500000e+00, 7.032883355e-02, 5.822224547e-05, 2.652932727e+00, 2.196249997e-03
1.787500000e+00, 6.857408751e-02, 5.572249580e-05, 2.753570909e+00, 2.237519288e-03
1.842500000e+00, 6.591948529e-02, 5.300257958e-05, 2.812360000e+00, 2.261278802e-03
1.897500000e+00, 6.356374521e-02, 5.053839845e-05, 2.876161818e+00, 2.286784888e-03
1.952500000e+00, 6.187797835e-02, 4.845921566e-05, 2.964536364e+00, 2.321651592e-03
2.007500000e+00, 5.931325962e-02, 4.614455720e-05, 3.004000000e+00, 2.337053312e-03
2.062500000e+00, 5.710495646e-02, 4.407007613e-05, 3.052792727e+00, 2.355956755e-03
2.117500000e+00, 5.503609848e-02, 4.214071655e-05, 3.101192727e+00, 2.374559376e-03
2.172500000e+00, 5.271023390e-02, 4.019664555e-05, 3.126421818e+00, 2.384198672e-03
2.227500000e+00, 5.041385167e-02, 3.834068945e-05, 3.143527273e+00, 2.390712055e-03
2.282500000e+00, 4.833304605e-02, 3.663654521e-05, 3.164438182e+00, 2.398650447e-03
2.337500000e+00, 4.575471404e-02, 3.480727371e-05, 3.141730909e+00, 2.390028874e-03
2.392500000e+00, 4.391733618e-02, 3.331733142e-05, 3.159140000e+00, 2.396641590e-03
2.447500000e+00, 4.167626598e-02, 3.172680106e-05, 3.137345455e+00, 2.388360204e-03
2.502500000e+00, 3.945539823e-02, 3.019145978e-05, 3.105145455e+00, 2.376072181e-03
2.557500000e+00, 3.775035936e-02, 2.889683361e-05, 3.102980000e+00, 2.375243528e-03
2.612500000e+00, 3.569501967e-02, 2.750763271e-05, 3.061583636e+00, 2.359346457e-03
2.667500000e+00, 3.364454023e-02, 2.615525155e-05, 3.008490909e+00, 2.338799579e-03
2.722500000e+00, 3.173495412e-02, 2.488899653e-05, 2.955958182e+00, 2.318290194e-03
2.777500000e+00, 2.984650477e-02, 2.365915884e-05, 2.893514545e+00, 2.293672936e-03
2.832500000e+00, 2.812624108e-02, 2.252126753e-05, 2.835796364e+00, 2.270681261e-03
2.887500000e+00, 2.631249634e-02, 2.136811398e-05, 2.756950909e+00, 2.238892140e-03
2.942500000e+00, 2.456474121e-02, 2.026035386e-05, 2.672807273e+00, 2.204461292e-03
2.997500000e+00, 2.292658985e-02, 1.921401698e-05, 2.588689091e+00, 2.169494743e-03
3.052500000e+00, 2.144322826e-02, 1.824724319e-05, 2.510863636e+00, 2.136634412e-03
3.107500000e+00, 1.994764464e-02, 1.728791939e-05, 2.420667273e+00, 2.097906867e-03
3.162500000e+00, 1.861225436e-02, 1.640881450e-05, 2.339272727e+00, 2.062334391e-03
3.217500000e+00, 1.719470254e-02, 1.550198148e-05, 2.236929091e+00, 2.016716093e-03
3.272500000e+00, 1.584194656e-02, 1.462962617e-05, 2.132003636e+00, 1.968849981e-03
3.327500000e+00, 1.463087531e-02, 1.382693336e-05, 2.035758182e+00, 1.923896700e-03
3.382500000e+00, 1.365542740e-02, 1.314085982e-05, 1.963361818e+00, 1.889377877e-03
3.437500000e+00, 1.255197700e-02, 1.239716699e-05, 1.863874545e+00, 1.840886420e-03
3.492500000e+00, 1.155823141e-02, 1.170896515e-05, 1.771670909e+00, 1.794775706e-03
3.547500000e+00, 1.052979949e-02, 1.100264296e-05, 1.665265455e+00, 1.740044647e-03
3.602500000e+00, 9.705685239e-03, 1.040204234e-05, 1.582896364e+00, 1.696464968e-03
3.657500000e+00, 8.927336349e-03, 9.826214615e-06, 1.500750909e+00, 1.651858958e-03
3.712500000e+00, 8.163771857e-03, 9.257393385e-06, 1.413974545e+00, 1.603391035e-03
3.767500000e+00, 7.390635223e-03, 8.679555600e-06, 1.318274545e+00, 1.548180484e-03
3.822500000e+00, 6.770375831e-03, 8.187831029e-06, 1.243154545e+00, 1.503423091e-03
