# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 3.070697925e-02, 2.099085888e-03, 3.890909091e-04, 2.659770698e-05
8.250000000e-02, 2.837013303e-02, 7.625939004e-04, 2.516363636e-03, 6.764027359e-05
1.375000000e-01, 2.991400512e-02, 4.753047369e-04, 7.201818182e-03, 1.144299562e-04
1.925000000e-01, 2.682497796e-02, 3.225377010e-04, 1.257636364e-02, 1.512154612e-04
2.475000000e-01, 2.764427916e-02, 2.550054008e-04, 2.136727273e-02, 1.971029852e-04
3.025000000e-01, 2.795542956e-02, 2.099539501e-04, 3.223454545e-02, 2.420914382e-04
3.575000000e-01, 2.682030589e-02, 1.740771084e-04, 4.316000000e-02, 2.801298400e-04
4.125000000e-01, 2.657631913e-02, 1.502158376e-04, 5.691090909e-02, 3.216743387e-04
4.675000000e-01, 2.685455535e-02, 1.332572287e-04, 7.384000000e-02, 3.664076220e-04
5.225000000e-01, 2.668553725e-02, 1.188680097e-04, 9.163454545e-02, 4.081767564e-04
5.775000000e-01, 2.664936108e-02, 1.074833181e-04, 1.117709091e-01, 4.507991068e-04
6.325000000e-01, 2.627033797e-02, 9.744268398e-05, 1.321509091e-01, 4.901779066e-04
6.875000000e-01, 2.557038444e-02, 8.844919172e-05, 1.519581818e-01, 5.256306720e-04
7.425000000e-01, 2.528817772e-02, 8.144731378e-05, 1.752745455e-01, 5.645183715e-04
7.975000000e-01, 2.529140458e-02, 7.583740360e-05, 2.022163636e-01, 6.063547771e-04
8.525000000e-01, 2.467520143e-02, 7.007681939e-05, 2.254290909e-01, 6.402117418e-04
9.075000000e-01, 2.425903699e-02, 6.527357677e-05, 2.511363636e-01, 6.757303976e-04
9.625000000e-01, 2.380803445e-02, 6.096992722e-05, 2.772381818e-01, 7.099784655e-04
1.017500000e+00, 2.373699879e-02, 5.758897425e-05, 3.088945455e-01, 7.494174046e-04
1.072500000e+00, 2.305318538e-02, 5.384362740e-05, 3.332963636e-01, 7.784557717e-04
1.127500000e+00, 2.240535070e-02, 5.049286236e-05, 3.579981818e-01, 8.067873234e-04
1.182500000e+00, 2.200774783e-02, 4.771569250e-05, 3.867818182e-01, 8.385938644e-04
1.237500000e+00, 2.144225023e-02, 4.500574489e-05, 4.127072727e-01, 8.662429564e-04
1.292500000e+00, 2.080691017e-02, 4.244770388e-05, 4.368618182e-01, 8.912318525e-04
1.347500000e+00, 2.023981715e-02, 4.015670749e-05, 4.618854545e-01, 9.164015144e-04
1.402500000e+00, 1.969784828e-02, 3.806207147e-05, 4.869563636e-01, 9.409437850e-04
1.457500000e+00, 1.925497540e-02, 3.621186373e-05, 5.140690909e-01, 9.667838819e-04
1.512500000e+00, 1.866015964e-02, 3.435200502e-05, 5.364927273e-01, 9.876443299e-04
1.567500000e+00, 1.818385117e-02, 3.272101980e-05, 5.615072727e-01, 1.010407004e-03
1.622500000e+00, 1.752508264e-02, 3.103403621e-05, 5.798036364e-01, 1.026736787e-03
1.677500000e+00, 1.693867212e-02, 2.951015045e-05, 5.990363636e-01, 1.043626861e-03
1.732500000e+00, 1.630668723e-02, 2.803529397e-05, 6.151181818e-01, 1.057542762e-03
1.787500000e+00, 1.583340645e-02, 2.677550815e-05, 6.357854545e-01, 1.075162106e-03
