#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 1.410512177845e-01, 4.498835164996e-03, 5.495688342978e-02, 2.808165562871e-03, 8.609433435474e-02, 3.514786481895e-03, 1.787272727273e-03, 5.700514693306e-05, 6.963636363636e-04, 3.558251961960e-05, 1.090909090909e-03, 4.453617714151e-05
 8.250000000000e-02, 1.274606121471e-01, 1.616406696765e-03, 5.054967345686e-02, 1.017939151530e-03, 7.691093869024e-02, 1.255615583340e-03, 1.130545454545e-02, 1.433714472998e-04, 4.483636363636e-03, 9.028879285771e-05, 6.821818181818e-03, 1.113701296808e-04
 1.375000000000e-01, 1.330761636548e-01, 1.002501420935e-03, 5.789466378627e-02, 6.612324047585e-04, 7.518149986855e-02, 7.535123130214e-04, 3.203818181818e-02, 2.413529359039e-04, 1.393818181818e-02, 1.591921755625e-04, 1.810000000000e-02, 1.814086296434e-04
 1.925000000000e-01, 1.329847215927e-01, 7.181442264263e-04, 6.328709199708e-02, 4.954141073697e-04, 6.969762959565e-02, 5.198999828510e-04, 6.234727272727e-02, 3.366878044806e-04, 2.967090909091e-02, 2.322651662174e-04, 3.267636363636e-02, 2.437448876345e-04
 2.475000000000e-01, 1.239828983835e-01, 5.400421231217e-04, 5.965913956025e-02, 3.746150632190e-04, 6.432375882324e-02, 3.889846387137e-04, 9.583090909091e-02, 4.174182752695e-04, 4.611272727273e-02, 2.895536605088e-04, 4.971818181818e-02, 3.006604300783e-04
 3.025000000000e-01, 1.275142240037e-01, 4.484048291173e-04, 6.300969964864e-02, 3.152061407340e-04, 6.450452435502e-02, 3.189231562921e-04, 1.470327272727e-01, 5.170418081790e-04, 7.265454545455e-02, 3.634544999773e-04, 7.437818181818e-02, 3.677404762210e-04
 3.575000000000e-01, 1.303673854268e-01, 3.837905513022e-04, 6.505319539558e-02, 2.711091139070e-04, 6.531419003122e-02, 2.716524169328e-04, 2.097909090909e-01, 6.176066843299e-04, 1.046854545455e-01, 4.362765064528e-04, 1.051054545455e-01, 4.371508051534e-04
 4.125000000000e-01, 1.281998978161e-01, 3.299226624282e-04, 6.437122247638e-02, 2.337836781992e-04, 6.382867533977e-02, 2.327963809670e-04, 2.745290909091e-01, 7.065010981258e-04, 1.378454545455e-01, 5.006277051598e-04, 1.366836363636e-01, 4.985134927756e-04
 4.675000000000e-01, 1.252388228734e-01, 2.877738205912e-04, 6.267760115578e-02, 2.035813441227e-04, 6.256122171764e-02, 2.033922519243e-04, 3.443600000000e-01, 7.912705548099e-04, 1.723400000000e-01, 5.597726811353e-04, 1.720200000000e-01, 5.592527481950e-04
 5.225000000000e-01, 1.248415501834e-01, 2.571026731083e-04, 6.262965710219e-02, 1.821029715443e-04, 6.221189308125e-02, 1.814946067357e-04, 4.286890909091e-01, 8.828559966064e-04, 2.150618181818e-01, 6.253171096358e-04, 2.136272727273e-01, 6.232280667143e-04
 5.775000000000e-01, 1.224603037422e-01, 2.304068202059e-04, 6.147031431437e-02, 1.632414264534e-04, 6.098998942784e-02, 1.626023969284e-04, 5.136145454545e-01, 9.663563670299e-04, 2.578145454545e-01, 6.846559128557e-04, 2.558000000000e-01, 6.819757393712e-04
