#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 1.615703674724e-01, 4.814958158175e-03, 7.604999534669e-02, 3.303400704086e-03, 8.552037212571e-02, 3.503050935003e-03, 2.047272727273e-03, 6.101076994750e-05, 9.636363636364e-04, 4.185768884808e-05, 1.083636363636e-03, 4.438747496630e-05
 8.250000000000e-02, 1.848568350503e-01, 1.946616488544e-03, 9.150597822847e-02, 1.369579904748e-03, 9.335085682179e-02, 1.383317258614e-03, 1.639636363636e-02, 1.726602740874e-04, 8.116363636364e-03, 1.214784951890e-04, 8.280000000000e-03, 1.226969659549e-04
 1.375000000000e-01, 1.792046017459e-01, 1.163347442506e-03, 9.100322183988e-02, 8.290166341443e-04, 8.820137990606e-02, 8.161548212788e-04, 4.314363636364e-02, 2.800767309267e-04, 2.190909090909e-02, 1.995863490918e-04, 2.123454545455e-02, 1.964898584223e-04
 1.925000000000e-01, 1.793360497102e-01, 8.339588056024e-04, 8.902619547061e-02, 5.875836547372e-04, 9.030985423959e-02, 5.918046452399e-04, 8.407818181818e-02, 3.909851934378e-04, 4.173818181818e-02, 2.754770467857e-04, 4.234000000000e-02, 2.774559752138e-04
 2.475000000000e-01, 1.845735504138e-01, 6.589181595982e-04, 9.281016289526e-02, 4.672448368797e-04, 9.176338751854e-02, 4.646024143905e-04, 1.426636363636e-01, 5.093019043279e-04, 7.173636363636e-02, 3.611505947193e-04, 7.092727272727e-02, 3.591081698959e-04
 3.025000000000e-01, 1.858849212407e-01, 5.413935106261e-04, 9.277847141207e-02, 3.824851439254e-04, 9.310644982866e-02, 3.831606034346e-04, 2.143381818182e-01, 6.242641949719e-04, 1.069800000000e-01, 4.410318479533e-04, 1.073581818182e-01, 4.418106995251e-04
 3.575000000000e-01, 1.836837311468e-01, 4.555595412261e-04, 9.152550843930e-02, 3.215739614325e-04, 9.215822270753e-02, 3.226835647050e-04, 2.955890909091e-01, 7.330993866754e-04, 1.472854545455e-01, 5.174859761744e-04, 1.483036363636e-01, 5.192715813586e-04
 4.125000000000e-01, 1.802394229339e-01, 3.911949168108e-04, 9.023857938419e-02, 2.767989469872e-04, 9.000084354968e-02, 2.764340895862e-04, 3.859672727273e-01, 8.377103781654e-04, 1.932381818182e-01, 5.927412156754e-04, 1.927290909091e-01, 5.919599048294e-04
 4.675000000000e-01, 1.818799019223e-01, 3.467960560906e-04, 8.996990189432e-02, 2.439104557236e-04, 9.191000002794e-02, 2.465262544004e-04, 5.001018181818e-01, 9.535596641311e-04, 2.473836363636e-01, 6.706626795581e-04, 2.527181818182e-01, 6.778551492065e-04
 5.225000000000e-01, 1.788390059758e-01, 3.077217115509e-04, 8.980020302725e-02, 2.180548119442e-04, 8.903880294851e-02, 2.171284199450e-04, 6.141090909091e-01, 1.056674965858e-03, 3.083618181818e-01, 7.487708936916e-04, 3.057472727273e-01, 7.455897881754e-04
