# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 4.476905386e-02, 2.534548577e-03, 5.672727273e-04, 3.211549406e-05
8.250000000e-02, 4.425658759e-02, 9.524706531e-04, 3.925454545e-03, 8.448189204e-05
1.375000000e-01, 4.358336873e-02, 5.737137498e-04, 1.049272727e-02, 1.381219966e-04
1.925000000e-01, 4.336129515e-02, 4.100737048e-04, 2.032909091e-02, 1.922549960e-04
2.475000000e-01, 4.364935706e-02, 3.204318441e-04, 3.373818182e-02, 2.476734721e-04
3.025000000e-01, 4.318750410e-02, 2.609576411e-04, 4.979818182e-02, 3.009022246e-04
3.575000000e-01, 4.222689832e-02, 2.184260298e-04, 6.795272727e-02, 3.514973872e-04
4.125000000e-01, 4.203763894e-02, 1.889241455e-04, 9.002000000e-02, 4.045648616e-04
4.675000000e-01, 4.097878716e-02, 1.646119443e-04, 1.126763636e-01, 4.526213823e-04
5.225000000e-01, 4.111719271e-02, 1.475498402e-04, 1.411909091e-01, 5.066663042e-04
5.775000000e-01, 3.996103643e-02, 1.316182269e-04, 1.676018182e-01, 5.520240742e-04
6.325000000e-01, 3.965941656e-02, 1.197263019e-04, 1.995036364e-01, 6.022739280e-04
6.875000000e-01, 3.893060972e-02, 1.091367062e-04, 2.313545455e-01, 6.485712205e-04
7.425000000e-01, 3.832011079e-02, 1.002608486e-04, 2.656000000e-01, 6.949166072e-04
7.975000000e-01, 3.727639084e-02, 9.206910253e-05, 2.980418182e-01, 7.361346445e-04
8.525000000e-01, 3.638112527e-02, 8.509069925e-05, 3.323727273e-01, 7.773763886e-04
9.075000000e-01, 3.558056490e-02, 7.905094251e-05, 3.683400000e-01, 8.183575569e-04
9.625000000e-01, 3.487835436e-02, 7.379584301e-05, 4.061490909e-01, 8.593328183e-04
1.017500000e+00, 3.405616343e-02, 6.898017629e-05, 4.431800000e-01, 8.976535068e-04
1.072500000e+00, 3.278954159e-02, 6.421500363e-05, 4.740618182e-01, 9.284021642e-04
1.127500000e+00, 3.195310542e-02, 6.029907554e-05, 5.105545455e-01, 9.634733996e-04
1.182500000e+00, 3.093075004e-02, 5.656771761e-05, 5.436018182e-01, 9.941664560e-04
1.237500000e+00, 3.009277543e-02, 5.331677796e-05, 5.792072727e-01, 1.026208620e-03
1.292500000e+00, 2.908874869e-02, 5.018950665e-05, 6.107472727e-01, 1.053778718e-03
1.347500000e+00, 2.793102256e-02, 4.717351336e-05, 6.374036364e-01, 1.076529471e-03
1.402500000e+00, 2.690319241e-02, 4.448206447e-05, 6.650818182e-01, 1.099654341e-03
1.457500000e+00, 2.575522704e-02, 4.188052186e-05, 6.876127273e-01, 1.118125645e-03
1.512500000e+00, 2.479363790e-02, 3.959720575e-05, 7.128345455e-01, 1.138447544e-03
1.567500000e+00, 2.378999251e-02, 3.742665804e-05, 7.346218182e-01, 1.155714512e-03
1.622500000e+00, 2.285467696e-02, 3.544016774e-05, 7.561290909e-01, 1.172510198e-03
