# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 3.659009210e-02, 2.291360449e-03, 4.636363636e-04, 2.903403531e-05
8.250000000e-02, 3.816848823e-02, 8.845352005e-04, 3.385454545e-03, 7.845617822e-05
1.375000000e-01, 3.918047427e-02, 5.439634317e-04, 9.432727273e-03, 1.309595862e-04
1.925000000e-01, 3.753247603e-02, 3.815174503e-04, 1.759636364e-02, 1.788669573e-04
2.475000000e-01, 3.817319284e-02, 2.996580760e-04, 2.950545455e-02, 2.316166682e-04
3.025000000e-01, 3.871564453e-02, 2.470780766e-04, 4.464181818e-02, 2.848981259e-04
3.575000000e-01, 3.721263775e-02, 2.050477595e-04, 5.988363636e-02, 3.299686937e-04
4.125000000e-01, 3.711480905e-02, 1.775178070e-04, 7.947818182e-02, 3.801391655e-04
4.675000000e-01, 3.644131157e-02, 1.552311210e-04, 1.002000000e-01, 4.268276212e-04
5.225000000e-01, 3.629569819e-02, 1.386291605e-04, 1.246345455e-01, 4.760338900e-04
5.775000000e-01, 3.584922998e-02, 1.246630018e-04, 1.503563636e-01, 5.228529493e-04
6.325000000e-01, 3.542409578e-02, 1.131529275e-04, 1.781981818e-01, 5.692070750e-04
6.875000000e-01, 3.483822231e-02, 1.032412449e-04, 2.070345455e-01, 6.135360187e-04
7.425000000e-01, 3.376776138e-02, 9.411722918e-05, 2.340472727e-01, 6.523346502e-04
7.975000000e-01, 3.318656885e-02, 8.687166754e-05, 2.653418182e-01, 6.945787712e-04
8.525000000e-01, 3.270410511e-02, 8.067614980e-05, 2.987800000e-01, 7.370456998e-04
9.075000000e-01, 3.186825167e-02, 7.481346195e-05, 3.299090909e-01, 7.744899681e-04
9.625000000e-01, 3.100254794e-02, 6.957490136e-05, 3.610163636e-01, 8.101810837e-04
1.017500000e+00, 3.044682403e-02, 6.522249947e-05, 3.962109091e-01, 8.487540698e-04
1.072500000e+00, 2.938613673e-02, 6.079111182e-05, 4.248563636e-01, 8.789005152e-04
1.127500000e+00, 2.899658547e-02, 5.744173483e-05, 4.633145455e-01, 9.178181098e-04
1.182500000e+00, 2.794858796e-02, 5.377165036e-05, 4.911909091e-01, 9.450261267e-04
1.237500000e+00, 2.718886285e-02, 5.067903026e-05, 5.233145455e-01, 9.754388713e-04
1.292500000e+00, 2.637801549e-02, 4.779378949e-05, 5.538327273e-01, 1.003478248e-03
1.347500000e+00, 2.535520373e-02, 4.494572156e-05, 5.786218182e-01, 1.025689851e-03
1.402500000e+00, 2.458689738e-02, 4.252407649e-05, 6.078200000e-01, 1.051250338e-03
1.457500000e+00, 2.361676146e-02, 4.010417298e-05, 6.305200000e-01, 1.070700705e-03
1.512500000e+00, 2.280620831e-02, 3.797702640e-05, 6.556945455e-01, 1.091866247e-03
1.567500000e+00, 2.182157526e-02, 3.584486472e-05, 6.738381818e-01, 1.106869609e-03
1.622500000e+00, 2.102216350e-02, 3.398966858e-05, 6.955018182e-01, 1.124521570e-03
1.677500000e+00, 2.011268736e-02, 3.215635350e-05, 7.112854545e-01, 1.137209867e-03
1.732500000e+00, 1.919052449e-02, 3.041344847e-05, 7.239018182e-01, 1.147251116e-03
1.787500000e+00, 1.852259789e-02, 2.896019561e-05, 7.437690909e-01, 1.162887543e-03
1.842500000e+00, 1.764328697e-02, 2.742078300e-05, 7.527254545e-01, 1.169868256e-03
1.897500000e+00, 1.690046329e-02, 2.605949774e-05, 7.647200000e-01, 1.179152238e-03
1.952500000e+00, 1.606411134e-02, 2.469088605e-05, 7.696218182e-01, 1.182925356e-03
2.007500000e+00, 1.528786522e-02, 2.342707186e-05, 7.742745455e-01, 1.186495639e-03
2.062500000e+00, 1.452591064e-02, 2.222688398e-05, 7.765454545e-01, 1.188234331e-03
2.117500000e+00, 1.377515803e-02, 2.108270788e-05, 7.762072727e-01, 1.187975568e-03
2.172500000e+00, 1.302686427e-02, 1.998307345e-05, 7.726672727e-01, 1.185263509e-03
2.227500000e+00, 1.229023886e-02, 1.893063319e-05, 7.663509091e-01, 1.180408950e-03
2.282500000e+00, 1.165880911e-02, 1.799366067e-05, 7.633200000e-01, 1.178072385e-03
2.337500000e+00, 1.100682992e-02, 1.707195328e-05, 7.557800000e-01, 1.172239504e-03
2.392500000e+00, 1.038862030e-02, 1.620433267e-05, 7.472927273e-01, 1.165638902e-03
2.447500000e+00, 9.745957869e-03, 1.534242997e-05, 7.336654545e-01, 1.154961986e-03
2.502500000e+00, 9.170573694e-03, 1.455556772e-05, 7.217254545e-01, 1.145525250e-03
2.557500000e+00, 8.672253411e-03, 1.385018875e-05, 7.128363636e-01, 1.138448996e-03
2.612500000e+00, 8.060167099e-03, 1.307137959e-05, 6.913254545e-01, 1.121140211e-03
2.667500000e+00, 7.561120744e-03, 1.239922923e-05, 6.761145455e-01, 1.108737649e-03
2.722500000e+00, 7.059184957e-03, 1.173858449e-05, 6.575290909e-01, 1.093392628e-03
2.777500000e+00, 6.601653394e-03, 1.112702130e-05, 6.400072727e-01, 1.078725909e-03
2.832500000e+00, 6.157885453e-03, 1.053786875e-05, 6.208618182e-01, 1.062468668e-03
2.887500000e+00, 5.700439599e-03, 9.945791241e-06, 5.972763636e-01, 1.042092618e-03
2.942500000e+00, 5.304672283e-03, 9.414997501e-06, 5.771836364e-01, 1.024414366e-03
2.997500000e+00, 4.936793347e-03, 8.916017523e-06, 5.574236364e-01, 1.006726140e-03
3.052500000e+00, 4.593188482e-03, 8.445187759e-06, 5.378327273e-01, 9.888769822e-04
3.107500000e+00, 4.249355163e-03, 7.979183136e-06, 5.156636364e-01, 9.682821117e-04
3.162500000e+00, 3.958322788e-03, 7.567167012e-06, 4.975000000e-01, 9.510759457e-04
3.217500000e+00, 3.633468254e-03, 7.126077892e-06, 4.726927273e-01, 9.270605818e-04
3.272500000e+00, 3.378708830e-03, 6.756228668e-06, 4.547054545e-01, 9.092508950e-04
3.327500000e+00, 3.115277871e-03, 6.380270776e-06, 4.334636364e-01, 8.877588087e-04
3.382500000e+00, 2.872896692e-03, 6.027415607e-06, 4.130618182e-01, 8.666149593e-04
3.437500000e+00, 2.643108554e-03, 5.688842158e-06, 3.924818182e-01, 8.447504399e-04
3.492500000e+00, 2.444902594e-03, 5.385221878e-06, 3.747600000e-01, 8.254585503e-04
3.547500000e+00, 2.238503279e-03, 5.073011385e-06, 3.540145455e-01, 8.022859901e-04
3.602500000e+00, 2.063728887e-03, 4.796581605e-06, 3.365727273e-01, 7.822725952e-04
3.657500000e+00, 1.898678475e-03, 4.531594176e-06, 3.191818182e-01, 7.617943151e-04
3.712500000e+00, 1.737947888e-03, 4.271315625e-06, 3.010145455e-01, 7.397967110e-04
3.767500000e+00, 1.601402323e-03, 4.040236920e-06, 2.856436364e-01, 7.206608537e-04
3.822500000e+00, 1.451273656e-03, 3.790854701e-06, 2.664781818e-01, 6.960644978e-04
3.877500000e+00, 1.319668538e-03, 3.563614418e-06, 2.493363636e-01, 6.733044207e-04
3.932500000e+00, 1.197501068e-03, 3.347182614e-06, 2.327181818e-01, 6.504797975e-04
3.987500000e+00, 1.105711718e-03, 3.171980732e-06, 2.209327273e-01, 6.337948152e-04
4.042500000e+00, 1.000768504e-03, 2.976645798e-06, 2.055181818e-01, 6.112850575e-04
4.097500000e+00, 9.058062251e-04, 2.793889022e-06, 1.911127273e-01, 5.894723793e-04
4.152500000e+00, 8.337824212e-04, 2.645009736e-06, 1.806709091e-01, 5.731427065e-04
4.207500000e+00, 7.584804446e-04, 2.489766967e-06, 1.687363636e-01, 5.538893287e-04
4.262500000e+00, 6.864198376e-04, 2.337982368e-06, 1.567236364e-01, 5.338090165e-04
4.317500000e+00, 6.238777250e-04, 2.200534493e-06, 1.461436364e-01, 5.154761900e-04
4.372500000e+00, 5.642529107e-04, 2.066416905e-06, 1.355654545e-01, 4.964701850e-04
4.427500000e+00, 5.110997695e-04, 1.942250328e-06, 1.259036364e-01, 4.784513585e-04
4.482500000e+00, 4.677862735e-04, 1.835331158e-06, 1.181145455e-01, 4.634152771e-04
4.537500000e+00, 4.200782865e-04, 1.718143935e-06, 1.086872727e-01, 4.445370886e-04
4.592500000e+00, 3.771146151e-04, 1.608416963e-06, 9.995090909e-02, 4.262967577e-04
4.647500000e+00, 3.443679594e-04, 1.518808990e-06, 9.347090909e-02, 4.122464159e-04
4.702500000e+00, 3.088733859e-04, 1.421584528e-06, 8.583272727e-02, 3.950436737e-04
4.757500000e+00, 2.760117290e-04, 1.328300318e-06, 7.850545455e-02, 3.778057571e-04
4.812500000e+00, 2.535401744e-04, 1.258531267e-06, 7.379090909e-02, 3.662858027e-04
4.867500000e+00, 2.279714854e-04, 1.179901402e-06, 6.787454545e-02, 3.512951245e-04
4.922500000e+00, 2.019532116e-04, 1.098123338e-06, 6.149454545e-02, 3.343774282e-04
4.977500000e+00, 1.830787909e-04, 1.033996962e-06, 5.700000000e-02, 3.219260220e-04
5.032500000e+00, 1.643711555e-04, 9.690374970e-07, 5.231272727e-02, 3.084056575e-04
5.087500000e+00, 1.472470594e-04, 9.072573629e-07, 4.789272727e-02, 2.950892847e-04
5.142500000e+00, 1.322146188e-04, 8.505054317e-07, 4.393818182e-02, 2.826439515e-04
5.197500000e+00, 1.166038193e-04, 7.902665264e-07, 3.958363636e-02, 2.682727119e-04
5.252500000e+00, 1.046719064e-04, 7.409019626e-07, 3.628909091e-02, 2.568660454e-04
5.307500000e+00, 9.517414275e-05, 6.991675510e-07, 3.369090909e-02, 2.474998957e-04
5.362500000e+00, 8.486969108e-05, 6.534627336e-07, 3.066909091e-02, 2.361397541e-04
5.417500000e+00, 7.395627650e-05, 6.038102163e-07, 2.727636364e-02, 2.226957306e-04
5.472500000e+00, 6.760255102e-05, 5.714887263e-07, 2.544181818e-02, 2.150763847e-04
