# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 1.093398046e-01, 3.960963203e-03, 1.385454545e-03, 5.018972270e-05
8.250000000e-02, 9.943895618e-02, 1.427713018e-03, 8.820000000e-03, 1.266347647e-04
1.375000000e-01, 9.971838516e-02, 8.678056615e-04, 2.400727273e-02, 2.089248352e-04
1.925000000e-01, 1.017541957e-01, 6.281841322e-04, 4.770545455e-02, 2.945117826e-04
2.475000000e-01, 1.028215696e-01, 4.918003781e-04, 7.947454545e-02, 3.801304691e-04
3.025000000e-01, 9.831153037e-02, 3.937251828e-04, 1.133600000e-01, 4.539923908e-04
3.575000000e-01, 9.831814805e-02, 3.332933476e-04, 1.582163636e-01, 5.363451461e-04
4.125000000e-01, 9.729763556e-02, 2.874216327e-04, 2.083545455e-01, 6.154887865e-04
4.675000000e-01, 9.747968189e-02, 2.538860541e-04, 2.680327273e-01, 6.980918503e-04
5.225000000e-01, 9.615032204e-02, 2.256328802e-04, 3.301672727e-01, 7.747929609e-04
5.775000000e-01, 9.406738067e-02, 2.019375997e-04, 3.945309091e-01, 8.469527293e-04
6.325000000e-01, 9.400836267e-02, 1.843315403e-04, 4.729018182e-01, 9.272655971e-04
6.875000000e-01, 9.289560320e-02, 1.685865097e-04, 5.520545455e-01, 1.001866028e-03
7.425000000e-01, 9.076525366e-02, 1.543042226e-04, 6.291018182e-01, 1.069495904e-03
7.975000000e-01, 9.007886929e-02, 1.431226749e-04, 7.202218182e-01, 1.144331340e-03
8.525000000e-01, 8.742654766e-02, 1.319063470e-04, 7.987163636e-01, 1.205077413e-03
9.075000000e-01, 8.497152513e-02, 1.221623390e-04, 8.796490909e-01, 1.264658841e-03
9.625000000e-01, 8.321562336e-02, 1.139872670e-04, 9.690236364e-01, 1.327351181e-03
1.017500000e+00, 8.109144596e-02, 1.064422293e-04, 1.055260000e+00, 1.385155062e-03
1.072500000e+00, 7.943139246e-02, 9.994588706e-05, 1.148396364e+00, 1.444989062e-03
1.127500000e+00, 7.710244909e-02, 9.366734373e-05, 1.231961818e+00, 1.496639762e-03
1.182500000e+00, 7.497604043e-02, 8.807135561e-05, 1.317689091e+00, 1.547836667e-03
1.237500000e+00, 7.283558015e-02, 8.294774160e-05, 1.401894545e+00, 1.596527223e-03
1.292500000e+00, 6.998961927e-02, 7.785154261e-05, 1.469501818e+00, 1.634570735e-03
1.347500000e+00, 6.781518301e-02, 7.350523557e-05, 1.547585455e+00, 1.677436060e-03
1.402500000e+00, 6.536417779e-02, 6.933506511e-05, 1.615887273e+00, 1.714052759e-03
