# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 1.305764071e-02, 1.368812676e-03, 1.654545455e-04, 1.734434912e-05
8.250000000e-02, 1.842828728e-02, 6.146177920e-04, 1.634545455e-03, 5.451514309e-05
1.375000000e-01, 1.707537631e-02, 3.591038013e-04, 4.110909091e-03, 8.645449766e-05
1.925000000e-01, 1.771526664e-02, 2.621106369e-04, 8.305454545e-03, 1.228854200e-04
2.475000000e-01, 1.721180996e-02, 2.012148433e-04, 1.330363636e-02, 1.555262992e-04
3.025000000e-01, 1.681993159e-02, 1.628557427e-04, 1.939454545e-02, 1.877839448e-04
3.575000000e-01, 1.690476943e-02, 1.382020313e-04, 2.720363636e-02, 2.223986444e-04
4.125000000e-01, 1.672981030e-02, 1.191828639e-04, 3.582545455e-02, 2.552198858e-04
4.675000000e-01, 1.684129494e-02, 1.055284441e-04, 4.630727273e-02, 2.901638181e-04
5.225000000e-01, 1.654959726e-02, 9.360967349e-05, 5.682909091e-02, 3.214430274e-04
5.775000000e-01, 1.658508078e-02, 8.479230862e-05, 6.956000000e-02, 3.556300427e-04
6.325000000e-01, 1.671574633e-02, 7.772832225e-05, 8.408727273e-02, 3.910063304e-04
6.875000000e-01, 1.660757874e-02, 7.128175764e-05, 9.869454545e-02, 4.236090510e-04
7.425000000e-01, 1.632592015e-02, 6.544204045e-05, 1.131563636e-01, 4.535844386e-04
7.975000000e-01, 1.641363698e-02, 6.109411716e-05, 1.312345455e-01, 4.884754492e-04
8.525000000e-01, 1.635195305e-02, 5.704647903e-05, 1.493890909e-01, 5.211684266e-04
9.075000000e-01, 1.602387329e-02, 5.304987732e-05, 1.658836364e-01, 5.491872282e-04
9.625000000e-01, 1.600536457e-02, 4.999040911e-05, 1.863781818e-01, 5.821249191e-04
1.017500000e+00, 1.574456078e-02, 4.690203799e-05, 2.048872727e-01, 6.103460609e-04
1.072500000e+00, 1.559431734e-02, 4.428452826e-05, 2.254581818e-01, 6.402530491e-04
1.127500000e+00, 1.550210078e-02, 4.200001020e-05, 2.476963636e-01, 6.710864511e-04
1.182500000e+00, 1.539538846e-02, 3.990880799e-05, 2.705709091e-01, 7.013894121e-04
1.237500000e+00, 1.510967848e-02, 3.777986361e-05, 2.908218182e-01, 7.271636282e-04
1.292500000e+00, 1.498398196e-02, 3.602168529e-05, 3.146036364e-01, 7.563111870e-04
1.347500000e+00, 1.468766476e-02, 3.420827544e-05, 3.351818182e-01, 7.806545251e-04
1.402500000e+00, 1.450637315e-02, 3.266347968e-05, 3.586163636e-01, 8.074835924e-04
1.457500000e+00, 1.426426895e-02, 3.116765677e-05, 3.808272727e-01, 8.321137081e-04
1.512500000e+00, 1.395886765e-02, 2.971115315e-05, 4.013272727e-01, 8.542165711e-04
1.567500000e+00, 1.380052966e-02, 2.850570418e-05, 4.261527273e-01, 8.802403879e-04
1.622500000e+00, 1.348008878e-02, 2.721789921e-05, 4.459781818e-01, 9.004828824e-04
1.677500000e+00, 1.324375172e-02, 2.609379572e-05, 4.683654545e-01, 9.228074305e-04
1.732500000e+00, 1.303440845e-02, 2.506501142e-05, 4.916818182e-01, 9.454982507e-04
1.787500000e+00, 1.273384741e-02, 2.401211210e-05, 5.113236364e-01, 9.641988067e-04
1.842500000e+00, 1.240752237e-02, 2.299495883e-05, 5.293490909e-01, 9.810468351e-04
1.897500000e+00, 1.214775547e-02, 2.209351198e-05, 5.496672727e-01, 9.996974749e-04
1.952500000e+00, 1.171131143e-02, 2.108196497e-05, 5.610818182e-01, 1.010024138e-03
2.007500000e+00, 1.144295012e-02, 2.026812572e-05, 5.795436364e-01, 1.026506553e-03
2.062500000e+00, 1.110638680e-02, 1.943539160e-05, 5.937400000e-01, 1.039003019e-03
2.117500000e+00, 1.088569639e-02, 1.874158017e-05, 6.133909091e-01, 1.056056911e-03
2.172500000e+00, 1.053210268e-02, 1.796800595e-05, 6.246945455e-01, 1.065743057e-03
2.227500000e+00, 1.013490631e-02, 1.719075091e-05, 6.319563636e-01, 1.071919573e-03
2.282500000e+00, 9.878965238e-03, 1.656334923e-05, 6.467909091e-01, 1.084427716e-03
2.337500000e+00, 9.530934613e-03, 1.588619286e-05, 6.544381818e-01, 1.090819693e-03
2.392500000e+00, 9.200153501e-03, 1.524929446e-05, 6.618018182e-01, 1.096939394e-03
2.447500000e+00, 8.885739104e-03, 1.464969773e-05, 6.689090909e-01, 1.102813832e-03
2.502500000e+00, 8.555257722e-03, 1.405877385e-05, 6.733000000e-01, 1.106427502e-03
2.557500000e+00, 8.255584438e-03, 1.351336863e-05, 6.785872727e-01, 1.110763270e-03
2.612500000e+00, 7.904127213e-03, 1.294423428e-05, 6.779418182e-01, 1.110234879e-03
2.667500000e+00, 7.584442789e-03, 1.241833703e-05, 6.782000000e-01, 1.110446266e-03
2.722500000e+00, 7.259263614e-03, 1.190377566e-05, 6.761654545e-01, 1.108779390e-03
2.777500000e+00, 6.964008780e-03, 1.142831533e-05, 6.751363636e-01, 1.107935315e-03
2.832500000e+00, 6.648155376e-03, 1.094933044e-05, 6.702927273e-01, 1.103953826e-03
2.887500000e+00, 6.315597448e-03, 1.046869110e-05, 6.617309091e-01, 1.096880626e-03
2.942500000e+00, 6.100863570e-03, 1.009686585e-05, 6.638145455e-01, 1.098606179e-03
2.997500000e+00, 5.769170621e-03, 9.638404107e-06, 6.514090909e-01, 1.088292316e-03
3.052500000e+00, 5.464644011e-03, 9.211558483e-06, 6.398745455e-01, 1.078614048e-03
3.107500000e+00, 5.206922773e-03, 8.832578087e-06, 6.318654545e-01, 1.071842470e-03
3.162500000e+00, 4.974590066e-03, 8.483134741e-06, 6.252290909e-01, 1.066198933e-03
3.217500000e+00, 4.717229359e-03, 8.119576473e-06, 6.136836364e-01, 1.056308870e-03
3.272500000e+00, 4.433021945e-03, 7.738893985e-06, 5.965945455e-01, 1.041497650e-03
3.327500000e+00, 4.189281367e-03, 7.398786243e-06, 5.829018182e-01, 1.029476317e-03
3.382500000e+00, 3.947969374e-03, 7.065745998e-06, 5.676345455e-01, 1.015904922e-03
3.437500000e+00, 3.752255420e-03, 6.778171933e-06, 5.571818182e-01, 1.006507750e-03
3.492500000e+00, 3.530802408e-03, 6.471568133e-06, 5.412090909e-01, 9.919760728e-04
3.547500000e+00, 3.321574742e-03, 6.179580359e-06, 5.253000000e-01, 9.772875263e-04
3.602500000e+00, 3.106446260e-03, 5.884877656e-06, 5.066290909e-01, 9.597623673e-04
3.657500000e+00, 2.909601735e-03, 5.609731436e-06, 4.891254545e-01, 9.430371192e-04
3.712500000e+00, 2.726698499e-03, 5.350099375e-06, 4.722672727e-01, 9.266432801e-04
3.767500000e+00, 2.565725736e-03, 5.114011744e-06, 4.576509091e-01, 9.121910776e-04
3.822500000e+00, 2.392086907e-03, 4.866883605e-06, 4.392272727e-01, 8.936414501e-04
3.877500000e+00, 2.256788614e-03, 4.660191002e-06, 4.263945455e-01, 8.804900964e-04
3.932500000e+00, 2.084612703e-03, 4.416255001e-06, 4.051163636e-01, 8.582395974e-04
3.987500000e+00, 1.948019215e-03, 4.210233696e-06, 3.892345455e-01, 8.412485801e-04
4.042500000e+00, 1.817001086e-03, 4.010864021e-06, 3.731400000e-01, 8.236724857e-04
4.097500000e+00, 1.687442404e-03, 3.813343959e-06, 3.560272727e-01, 8.045634307e-04
4.152500000e+00, 1.573328105e-03, 3.633377797e-06, 3.409218182e-01, 7.873105177e-04
4.207500000e+00, 1.457748661e-03, 3.451658589e-06, 3.243000000e-01, 7.678778312e-04
4.262500000e+00, 1.346059125e-03, 3.273997826e-06, 3.073327273e-01, 7.475204190e-04
4.317500000e+00, 1.260430307e-03, 3.127791961e-06, 2.952563636e-01, 7.326866670e-04
4.372500000e+00, 1.159934348e-03, 2.962768690e-06, 2.786818182e-01, 7.118245675e-04
4.427500000e+00, 1.068993949e-03, 2.808923972e-06, 2.633345455e-01, 6.919465894e-04
4.482500000e+00, 9.990692967e-04, 2.682183626e-06, 2.522618182e-01, 6.772428303e-04
4.537500000e+00, 9.188061796e-04, 2.541010035e-06, 2.377236364e-01, 6.574380529e-04
4.592500000e+00, 8.508317080e-04, 2.415926937e-06, 2.255054545e-01, 6.403201678e-04
4.647500000e+00, 7.654616012e-04, 2.264401820e-06, 2.077672727e-01, 6.146207592e-04
4.702500000e+00, 7.156600540e-04, 2.163893250e-06, 1.988745455e-01, 6.013236089e-04
4.757500000e+00, 6.523843860e-04, 2.042134239e-06, 1.855563636e-01, 5.808400870e-04
4.812500000e+00, 6.054540615e-04, 1.944828077e-06, 1.762127273e-01, 5.660271874e-04
4.867500000e+00, 5.520511715e-04, 1.836094884e-06, 1.643636364e-01, 5.466653228e-04
4.922500000e+00, 5.092956427e-04, 1.743856401e-06, 1.550800000e-01, 5.310024824e-04
4.977500000e+00, 4.646930981e-04, 1.647340426e-06, 1.446781818e-01, 5.128852110e-04
5.032500000e+00, 4.271981881e-04, 1.562221028e-06, 1.359600000e-01, 4.971921158e-04
5.087500000e+00, 3.884346236e-04, 1.473554331e-06, 1.263400000e-01, 4.792797627e-04
5.142500000e+00, 3.591230479e-04, 1.401712648e-06, 1.193454545e-01, 4.658237172e-04
5.197500000e+00, 3.230586179e-04, 1.315400081e-06, 1.096690909e-01, 4.465404205e-04
5.252500000e+00, 2.931537100e-04, 1.239919173e-06, 1.016345455e-01, 4.298721701e-04
5.307500000e+00, 2.697747800e-04, 1.177124640e-06, 9.549818182e-02, 4.166930019e-04
5.362500000e+00, 2.441487882e-04, 1.108336922e-06, 8.822727273e-02, 4.005161959e-04
5.417500000e+00, 2.231801460e-04, 1.048916016e-06, 8.231272727e-02, 3.868585066e-04
5.472500000e+00, 2.025419387e-04, 9.891988586e-07, 7.622545455e-02, 3.722791097e-04
