#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 5.811367568945e-02, 2.887691761422e-03, 2.568480974917e-02, 1.919772815718e-03, 3.242886594029e-02, 2.157136074756e-03, 7.363636363636e-04, 3.659020326818e-05, 3.254545454545e-04, 2.432561483684e-05, 4.109090909091e-04, 2.733326614250e-05
 8.250000000000e-02, 6.485773188057e-02, 1.153037732627e-03, 2.957955344617e-02, 7.786789735948e-04, 3.527817843441e-02, 8.503852473688e-04, 5.752727272727e-03, 1.022717171667e-04, 2.623636363636e-03, 6.906698150263e-05, 3.129090909091e-03, 7.542715822797e-05
 1.375000000000e-01, 6.466137638117e-02, 6.988071388933e-04, 3.330491355302e-02, 5.015208766788e-04, 3.135646282815e-02, 4.866294561816e-04, 1.556727272727e-02, 1.682383197473e-04, 8.018181818182e-03, 1.207415106610e-04, 7.549090909091e-03, 1.171563904988e-04
 1.925000000000e-01, 6.393086044315e-02, 4.979274556672e-04, 3.135074769927e-02, 3.486861927610e-04, 3.258011274388e-02, 3.554570158050e-04, 2.997272727273e-02, 2.334435001635e-04, 1.469818181818e-02, 1.634746675854e-04, 1.527454545455e-02, 1.666490348800e-04
 2.475000000000e-01, 6.329815418448e-02, 3.858711119508e-04, 3.132328295814e-02, 2.714440837510e-04, 3.197487122634e-02, 2.742528476328e-04, 4.892545454545e-02, 2.982538715605e-04, 2.421090909091e-02, 2.098090434437e-04, 2.471454545455e-02, 2.119800396030e-04
 3.025000000000e-01, 6.335186943902e-02, 3.160608344756e-04, 3.185175007263e-02, 2.241081314647e-04, 3.150011936639e-02, 2.228676658935e-04, 7.304909090909e-02, 3.644400210263e-04, 3.672727272727e-02, 2.584121891555e-04, 3.632181818182e-02, 2.569818464824e-04
 3.575000000000e-01, 6.394820512000e-02, 2.687967295146e-04, 3.199726442161e-02, 1.901368198340e-04, 3.195094069840e-02, 1.899991356327e-04, 1.029072727273e-01, 4.325553516388e-04, 5.149090909091e-02, 3.059735849885e-04, 5.141636363636e-02, 3.057520196510e-04
 4.125000000000e-01, 6.127556228844e-02, 2.280930021451e-04, 3.099820565047e-02, 1.622320239726e-04, 3.027735663797e-02, 1.603346126865e-04, 1.312163636364e-01, 4.884416102377e-04, 6.638000000000e-02, 3.474059715821e-04, 6.483636363636e-02, 3.433428279732e-04
 4.675000000000e-01, 6.204214297364e-02, 2.025467081452e-04, 3.072747790423e-02, 1.425427889127e-04, 3.131466506941e-02, 1.438983054434e-04, 1.705927272727e-01, 5.569278185199e-04, 8.448909090909e-02, 3.919394454831e-04, 8.610363636364e-02, 3.956666098064e-04
 5.225000000000e-01, 6.191485174316e-02, 1.810607997532e-04, 3.071598050586e-02, 1.275290743134e-04, 3.119887123730e-02, 1.285276173125e-04, 2.126072727273e-01, 6.217384318875e-04, 1.054745454545e-01, 4.379176872729e-04, 1.071327272727e-01, 4.413465496178e-04
 5.775000000000e-01, 6.200222644052e-02, 1.639461817890e-04, 3.119163920188e-02, 1.162831434852e-04, 3.081058723864e-02, 1.155706756249e-04, 2.600454545455e-01, 6.876117489946e-04, 1.308218181818e-01, 4.877067266705e-04, 1.292236363636e-01, 4.847185431936e-04
 6.325000000000e-01, 6.061373660772e-02, 1.480137072702e-04, 3.042505825908e-02, 1.048653756637e-04, 3.018867834864e-02, 1.044572186436e-04, 3.049127272727e-01, 7.445715391146e-04, 1.530509090909e-01, 5.275171847109e-04, 1.518618181818e-01, 5.254639822997e-04
 6.875000000000e-01, 5.963608296646e-02, 1.350764987201e-04, 2.969153115183e-02, 9.531067314518e-05, 2.994455181463e-02, 9.571591346838e-05, 3.544018181818e-01, 8.027246988531e-04, 1.764490909091e-01, 5.664066815687e-04, 1.779527272727e-01, 5.688149200075e-04
 7.425000000000e-01, 5.958792967810e-02, 1.250250814717e-04, 2.954829956140e-02, 8.804085359334e-05, 3.003963011669e-02, 8.876980959510e-05, 4.130090909091e-01, 8.665596458610e-04, 2.048018181818e-01, 6.102187658117e-04, 2.082072727273e-01, 6.152712228651e-04
