#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 2.750000000000e-02, 2.769367755078e-02, 1.993434529720e-03, 1.219669736692e-02, 1.322917571841e-03, 1.549698018385e-02, 1.491197613462e-03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.509090909091e-04, 2.525898907173e-05, 1.545454545455e-04, 1.676280810417e-05, 1.963636363636e-04, 1.889509971893e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 8.250000000000e-02, 3.644660154351e-02, 8.643530334992e-04, 1.756734393858e-02, 6.000890375945e-04, 1.887925760493e-02, 6.220926888159e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.232727272727e-03, 7.666606779021e-05, 1.558181818182e-03, 5.322647697565e-05, 1.674545454545e-03, 5.517814874725e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.375000000000e-01, 3.117521159793e-02, 4.852209743384e-04, 1.537614603037e-02, 3.407678452197e-04, 1.579906556755e-02, 3.454224509239e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.505454545455e-03, 1.168172974852e-04, 3.701818181818e-03, 8.204010307403e-05, 3.803636363636e-03, 8.316070273476e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.925000000000e-01, 3.137789456145e-02, 3.488371251707e-04, 1.612135801408e-02, 2.500412206663e-04, 1.525653654737e-02, 2.432421177861e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.471090909091e-02, 1.635454292789e-04, 7.558181818182e-03, 1.172269114168e-04, 7.152727272727e-03, 1.140392856768e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.475000000000e-01, 3.017535850007e-02, 2.664237659436e-04, 1.518647602716e-02, 1.890058507170e-04, 1.498888247291e-02, 1.877722329160e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.332363636364e-02, 2.059286565057e-04, 1.173818181818e-02, 1.460895231026e-04, 1.158545454545e-02, 1.451360148616e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.025000000000e-01, 3.017086068761e-02, 2.181146390031e-04, 1.465968912996e-02, 1.520384191790e-04, 1.551117155765e-02, 1.563915433807e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.478909090909e-02, 2.515012774560e-04, 1.690363636364e-02, 1.753108219635e-04, 1.788545454545e-02, 1.803302755071e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.575000000000e-01, 3.058721548099e-02, 1.859001635866e-04, 1.545404600137e-02, 1.321389650469e-04, 1.513316947963e-02, 1.307599508178e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.922181818182e-02, 2.991558371084e-04, 2.486909090909e-02, 2.126417854647e-04, 2.435272727273e-02, 2.104226364972e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.125000000000e-01, 2.981462081723e-02, 1.591046798336e-04, 1.473792362653e-02, 1.118629993132e-04, 1.507669719070e-02, 1.131413652454e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.384545454545e-02, 3.407090322080e-04, 3.156000000000e-02, 2.395450232875e-04, 3.228545454545e-02, 2.422825343401e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.675000000000e-01, 2.985926084580e-02, 1.405145576543e-04, 1.479804230818e-02, 9.891995873233e-05, 1.506121853762e-02, 9.979570470301e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 8.210181818182e-02, 3.863625668434e-04, 4.068909090909e-02, 2.719929508080e-04, 4.141272727273e-02, 2.744009252328e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.225000000000e-01, 2.947380763750e-02, 1.249237861003e-04, 1.451955004106e-02, 8.768061646558e-05, 1.495425759644e-02, 8.898349189517e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.012090909091e-01, 4.289714779861e-04, 4.985818181818e-02, 3.010834430344e-04, 5.135090909091e-02, 3.055573420100e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.775000000000e-01, 2.937958322200e-02, 1.128549153962e-04, 1.455367065940e-02, 7.942988534550e-05, 1.482591256260e-02, 8.016935351551e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.232218181818e-01, 4.733282892681e-04, 6.104000000000e-02, 3.331393374878e-04, 6.218181818182e-02, 3.362407637983e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.325000000000e-01, 2.914665498195e-02, 1.026386113898e-04, 1.454676185884e-02, 7.251027835459e-05, 1.459989312311e-02, 7.264257760405e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.466200000000e-01, 5.163156187661e-04, 7.317636363636e-02, 3.647573630296e-04, 7.344363636364e-02, 3.654228842006e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.875000000000e-01, 2.970193345236e-02, 9.532736752577e-05, 1.476331204674e-02, 6.720740695167e-05, 1.493862140561e-02, 6.760526200102e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.765109090909e-01, 5.665058919551e-04, 8.773454545455e-02, 3.993962385550e-04, 8.877636363636e-02, 4.017605882213e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 7.425000000000e-01, 2.827629643134e-02, 8.612500515012e-05, 1.399623159506e-02, 6.059315385824e-05, 1.428006483629e-02, 6.120446239956e-05, 4.984132701829e-06, 1.143438461498e-06, 7.345037665853e-06, 1.388081645303e-06, 1.959854545455e-01, 5.969398546610e-04, 9.700909090909e-02, 4.199763865853e-04, 9.897636363636e-02, 4.242134189219e-04, 3.454545454545e-05, 7.925270806438e-06, 5.090909090909e-05, 9.620913858417e-06
 7.975000000000e-01, 2.810277345015e-02, 7.994136740903e-05, 1.403501379303e-02, 5.649414019911e-05, 1.406775965713e-02, 5.656000659820e-05, 2.797042558276e-05, 2.522008341670e-06, 5.935187867562e-05, 3.673789060704e-06, 2.246945454545e-01, 6.391678474314e-04, 1.122163636364e-01, 4.516965265154e-04, 1.124781818182e-01, 4.522231585445e-04, 2.236363636364e-04, 2.016461182984e-05, 4.745454545455e-04, 2.937362622073e-05
 8.525000000000e-01, 2.806922079841e-02, 7.474105213340e-05, 1.404615332892e-02, 5.287163384125e-05, 1.402306746950e-02, 5.282816681434e-05, 1.371220443144e-04, 5.223933844736e-06, 2.891702908401e-04, 7.586140199582e-06, 2.564363636364e-01, 6.828235012683e-04, 1.283236363636e-01, 4.830276415272e-04, 1.281127272727e-01, 4.826305330219e-04, 1.252727272727e-03, 4.772510817602e-05, 2.641818181818e-03, 6.930588564562e-05
 9.075000000000e-01, 2.756950640759e-02, 6.958491934981e-05, 1.377474223468e-02, 4.918609827556e-05, 1.379476417291e-02, 4.922183191782e-05, 3.911303194778e-04, 8.288221982178e-06, 7.654000594002e-04, 1.159430921527e-05, 2.854072727273e-01, 7.203626267718e-04, 1.426000000000e-01, 5.091883023722e-04, 1.428072727273e-01, 5.095582270721e-04, 4.049090909091e-03, 8.580200155634e-05, 7.923636363636e-03, 1.200275450480e-04
 9.625000000000e-01, 2.737203386421e-02, 6.537435841564e-05, 1.386752702222e-02, 4.653218175940e-05, 1.350450684200e-02, 4.591908970099e-05, 7.855288286883e-04, 1.107477647456e-05, 1.448489553516e-03, 1.503874478244e-05, 3.187400000000e-01, 7.612668866615e-04, 1.614836363636e-01, 5.418547882692e-04, 1.572563636364e-01, 5.347154955273e-04, 9.147272727273e-03, 1.289628045549e-04, 1.686727272727e-02, 1.751221533531e-04
 1.017500000000e+00, 2.703798019419e-02, 6.146297280074e-05, 1.353519740444e-02, 4.348692870303e-05, 1.350278278975e-02, 4.343482539947e-05, 1.240138448122e-03, 1.316320137712e-05, 2.418242030204e-03, 1.838130417656e-05, 3.518509090909e-01, 7.998305605688e-04, 1.761363636364e-01, 5.659045271813e-04, 1.757145454545e-01, 5.652264959603e-04, 1.613818181818e-02, 1.712955012846e-04, 3.146909090909e-02, 2.391997678210e-04
 1.072500000000e+00, 2.686807237251e-02, 5.812822929069e-05, 1.346698493823e-02, 4.115323935003e-05, 1.340108743428e-02, 4.105242905688e-05, 1.715472998734e-03, 1.468793636379e-05, 3.351969599608e-03, 2.053141467107e-05, 3.884509090909e-01, 8.404013208969e-04, 1.947018181818e-01, 5.949817692880e-04, 1.937490909091e-01, 5.935242828901e-04, 2.480181818182e-02, 2.123539848367e-04, 4.846181818182e-02, 2.968373236206e-04
 1.127500000000e+00, 2.652777410140e-02, 5.494200740899e-05, 1.323174106939e-02, 3.880275973430e-05, 1.329603303200e-02, 3.889691523929e-05, 2.294824796368e-03, 1.615953593939e-05, 4.483596302201e-03, 2.258745856959e-05, 4.238672727273e-01, 8.778768527505e-04, 2.114200000000e-01, 6.200000000000e-04, 2.124472727273e-01, 6.215044397227e-04, 3.666727272727e-02, 2.582010236135e-04, 7.164000000000e-02, 3.609079459565e-04
 1.182500000000e+00, 2.606386483337e-02, 5.192695280595e-05, 1.302081112259e-02, 3.670222980454e-05, 1.304305371078e-02, 3.673356442119e-05, 2.677904163389e-03, 1.664450736988e-05, 5.372050588847e-03, 2.357455358017e-05, 4.580672727273e-01, 9.126059318111e-04, 2.288381818182e-01, 6.450344343425e-04, 2.292290909091e-01, 6.455851340368e-04, 4.706363636364e-02, 2.925239271135e-04, 9.441272727273e-02, 4.143181194834e-04
 1.237500000000e+00, 2.552469355789e-02, 4.910356712551e-05, 1.282110328099e-02, 3.480130049906e-05, 1.270359027689e-02, 3.464144610179e-05, 3.093784885289e-03, 1.709534347176e-05, 6.137031621708e-03, 2.407753122205e-05, 4.912836363636e-01, 9.451153237603e-04, 2.467727272727e-01, 6.698340734469e-04, 2.445109090909e-01, 6.667572941155e-04, 5.954727272727e-02, 3.290406792405e-04, 1.181218181818e-01, 4.634295438886e-04
 1.292500000000e+00, 2.547793048466e-02, 4.697128928947e-05, 1.266925498367e-02, 3.312271634013e-05, 1.280867550098e-02, 3.330446936623e-05, 3.477632642680e-03, 1.735370692785e-05, 6.773932016260e-03, 2.421981512488e-05, 5.349345454545e-01, 9.862090368998e-04, 2.660036363636e-01, 6.954444443711e-04, 2.689309090909e-01, 6.992605303148e-04, 7.301636363636e-02, 3.643583741228e-04, 1.422254545455e-01, 5.085191594593e-04
 1.347500000000e+00, 2.503244956992e-02, 4.465874143081e-05, 1.248009320932e-02, 3.153288588781e-05, 1.255235636059e-02, 3.162404613219e-05, 3.750035285405e-03, 1.728512329773e-05, 7.398965897207e-03, 2.427953234987e-05, 5.712563636364e-01, 1.019140782171e-03, 2.848036363636e-01, 7.196004400974e-04, 2.864527272727e-01, 7.216807746475e-04, 8.557818181818e-02, 3.944574681951e-04, 1.688490909091e-01, 5.540743155096e-04
 1.402500000000e+00, 2.453151634662e-02, 4.247615757766e-05, 1.229363255629e-02, 3.006928771477e-05, 1.223788379033e-02, 3.000103163041e-05, 3.949483815863e-03, 1.704328065512e-05, 7.923385297032e-03, 2.414006382587e-05, 6.064509090909e-01, 1.050065720100e-03, 3.039145454545e-01, 7.433518015223e-04, 3.025363636364e-01, 7.416644225676e-04, 9.763636363636e-02, 4.213320082275e-04, 1.958763636364e-01, 5.967736949424e-04
 1.457500000000e+00, 2.424929126011e-02, 4.063768113070e-05, 1.218968287836e-02, 2.881214534728e-05, 1.205960838175e-02, 2.865800774945e-05, 4.155982319516e-03, 1.682349560177e-05, 8.270082013160e-03, 2.373199791483e-05, 6.474072727273e-01, 1.084944299138e-03, 3.254400000000e-01, 7.692262936933e-04, 3.219672727273e-01, 7.651111300473e-04, 1.109563636364e-01, 4.491534737428e-04, 2.207945454545e-01, 6.335965815084e-04
 1.512500000000e+00, 2.369181507663e-02, 3.870736254631e-05, 1.179898378623e-02, 2.731597555097e-05, 1.189283129040e-02, 2.742439415905e-05, 4.288084713965e-03, 1.646744006433e-05, 8.521277491527e-03, 2.321382826561e-05, 6.811563636364e-01, 1.112863925061e-03, 3.392290909091e-01, 7.853535288577e-04, 3.419272727273e-01, 7.884706401720e-04, 1.232854545455e-01, 4.734504957235e-04, 2.449927272727e-01, 6.674139062936e-04
 1.567500000000e+00, 2.323145683605e-02, 3.698470159899e-05, 1.164528617746e-02, 2.618538594380e-05, 1.158617065859e-02, 2.611883832296e-05, 4.382085036259e-03, 1.606291262518e-05, 8.746093912863e-03, 2.269295044168e-05, 7.173745454545e-01, 1.142067141359e-03, 3.596000000000e-01, 8.085902434597e-04, 3.577745454545e-01, 8.065352897138e-04, 1.353163636364e-01, 4.960138627761e-04, 2.700745454545e-01, 7.007457656662e-04
 1.622500000000e+00, 2.270854850466e-02, 3.532668721175e-05, 1.135097688219e-02, 2.497611266486e-05, 1.135757162247e-02, 2.498336697703e-05, 4.467551846483e-03, 1.566906296783e-05, 8.885258447683e-03, 2.209750585147e-05, 7.512945454545e-01, 1.168755784005e-03, 3.755381818182e-01, 8.263151300895e-04, 3.757563636364e-01, 8.265551333273e-04, 1.478054545455e-01, 5.183986787046e-04, 2.939618181818e-01, 7.310786777481e-04
