#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 8.609433435474e-03, 1.111473077196e-03, 5.309150618543e-03, 8.728189851400e-04, 3.300282816932e-03, 6.881565377952e-04, 1.090909090909e-04, 1.408357580439e-05, 6.727272727273e-05, 1.105956823691e-05, 4.181818181818e-05, 8.719693678750e-06
 8.250000000000e-02, 1.121276211715e-02, 4.794230885123e-04, 5.903611498611e-03, 3.478736436799e-04, 5.309150618543e-03, 3.298945677509e-04, 9.945454545455e-04, 4.252369295828e-05, 5.236363636364e-04, 3.085556863359e-05, 4.709090909091e-04, 2.926086716260e-05
 1.375000000000e-01, 1.079955246731e-02, 2.855865434016e-04, 5.210972868840e-03, 1.983783467606e-04, 5.588579598466e-03, 2.054402718764e-04, 2.600000000000e-03, 6.875516509523e-05, 1.254545454545e-03, 4.775972922387e-05, 1.345454545455e-03, 4.945989275904e-05
 1.925000000000e-01, 1.133575402337e-02, 2.096698602986e-04, 5.293638125866e-03, 1.432807756293e-04, 6.042115897509e-03, 1.530753724566e-04, 5.314545454545e-03, 9.829959266119e-05, 2.481818181818e-03, 6.717437527968e-05, 2.832727272727e-03, 7.176637947633e-05
 2.475000000000e-01, 1.064417658348e-02, 1.582350829224e-04, 5.283275272152e-03, 1.114803601719e-04, 5.360901311324e-03, 1.122963524046e-04, 8.227272727273e-03, 1.223056731552e-04, 4.083636363636e-03, 8.616724080780e-05, 4.143636363636e-03, 8.679795099840e-05
 3.025000000000e-01, 1.071133357641e-02, 1.299609080638e-04, 5.462102091664e-03, 9.280489240445e-05, 5.249231484743e-03, 9.097851158689e-05, 1.235090909091e-02, 1.498539233624e-04, 6.298181818182e-03, 1.070104652332e-04, 6.052727272727e-03, 1.049045217218e-04
 3.575000000000e-01, 1.096629408461e-02, 1.113114255533e-04, 5.492185817564e-03, 7.877391168162e-05, 5.474108267044e-03, 7.864416251110e-05, 1.764727272727e-02, 1.791255158073e-04, 8.838181818182e-03, 1.267652219168e-04, 8.809090909091e-03, 1.265564258567e-04
 4.125000000000e-01, 1.103858423024e-02, 9.681106477837e-05, 5.472169476492e-03, 6.816290300960e-05, 5.566414753745e-03, 6.874737025389e-05, 2.363818181818e-02, 2.073125958467e-04, 1.171818181818e-02, 1.459650133558e-04, 1.192000000000e-02, 1.472165998545e-04
 4.675000000000e-01, 1.081865901980e-02, 8.458016162074e-05, 5.340890465309e-03, 5.942765997531e-05, 5.477768554491e-03, 6.018435818091e-05, 2.974727272727e-02, 2.325638630854e-04, 1.468545454545e-02, 1.634038752487e-04, 1.506181818182e-02, 1.654845127707e-04
 5.225000000000e-01, 1.035408799697e-02, 7.404281838354e-05, 5.121183283389e-03, 5.207294922660e-05, 5.232904713579e-03, 5.263788476964e-05, 3.555454545455e-02, 2.542530788391e-04, 1.758545454545e-02, 1.788115033185e-04, 1.796909090909e-02, 1.807514159838e-04
 5.775000000000e-01, 1.059229086417e-02, 6.776299818985e-05, 5.349466696564e-03, 4.815627748692e-05, 5.242824167605e-03, 4.767385931808e-05, 4.442545454545e-02, 2.842068854180e-04, 2.243636363636e-02, 2.019737320291e-04, 2.198909090909e-02, 1.999504070745e-04
 6.325000000000e-01, 1.088359612128e-02, 6.271950416379e-05, 5.378185118382e-03, 4.408940937830e-05, 5.505411002903e-03, 4.460784889708e-05, 5.474909090909e-02, 3.155056285598e-04, 2.705454545455e-02, 2.217883735560e-04, 2.769454545455e-02, 2.243963435715e-04
 6.875000000000e-01, 1.026615276927e-02, 5.604399699014e-05, 5.113036658623e-03, 3.955165792772e-05, 5.153116110650e-03, 3.970637170278e-05, 6.100909090909e-02, 3.330549801980e-04, 3.038545454545e-02, 2.350452743446e-04, 3.062363636364e-02, 2.359646982982e-04
 7.425000000000e-01, 1.022534172196e-02, 5.179131204515e-05, 5.166184706832e-03, 3.681314849559e-05, 5.059157015130e-03, 3.642982433666e-05, 7.087272727273e-02, 3.589700602170e-04, 3.580727272727e-02, 2.551551140608e-04, 3.506545454545e-02, 2.524982611838e-04
