#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 3.113745092497e-02, 2.113747900014e-03, 1.391858405402e-02, 1.413218094334e-03, 1.721886687095e-02, 1.571860299983e-03, 3.945454545455e-04, 2.678349065937e-05, 1.763636363636e-04, 1.790701418508e-05, 2.181818181818e-04, 1.991718390928e-05
 8.250000000000e-02, 3.515518652819e-02, 8.489015848592e-04, 1.668590194399e-02, 5.848405604820e-04, 1.846928458420e-02, 6.153010804408e-04, 3.118181818182e-03, 7.529556087581e-05, 1.480000000000e-03, 5.187397315523e-05, 1.638181818182e-03, 5.457574916292e-05
 1.375000000000e-01, 3.409033555064e-02, 5.074000417645e-04, 1.727928394769e-02, 3.612415784975e-04, 1.681105160295e-02, 3.563135197369e-04, 8.207272727273e-03, 1.221569238708e-04, 4.160000000000e-03, 8.696916904074e-05, 4.047272727273e-03, 8.578273536062e-05
 1.925000000000e-01, 3.465878676254e-02, 3.666211177194e-04, 1.723437936363e-02, 2.585286172084e-04, 1.742440739891e-02, 2.599499914255e-04, 1.624909090909e-02, 1.718831046173e-04, 8.080000000000e-03, 1.212060604545e-04, 8.169090909091e-03, 1.218724438172e-04
 2.475000000000e-01, 3.267585788311e-02, 2.772427786322e-04, 1.640026500331e-02, 1.964138807031e-04, 1.627559287979e-02, 1.956659034449e-04, 2.525636363636e-02, 2.142910664424e-04, 1.267636363636e-02, 1.518154599647e-04, 1.258000000000e-02, 1.512373210313e-04
 3.025000000000e-01, 3.377862327010e-02, 2.307873164957e-04, 1.697288305851e-02, 1.635945285209e-04, 1.680574021159e-02, 1.627870255682e-04, 3.894909090909e-02, 2.661137518536e-04, 1.957090909091e-02, 1.886358159904e-04, 1.937818181818e-02, 1.877047091877e-04
 3.575000000000e-01, 3.267178302541e-02, 1.921304583224e-04, 1.629465210058e-02, 1.356851586774e-04, 1.637713092483e-02, 1.360281247751e-04, 5.257636363636e-02, 3.091818048168e-04, 2.622181818182e-02, 2.183484212397e-04, 2.635454545455e-02, 2.189003320507e-04
 4.125000000000e-01, 3.333990362039e-02, 1.682482202165e-04, 1.637320654533e-02, 1.179058026208e-04, 1.696669707506e-02, 1.200236864721e-04, 7.139454545455e-02, 3.602891400845e-04, 3.506181818182e-02, 2.524851685359e-04, 3.633272727273e-02, 2.570204352425e-04
 4.675000000000e-01, 3.267551099954e-02, 1.469917594168e-04, 1.651397777400e-02, 1.044979190439e-04, 1.616153322553e-02, 1.033767974545e-04, 8.984545454545e-02, 4.041724531692e-04, 4.540727272727e-02, 2.873302589112e-04, 4.443818181818e-02, 2.842475931558e-04
 5.225000000000e-01, 3.270366888943e-02, 1.315907172856e-04, 1.619166509574e-02, 9.259185222181e-05, 1.651200379368e-02, 9.350329287175e-05, 1.123000000000e-01, 4.518648229082e-04, 5.560000000000e-02, 3.179479660116e-04, 5.670000000000e-02, 3.210777306057e-04
 5.775000000000e-01, 3.195634416563e-02, 1.176999312381e-04, 1.601198556761e-02, 8.331443609929e-05, 1.594435859802e-02, 8.313830976696e-05, 1.340290909091e-01, 4.936489199809e-04, 6.715636363636e-02, 3.494316518847e-04, 6.687272727273e-02, 3.486929549898e-04
 6.325000000000e-01, 3.180394107001e-02, 1.072153278068e-04, 1.572179410480e-02, 7.538196600627e-05, 1.608214696522e-02, 7.624097138507e-05, 1.599872727273e-01, 5.393384377302e-04, 7.908727272727e-02, 3.792031662873e-04, 8.090000000000e-02, 3.835243265960e-04
