# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 2.482386641e-02, 1.887323614e-03, 3.145454545e-04, 2.391444807e-05
8.250000000e-02, 2.761168295e-02, 7.523312125e-04, 2.449090909e-03, 6.672999747e-05
1.375000000e-01, 2.662882657e-02, 4.484467441e-04, 6.410909091e-03, 1.079638752e-04
1.925000000e-01, 2.671251239e-02, 3.218608600e-04, 1.252363636e-02, 1.508981376e-04
2.475000000e-01, 2.615762290e-02, 2.480537979e-04, 2.021818182e-02, 1.917298375e-04
3.025000000e-01, 2.728055089e-02, 2.074041934e-04, 3.145636364e-02, 2.391513923e-04
3.575000000e-01, 2.698978293e-02, 1.746262374e-04, 4.343272727e-02, 2.810135140e-04
4.125000000e-01, 2.684716817e-02, 1.509793497e-04, 5.749090909e-02, 3.233093343e-04
4.675000000e-01, 2.627927063e-02, 1.318221674e-04, 7.225818182e-02, 3.624617392e-04
5.225000000e-01, 2.612587113e-02, 1.176149168e-04, 8.971272727e-02, 4.038738040e-04
5.775000000e-01, 2.581616213e-02, 1.057897289e-04, 1.082763636e-01, 4.436959722e-04
6.325000000e-01, 2.593383996e-02, 9.681659864e-05, 1.304581818e-01, 4.870284327e-04
6.875000000e-01, 2.491442761e-02, 8.730732795e-05, 1.480600000e-01, 5.188448708e-04
7.425000000e-01, 2.490335021e-02, 8.082521823e-05, 1.726072727e-01, 5.602065735e-04
7.975000000e-01, 2.434859657e-02, 7.441045300e-05, 1.946781818e-01, 5.949456535e-04
8.525000000e-01, 2.412870341e-02, 6.929645554e-05, 2.204363636e-01, 6.330824499e-04
9.075000000e-01, 2.356283556e-02, 6.433012704e-05, 2.439290909e-01, 6.659635411e-04
9.625000000e-01, 2.312758630e-02, 6.009233235e-05, 2.693145455e-01, 6.997591085e-04
1.017500000e+00, 2.296854887e-02, 5.664912657e-05, 2.988945455e-01, 7.371869696e-04
1.072500000e+00, 2.220330880e-02, 5.284181039e-05, 3.210090909e-01, 7.639717878e-04
1.127500000e+00, 2.158173083e-02, 4.955611518e-05, 3.448381818e-01, 7.918197474e-04
1.182500000e+00, 2.099203746e-02, 4.660158917e-05, 3.689309091e-01, 8.190137185e-04
1.237500000e+00, 2.064204713e-02, 4.415797577e-05, 3.973054545e-01, 8.499256166e-04
1.292500000e+00, 2.018990944e-02, 4.181360308e-05, 4.239072727e-01, 8.779182740e-04
1.347500000e+00, 1.962410642e-02, 3.954119132e-05, 4.478345455e-01, 9.023550455e-04
1.402500000e+00, 1.897988066e-02, 3.736196980e-05, 4.692072727e-01, 9.236363636e-04
1.457500000e+00, 1.860678218e-02, 3.559713373e-05, 4.967636364e-01, 9.503718281e-04
1.512500000e+00, 1.802694194e-02, 3.376412063e-05, 5.182872727e-01, 9.707422397e-04
1.567500000e+00, 1.747811551e-02, 3.207976654e-05, 5.397145455e-01, 9.906054581e-04
1.622500000e+00, 1.696859648e-02, 3.053733871e-05, 5.613927273e-01, 1.010303939e-03
1.677500000e+00, 1.637725439e-02, 2.901698535e-05, 5.791818182e-01, 1.026186070e-03
1.732500000e+00, 1.582975103e-02, 2.762226490e-05, 5.971272727e-01, 1.041962548e-03
1.787500000e+00, 1.528262730e-02, 2.630568119e-05, 6.136690909e-01, 1.056296352e-03
1.842500000e+00, 1.465802708e-02, 2.499354519e-05, 6.253636364e-01, 1.066313647e-03
1.897500000e+00, 1.416136477e-02, 2.385444358e-05, 6.407800000e-01, 1.079376925e-03
1.952500000e+00, 1.361281748e-02, 2.272910491e-05, 6.521818182e-01, 1.088937613e-03
2.007500000e+00, 1.307993434e-02, 2.166942408e-05, 6.624509091e-01, 1.097477197e-03
2.062500000e+00, 1.260179716e-02, 2.070251657e-05, 6.736836364e-01, 1.106742671e-03
2.117500000e+00, 1.206579087e-02, 1.973131333e-05, 6.798872727e-01, 1.111826730e-03
2.172500000e+00, 1.155103584e-02, 1.881710491e-05, 6.851309091e-01, 1.116105982e-03
2.227500000e+00, 1.102162605e-02, 1.792700809e-05, 6.872472727e-01, 1.117828473e-03
2.282500000e+00, 1.055709489e-02, 1.712240018e-05, 6.911890909e-01, 1.121029633e-03
2.337500000e+00, 1.005143542e-02, 1.631421303e-05, 6.901781818e-01, 1.120209544e-03
2.392500000e+00, 9.609873764e-03, 1.558515247e-05, 6.912745455e-01, 1.121098930e-03
2.447500000e+00, 9.171029537e-03, 1.488301540e-05, 6.903854545e-01, 1.120377740e-03
2.502500000e+00, 8.731138194e-03, 1.420255002e-05, 6.871418182e-01, 1.117742708e-03
2.557500000e+00, 8.236893284e-03, 1.349806241e-05, 6.770509091e-01, 1.109505139e-03
2.612500000e+00, 7.824803581e-03, 1.287911812e-05, 6.711381818e-01, 1.104649827e-03
2.667500000e+00, 7.430928023e-03, 1.229201636e-05, 6.644727273e-01, 1.099150686e-03
2.722500000e+00, 7.014289258e-03, 1.170119685e-05, 6.533472727e-01, 1.089910149e-03
2.777500000e+00, 6.682185148e-03, 1.119468332e-05, 6.478145455e-01, 1.085285505e-03
2.832500000e+00, 6.322619177e-03, 1.067789127e-05, 6.374709091e-01, 1.076586279e-03
2.887500000e+00, 5.955699738e-03, 1.016603410e-05, 6.240218182e-01, 1.065169059e-03
2.942500000e+00, 5.599624167e-03, 9.673204500e-06, 6.092763636e-01, 1.052509005e-03
2.997500000e+00, 5.313079661e-03, 9.249571269e-06, 5.999109091e-01, 1.044388389e-03
3.052500000e+00, 4.979934430e-03, 8.793544957e-06, 5.831181818e-01, 1.029667362e-03
3.107500000e+00, 4.709223146e-03, 8.399850418e-06, 5.714690909e-01, 1.019330521e-03
3.162500000e+00, 4.437010411e-03, 8.011667923e-06, 5.576636364e-01, 1.006942841e-03
3.217500000e+00, 4.128844002e-03, 7.596335146e-06, 5.371381818e-01, 9.882382689e-04
3.272500000e+00, 3.881364858e-03, 7.241377552e-06, 5.223527273e-01, 9.745420624e-04
3.327500000e+00, 3.646275256e-03, 6.902643444e-06, 5.073472727e-01, 9.604423912e-04
3.382500000e+00, 3.416913945e-03, 6.573371148e-06, 4.912800000e-01, 9.451118260e-04
