# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 3.372028096e-02, 2.199668590e-03, 4.272727273e-04, 2.787219949e-05
8.250000000e-02, 4.114079263e-02, 9.183304152e-04, 3.649090909e-03, 8.145373376e-05
1.375000000e-01, 4.125731128e-02, 5.581942025e-04, 9.932727273e-03, 1.343856545e-04
1.925000000e-01, 4.046433715e-02, 3.961384649e-04, 1.897090909e-02, 1.857217327e-04
2.475000000e-01, 4.059371388e-02, 3.090125634e-04, 3.137636364e-02, 2.388470931e-04
3.025000000e-01, 4.030823203e-02, 2.521087040e-04, 4.647818182e-02, 2.906987876e-04
3.575000000e-01, 3.940341090e-02, 2.109972084e-04, 6.340909091e-02, 3.395427163e-04
4.125000000e-01, 3.925612967e-02, 1.825669031e-04, 8.406363636e-02, 3.909513719e-04
4.675000000e-01, 3.912465111e-02, 1.608448030e-04, 1.075781818e-01, 4.422631504e-04
5.225000000e-01, 3.784444313e-02, 1.415559326e-04, 1.299527273e-01, 4.860840318e-04
5.775000000e-01, 3.818322744e-02, 1.286571662e-04, 1.601454545e-01, 5.396049979e-04
6.325000000e-01, 3.733465267e-02, 1.161642427e-04, 1.878090909e-01, 5.843552638e-04
6.875000000e-01, 3.633340004e-02, 1.054334117e-04, 2.159200000e-01, 6.265634989e-04
7.425000000e-01, 3.584352149e-02, 9.696686021e-05, 2.484345455e-01, 6.720856891e-04
7.975000000e-01, 3.510311151e-02, 8.934490437e-05, 2.806654545e-01, 7.143534324e-04
8.525000000e-01, 3.410358583e-02, 8.238422326e-05, 3.115654545e-01, 7.526504133e-04
9.075000000e-01, 3.365125796e-02, 7.687785983e-05, 3.483672727e-01, 7.958611948e-04
9.625000000e-01, 3.266681981e-02, 7.141794243e-05, 3.803963636e-01, 8.316428032e-04
1.017500000e+00, 3.172524525e-02, 6.657772230e-05, 4.128472727e-01, 8.663898689e-04
1.072500000e+00, 3.115354803e-02, 6.259254300e-05, 4.504090909e-01, 9.049450922e-04
1.127500000e+00, 3.030768634e-02, 5.872601204e-05, 4.842636364e-01, 9.383386056e-04
1.182500000e+00, 2.949460302e-02, 5.523886012e-05, 5.183618182e-01, 9.708120483e-04
1.237500000e+00, 2.829749035e-02, 5.170192751e-05, 5.446527273e-01, 9.951269698e-04
1.292500000e+00, 2.755217872e-02, 4.884592972e-05, 5.784854545e-01, 1.025568981e-03
1.347500000e+00, 2.663642064e-02, 4.606729766e-05, 6.078600000e-01, 1.051284928e-03
1.402500000e+00, 2.552815425e-02, 4.333040358e-05, 6.310890909e-01, 1.071183789e-03
1.457500000e+00, 2.480009887e-02, 4.109661950e-05, 6.621127273e-01, 1.097197030e-03
1.512500000e+00, 2.381089516e-02, 3.880451633e-05, 6.845800000e-01, 1.115657165e-03
