#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  1.8000000000000e+00,  1.0000000000000e+00,  1.0000000000000e+00,  2.3915244588298e+00,  1.8038275006788e+02,  5.8197254616735e-02
  1.8000000000000e+00,  1.0000000000000e+00,  1.0400000000000e+00,  1.5903530804824e+00,  1.0032310076609e+02,  4.8051154787008e-02
  1.8000000000000e+00,  1.0000000000000e+00,  1.0800000000000e+00,  1.1876679829277e+00,  7.6629998581562e+01,  3.9141135907235e-02
  1.8000000000000e+00,  1.0000000000000e+00,  1.1200000000000e+00,  9.9821654495330e-01,  6.7580290381557e+01,  3.4582621048947e-02
  1.8000000000000e+00,  1.0000000000000e+00,  1.1600000000000e+00,  1.1344497534649e+00,  8.4877516681196e+01,  4.2609454406227e-02
  1.8000000000000e+00,  1.0000000000000e+00,  1.2000000000000e+00,  1.1972578888732e+00,  7.7976539676361e+01,  4.0344259103476e-02
  1.8000000000000e+00,  1.0400000000000e+00,  1.0000000000000e+00,  1.6987172174515e+00,  1.0892553545687e+02,  4.4483226101214e-02
  1.8000000000000e+00,  1.0400000000000e+00,  1.0400000000000e+00,  8.7664431322827e-01,  4.3515034215656e+01,  2.7734525452623e-02
  1.8000000000000e+00,  1.0400000000000e+00,  1.0800000000000e+00,  4.9154709438829e-01,  2.5819948517993e+01,  2.2608380883002e-02
  1.8000000000000e+00,  1.0400000000000e+00,  1.1200000000000e+00,  3.3605942683247e-01,  2.2860778374922e+01,  2.3163468017184e-02
  1.8000000000000e+00,  1.0400000000000e+00,  1.1600000000000e+00,  3.5535589327924e-01,  2.1782422524209e+01,  2.0991179132704e-02
  1.8000000000000e+00,  1.0400000000000e+00,  1.2000000000000e+00,  4.4175076776115e-01,  2.3700520485780e+01,  1.9274390472141e-02
  1.8000000000000e+00,  1.0800000000000e+00,  1.0000000000000e+00,  1.3290685278618e+00,  8.3481342751099e+01,  4.1822809417367e-02
  1.8000000000000e+00,  1.0800000000000e+00,  1.0400000000000e+00,  5.0358897120496e-01,  2.6574722421033e+01,  2.1931828184416e-02
  1.8000000000000e+00,  1.0800000000000e+00,  1.0800000000000e+00,  1.3437811445594e-01,  1.0315498938731e+01,  1.5072303115239e-02
  1.8000000000000e+00,  1.0800000000000e+00,  1.1200000000000e+00, -1.5743267424995e-02,  5.0747550731609e+00,  9.5902705270225e-03
  1.8000000000000e+00,  1.0800000000000e+00,  1.1600000000000e+00, -2.1619244946638e-03,  4.9891943824483e+00,  8.8342706546652e-03
  1.8000000000000e+00,  1.0800000000000e+00,  1.2000000000000e+00,  8.2408118327659e-02,  6.0878236041463e+00,  9.8764568331839e-03
  1.8000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  1.2409711641760e+00,  7.8320852056097e+01,  3.7052923275215e-02
  1.8000000000000e+00,  1.1200000000000e+00,  1.0400000000000e+00,  4.0031335955949e-01,  2.2286515809595e+01,  2.0087529394339e-02
  1.8000000000000e+00,  1.1200000000000e+00,  1.0800000000000e+00,  7.2732957464685e-03,  5.2713235243983e+00,  9.2683656133972e-03
  1.8000000000000e+00,  1.1200000000000e+00,  1.1200000000000e+00, -1.4539429947887e-01,  8.3855696944978e-01,  4.1459377662196e-03
  1.8000000000000e+00,  1.1200000000000e+00,  1.1600000000000e+00, -1.4080791167372e-01,  9.5175977163353e-01,  3.7432506857706e-03
  1.8000000000000e+00,  1.1200000000000e+00,  1.2000000000000e+00, -3.9275615628596e-02,  1.9187841418081e+00,  5.1978485783864e-03
  1.8000000000000e+00,  1.1600000000000e+00,  1.0000000000000e+00,  1.3414731179021e+00,  9.2144348454815e+01,  4.3091704455906e-02
  1.8000000000000e+00,  1.1600000000000e+00,  1.0400000000000e+00,  4.1371493740917e-01,  2.3833377611559e+01,  2.3178081534110e-02
  1.8000000000000e+00,  1.1600000000000e+00,  1.0800000000000e+00,  1.4762913381828e-02,  5.4035617557932e+00,  9.4140702513658e-03
  1.8000000000000e+00,  1.1600000000000e+00,  1.1200000000000e+00, -1.3300069825015e-01,  9.3798402776142e-01,  3.7510877592134e-03
  1.8000000000000e+00,  1.1600000000000e+00,  1.1600000000000e+00, -1.2442895847726e-01,  9.4129325643111e-01,  4.1347903509611e-03
  1.8000000000000e+00,  1.1600000000000e+00,  1.2000000000000e+00, -3.8717778780733e-02,  2.2093935854638e+00,  6.0979947693026e-03
  1.8000000000000e+00,  1.2000000000000e+00,  1.0000000000000e+00,  1.3171315213335e+00,  7.8292063156548e+01,  3.6957259895997e-02
  1.8000000000000e+00,  1.2000000000000e+00,  1.0400000000000e+00,  4.9134001584221e-01,  2.3274323510618e+01,  2.1405153474367e-02
  1.8000000000000e+00,  1.2000000000000e+00,  1.0800000000000e+00,  9.2473583621941e-02,  6.6447149200959e+00,  1.1147884892729e-02
  1.8000000000000e+00,  1.2000000000000e+00,  1.1200000000000e+00, -5.7427727562663e-02,  1.8625514302390e+00,  5.1620919552810e-03
  1.8000000000000e+00,  1.2000000000000e+00,  1.1600000000000e+00, -4.5837448766539e-02,  1.6907443632232e+00,  5.1667628079899e-03
  1.8000000000000e+00,  1.2000000000000e+00,  1.2000000000000e+00,  3.0851167430369e-02,  3.2439249906962e+00,  7.5344299675305e-03
  1.9000000000000e+00,  1.0000000000000e+00,  1.0000000000000e+00,  2.2569664942940e+00,  1.5185668576798e+02,  5.3361576058177e-02
  1.9000000000000e+00,  1.0000000000000e+00,  1.0400000000000e+00,  1.4653959520838e+00,  9.0710872878361e+01,  4.1708033692005e-02
  1.9000000000000e+00,  1.0000000000000e+00,  1.0800000000000e+00,  1.0795713955465e+00,  7.7063783649841e+01,  3.7950458279273e-02
  1.9000000000000e+00,  1.0000000000000e+00,  1.1200000000000e+00,  9.6424860826002e-01,  6.7076214334612e+01,  3.7752515463400e-02
  1.9000000000000e+00,  1.0000000000000e+00,  1.1600000000000e+00,  9.3280541509339e-01,  6.1822909415998e+01,  3.2888974931198e-02
