#              p[0],               p[1],               p[2],             energy,               error
 1.000000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 9.755589455204e+00, 3.771094883473e-02
 1.000000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 6.547168166830e+00, 2.098930723159e-02
 1.000000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 4.681621983763e+00, 1.227024546474e-02
 1.000000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 3.681881960982e+00, 7.300269582106e-03
 1.000000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 3.145727650212e+00, 5.684483646851e-03
 1.000000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 2.901316787902e+00, 5.094555495364e-03
 1.300000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 6.692101993414e+00, 3.126638010389e-02
 1.300000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 4.397282164356e+00, 1.602996455207e-02
 1.300000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 3.136885787890e+00, 8.803019712815e-03
 1.300000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 2.461653785136e+00, 5.288931197673e-03
 1.300000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 2.102631744925e+00, 3.948402776091e-03
 1.300000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 1.955081485675e+00, 3.866371347253e-03
 1.600000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 4.989287571495e+00, 2.565142912470e-02
 1.600000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 3.268633587376e+00, 1.357830748785e-02
 1.600000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 2.326136664611e+00, 7.273460752372e-03
 1.600000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 1.806250969890e+00, 4.174924710517e-03
 1.600000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 1.555974969366e+00, 2.883582995001e-03
 1.600000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 1.461796786620e+00, 3.063481948237e-03
 1.900000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 3.966529515919e+00, 2.257380266165e-02
 1.900000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 2.587830988169e+00, 1.178766422923e-02
 1.900000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 1.830000836268e+00, 6.020570966869e-03
 1.900000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 1.430173067369e+00, 3.192797292078e-03
 1.900000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 1.242718609207e+00, 2.316472982516e-03
 1.900000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 1.184963682285e+00, 2.368487287437e-03
 2.200000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 3.273317393510e+00, 2.015674500454e-02
 2.200000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 2.123091802487e+00, 1.005796258959e-02
 2.200000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 1.525906029292e+00, 5.395434425774e-03
 2.200000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 1.201871311632e+00, 2.567272231674e-03
 2.200000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 1.059303202046e+00, 1.843447387252e-03
 2.200000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 1.012698970316e+00, 1.941585848936e-03
 2.500000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 2.741327884786e+00, 1.720073757251e-02
 2.500000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.842718846875e+00, 9.153319630785e-03
 2.500000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 1.333668221860e+00, 4.711662949575e-03
 2.500000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 1.055854466463e+00, 2.203253970927e-03
 2.500000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 9.458819358251e-01, 1.520528696170e-03
 2.500000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 9.102575775144e-01, 1.652900314188e-03
 2.800000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 2.428775746957e+00, 1.640385649434e-02
 2.800000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.634893888193e+00, 8.794841004235e-03
 2.800000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 1.187694087958e+00, 4.089839858872e-03
 2.800000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 9.676275580375e-01, 1.849866062202e-03
 2.800000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 8.719249160247e-01, 1.256667837262e-03
 2.800000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 8.528873950613e-01, 1.406046834891e-03
 3.100000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 2.164323117150e+00, 1.449228559606e-02
 3.100000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.475540244620e+00, 7.439687780829e-03
 3.100000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 1.097303258576e+00, 3.748810286686e-03
 3.100000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 9.032617963575e-01, 1.643366868929e-03
 3.100000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 8.268390940647e-01, 1.081410547060e-03
 3.100000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 8.106913669524e-01, 1.268743142589e-03
 3.400000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 2.006127336181e+00, 1.357560287041e-02
 3.400000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.366518179883e+00, 6.766990788990e-03
 3.400000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 1.034093137775e+00, 3.416677429182e-03
 3.400000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 8.682845642787e-01, 1.492578209646e-03
 3.400000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 8.008068934068e-01, 9.488875912926e-04
 3.400000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 7.889981473102e-01, 1.211089959903e-03
 3.700000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 1.844143559321e+00, 1.270934115590e-02
 3.700000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.284552047321e+00, 6.254646216394e-03
 3.700000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 9.926630800153e-01, 3.158761666334e-03
 3.700000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 8.449298807430e-01, 1.167274777499e-03
 3.700000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 7.898129401885e-01, 8.497621152403e-04
 3.700000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 7.839005909957e-01, 1.024894623104e-03
 4.000000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 1.714536666982e+00, 1.139691648053e-02
 4.000000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.232089676270e+00, 5.754698903166e-03
 4.000000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 9.726071737767e-01, 2.979389248395e-03
 4.000000000000e+00, 1.112000000000e+00, 1.025000000000e+00, 8.385490353057e-01, 1.232913624555e-03
 4.000000000000e+00, 1.112000000000e+00, 1.066666666667e+00, 7.884374843587e-01, 7.827842746662e-04
 4.000000000000e+00, 1.112000000000e+00, 1.108333333333e+00, 7.846043520302e-01, 9.968935959733e-04
 4.300000000000e+00, 1.112000000000e+00, 9.000000000000e-01, 1.618831901463e+00, 1.038318552916e-02
 4.300000000000e+00, 1.112000000000e+00, 9.416666666667e-01, 1.199423901714e+00, 5.762634624876e-03
 4.300000000000e+00, 1.112000000000e+00, 9.833333333333e-01, 9.523351056188e-01, 2.710550304685e-03
