#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  2.6000000000000e+00,  1.0400000000000e+00,  1.0000000000000e+00,  3.0309284095876e-01,  7.1299611854985e+00,  1.9528836512771e-03
  2.6000000000000e+00,  1.0400000000000e+00,  1.0400000000000e+00,  2.4144115790756e-01,  2.5321936002591e+00,  1.1476659006358e-03
  2.6000000000000e+00,  1.0400000000000e+00,  1.0800000000000e+00,  2.1253304448015e-01,  1.1796689870876e+00,  7.8170608929288e-04
  2.6000000000000e+00,  1.0400000000000e+00,  1.1200000000000e+00,  2.0638140361808e-01,  9.2644165458709e-01,  6.7395863309741e-04
  2.6000000000000e+00,  1.0400000000000e+00,  1.1600000000000e+00,  2.1220746444763e-01,  9.2988472960585e-01,  7.5496626571574e-04
  2.6000000000000e+00,  1.0400000000000e+00,  1.2000000000000e+00,  2.2360940535320e-01,  9.6800397555165e-01,  7.1621949259563e-04
  2.6000000000000e+00,  1.0800000000000e+00,  8.4000000000000e-01,  1.6681938643885e+00,  5.3701482880484e+02,  1.7426249999245e-02
  2.6000000000000e+00,  1.0800000000000e+00,  8.8000000000000e-01,  1.0075095469518e+00,  1.8057301979451e+02,  9.7478109172072e-03
  2.6000000000000e+00,  1.0800000000000e+00,  9.2000000000000e-01,  6.4560769134412e-01,  6.6205546160781e+01,  5.9753113880862e-03
  2.6000000000000e+00,  1.0800000000000e+00,  9.6000000000000e-01,  4.1093072502138e-01,  2.0065500198839e+01,  3.2507987614904e-03
  2.6000000000000e+00,  1.0800000000000e+00,  1.0000000000000e+00,  2.8966400121830e-01,  6.0401062331212e+00,  1.7780026497442e-03
  2.6000000000000e+00,  1.0800000000000e+00,  1.0400000000000e+00,  2.3003905163212e-01,  1.9993359351369e+00,  1.0396512296384e-03
  2.6000000000000e+00,  1.0800000000000e+00,  1.0800000000000e+00,  1.9973235782925e-01,  4.6703805748364e-01,  5.0606671503790e-04
  2.6000000000000e+00,  1.0800000000000e+00,  1.1200000000000e+00,  1.9269880855535e-01,  2.2983984273549e-01,  3.2406984753902e-04
  2.6000000000000e+00,  1.0800000000000e+00,  1.1600000000000e+00,  1.9792458223334e-01,  2.0604111490727e-01,  3.1999278214861e-04
  2.6000000000000e+00,  1.0800000000000e+00,  1.2000000000000e+00,  2.1001728329038e-01,  2.9584495611694e-01,  3.6876453035386e-04
  2.6000000000000e+00,  1.1200000000000e+00,  8.4000000000000e-01,  1.6537028455658e+00,  5.1036020697862e+02,  1.6795101043553e-02
  2.6000000000000e+00,  1.1200000000000e+00,  8.8000000000000e-01,  1.0089679514582e+00,  1.8280301232483e+02,  9.8189740995419e-03
  2.6000000000000e+00,  1.1200000000000e+00,  9.2000000000000e-01,  6.3231347642424e-01,  6.4622187481372e+01,  6.0395300821810e-03
  2.6000000000000e+00,  1.1200000000000e+00,  9.6000000000000e-01,  4.0774911528334e-01,  2.0137899974709e+01,  3.3461419588444e-03
  2.6000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  2.8772355737281e-01,  6.3874679862672e+00,  1.8322051847315e-03
  2.6000000000000e+00,  1.1200000000000e+00,  1.0400000000000e+00,  2.2401487270520e-01,  1.6235241239413e+00,  9.1882558090139e-04
  2.6000000000000e+00,  1.1200000000000e+00,  1.0800000000000e+00,  1.9558064215207e-01,  3.0025556274568e-01,  4.0047502437520e-04
  2.6000000000000e+00,  1.1200000000000e+00,  1.1200000000000e+00,  1.8912540000297e-01,  2.4198120831361e-02,  1.3653929892569e-04
  2.6000000000000e+00,  1.1200000000000e+00,  1.1600000000000e+00,  1.9467083087993e-01,  5.7831317311656e-02,  1.7296973965531e-04
  2.6000000000000e+00,  1.1200000000000e+00,  1.2000000000000e+00,  2.0692090030510e-01,  1.6489797596843e-01,  2.7675159031138e-04
  2.6000000000000e+00,  1.1600000000000e+00,  8.4000000000000e-01,  1.6321267130720e+00,  4.7450865845861e+02,  1.6369971470822e-02
  2.6000000000000e+00,  1.1600000000000e+00,  8.8000000000000e-01,  9.9438989423734e-01,  1.7190037999677e+02,  9.8175596404820e-03
  2.6000000000000e+00,  1.1600000000000e+00,  9.2000000000000e-01,  6.3135943470984e-01,  6.4971490565462e+01,  5.9659830789198e-03
  2.6000000000000e+00,  1.1600000000000e+00,  9.6000000000000e-01,  4.1564785614137e-01,  2.1204478647078e+01,  3.3601703085958e-03
  2.6000000000000e+00,  1.1600000000000e+00,  1.0000000000000e+00,  2.9280132994135e-01,  6.2939522649698e+00,  1.8269350834428e-03
  2.6000000000000e+00,  1.1600000000000e+00,  1.0400000000000e+00,  2.2712794281451e-01,  1.8055817745760e+00,  9.7609813207956e-04
  2.6000000000000e+00,  1.1600000000000e+00,  1.0800000000000e+00,  1.9896565314456e-01,  3.4066912339682e-01,  4.1636856784680e-04
  2.6000000000000e+00,  1.1600000000000e+00,  1.1200000000000e+00,  1.9179003629568e-01,  4.0089732052413e-02,  1.4736287634740e-04
  2.6000000000000e+00,  1.1600000000000e+00,  1.1600000000000e+00,  1.9729964487082e-01,  7.5802479722773e-02,  2.1076747321930e-04
  2.6000000000000e+00,  1.1600000000000e+00,  1.2000000000000e+00,  2.0984046767964e-01,  1.7051206686085e-01,  3.0322515185293e-04
  2.6000000000000e+00,  1.2000000000000e+00,  8.4000000000000e-01,  1.6455744684555e+00,  4.9353832744167e+02,  1.6456853880047e-02
  2.6000000000000e+00,  1.2000000000000e+00,  8.8000000000000e-01,  1.0136290922989e+00,  1.7785844724959e+02,  1.0019823758601e-02
  2.6000000000000e+00,  1.2000000000000e+00,  9.2000000000000e-01,  6.3255194627098e-01,  6.3118685480376e+01,  6.0287223388303e-03
  2.6000000000000e+00,  1.2000000000000e+00,  9.6000000000000e-01,  4.1720676620034e-01,  2.0014594357493e+01,  3.3714973866603e-03
  2.6000000000000e+00,  1.2000000000000e+00,  1.0000000000000e+00,  2.9925373050368e-01,  6.4777364360212e+00,  1.8486657200303e-03
  2.6000000000000e+00,  1.2000000000000e+00,  1.0400000000000e+00,  2.3193909417253e-01,  1.7919558209515e+00,  9.7426155542433e-04
  2.6000000000000e+00,  1.2000000000000e+00,  1.0800000000000e+00,  2.0533835944449e-01,  3.9686306311069e-01,  4.5017665043952e-04
  2.6000000000000e+00,  1.2000000000000e+00,  1.1200000000000e+00,  1.9793296195651e-01,  9.5713482643218e-02,  2.0621777348039e-04
  2.6000000000000e+00,  1.2000000000000e+00,  1.1600000000000e+00,  2.0339670799858e-01,  1.2811721247322e-01,  2.4870940693039e-04
  2.6000000000000e+00,  1.2000000000000e+00,  1.2000000000000e+00,  2.1550506696319e-01,  2.2648752906142e-01,  3.4841047539886e-04
