#              p[0],               p[1],               p[2],             energy,               error
 2.000000000000e-01, 1.100000000000e+00, 1.100000000000e+00,-1.132829661714e+03, 3.526854307463e-09
 3.980000000000e-01, 1.100000000000e+00, 1.100000000000e+00, 2.105358423514e+00, 4.081400557284e-03
 5.960000000000e-01, 1.100000000000e+00, 1.100000000000e+00, 1.054671087755e+00, 2.625441107862e-03
 7.940000000000e-01, 1.100000000000e+00, 1.100000000000e+00, 6.331983749897e-01, 1.818795576537e-03
 9.920000000000e-01, 1.100000000000e+00, 1.100000000000e+00, 4.252770755096e-01, 1.348035256953e-03
 1.190000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 3.037221113393e-01, 1.102695013975e-03
 1.388000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 2.324855810754e-01, 8.899721191425e-04
 1.586000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 1.818131203196e-01, 7.248329951196e-04
 1.784000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 1.508443583911e-01, 6.449008989463e-04
 1.982000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 1.264360550390e-01, 5.464792849185e-04
 2.180000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 1.104746265699e-01, 5.144527658192e-04
 2.378000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 9.667984877860e-02, 4.703218235843e-04
 2.576000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 8.701504583997e-02, 4.276678560422e-04
 2.774000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 7.921364011554e-02, 3.975153685024e-04
 2.972000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 7.359319879519e-02, 3.577307921320e-04
 3.170000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 6.813326077122e-02, 3.401242528637e-04
 3.368000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 6.493013587813e-02, 3.384091600950e-04
 3.566000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 6.103169493543e-02, 3.181345383055e-04
 3.764000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 5.866009967506e-02, 3.024967296779e-04
 3.962000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 5.600489712786e-02, 2.741227392700e-04
 4.160000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 5.520075758128e-02, 2.876138057608e-04
 4.358000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 5.267055037926e-02, 2.702589743401e-04
 4.556000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 5.157758379102e-02, 2.456383717887e-04
 4.754000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 5.094653424926e-02, 2.433577290140e-04
 4.952000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.992827942430e-02, 2.374731044819e-04
 5.150000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.949436040098e-02, 2.386227364793e-04
 5.348000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.822808500479e-02, 2.213331158052e-04
 5.546000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.803239219096e-02, 2.383111434737e-04
 5.744000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.750137918070e-02, 2.139277687840e-04
 5.942000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.723830392249e-02, 2.117058044610e-04
 6.140000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.700518036686e-02, 2.004579195529e-04
 6.338000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.643826023672e-02, 1.971190507098e-04
 6.536000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.614876388065e-02, 1.838605837735e-04
 6.734000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.638962322553e-02, 1.956256254415e-04
 6.932000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.585079463506e-02, 1.857406206132e-04
 7.130000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.581547970800e-02, 1.761711911074e-04
 7.328000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.581022705362e-02, 1.745561299683e-04
 7.526000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.577097297240e-02, 1.640615973882e-04
 7.724000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.596598026607e-02, 1.752410298017e-04
 7.922000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.589674879993e-02, 1.729166960031e-04
 8.120000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.607668949004e-02, 1.662813427611e-04
 8.318000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.596032124478e-02, 1.572177449991e-04
 8.516000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.595165954220e-02, 1.539004865354e-04
 8.714000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.658386378487e-02, 1.681855288317e-04
 8.912000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.640957728421e-02, 1.643794270534e-04
 9.110000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.628781946257e-02, 1.333004335722e-04
 9.308000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.652494912863e-02, 1.375251470133e-04
 9.506000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.686630349131e-02, 1.631172442796e-04
 9.704000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.679549416031e-02, 1.526986345791e-04
 9.902000000000e+00, 1.100000000000e+00, 1.100000000000e+00, 4.732798639312e-02, 1.567331287204e-04
 1.010000000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.733883703522e-02, 1.676337020907e-04
 1.029800000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.757488932634e-02, 1.493238733349e-04
 1.049600000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.757364911963e-02, 1.263870001189e-04
 1.069400000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.785774510432e-02, 1.283355901477e-04
 1.089200000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.817639404308e-02, 1.311974212092e-04
 1.109000000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.829745406619e-02, 1.242192453785e-04
 1.128800000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.866531265920e-02, 1.233048751084e-04
 1.148600000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.902331633133e-02, 1.224231222394e-04
 1.168400000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.882430432979e-02, 1.192940105144e-04
 1.188200000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.916050398740e-02, 1.250089581230e-04
 1.208000000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.939739889360e-02, 1.102539797766e-04
 1.227800000000e+01, 1.100000000000e+00, 1.100000000000e+00, 4.966304671727e-02, 1.058173498293e-04
 1.247600000000e+01, 1.100000000000e+00, 1.100000000000e+00, 5.011065761672e-02, 1.265179697261e-04
 1.267400000000e+01, 1.100000000000e+00, 1.100000000000e+00, 5.039785936944e-02, 1.174609858102e-04
 1.287200000000e+01, 1.100000000000e+00, 1.100000000000e+00, 5.065875775854e-02, 1.123396998745e-04
 1.307000000000e+01, 1.100000000000e+00, 1.100000000000e+00, 5.078491898427e-02, 1.100148427465e-04
