#              p[0],               p[1],               p[2],             energy,               error
 1.500000000000e+00, 1.000000000000e+00, 8.000000000000e-01, 3.950635197405e-01, 3.354624784344e-03
 1.500000000000e+00, 1.000000000000e+00, 8.444444444444e-01, 3.275250591092e-01, 2.054598249222e-03
 1.500000000000e+00, 1.000000000000e+00, 8.888888888889e-01, 2.759314076277e-01, 1.197683798933e-03
 1.500000000000e+00, 1.000000000000e+00, 9.333333333333e-01, 2.600535445307e-01, 8.219965034701e-04
 1.500000000000e+00, 1.000000000000e+00, 9.777777777778e-01, 2.467031695068e-01, 5.793581062822e-04
 1.500000000000e+00, 1.000000000000e+00, 1.022222222222e+00, 2.486822137085e-01, 5.180515473903e-04
 1.500000000000e+00, 1.000000000000e+00, 1.066666666667e+00, 2.493217961477e-01, 4.809092678131e-04
 1.500000000000e+00, 1.000000000000e+00, 1.111111111111e+00, 2.547688345148e-01, 4.866435163891e-04
 1.500000000000e+00, 1.000000000000e+00, 1.155555555556e+00, 2.613740375466e-01, 4.972920172228e-04
 1.888888888889e+00, 1.000000000000e+00, 8.000000000000e-01, 2.724341017549e-01, 2.064297343416e-03
 1.888888888889e+00, 1.000000000000e+00, 8.444444444444e-01, 2.323053237441e-01, 1.305950196549e-03
 1.888888888889e+00, 1.000000000000e+00, 8.888888888889e-01, 2.057270769171e-01, 7.305465916615e-04
 1.888888888889e+00, 1.000000000000e+00, 9.333333333333e-01, 2.021821953977e-01, 5.459585391483e-04
 1.888888888889e+00, 1.000000000000e+00, 9.777777777778e-01, 1.987802881831e-01, 4.076237611003e-04
 1.888888888889e+00, 1.000000000000e+00, 1.022222222222e+00, 2.027953868273e-01, 3.682970519648e-04
 1.888888888889e+00, 1.000000000000e+00, 1.066666666667e+00, 2.050258656238e-01, 3.456693580170e-04
 1.888888888889e+00, 1.000000000000e+00, 1.111111111111e+00, 2.090427867018e-01, 3.560746488342e-04
 1.888888888889e+00, 1.000000000000e+00, 1.155555555556e+00, 2.105671361262e-01, 3.566723389791e-04
 2.277777777778e+00, 1.000000000000e+00, 8.000000000000e-01, 2.185363787760e-01, 1.582772317411e-03
 2.277777777778e+00, 1.000000000000e+00, 8.444444444444e-01, 1.823704689653e-01, 7.863922917541e-04
 2.277777777778e+00, 1.000000000000e+00, 8.888888888889e-01, 1.763606782333e-01, 5.566009341987e-04
