#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  7.5000000000000e+00,  1.0000000000000e+00,  9.4000000000000e-01,  4.6216310317515e-01,  1.8965370669601e+01,  1.6333566414549e-02
  7.5000000000000e+00,  1.0000000000000e+00,  9.8000000000000e-01,  3.6113790633398e-01,  1.3691531936182e+01,  1.1836798303995e-02
  7.5000000000000e+00,  1.0000000000000e+00,  1.0200000000000e+00,  2.7376435583471e-01,  8.4346290410446e+00,  9.4693987041813e-03
  7.5000000000000e+00,  1.0000000000000e+00,  1.0600000000000e+00,  2.8738554538264e-01,  1.3173809759451e+01,  1.2176415651480e-02
  7.5000000000000e+00,  1.0000000000000e+00,  1.1000000000000e+00,  2.6746166353546e-01,  1.1902296888663e+01,  1.2480498510320e-02
  7.5000000000000e+00,  1.0400000000000e+00,  9.4000000000000e-01,  3.7045453235930e-01,  1.0414564395833e+01,  1.1099167484296e-02
  7.5000000000000e+00,  1.0400000000000e+00,  9.8000000000000e-01,  2.4573987842801e-01,  3.8000463540475e+00,  6.8681370244430e-03
  7.5000000000000e+00,  1.0400000000000e+00,  1.0200000000000e+00,  1.9351047633079e-01,  3.1438134210695e+00,  5.5829065547715e-03
  7.5000000000000e+00,  1.0400000000000e+00,  1.0600000000000e+00,  1.6486337875061e-01,  2.3719541044926e+00,  5.2158557043565e-03
  7.5000000000000e+00,  1.0400000000000e+00,  1.1000000000000e+00,  1.7136170247959e-01,  3.1663039403016e+00,  5.4426080259003e-03
  7.5000000000000e+00,  1.0800000000000e+00,  9.4000000000000e-01,  3.3606333672550e-01,  7.5461173099425e+00,  9.9155971102751e-03
  7.5000000000000e+00,  1.0800000000000e+00,  9.8000000000000e-01,  2.1818349989990e-01,  2.1722554589340e+00,  5.9970954323002e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.0200000000000e+00,  1.5941135987270e-01,  7.2613599122928e-01,  3.1009644335260e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.0600000000000e+00,  1.3868423385347e-01,  6.4827832763871e-01,  2.3193347663443e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.1000000000000e+00,  1.3794412800811e-01,  6.2777610844556e-01,  2.4627923272901e-03
  7.5000000000000e+00,  1.1200000000000e+00,  9.4000000000000e-01,  3.1284117122630e-01,  6.7704416674838e+00,  8.8056268969947e-03
  7.5000000000000e+00,  1.1200000000000e+00,  9.8000000000000e-01,  2.2189784400284e-01,  1.9346429072791e+00,  5.4035105190409e-03
  7.5000000000000e+00,  1.1200000000000e+00,  1.0200000000000e+00,  1.5813905438020e-01,  2.6527018701297e-01,  1.9027141668422e-03
  7.5000000000000e+00,  1.1200000000000e+00,  1.0600000000000e+00,  1.3390862906439e-01,  7.5376202548926e-02,  9.8132860605213e-04
  7.5000000000000e+00,  1.1200000000000e+00,  1.1000000000000e+00,  1.3073091176870e-01,  2.0366994417662e-01,  1.4506284307798e-03
  7.5000000000000e+00,  1.1600000000000e+00,  9.4000000000000e-01,  3.3985307006085e-01,  7.5026786178055e+00,  1.1435161023088e-02
  7.5000000000000e+00,  1.1600000000000e+00,  9.8000000000000e-01,  2.2573994155274e-01,  1.7521793529206e+00,  5.0975196612853e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.0200000000000e+00,  1.6941569848203e-01,  3.3529695376848e-01,  2.0550532480177e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.0600000000000e+00,  1.4799102835634e-01,  1.6021033055892e-01,  1.3268665790363e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.1000000000000e+00,  1.4663892102812e-01,  2.7451726818528e-01,  1.6611621158170e-03
  7.5000000000000e+00,  1.2000000000000e+00,  9.4000000000000e-01,  3.7922440510998e-01,  7.7417093182885e+00,  1.0819906515016e-02
  7.5000000000000e+00,  1.2000000000000e+00,  9.8000000000000e-01,  2.5102777740438e-01,  1.8943779168316e+00,  4.8616850400159e-03
  7.5000000000000e+00,  1.2000000000000e+00,  1.0200000000000e+00,  1.9788347502072e-01,  4.6232142269832e-01,  2.3688240293761e-03
  7.5000000000000e+00,  1.2000000000000e+00,  1.0600000000000e+00,  1.7270305866671e-01,  3.4985950045066e-01,  1.9365012802698e-03
  7.5000000000000e+00,  1.2000000000000e+00,  1.1000000000000e+00,  1.7024472789022e-01,  4.1416959025379e-01,  2.1766095440336e-03
  8.0000000000000e+00,  1.0000000000000e+00,  9.4000000000000e-01,  4.2974779811322e-01,  1.5413421215746e+01,  1.4562062007852e-02
  8.0000000000000e+00,  1.0000000000000e+00,  9.8000000000000e-01,  3.2749759332871e-01,  1.2377416182070e+01,  1.2422963218424e-02
  8.0000000000000e+00,  1.0000000000000e+00,  1.0200000000000e+00,  2.5668203050905e-01,  7.0892069492569e+00,  8.9402584740842e-03
  8.0000000000000e+00,  1.0000000000000e+00,  1.0600000000000e+00,  2.3841834507894e-01,  1.4328163683827e+01,  1.1856339336640e-02
  8.0000000000000e+00,  1.0000000000000e+00,  1.1000000000000e+00,  2.5420304287949e-01,  1.0208772282260e+01,  1.2086493008259e-02
  8.0000000000000e+00,  1.0400000000000e+00,  9.4000000000000e-01,  3.1489618775295e-01,  8.0578706072400e+00,  1.0807108290607e-02
  8.0000000000000e+00,  1.0400000000000e+00,  9.8000000000000e-01,  2.3761833551293e-01,  3.8542445795595e+00,  6.5788039358659e-03
  8.0000000000000e+00,  1.0400000000000e+00,  1.0200000000000e+00,  1.8744394828697e-01,  2.5201243605991e+00,  5.8518318098355e-03
  8.0000000000000e+00,  1.0400000000000e+00,  1.0600000000000e+00,  1.6705571955902e-01,  2.1775522102788e+00,  4.7217636337715e-03
  8.0000000000000e+00,  1.0400000000000e+00,  1.1000000000000e+00,  1.6140442946119e-01,  2.0368669254187e+00,  4.6012544198866e-03
  8.0000000000000e+00,  1.0800000000000e+00,  9.4000000000000e-01,  2.9272879028087e-01,  6.9657117268454e+00,  9.9242664679650e-03
  8.0000000000000e+00,  1.0800000000000e+00,  9.8000000000000e-01,  2.0081679373995e-01,  1.6468245447106e+00,  4.7101159036537e-03
  8.0000000000000e+00,  1.0800000000000e+00,  1.0200000000000e+00,  1.5478411763048e-01,  5.7060480507893e-01,  2.6813130636648e-03
  8.0000000000000e+00,  1.0800000000000e+00,  1.0600000000000e+00,  1.3475224212760e-01,  5.5456695294854e-01,  2.0885161632611e-03
  8.0000000000000e+00,  1.0800000000000e+00,  1.1000000000000e+00,  1.3549190562019e-01,  6.3602599281089e-01,  2.3489429260731e-03
  8.0000000000000e+00,  1.1200000000000e+00,  9.4000000000000e-01,  2.9266376366455e-01,  4.9945420492017e+00,  7.8398346641003e-03
  8.0000000000000e+00,  1.1200000000000e+00,  9.8000000000000e-01,  2.0448668800728e-01,  2.1009365009817e+00,  5.1092931237349e-03
  8.0000000000000e+00,  1.1200000000000e+00,  1.0200000000000e+00,  1.5152383511478e-01,  2.3771218275327e-01,  1.7883529426823e-03
  8.0000000000000e+00,  1.1200000000000e+00,  1.0600000000000e+00,  1.2917815001238e-01,  1.2393337658263e-01,  1.2149107325051e-03
