#              p[0],             energy,               error
 3.000000000000e-01, 3.640885762764e+00, 2.192925872816e-03
 4.000000000000e-01, 3.150852624252e+00, 8.634209364458e-04
 5.000000000000e-01, 3.000000000000e+00,6.384388442279e-162
 6.000000000000e-01, 3.006337776238e+00, 6.495110374190e-04
 7.000000000000e-01, 3.094076762906e+00, 1.181178137484e-03
