#              p[0],               p[1],               p[2],             energy,               error
 3.000000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 9.058135018858e-01, 6.231829460588e-02
 3.000000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 5.056771148255e-01, 3.806600283752e-02
 3.000000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 3.756342879566e-01, 4.095121762251e-02
 3.000000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 3.068015556872e-01, 7.187831256771e-02
 3.000000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 1.974735853258e-01, 7.655487081921e-03
 3.000000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 1.907359365159e-01, 3.430287612948e-03
 3.000000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 2.021362506013e-01, 1.660860440174e-03
 3.000000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 2.365086518026e-01, 2.280186322847e-03
 3.000000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 2.620240901687e-01, 8.467692730032e-03
 3.166666666667e+00, 9.500000000000e-01, 5.000000000000e+00, 1.436023748398e+00, 6.035184021612e-01
 3.166666666667e+00, 9.833333333333e-01, 5.000000000000e+00, 5.648331473365e-01, 7.156672485550e-02
 3.166666666667e+00, 1.016666666667e+00, 5.000000000000e+00, 3.372135783479e-01, 2.555234874799e-02
 3.166666666667e+00, 1.050000000000e+00, 5.000000000000e+00, 2.397140939648e-01, 1.835387592164e-02
 3.166666666667e+00, 1.083333333333e+00, 5.000000000000e+00, 2.042298680111e-01, 9.571004294014e-03
 3.166666666667e+00, 1.116666666667e+00, 5.000000000000e+00, 1.961332159209e-01, 2.103577515111e-03
 3.166666666667e+00, 1.150000000000e+00, 5.000000000000e+00, 2.124588988383e-01, 1.567665266902e-03
 3.166666666667e+00, 1.183333333333e+00, 5.000000000000e+00, 2.393729047880e-01, 2.924588477922e-03
 3.166666666667e+00, 1.216666666667e+00, 5.000000000000e+00, 2.732325375118e-01, 3.814876569084e-03
 3.333333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 7.452474881738e-01, 6.577606154119e-02
 3.333333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 5.425545613707e-01, 7.580251599929e-02
 3.333333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 3.473018905837e-01, 5.773039025925e-02
 3.333333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 2.234471282979e-01, 7.280205394347e-03
 3.333333333333e+00, 1.083333333333e+00, 5.000000000000e+00, 2.045624395682e-01, 6.664717322730e-03
 3.333333333333e+00, 1.116666666667e+00, 5.000000000000e+00, 2.071874237417e-01, 2.556713888359e-03
 3.333333333333e+00, 1.150000000000e+00, 5.000000000000e+00, 2.188754632561e-01, 1.391303622162e-03
 3.333333333333e+00, 1.183333333333e+00, 5.000000000000e+00, 2.497962666938e-01, 1.843236259106e-03
 3.333333333333e+00, 1.216666666667e+00, 5.000000000000e+00, 2.826075111903e-01, 3.727888039496e-03
 3.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 7.495900373885e-01, 1.198122067995e-01
 3.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 5.077189984508e-01, 3.343678175109e-02
 3.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 4.855048137655e-01, 1.923113209916e-01
 3.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 2.351753678734e-01, 7.693696849323e-03
 3.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 2.277095230935e-01, 1.034202231443e-02
 3.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 2.110731558956e-01, 3.558540637521e-03
 3.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 2.290161507935e-01, 1.444575055441e-03
 3.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 2.520148331351e-01, 4.958011954498e-03
 3.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 2.804773369210e-01, 4.818751543199e-03
 3.666666666667e+00, 9.500000000000e-01, 5.000000000000e+00, 5.869299878584e-01, 2.752760320483e-02
