#              p[0],               p[1],               p[2],             energy,               error
 2.000000000000e+00, 8.000000000000e-01, 8.000000000000e-01, 9.471366761562e+00, 7.748197605225e-02
 2.000000000000e+00, 8.000000000000e-01, 8.875000000000e-01, 7.766860838852e+00, 8.188975751850e-02
 2.000000000000e+00, 8.000000000000e-01, 9.750000000000e-01, 7.204045328417e+00, 8.616837851538e-02
 2.000000000000e+00, 8.000000000000e-01, 1.062500000000e+00, 7.481365538972e+00, 9.232980776557e-02
 2.000000000000e+00, 8.000000000000e-01, 1.150000000000e+00, 7.933260863895e+00, 9.994287244901e-02
 2.000000000000e+00, 8.000000000000e-01, 1.237500000000e+00, 8.720514746180e+00, 1.152592432669e-01
 2.000000000000e+00, 8.000000000000e-01, 1.325000000000e+00, 9.181744722107e+00, 1.204119416755e-01
 2.000000000000e+00, 8.000000000000e-01, 1.412500000000e+00, 9.028766992073e+00, 1.173470743662e-01
 2.000000000000e+00, 8.875000000000e-01, 8.000000000000e-01, 6.097439602285e+00, 5.247774736037e-02
 2.000000000000e+00, 8.875000000000e-01, 8.875000000000e-01, 3.266657774951e+00, 2.852885225788e-02
 2.000000000000e+00, 8.875000000000e-01, 9.750000000000e-01, 2.610276502751e+00, 2.651872794253e-02
 2.000000000000e+00, 8.875000000000e-01, 1.062500000000e+00, 2.583787354873e+00, 2.887647579118e-02
 2.000000000000e+00, 8.875000000000e-01, 1.150000000000e+00, 2.728040364612e+00, 3.087473897038e-02
 2.000000000000e+00, 8.875000000000e-01, 1.237500000000e+00, 2.896679239910e+00, 3.298907483314e-02
 2.000000000000e+00, 8.875000000000e-01, 1.325000000000e+00, 3.236820473980e+00, 3.798971544221e-02
 2.000000000000e+00, 8.875000000000e-01, 1.412500000000e+00, 3.322686674071e+00, 3.930615986290e-02
 2.000000000000e+00, 9.750000000000e-01, 8.000000000000e-01, 4.888732203114e+00, 4.884198780269e-02
 2.000000000000e+00, 9.750000000000e-01, 8.875000000000e-01, 1.857034076979e+00, 1.477882552439e-02
 2.000000000000e+00, 9.750000000000e-01, 9.750000000000e-01, 1.181961811726e+00, 8.591201383379e-03
