#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  4.8000000000000e+00,  1.0800000000000e+00,  9.6000000000000e-01,  3.4291228820717e-01,  1.8803474857390e-01,  2.7619451343817e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.0000000000000e+00,  3.4297771286612e-01,  2.2968297811244e-01,  3.1358384759547e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.0400000000000e+00,  3.4425087624239e-01,  2.3182912651695e-01,  3.1011918693002e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.0800000000000e+00,  3.4695176327202e-01,  2.3024672528580e-01,  2.8194145581160e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.1200000000000e+00,  3.4926629315501e-01,  2.3625053722642e-01,  2.7821247655471e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.1600000000000e+00,  3.5130364619065e-01,  2.5223236456798e-01,  3.1005109749299e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.2000000000000e+00,  3.5405185149181e-01,  2.4669262316124e-01,  3.1307079280777e-04
  4.8000000000000e+00,  1.1200000000000e+00,  8.4000000000000e-01,  3.6111045619377e-01,  1.6167084897191e-01,  3.0615608114684e-04
  4.8000000000000e+00,  1.1200000000000e+00,  8.8000000000000e-01,  3.4987069788173e-01,  7.8779873788349e-02,  2.0277635266073e-04
  4.8000000000000e+00,  1.1200000000000e+00,  9.2000000000000e-01,  3.4483189107284e-01,  7.9628326168960e-02,  2.0342051135293e-04
  4.8000000000000e+00,  1.1200000000000e+00,  9.6000000000000e-01,  3.4276579567753e-01,  1.3935938955647e-01,  2.6291682871279e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  3.4323717370301e-01,  1.4340789923852e-01,  2.4676836316034e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.0400000000000e+00,  3.4316738276945e-01,  2.0602230142862e-01,  3.1477247953120e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.0800000000000e+00,  3.4543278092323e-01,  1.9509704197221e-01,  2.8793012429290e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.1200000000000e+00,  3.4805227642434e-01,  1.8625559874036e-01,  2.7696849308266e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.1600000000000e+00,  3.5099269454207e-01,  2.1657868070839e-01,  2.8836668209220e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.2000000000000e+00,  3.5342183375263e-01,  1.9501453144435e-01,  2.8018108561305e-04
  4.8000000000000e+00,  1.1600000000000e+00,  8.4000000000000e-01,  3.6305989964779e-01,  1.7089364773179e-01,  3.1325582137655e-04
  4.8000000000000e+00,  1.1600000000000e+00,  8.8000000000000e-01,  3.5192096893587e-01,  7.3759290586430e-02,  2.0481258919542e-04
  4.8000000000000e+00,  1.1600000000000e+00,  9.2000000000000e-01,  3.4671332454520e-01,  9.0429120195605e-02,  2.1114180852929e-04
  4.8000000000000e+00,  1.1600000000000e+00,  9.6000000000000e-01,  3.4453213269444e-01,  1.3855835972784e-01,  2.5421234243277e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.0000000000000e+00,  3.4490762055227e-01,  1.4846862068089e-01,  2.5799404036516e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.0400000000000e+00,  3.4548882167172e-01,  1.9006555923273e-01,  2.9634384918996e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.0800000000000e+00,  3.4786542750363e-01,  2.0613806626777e-01,  3.0006683361801e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.1200000000000e+00,  3.4996707126693e-01,  1.9616343462372e-01,  2.9233727586877e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.1600000000000e+00,  3.5296877911139e-01,  1.8576383120542e-01,  2.7849531901436e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.2000000000000e+00,  3.5535510559331e-01,  2.0844834742429e-01,  3.3656172107924e-04
  4.8000000000000e+00,  1.2000000000000e+00,  8.4000000000000e-01,  3.6621246020836e-01,  1.9024435395955e-01,  3.2398573733734e-04
  4.8000000000000e+00,  1.2000000000000e+00,  8.8000000000000e-01,  3.5535572383638e-01,  9.4891003910257e-02,  2.2620135749146e-04
  4.8000000000000e+00,  1.2000000000000e+00,  9.2000000000000e-01,  3.4993388024155e-01,  1.3718673730248e-01,  2.3386719657346e-04
  4.8000000000000e+00,  1.2000000000000e+00,  9.6000000000000e-01,  3.4814970832125e-01,  1.6887167889491e-01,  2.7508789849025e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.0000000000000e+00,  3.4792868064145e-01,  1.9170317091587e-01,  2.9149642927968e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.0400000000000e+00,  3.4959220724830e-01,  2.1581530630778e-01,  3.3851093299209e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.0800000000000e+00,  3.5118778120631e-01,  2.3596780264628e-01,  3.3078976471549e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.1200000000000e+00,  3.5348019794184e-01,  2.2528821141321e-01,  3.1469992473612e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.1600000000000e+00,  3.5615065438085e-01,  2.3511045715159e-01,  3.2994590314666e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.2000000000000e+00,  3.5880176154064e-01,  2.3172417045411e-01,  3.3965899676547e-04
