#              p[0],               p[1],               p[2],             energy,               error
 1.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 1.134044325356e+00, 3.282059727171e-02
 1.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 7.537740207430e-01, 1.671002733059e-02
 1.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 4.870020007942e-01, 1.062989578123e-02
 1.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 3.541278343506e-01, 4.660690103794e-03
 1.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 2.931125476164e-01, 5.975484147523e-03
 1.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 2.581948815267e-01, 1.306004158018e-03
 1.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 2.541071072735e-01, 1.209989014529e-03
 1.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 2.695589383637e-01, 2.370117317232e-03
 1.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 2.958677840408e-01, 2.427052565692e-03
 1.833333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 1.021667144146e+00, 8.657819983763e-02
 1.833333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 5.613487722085e-01, 1.963256771958e-02
 1.833333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 4.383516434185e-01, 3.990769922773e-02
 1.833333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 2.874886990737e-01, 6.820165588390e-03
 1.833333333333e+00, 1.083333333333e+00, 5.000000000000e+00, 2.301830667152e-01, 4.274779010868e-03
 1.833333333333e+00, 1.116666666667e+00, 5.000000000000e+00, 2.136199797810e-01, 7.265770691623e-04
 1.833333333333e+00, 1.150000000000e+00, 5.000000000000e+00, 2.180689215677e-01, 7.269605939002e-04
 1.833333333333e+00, 1.183333333333e+00, 5.000000000000e+00, 2.351350537364e-01, 1.584832029835e-03
 1.833333333333e+00, 1.216666666667e+00, 5.000000000000e+00, 2.548528482338e-01, 2.900332806588e-03
 2.166666666667e+00, 9.500000000000e-01, 5.000000000000e+00, 7.570574402152e-01, 7.299937210752e-02
 2.166666666667e+00, 9.833333333333e-01, 5.000000000000e+00, 5.921388649319e-01, 1.357354724670e-01
 2.166666666667e+00, 1.016666666667e+00, 5.000000000000e+00, 3.003073357542e-01, 8.281004580713e-03
 2.166666666667e+00, 1.050000000000e+00, 5.000000000000e+00, 2.468666041071e-01, 9.320968766558e-03
 2.166666666667e+00, 1.083333333333e+00, 5.000000000000e+00, 2.026385887733e-01, 2.242660384578e-03
 2.166666666667e+00, 1.116666666667e+00, 5.000000000000e+00, 2.014736643812e-01, 5.012223995911e-03
 2.166666666667e+00, 1.150000000000e+00, 5.000000000000e+00, 2.015968225687e-01, 7.003443402218e-04
 2.166666666667e+00, 1.183333333333e+00, 5.000000000000e+00, 2.163492246564e-01, 1.720716735037e-03
 2.166666666667e+00, 1.216666666667e+00, 5.000000000000e+00, 2.433513709107e-01, 1.600547338018e-03
 2.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 5.367690316392e-01, 2.976653260108e-02
 2.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 3.703039537531e-01, 1.611358032686e-02
 2.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 2.602288657156e-01, 6.831390954639e-03
 2.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 2.145089588600e-01, 3.982086819179e-03
 2.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 1.969483632437e-01, 3.539465255296e-03
 2.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 1.885699731639e-01, 5.470885119406e-04
 2.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 1.950984868738e-01, 1.170606554157e-03
 2.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 2.119931024313e-01, 1.237564926084e-03
 2.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 2.304349590182e-01, 2.132241892885e-03
 2.833333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 4.542859263643e-01, 2.069086099896e-02
 2.833333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 3.209128503328e-01, 1.092253943092e-02
 2.833333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 2.471588632382e-01, 6.789997923226e-03
 2.833333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 2.602410165899e-01, 3.608004666821e-02
 2.833333333333e+00, 1.083333333333e+00, 5.000000000000e+00, 2.114810840571e-01, 1.541449506136e-02
 2.833333333333e+00, 1.116666666667e+00, 5.000000000000e+00, 1.890202857837e-01, 1.152982841396e-03
 2.833333333333e+00, 1.150000000000e+00, 5.000000000000e+00, 1.845132081320e-01, 1.120495238783e-02
 2.833333333333e+00, 1.183333333333e+00, 5.000000000000e+00, 2.107344996178e-01, 1.857295183065e-03
 2.833333333333e+00, 1.216666666667e+00, 5.000000000000e+00, 2.276528512632e-01, 1.560141888319e-03
 3.166666666667e+00, 9.500000000000e-01, 5.000000000000e+00, 4.095718201206e-01, 2.792677903510e-02
 3.166666666667e+00, 9.833333333333e-01, 5.000000000000e+00, 2.923656878781e-01, 1.046406185500e-02
 3.166666666667e+00, 1.016666666667e+00, 5.000000000000e+00, 2.329398948948e-01, 8.549719830464e-03
 3.166666666667e+00, 1.050000000000e+00, 5.000000000000e+00, 2.061910521451e-01, 3.599119512377e-03
 3.166666666667e+00, 1.083333333333e+00, 5.000000000000e+00, 2.057190870463e-01, 1.375898419526e-02
 3.166666666667e+00, 1.116666666667e+00, 5.000000000000e+00, 1.909650078988e-01, 4.535047360745e-04
 3.166666666667e+00, 1.150000000000e+00, 5.000000000000e+00, 1.962114952670e-01, 1.875621879247e-03
 3.166666666667e+00, 1.183333333333e+00, 5.000000000000e+00, 2.094216062528e-01, 2.217222500054e-03
 3.166666666667e+00, 1.216666666667e+00, 5.000000000000e+00, 2.223351566489e-01, 6.828460585539e-03
 3.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 3.755282838685e-01, 1.425596756724e-02
 3.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 2.646390458260e-01, 1.149713639673e-02
 3.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 2.305431513364e-01, 6.124366193555e-03
 3.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 2.573964966974e-01, 5.961191695061e-02
 3.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 1.961218483414e-01, 2.788730537309e-03
 3.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 1.983094415124e-01, 7.822654240584e-04
 3.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 2.002185978476e-01, 3.860247499757e-03
 3.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 2.186907215382e-01, 9.066829444312e-04
 3.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 2.288041154062e-01, 2.538297572719e-03
 3.833333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 3.396987334335e-01, 1.656859949607e-02
 3.833333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 2.880701258405e-01, 1.494727214429e-02
 3.833333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 2.644177049957e-01, 3.807888633103e-02
 3.833333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 2.140948491742e-01, 6.120535457466e-03
