#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  7.5000000000000e+00,  1.0000000000000e+00,  9.4000000000000e-01,  4.5440782464926e-01,  1.7550545839707e+01,  1.4324522549960e-02
  7.5000000000000e+00,  1.0000000000000e+00,  1.0000000000000e+00,  3.2018388066251e-01,  1.4045777326697e+01,  1.2806916625457e-02
  7.5000000000000e+00,  1.0000000000000e+00,  1.0600000000000e+00,  2.5906337960157e-01,  8.1927197826186e+00,  9.7288015713068e-03
  7.5000000000000e+00,  1.0000000000000e+00,  1.1200000000000e+00,  2.6412342272267e-01,  9.1007841640295e+00,  9.9282697523622e-03
  7.5000000000000e+00,  1.0000000000000e+00,  1.1800000000000e+00,  2.9348205967612e-01,  1.3164879622099e+01,  1.2819088713969e-02
  7.5000000000000e+00,  1.0400000000000e+00,  9.4000000000000e-01,  3.7261557735103e-01,  1.1883856894769e+01,  1.3725362039240e-02
  7.5000000000000e+00,  1.0400000000000e+00,  1.0000000000000e+00,  2.0659327653787e-01,  2.8553469167086e+00,  5.7851710602440e-03
  7.5000000000000e+00,  1.0400000000000e+00,  1.0600000000000e+00,  1.6538934098584e-01,  2.0020681437549e+00,  4.6863872115480e-03
  7.5000000000000e+00,  1.0400000000000e+00,  1.1200000000000e+00,  1.7038506817350e-01,  3.5593763423986e+00,  5.5919882466025e-03
  7.5000000000000e+00,  1.0400000000000e+00,  1.1800000000000e+00,  1.8886414078296e-01,  3.2690492945633e+00,  6.2547458049466e-03
  7.5000000000000e+00,  1.0800000000000e+00,  9.4000000000000e-01,  3.3467625933601e-01,  7.0902240995919e+00,  9.8073138610578e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.0000000000000e+00,  1.8147489336826e-01,  1.1233417622597e+00,  3.8135510128678e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.0600000000000e+00,  1.3411302270081e-01,  4.1209682993130e-01,  2.1327067337774e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.1200000000000e+00,  1.4300636413038e-01,  8.2017930297113e-01,  2.6561792818100e-03
  7.5000000000000e+00,  1.0800000000000e+00,  1.1800000000000e+00,  1.6400234059027e-01,  1.0456399517986e+00,  3.3186243415527e-03
  7.5000000000000e+00,  1.1200000000000e+00,  9.4000000000000e-01,  3.2448201284956e-01,  7.3137290967824e+00,  9.6636179901573e-03
  7.5000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  1.8501725940778e-01,  8.0248993006094e-01,  3.3037871499277e-03
  7.5000000000000e+00,  1.1200000000000e+00,  1.0600000000000e+00,  1.3147800831160e-01,  8.8614262704487e-02,  1.1001265894350e-03
  7.5000000000000e+00,  1.1200000000000e+00,  1.1200000000000e+00,  1.3488779694233e-01,  3.2789837767970e-01,  1.6370503242518e-03
  7.5000000000000e+00,  1.1200000000000e+00,  1.1800000000000e+00,  1.4908965753779e-01,  6.0496391222734e-01,  2.8495419805762e-03
  7.5000000000000e+00,  1.1600000000000e+00,  9.4000000000000e-01,  3.3851206238232e-01,  6.2424580215166e+00,  9.0774211874938e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.0000000000000e+00,  1.8786186360782e-01,  6.9056925278694e-01,  2.8917397975600e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.0600000000000e+00,  1.4932215590643e-01,  1.7546510892961e-01,  1.3949567380067e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.1200000000000e+00,  1.4937583245313e-01,  3.0843192464896e-01,  1.9798937563265e-03
  7.5000000000000e+00,  1.1600000000000e+00,  1.1800000000000e+00,  1.7431285303582e-01,  5.0444395018362e-01,  2.2974133235490e-03
  7.5000000000000e+00,  1.2000000000000e+00,  9.4000000000000e-01,  3.6906560213193e-01,  7.3986088219150e+00,  1.0131349315457e-02
  7.5000000000000e+00,  1.2000000000000e+00,  1.0000000000000e+00,  2.1056210590924e-01,  7.9358341566188e-01,  3.0787335905400e-03
  7.5000000000000e+00,  1.2000000000000e+00,  1.0600000000000e+00,  1.7177761843250e-01,  2.6764796322314e-01,  1.7250428163291e-03
  7.5000000000000e+00,  1.2000000000000e+00,  1.1200000000000e+00,  1.7276952706470e-01,  5.0758178278437e-01,  2.4562616115385e-03
  7.5000000000000e+00,  1.2000000000000e+00,  1.1800000000000e+00,  1.9373201297343e-01,  7.4137838165346e-01,  3.1538050688036e-03
  8.0000000000000e+00,  1.0000000000000e+00,  9.4000000000000e-01,  4.0233036728418e-01,  1.3815953991781e+01,  1.2553249634473e-02
  8.0000000000000e+00,  1.0000000000000e+00,  1.0000000000000e+00,  2.7555748922525e-01,  8.2191655943345e+00,  9.4850674632847e-03
  8.0000000000000e+00,  1.0000000000000e+00,  1.0600000000000e+00,  2.5852095941259e-01,  1.2678067002570e+01,  1.1812517041317e-02
  8.0000000000000e+00,  1.0000000000000e+00,  1.1200000000000e+00,  2.5695084821859e-01,  9.9134186878704e+00,  1.1382705426639e-02
