#              p[0],               p[1],               p[2],             energy,               error
 3.000000000000e+00, 8.000000000000e-01, 8.000000000000e-01, 9.967871725979e+00, 5.449928159030e-02
 3.000000000000e+00, 8.000000000000e-01, 8.700000000000e-01, 7.841398827837e+00, 5.033763764435e-02
 3.000000000000e+00, 8.000000000000e-01, 9.400000000000e-01, 7.015569247860e+00, 5.091622328688e-02
 3.000000000000e+00, 8.000000000000e-01, 1.010000000000e+00, 6.678071021148e+00, 5.178753344592e-02
 3.000000000000e+00, 8.000000000000e-01, 1.080000000000e+00, 6.637788275031e+00, 5.251732321343e-02
 3.000000000000e+00, 8.000000000000e-01, 1.150000000000e+00, 6.695560406312e+00, 5.434620432924e-02
 3.000000000000e+00, 8.000000000000e-01, 1.220000000000e+00, 6.643022105141e+00, 5.107670565382e-02
 3.000000000000e+00, 8.000000000000e-01, 1.290000000000e+00, 6.782393481626e+00, 5.447294965521e-02
 3.000000000000e+00, 8.000000000000e-01, 1.360000000000e+00, 6.741880689643e+00, 5.491266359840e-02
 3.000000000000e+00, 8.000000000000e-01, 1.430000000000e+00, 6.814220274464e+00, 5.399613834815e-02
 3.000000000000e+00, 8.700000000000e-01, 8.000000000000e-01, 5.951533375524e+00, 2.942014204523e-02
 3.000000000000e+00, 8.700000000000e-01, 8.700000000000e-01, 3.902485201413e+00, 2.039899664668e-02
 3.000000000000e+00, 8.700000000000e-01, 9.400000000000e-01, 3.138778130126e+00, 1.992268974114e-02
 3.000000000000e+00, 8.700000000000e-01, 1.010000000000e+00, 2.846410466398e+00, 1.970111888104e-02
 3.000000000000e+00, 8.700000000000e-01, 1.080000000000e+00, 2.774021188850e+00, 2.041599756102e-02
 3.000000000000e+00, 8.700000000000e-01, 1.150000000000e+00, 2.784331326661e+00, 1.955209088326e-02
 3.000000000000e+00, 8.700000000000e-01, 1.220000000000e+00, 2.844902321304e+00, 2.237768598338e-02
 3.000000000000e+00, 8.700000000000e-01, 1.290000000000e+00, 2.877442508664e+00, 2.118470667996e-02
 3.000000000000e+00, 8.700000000000e-01, 1.360000000000e+00, 2.893504706209e+00, 2.056232465985e-02
 3.000000000000e+00, 8.700000000000e-01, 1.430000000000e+00, 2.966180747752e+00, 2.121699124168e-02
 3.000000000000e+00, 9.400000000000e-01, 8.000000000000e-01, 4.439648628990e+00, 2.830406746983e-02
 3.000000000000e+00, 9.400000000000e-01, 8.700000000000e-01, 2.398957609277e+00, 1.068183712860e-02
 3.000000000000e+00, 9.400000000000e-01, 9.400000000000e-01, 1.633559958731e+00, 7.625865845862e-03
 3.000000000000e+00, 9.400000000000e-01, 1.010000000000e+00, 1.357515370664e+00, 7.217411697153e-03
 3.000000000000e+00, 9.400000000000e-01, 1.080000000000e+00, 1.305533703218e+00, 7.488131388816e-03
 3.000000000000e+00, 9.400000000000e-01, 1.150000000000e+00, 1.298962773116e+00, 7.915611561589e-03
 3.000000000000e+00, 9.400000000000e-01, 1.220000000000e+00, 1.351706614859e+00, 8.502035725598e-03
 3.000000000000e+00, 9.400000000000e-01, 1.290000000000e+00, 1.403639728416e+00, 7.758010573951e-03
 3.000000000000e+00, 9.400000000000e-01, 1.360000000000e+00, 1.424357980125e+00, 7.827470707549e-03
 3.000000000000e+00, 9.400000000000e-01, 1.430000000000e+00, 1.485545835742e+00, 8.222975660204e-03
 3.000000000000e+00, 1.010000000000e+00, 8.000000000000e-01, 3.897808316556e+00, 2.536402210639e-02
 3.000000000000e+00, 1.010000000000e+00, 8.700000000000e-01, 1.855423348871e+00, 8.935155900448e-03
 3.000000000000e+00, 1.010000000000e+00, 9.400000000000e-01, 1.092398118440e+00, 3.491597599841e-03
 3.000000000000e+00, 1.010000000000e+00, 1.010000000000e+00, 8.229468229520e-01, 2.569852475568e-03
 3.000000000000e+00, 1.010000000000e+00, 1.080000000000e+00, 7.585985359126e-01, 2.639439853031e-03
 3.000000000000e+00, 1.010000000000e+00, 1.150000000000e+00, 7.660988785564e-01, 2.737264775388e-03
 3.000000000000e+00, 1.010000000000e+00, 1.220000000000e+00, 8.062198382800e-01, 2.876139795986e-03
 3.000000000000e+00, 1.010000000000e+00, 1.290000000000e+00, 8.521759763598e-01, 2.842572524773e-03
 3.000000000000e+00, 1.010000000000e+00, 1.360000000000e+00, 9.018108349361e-01, 3.053241908579e-03
 3.000000000000e+00, 1.010000000000e+00, 1.430000000000e+00, 9.374765650362e-01, 2.870981045522e-03
 3.000000000000e+00, 1.080000000000e+00, 8.000000000000e-01, 3.692960086865e+00, 2.474150758426e-02
 3.000000000000e+00, 1.080000000000e+00, 8.700000000000e-01, 1.689088115457e+00, 8.538591546335e-03
 3.000000000000e+00, 1.080000000000e+00, 9.400000000000e-01, 9.312883271033e-01, 2.989879745041e-03
 3.000000000000e+00, 1.080000000000e+00, 1.010000000000e+00, 6.655252651986e-01, 1.053483362102e-03
