#              p[0],             energy,               error
 3.000000000000e-01, 5.665540723579e-01, 4.129699502197e-04
 3.500000000000e-01, 5.323442544316e-01, 2.593092725098e-04
 4.000000000000e-01, 5.126672663426e-01, 1.520133445902e-04
 4.500000000000e-01, 5.028742459898e-01, 6.658211950680e-05
 5.000000000000e-01, 5.000000000000e-01,6.384388442279e-162
 5.500000000000e-01, 5.023629536346e-01, 5.320257609964e-05
 6.000000000000e-01, 5.083306718392e-01, 1.025720792804e-04
 6.500000000000e-01, 5.173068308538e-01, 1.363927529063e-04
