#              p[0],               p[1],               p[2],             energy,               error
 3.500000000000e+00, 9.000000000000e-01, 1.200000000000e+00, 1.607170493051e-01, 1.051593514400e-04
 3.500000000000e+00, 9.000000000000e-01, 1.220000000000e+00, 1.631174013435e-01, 1.136151855464e-04
 3.500000000000e+00, 9.000000000000e-01, 1.240000000000e+00, 1.643504517646e-01, 1.156175324913e-04
 3.500000000000e+00, 9.000000000000e-01, 1.260000000000e+00, 1.656007491771e-01, 1.200061265041e-04
 3.500000000000e+00, 9.000000000000e-01, 1.280000000000e+00, 1.657590746254e-01, 1.240482561008e-04
 3.500000000000e+00, 9.800000000000e-01, 1.200000000000e+00, 1.618737707490e-01, 1.087391247561e-04
 3.500000000000e+00, 9.800000000000e-01, 1.220000000000e+00, 1.632191271242e-01, 1.148888681762e-04
 3.500000000000e+00, 9.800000000000e-01, 1.240000000000e+00, 1.626598983500e-01, 1.125582269482e-04
 3.500000000000e+00, 9.800000000000e-01, 1.260000000000e+00, 1.644729088786e-01, 1.167606390051e-04
 3.500000000000e+00, 9.800000000000e-01, 1.280000000000e+00, 1.651758035350e-01, 1.190836794558e-04
 3.500000000000e+00, 1.060000000000e+00, 1.200000000000e+00, 1.620022157712e-01, 1.077787200237e-04
 3.500000000000e+00, 1.060000000000e+00, 1.220000000000e+00, 1.633159360214e-01, 1.125388208158e-04
 3.500000000000e+00, 1.060000000000e+00, 1.240000000000e+00, 1.642136396666e-01, 1.159316305967e-04
 3.500000000000e+00, 1.060000000000e+00, 1.260000000000e+00, 1.640614591393e-01, 1.163694658969e-04
 3.500000000000e+00, 1.060000000000e+00, 1.280000000000e+00, 1.658592682331e-01, 1.215138157159e-04
 3.500000000000e+00, 1.140000000000e+00, 1.200000000000e+00, 1.612936473967e-01, 1.084270572835e-04
 3.500000000000e+00, 1.140000000000e+00, 1.220000000000e+00, 1.629922229257e-01, 1.117705667565e-04
 3.500000000000e+00, 1.140000000000e+00, 1.240000000000e+00, 1.633284429188e-01, 1.130444176861e-04
 3.500000000000e+00, 1.140000000000e+00, 1.260000000000e+00, 1.657652031026e-01, 1.215061087955e-04
 3.500000000000e+00, 1.140000000000e+00, 1.280000000000e+00, 1.659774008132e-01, 1.171080634052e-04
 3.500000000000e+00, 1.220000000000e+00, 1.200000000000e+00, 1.613968572703e-01, 1.074944502616e-04
 3.500000000000e+00, 1.220000000000e+00, 1.220000000000e+00, 1.626405450433e-01, 1.102573611657e-04
 3.500000000000e+00, 1.220000000000e+00, 1.240000000000e+00, 1.637023651263e-01, 1.144001405626e-04
 3.500000000000e+00, 1.220000000000e+00, 1.260000000000e+00, 1.646064548673e-01, 1.180134583788e-04
 3.500000000000e+00, 1.220000000000e+00, 1.280000000000e+00, 1.653746091333e-01, 1.241426882189e-04
 3.720000000000e+00, 9.000000000000e-01, 1.200000000000e+00, 1.607815280694e-01, 8.790680009545e-05
 3.720000000000e+00, 9.000000000000e-01, 1.220000000000e+00, 1.615955833817e-01, 8.874074341968e-05
 3.720000000000e+00, 9.000000000000e-01, 1.240000000000e+00, 1.630320182130e-01, 9.457385009519e-05
 3.720000000000e+00, 9.000000000000e-01, 1.260000000000e+00, 1.637394881189e-01, 9.452132642479e-05
 3.720000000000e+00, 9.000000000000e-01, 1.280000000000e+00, 1.652685430459e-01, 1.001231381065e-04
 3.720000000000e+00, 9.800000000000e-01, 1.200000000000e+00, 1.608082241577e-01, 8.659077108502e-05
 3.720000000000e+00, 9.800000000000e-01, 1.220000000000e+00, 1.618050703193e-01, 8.838225966446e-05
 3.720000000000e+00, 9.800000000000e-01, 1.240000000000e+00, 1.629348371933e-01, 9.193153062806e-05
 3.720000000000e+00, 9.800000000000e-01, 1.260000000000e+00, 1.644643561543e-01, 9.862504227020e-05
 3.720000000000e+00, 9.800000000000e-01, 1.280000000000e+00, 1.653723894535e-01, 1.016507964757e-04
 3.720000000000e+00, 1.060000000000e+00, 1.200000000000e+00, 1.607516143680e-01, 8.453648431824e-05
 3.720000000000e+00, 1.060000000000e+00, 1.220000000000e+00, 1.622191775027e-01, 9.073622570854e-05
 3.720000000000e+00, 1.060000000000e+00, 1.240000000000e+00, 1.630159163257e-01, 9.292071398564e-05
 3.720000000000e+00, 1.060000000000e+00, 1.260000000000e+00, 1.645864858609e-01, 9.829702374244e-05
 3.720000000000e+00, 1.060000000000e+00, 1.280000000000e+00, 1.640115295894e-01, 9.711145103074e-05
 3.720000000000e+00, 1.140000000000e+00, 1.200000000000e+00, 1.606077985174e-01, 8.502738922410e-05
 3.720000000000e+00, 1.140000000000e+00, 1.220000000000e+00, 1.624194003509e-01, 9.215925387467e-05
 3.720000000000e+00, 1.140000000000e+00, 1.240000000000e+00, 1.623960330887e-01, 9.070900839962e-05
 3.720000000000e+00, 1.140000000000e+00, 1.260000000000e+00, 1.636462403245e-01, 9.553421933998e-05
 3.720000000000e+00, 1.140000000000e+00, 1.280000000000e+00, 1.644940197150e-01, 9.689700796543e-05
 3.720000000000e+00, 1.220000000000e+00, 1.200000000000e+00, 1.610152607886e-01, 8.824299040232e-05
 3.720000000000e+00, 1.220000000000e+00, 1.220000000000e+00, 1.627131065947e-01, 9.222274915023e-05
 3.720000000000e+00, 1.220000000000e+00, 1.240000000000e+00, 1.625484937180e-01, 9.075555868920e-05
 3.720000000000e+00, 1.220000000000e+00, 1.260000000000e+00, 1.643298035091e-01, 9.825098354896e-05
 3.720000000000e+00, 1.220000000000e+00, 1.280000000000e+00, 1.646712921066e-01, 9.889066991782e-05
 3.940000000000e+00, 9.000000000000e-01, 1.200000000000e+00, 1.611619732662e-01, 6.829767301798e-05
 3.940000000000e+00, 9.000000000000e-01, 1.220000000000e+00, 1.621904361906e-01, 7.206961189834e-05
 3.940000000000e+00, 9.000000000000e-01, 1.240000000000e+00, 1.631594760207e-01, 7.631538743365e-05
 3.940000000000e+00, 9.000000000000e-01, 1.260000000000e+00, 1.642696621897e-01, 7.874679229695e-05
 3.940000000000e+00, 9.000000000000e-01, 1.280000000000e+00, 1.646272621575e-01, 8.019941611602e-05
 3.940000000000e+00, 9.800000000000e-01, 1.200000000000e+00, 1.612864703383e-01, 6.906420062049e-05
 3.940000000000e+00, 9.800000000000e-01, 1.220000000000e+00, 1.618977711852e-01, 7.080599580364e-05
 3.940000000000e+00, 9.800000000000e-01, 1.240000000000e+00, 1.630927025575e-01, 7.552916596476e-05
 3.940000000000e+00, 9.800000000000e-01, 1.260000000000e+00, 1.636876645991e-01, 7.724477968410e-05
 3.940000000000e+00, 9.800000000000e-01, 1.280000000000e+00, 1.653938998088e-01, 8.450000408029e-05
 3.940000000000e+00, 1.060000000000e+00, 1.200000000000e+00, 1.607001844150e-01, 6.645192760904e-05
 3.940000000000e+00, 1.060000000000e+00, 1.220000000000e+00, 1.617909229437e-01, 7.142188616285e-05
 3.940000000000e+00, 1.060000000000e+00, 1.240000000000e+00, 1.630296748466e-01, 7.523590693489e-05
 3.940000000000e+00, 1.060000000000e+00, 1.260000000000e+00, 1.636648284476e-01, 7.758915646972e-05
 3.940000000000e+00, 1.060000000000e+00, 1.280000000000e+00, 1.643765712070e-01, 7.821137011131e-05
 3.940000000000e+00, 1.140000000000e+00, 1.200000000000e+00, 1.614234830492e-01, 6.989886706144e-05
 3.940000000000e+00, 1.140000000000e+00, 1.220000000000e+00, 1.622471524958e-01, 7.287810301829e-05
 3.940000000000e+00, 1.140000000000e+00, 1.240000000000e+00, 1.627146535829e-01, 7.360860587335e-05
 3.940000000000e+00, 1.140000000000e+00, 1.260000000000e+00, 1.640566272369e-01, 7.814062920940e-05
 3.940000000000e+00, 1.140000000000e+00, 1.280000000000e+00, 1.645375127824e-01, 7.957308058218e-05
 3.940000000000e+00, 1.220000000000e+00, 1.200000000000e+00, 1.610640366472e-01, 6.831120249412e-05
 3.940000000000e+00, 1.220000000000e+00, 1.220000000000e+00, 1.622311135277e-01, 7.284038697477e-05
 3.940000000000e+00, 1.220000000000e+00, 1.240000000000e+00, 1.631002554863e-01, 7.443868809931e-05
 3.940000000000e+00, 1.220000000000e+00, 1.260000000000e+00, 1.636886731388e-01, 7.644908191953e-05
 3.940000000000e+00, 1.220000000000e+00, 1.280000000000e+00, 1.653028825766e-01, 8.439194047803e-05
 4.160000000000e+00, 9.000000000000e-01, 1.200000000000e+00, 1.622016249054e-01, 5.632398174216e-05
 4.160000000000e+00, 9.000000000000e-01, 1.220000000000e+00, 1.630132769163e-01, 5.879603830870e-05
 4.160000000000e+00, 9.000000000000e-01, 1.240000000000e+00, 1.640513627268e-01, 6.351630107226e-05
 4.160000000000e+00, 9.000000000000e-01, 1.260000000000e+00, 1.647946316135e-01, 6.569244943535e-05
 4.160000000000e+00, 9.000000000000e-01, 1.280000000000e+00, 1.656082712652e-01, 6.707770661185e-05
 4.160000000000e+00, 9.800000000000e-01, 1.200000000000e+00, 1.621377228150e-01, 5.562767874565e-05
 4.160000000000e+00, 9.800000000000e-01, 1.220000000000e+00, 1.630062130256e-01, 5.985012255774e-05
 4.160000000000e+00, 9.800000000000e-01, 1.240000000000e+00, 1.639030744417e-01, 6.224676325798e-05
 4.160000000000e+00, 9.800000000000e-01, 1.260000000000e+00, 1.647304061957e-01, 6.533312646493e-05
 4.160000000000e+00, 9.800000000000e-01, 1.280000000000e+00, 1.659918167852e-01, 7.177250170833e-05
 4.160000000000e+00, 1.060000000000e+00, 1.200000000000e+00, 1.620857499369e-01, 5.531047030558e-05
 4.160000000000e+00, 1.060000000000e+00, 1.220000000000e+00, 1.630484801634e-01, 6.013888582297e-05
 4.160000000000e+00, 1.060000000000e+00, 1.240000000000e+00, 1.639769474541e-01, 6.358050435409e-05
 4.160000000000e+00, 1.060000000000e+00, 1.260000000000e+00, 1.650983451896e-01, 6.808854395834e-05
 4.160000000000e+00, 1.060000000000e+00, 1.280000000000e+00, 1.656074247082e-01, 6.793503458451e-05
 4.160000000000e+00, 1.140000000000e+00, 1.200000000000e+00, 1.623822914629e-01, 5.852710556767e-05
 4.160000000000e+00, 1.140000000000e+00, 1.220000000000e+00, 1.631203629970e-01, 6.012046069982e-05
 4.160000000000e+00, 1.140000000000e+00, 1.240000000000e+00, 1.639357073444e-01, 6.275258393979e-05
 4.160000000000e+00, 1.140000000000e+00, 1.260000000000e+00, 1.647557986445e-01, 6.552717451781e-05
 4.160000000000e+00, 1.140000000000e+00, 1.280000000000e+00, 1.656633078783e-01, 6.937949669944e-05
 4.160000000000e+00, 1.220000000000e+00, 1.200000000000e+00, 1.620492945205e-01, 5.511488108012e-05
 4.160000000000e+00, 1.220000000000e+00, 1.220000000000e+00, 1.630798833029e-01, 5.971679662835e-05
 4.160000000000e+00, 1.220000000000e+00, 1.240000000000e+00, 1.639487120042e-01, 6.244749023541e-05
 4.160000000000e+00, 1.220000000000e+00, 1.260000000000e+00, 1.650147927804e-01, 6.744461745171e-05
 4.160000000000e+00, 1.220000000000e+00, 1.280000000000e+00, 1.656767882834e-01, 7.017873927194e-05
 4.380000000000e+00, 9.000000000000e-01, 1.200000000000e+00, 1.638838251962e-01, 5.407772809247e-05
 4.380000000000e+00, 9.000000000000e-01, 1.220000000000e+00, 1.647295473915e-01, 5.802818829226e-05
 4.380000000000e+00, 9.000000000000e-01, 1.240000000000e+00, 1.655300610713e-01, 5.889633530878e-05
 4.380000000000e+00, 9.000000000000e-01, 1.260000000000e+00, 1.662952167869e-01, 6.396339710360e-05
 4.380000000000e+00, 9.000000000000e-01, 1.280000000000e+00, 1.670348292747e-01, 5.862744798487e-05
 4.380000000000e+00, 9.800000000000e-01, 1.200000000000e+00, 1.638867395811e-01, 5.306757803919e-05
 4.380000000000e+00, 9.800000000000e-01, 1.220000000000e+00, 1.647504625435e-01, 5.696758226334e-05
 4.380000000000e+00, 9.800000000000e-01, 1.240000000000e+00, 1.655805001460e-01, 5.898024041410e-05
 4.380000000000e+00, 9.800000000000e-01, 1.260000000000e+00, 1.662117218912e-01, 6.249045913113e-05
 4.380000000000e+00, 9.800000000000e-01, 1.280000000000e+00, 1.671001416972e-01, 6.522378000804e-05
 4.380000000000e+00, 1.060000000000e+00, 1.200000000000e+00, 1.638752665910e-01, 5.438771943117e-05
 4.380000000000e+00, 1.060000000000e+00, 1.220000000000e+00, 1.646620564248e-01, 5.637671573995e-05
 4.380000000000e+00, 1.060000000000e+00, 1.240000000000e+00, 1.655826363002e-01, 5.996754432644e-05
 4.380000000000e+00, 1.060000000000e+00, 1.260000000000e+00, 1.661634022214e-01, 5.881340342625e-05
 4.380000000000e+00, 1.060000000000e+00, 1.280000000000e+00, 1.670309592406e-01, 6.238466852268e-05
 4.380000000000e+00, 1.140000000000e+00, 1.200000000000e+00, 1.638874822078e-01, 5.366204580280e-05
 4.380000000000e+00, 1.140000000000e+00, 1.220000000000e+00, 1.648581923169e-01, 5.710283304637e-05
 4.380000000000e+00, 1.140000000000e+00, 1.240000000000e+00, 1.655562136781e-01, 5.886933660416e-05
 4.380000000000e+00, 1.140000000000e+00, 1.260000000000e+00, 1.664365979435e-01, 6.304000109484e-05
 4.380000000000e+00, 1.140000000000e+00, 1.280000000000e+00, 1.670994453385e-01, 6.388374140512e-05
 4.380000000000e+00, 1.220000000000e+00, 1.200000000000e+00, 1.639190877389e-01, 5.364688955574e-05
 4.380000000000e+00, 1.220000000000e+00, 1.220000000000e+00, 1.648744142725e-01, 5.590701011726e-05
 4.380000000000e+00, 1.220000000000e+00, 1.240000000000e+00, 1.655176324976e-01, 5.917627173653e-05
 4.380000000000e+00, 1.220000000000e+00, 1.260000000000e+00, 1.663475265493e-01, 6.139653361303e-05
 4.380000000000e+00, 1.220000000000e+00, 1.280000000000e+00, 1.671213583377e-01, 6.069441951411e-05
