#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  4.8000000000000e+00,  1.0000000000000e+00,  8.0000000000000e-01,  4.0075545766655e-01,  2.1487969275208e+00,  9.4544942637843e-04
  4.8000000000000e+00,  1.0000000000000e+00,  8.4000000000000e-01,  3.8066552795134e-01,  1.5061193405702e+00,  7.6842056123895e-04
  4.8000000000000e+00,  1.0000000000000e+00,  8.8000000000000e-01,  3.6772748659900e-01,  1.4760873555479e+00,  6.9750174582621e-04
  4.8000000000000e+00,  1.0000000000000e+00,  9.2000000000000e-01,  3.6210993707420e-01,  1.2960942300742e+00,  6.7465874896480e-04
  4.8000000000000e+00,  1.0000000000000e+00,  9.6000000000000e-01,  3.6026154584238e-01,  1.3448269643258e+00,  6.8404819752361e-04
  4.8000000000000e+00,  1.0000000000000e+00,  1.0000000000000e+00,  3.6025398216740e-01,  1.6770174890598e+00,  7.1291636190133e-04
  4.8000000000000e+00,  1.0000000000000e+00,  1.0400000000000e+00,  3.6319419877047e-01,  1.7507141753822e+00,  8.5733351911811e-04
  4.8000000000000e+00,  1.0000000000000e+00,  1.0800000000000e+00,  3.6413846624573e-01,  1.9467283313375e+00,  1.1221506352934e-03
  4.8000000000000e+00,  1.0000000000000e+00,  1.1200000000000e+00,  3.6556529730998e-01,  1.3120100131875e+00,  7.4160987031856e-04
  4.8000000000000e+00,  1.0000000000000e+00,  1.1600000000000e+00,  3.6922338114579e-01,  1.4956655910209e+00,  7.9541696322031e-04
  4.8000000000000e+00,  1.0000000000000e+00,  1.2000000000000e+00,  3.7052762000220e-01,  1.4175092275148e+00,  7.5888526504869e-04
  4.8000000000000e+00,  1.0400000000000e+00,  8.0000000000000e-01,  3.8839096773398e-01,  1.2320825249086e+00,  7.5846121790227e-04
  4.8000000000000e+00,  1.0400000000000e+00,  8.4000000000000e-01,  3.6697461507616e-01,  5.4108171790644e-01,  4.8612083738093e-04
  4.8000000000000e+00,  1.0400000000000e+00,  8.8000000000000e-01,  3.5598279502986e-01,  4.2356277575824e-01,  4.1299532202090e-04
  4.8000000000000e+00,  1.0400000000000e+00,  9.2000000000000e-01,  3.5053006697630e-01,  4.2958263711721e-01,  4.0455186794907e-04
  4.8000000000000e+00,  1.0400000000000e+00,  9.6000000000000e-01,  3.4903196126760e-01,  4.6997096811201e-01,  4.2164653826817e-04
  4.8000000000000e+00,  1.0400000000000e+00,  1.0000000000000e+00,  3.4852146321289e-01,  4.7186503787789e-01,  4.0460648622423e-04
  4.8000000000000e+00,  1.0400000000000e+00,  1.0400000000000e+00,  3.4931710525693e-01,  4.7849256856931e-01,  3.8285676267979e-04
  4.8000000000000e+00,  1.0400000000000e+00,  1.0800000000000e+00,  3.5148787874115e-01,  5.8350769880268e-01,  4.9879882752555e-04
  4.8000000000000e+00,  1.0400000000000e+00,  1.1200000000000e+00,  3.5350147323212e-01,  5.6920458359066e-01,  4.6011385012040e-04
  4.8000000000000e+00,  1.0400000000000e+00,  1.1600000000000e+00,  3.5633999879521e-01,  5.6085661456816e-01,  4.8311692619754e-04
  4.8000000000000e+00,  1.0400000000000e+00,  1.2000000000000e+00,  3.5988864480362e-01,  5.4698091329835e-01,  4.8132959768179e-04
  4.8000000000000e+00,  1.0800000000000e+00,  8.0000000000000e-01,  3.8272020907570e-01,  9.0690770688674e-01,  6.7594765813795e-04
  4.8000000000000e+00,  1.0800000000000e+00,  8.4000000000000e-01,  3.6190600238623e-01,  2.2522757406673e-01,  3.4606308919516e-04
  4.8000000000000e+00,  1.0800000000000e+00,  8.8000000000000e-01,  3.5085007684329e-01,  1.2416447590581e-01,  2.4396826715640e-04
  4.8000000000000e+00,  1.0800000000000e+00,  9.2000000000000e-01,  3.4518191197994e-01,  1.4913971922806e-01,  2.5857791747975e-04
  4.8000000000000e+00,  1.0800000000000e+00,  9.6000000000000e-01,  3.4356831966036e-01,  1.8345033763245e-01,  2.7010258791201e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.0000000000000e+00,  3.4365989042035e-01,  2.1024479865788e-01,  2.8492446251870e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.0400000000000e+00,  3.4440505413349e-01,  2.8137986758754e-01,  3.2889205989350e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.0800000000000e+00,  3.4659693225630e-01,  2.3599347505926e-01,  2.8290886760935e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.1200000000000e+00,  3.4896641363509e-01,  2.7018949562176e-01,  3.2355352263242e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.1600000000000e+00,  3.5119313321915e-01,  2.6790507564816e-01,  3.6285590660465e-04
  4.8000000000000e+00,  1.0800000000000e+00,  1.2000000000000e+00,  3.5381940860022e-01,  2.5239923183916e-01,  3.1719500785183e-04
  4.8000000000000e+00,  1.1200000000000e+00,  8.0000000000000e-01,  3.8191568134404e-01,  7.3566605190326e-01,  6.1472544833250e-04
  4.8000000000000e+00,  1.1200000000000e+00,  8.4000000000000e-01,  3.6098681796906e-01,  1.6227219546059e-01,  3.0478251676663e-04
  4.8000000000000e+00,  1.1200000000000e+00,  8.8000000000000e-01,  3.4976548905474e-01,  6.5592348245867e-02,  1.9785562214671e-04
  4.8000000000000e+00,  1.1200000000000e+00,  9.2000000000000e-01,  3.4488980537865e-01,  8.1792074965283e-02,  2.0298102074819e-04
  4.8000000000000e+00,  1.1200000000000e+00,  9.6000000000000e-01,  3.4238619965053e-01,  1.3883562686451e-01,  2.5585252265982e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  3.4265487390185e-01,  1.4827026254491e-01,  2.5943536008555e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.0400000000000e+00,  3.4369807526334e-01,  1.6197563770809e-01,  2.6928548431918e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.0800000000000e+00,  3.4608971763602e-01,  1.7207661100681e-01,  2.6681892619146e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.1200000000000e+00,  3.4828422961126e-01,  1.7820277946159e-01,  2.5821221149481e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.1600000000000e+00,  3.5093687003784e-01,  1.7745247299715e-01,  2.7200741124199e-04
  4.8000000000000e+00,  1.1200000000000e+00,  1.2000000000000e+00,  3.5361447500490e-01,  1.9379183226651e-01,  2.7736258836720e-04
  4.8000000000000e+00,  1.1600000000000e+00,  8.0000000000000e-01,  3.8374377597356e-01,  7.3881551411684e-01,  6.2664294149149e-04
  4.8000000000000e+00,  1.1600000000000e+00,  8.4000000000000e-01,  3.6246971606865e-01,  1.6752046820932e-01,  3.0792832719978e-04
  4.8000000000000e+00,  1.1600000000000e+00,  8.8000000000000e-01,  3.5190073702375e-01,  7.3736003107772e-02,  2.0354366210235e-04
  4.8000000000000e+00,  1.1600000000000e+00,  9.2000000000000e-01,  3.4657533409526e-01,  9.5890476870613e-02,  2.2231280479118e-04
  4.8000000000000e+00,  1.1600000000000e+00,  9.6000000000000e-01,  3.4454111099188e-01,  1.7042041898261e-01,  2.7805656509953e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.0000000000000e+00,  3.4457232421017e-01,  1.7223371944330e-01,  2.8084308128602e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.0400000000000e+00,  3.4536893194369e-01,  2.1178172224480e-01,  3.1997731400225e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.0800000000000e+00,  3.4807130488590e-01,  1.9124795971077e-01,  3.0373059062042e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.1200000000000e+00,  3.5036681890807e-01,  2.0453940023992e-01,  3.0921999982596e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.1600000000000e+00,  3.5269000339328e-01,  2.0584619097750e-01,  3.1640596346049e-04
  4.8000000000000e+00,  1.1600000000000e+00,  1.2000000000000e+00,  3.5562376359397e-01,  1.9280728424289e-01,  2.8096202993301e-04
  4.8000000000000e+00,  1.2000000000000e+00,  8.0000000000000e-01,  3.8688780834573e-01,  7.8505923995115e-01,  6.2755804488537e-04
  4.8000000000000e+00,  1.2000000000000e+00,  8.4000000000000e-01,  3.6604203522520e-01,  1.9258703692838e-01,  3.2351403670410e-04
  4.8000000000000e+00,  1.2000000000000e+00,  8.8000000000000e-01,  3.5549251670704e-01,  9.9671576570306e-02,  2.2032310914022e-04
  4.8000000000000e+00,  1.2000000000000e+00,  9.2000000000000e-01,  3.4979078248540e-01,  1.3006334290628e-01,  2.3858387149314e-04
  4.8000000000000e+00,  1.2000000000000e+00,  9.6000000000000e-01,  3.4850967093995e-01,  1.3996818916587e-01,  2.4524938217056e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.0000000000000e+00,  3.4745610903112e-01,  2.1500698350032e-01,  2.9905966556458e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.0400000000000e+00,  3.4949204460481e-01,  1.8374167304648e-01,  2.9422658129286e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.0800000000000e+00,  3.5153874159543e-01,  2.2007497061670e-01,  3.0440577217923e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.1200000000000e+00,  3.5376282911714e-01,  2.2818736170172e-01,  3.1363103896415e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.1600000000000e+00,  3.5588564230754e-01,  2.4939003673568e-01,  3.2380546450035e-04
  4.8000000000000e+00,  1.2000000000000e+00,  1.2000000000000e+00,  3.5894708896788e-01,  2.2634628763340e-01,  3.1724811711209e-04
